Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Tuukka Rask,,,G,9000,BOS,@OTT,0,59%,2.74,61.4,60.7,60.7,0.928,0.928,22.7,23.7,23.7,11.4,36.0,17.9,2.0,34.4,3.8
Andrei Vasilevskii,,,G,8700,TB,STL,1,57%,2.76,59.2,59.6,59.6,0.910,0.910,19.7,18.6,18.6,5.2,31.9,19.8,2.3,7.2,0.8
Jordan Binnington,,,G,8600,STL,@TB,1,42%,3.24,60.3,60.8,60.8,0.926,0.926,21.1,21.0,21.0,8.9,33.2,13.9,1.6,25.6,3.0
Anders Nilsson,,,G,8600,OTT,BOS,1,41%,3.26,54.4,55.2,55.2,0.928,0.928,24.6,22.1,22.1,7.0,37.3,16.8,2.0,7.2,0.8
Braden Holtby,,,G,8500,WAS,FLA,3,61%,3.14,62.5,58.4,58.4,0.908,0.908,21.9,18.2,18.2,5.6,30.8,18.0,2.1,29.6,3.5
Matthew Murray,,,G,8400,PIT,VAN,1,61%,2.69,62.4,59.0,59.0,0.907,0.907,10.2,16.1,16.1,3.1,29.1,20.8,2.5,-8.0,-1.0
Darcy Kuemper,,,G,8300,ARI,ANH,2,56%,2.56,61.5,60.5,60.5,0.934,0.934,21.4,22.4,22.4,8.0,36.7,20.3,2.4,24.8,3.0
Mikko Koskinen,,,G,8300,EDM,@COL,2,45%,3.39,57.2,57.7,57.7,0.920,0.920,18.1,20.5,20.5,7.3,33.6,15.0,1.8,20.8,2.5
Connor Hellebuyck,,,G,8300,WPG,@SJ,3,44%,3.44,50.0,56.1,56.1,0.930,0.930,17.8,22.0,22.0,7.1,36.9,15.7,1.9,33.6,4.0
Petr Mrazek,,,G,8200,CAR,@NYR,2,57%,3.00,60.2,55.0,55.0,0.903,0.903,18.4,16.9,16.9,0.9,33.0,16.2,2.0,5.6,0.7
David Rittich,,,G,8200,CGY,@BUF,1,54%,2.64,60.9,60.3,60.3,0.912,0.912,13.0,18.4,18.4,3.3,33.6,17.7,2.2,31.2,3.8
Frederik Andersen,1,,G,8200,TOR,@DET,3,67%,2.72,59.2,60.1,60.1,0.916,0.916,17.9,19.5,19.5,7.2,31.7,22.1,2.7,40.0,4.9
Semyon Varlamov,,,G,7900,NYI,@LA,1,56%,2.59,61.5,58.1,58.1,0.913,0.913,19.4,19.5,19.5,6.8,32.2,20.7,2.6,8.8,1.1
Thatcher Demko,,,G,7900,VAN,@PIT,1,39%,3.31,59.0,59.8,59.8,0.919,0.919,15.0,19.2,19.2,8.1,30.3,15.0,1.9,-2.4,-0.3
John Gibson,,,G,7800,ANH,@ARI,1,43%,2.94,59.7,58.5,58.5,0.912,0.912,17.1,17.5,17.5,1.5,33.5,17.8,2.3,8.0,1.0
Henrik Lundqvist,,,G,7800,NYR,CAR,1,42%,3.50,54.2,56.5,56.5,0.910,0.910,13.9,17.7,17.7,3.5,31.9,15.9,2.0,36.8,4.7
Sergei Bobrovsky,,,G,7700,FLA,@WAS,2,39%,3.86,59.3,54.9,54.9,0.888,0.888,18.2,13.1,13.1,0.1,26.0,13.4,1.7,-3.2,-0.4
Joonas Korpisalo,,,G,7700,CLS,PHI,1,52%,2.71,60.2,58.2,58.2,0.902,0.902,23.0,16.5,16.5,4.9,28.1,17.4,2.3,3.2,0.4
Philipp Grubauer,,,G,7700,COL,EDM,3,55%,3.11,51.1,57.3,57.3,0.910,0.910,11.4,17.8,17.8,6.2,29.3,18.4,2.4,23.2,3.0
Malcolm Subban,,,G,7600,VGK,@NSH,1,44%,3.43,60.3,53.6,53.6,0.883,0.883,7.4,6.4,6.4,-1.5,14.3,13.2,1.7,24.8,3.3
Brian Elliott,,,G,7400,PHI,@CLS,1,48%,2.79,56.5,51.0,51.0,0.913,0.913,17.4,15.3,15.3,2.3,28.2,17.7,2.4,26.4,3.6
Aaron Dell,,,G,7400,SJ,WPG,1,56%,3.06,56.6,51.5,51.5,0.897,0.897,16.6,13.6,13.6,-2.6,29.8,15.9,2.1,0.8,0.1
Jon Quick,,,G,7400,LA,NYI,1,44%,2.91,60.0,59.4,59.4,0.881,0.881,15.0,11.2,11.2,-2.5,24.8,16.3,2.2,27.2,3.7
Juuse Saros,,,G,7400,NSH,VGK,1,56%,3.07,46.2,52.3,52.3,0.894,0.894,10.7,10.3,10.3,-0.7,21.2,17.5,2.4,4.8,0.6
Linus Ullmark,,,G,7400,BUF,CGY,1,46%,2.86,58.9,60.0,60.0,0.915,0.915,17.0,19.7,19.7,2.8,36.6,18.4,2.5,8.8,1.2
Jimmy Howard,,,G,7100,DET,TOR,2,33%,3.78,52.9,54.3,54.3,0.890,0.890,5.4,10.3,10.3,-2.3,22.9,12.8,1.8,-3.2,-0.5
