Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Luka Doncic,10,,PG,11500,DAL,@ATL,1,113,36,26,102,107,1%,21,21,21,36,35,35,53.0,53.2,37.9,68.5,35.5,54.7,4.8,37.8,62.6,5.4
Giannis Antetokounmpo,9,,PF,11200,MIL,IND,1,121,34,27,102,108,1%,15,17,18,33,36,33,56.7,51.6,39.1,64.2,34.5,56.1,5.0,30.6,57.8,5.2
Brad Beal,7,,SG,10800,WAS,@MIA,0,109,37,26,101,110,5%,24,28,26,38,37,36,49.3,50.3,39.5,61.2,37.5,50.6,4.7,38.1,48.6,4.5
Karl-Anthony Towns,,O,C,10500,MIN,@SAS,1,108,27,27,102,109,2%,17,16,16,36,33,33,50.6,50.6,48.6,52.6,0.0,0.0,0.0,,0.0,0.0
Trae Young,2,,PG,10400,ATL,DAL,1,111,35,24,101,109,-11%,17,20,18,36,37,34,50.6,44.1,31.9,56.2,36.0,44.7,4.3,35.7,38.3,3.7
Joel Embiid,8,,C,10200,PHI,@CHA,2,116,31,31,101,108,4%,19,18,16,32,33,32,55.2,50.5,35.0,66.0,33.0,50.4,4.9,33.7,55.2,5.4
Russell Westbrook,,O,PG,10000,WAS,@MIA,0,109,33,16,101,110,1%,22,18,19,34,30,34,42.6,45.3,32.2,58.4,0.0,0.0,0.0,,0.0,0.0
Jayson Tatum,13,,PF,9500,BOS,@SAC,0,112,31,22,102,115,-2%,19,22,22,39,36,36,41.7,44.7,37.8,51.6,36.5,48.1,5.1,38.9,54.8,5.8
Kawhi Leonard,4,,SF,9400,LAC,@CLE,0,115,29,29,100,107,6%,20,20,19,37,35,34,50.7,47.1,35.6,58.6,34.5,45.9,4.9,31.6,34.7,3.7
Bam Adebayo,9,,PF,9100,MIA,WAS,1,119,25,23,107,115,1%,13,15,13,37,36,33,41.5,41.3,31.2,51.3,34.5,44.0,4.8,34.9,45.2,5.0
Zach LaVine,5,,SG,9000,CHI,NYK,1,110,29,21,98,107,-10%,14,16,18,34,35,36,40.1,43.2,32.2,54.1,35.5,41.9,4.7,37.9,38.5,4.3
Christian Wood,8,,PF,8900,HOU,@OKC,1,115,25,24,103,111,8%,13,14,17,27,30,33,42.5,43.5,35.0,51.9,31.0,42.5,4.8,22.1,25.7,2.9
Andre Drummond,3,,C,8800,CLE,LAC,1,106,31,22,100,108,-14%,13,16,16,28,26,30,44.5,46.3,30.2,62.4,28.0,42.0,4.8,22.3,19.0,2.2
Clint Capela,5,,C,8800,ATL,DAL,1,111,19,23,101,109,9%,13,11,11,30,31,30,45.5,40.9,24.7,57.0,31.5,40.7,4.6,29.9,40.6,4.6
Domas Sabonis,12,,PF,8800,IND,@MIL,0,113,24,21,104,108,-1%,16,14,15,36,37,38,42.6,44.9,36.1,53.7,37.0,44.1,5.0,31,54.4,6.2
Jaylen Brown,13,,SF,8700,BOS,@SAC,0,112,31,25,102,115,14%,20,21,20,35,34,34,43.7,42.1,32.7,51.5,35.5,43.6,5.0,33.8,32.6,3.7
Ben Simmons,7,,PG,8700,PHI,@CHA,2,116,21,18,101,108,-2%,11,11,9,30,34,33,45.1,40.3,31.8,48.8,34.0,40.7,4.7,35,36.7,4.2
Shai Gilgeous-Alexander,,O,SG,8600,OKC,HOU,1,108,27,22,104,104,7%,13,14,15,30,32,33,41.2,39.4,28.2,50.7,0.0,0.0,0.0,,0.0,0.0
Julius Randle,11,,PF,8600,NYK,@CHI,1,108,28,20,106,111,-3%,17,16,17,37,35,37,41.6,44.2,35.9,52.5,36.0,43.3,5.0,38.3,46.2,5.4
Jimmy Butler,13,,SF,8500,MIA,WAS,1,119,28,24,107,115,4%,18,17,14,35,33,31,49.0,40.7,23.6,57.7,33.0,43.7,5.1,37.1,45.1,5.3
Paul George,8,,SG,8400,LAC,@CLE,0,115,29,23,100,107,6%,20,18,16,34,33,34,38.6,40.9,31.1,50.6,34.5,41.4,4.9,34.1,49.8,5.9
Malcolm Brogdon,3,,PG,8400,IND,@MIL,0,113,27,20,104,108,-4%,19,18,18,33,35,37,43.8,40.9,31.6,50.2,36.5,40.3,4.8,28.8,25.1,3.0
Zion Williamson,5,,PF,8300,NOR,PHO,1,110,28,24,99,106,-7%,16,15,16,30,33,34,42.3,39.8,33.0,46.5,33.5,38.4,4.6,32.3,48.4,5.8
Victor Oladipo,11,,SG,8200,HOU,@OKC,1,115,31,16,103,111,3%,15,18,18,25,32,33,33.0,37.3,29.2,45.4,34.5,41.9,5.1,31.6,30.1,3.7
Brandon Ingram,2,,SF,8200,NOR,PHO,1,110,28,20,99,106,-16%,18,18,18,34,35,36,38.0,39.6,30.4,48.9,35.5,36.7,4.5,33,42.8,5.2
