Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Frederik Andersen,,,G,8900,TOR,@CGY,1,54%,3.14,59.6,60.0,60.0,0.921,0.921,21.3,20.7,20.7,7.6,33.7,18.8,2.1,0.0,0.0
Andrei Vasilevskii,,,G,8800,TB,BOS,1,56%,2.83,60.7,59.8,59.8,0.910,0.910,19.4,18.2,18.2,4.1,32.3,19.4,2.2,25.6,2.9
Darcy Kuemper,,,G,8800,ARI,CHI,1,60%,2.49,63.0,61.1,61.1,0.935,0.935,26.4,23.3,23.3,10.7,36.0,21.0,2.4,26.4,3.0
Tuukka Rask,,,G,8700,BOS,@TB,0,44%,3.17,60.1,60.5,60.5,0.927,0.927,19.7,22.7,22.7,10.1,35.4,14.4,1.7,10.4,1.2
Connor Hellebuyck,,,G,8600,WPG,@DET,1,67%,2.49,48.3,54.7,54.7,0.934,0.934,22.2,22.5,22.5,7.8,37.2,22.2,2.6,7.2,0.8
Jordan Binnington,,,G,8600,STL,VGK,1,51%,2.72,49.8,58.5,58.5,0.921,0.921,14.7,19.7,19.7,6.7,32.8,17.0,2.0,25.6,3.0
Marc-Andre Fleury,,,G,8500,VGK,@STL,1,49%,2.78,60.3,58.0,58.0,0.921,0.921,25.1,20.4,20.4,4.9,35.8,16.7,2.0,4.0,0.5
Tristan Jarry,,,G,8100,PIT,CLS,1,59%,2.52,51.7,54.6,54.6,0.938,0.938,21.4,22.6,22.6,6.9,38.3,22.0,2.7,33.6,4.1
Alexander Georgiev,,,G,8100,NYR,@SJ,1,39%,3.58,59.6,54.6,54.6,0.926,0.926,35.2,22.6,22.6,4.7,40.6,15.2,1.9,12.0,1.5
David Rittich,,,G,8000,CGY,TOR,1,46%,3.36,61.5,60.4,60.4,0.913,0.913,23.0,19.5,19.5,5.2,33.7,13.8,1.7,29.6,3.7
Robin Lehner,,,G,8000,CHI,@ARI,1,40%,3.01,54.9,55.3,55.3,0.929,0.929,15.8,20.8,20.8,5.6,35.9,17.8,2.2,8.0,1.0
Mike Smith,,,G,7800,EDM,@MIN,1,48%,2.80,45.8,53.9,53.9,0.903,0.903,5.9,14.4,14.4,-1.1,29.9,17.9,2.3,-8.0,-1.0
John Gibson,,,G,7800,ANH,LA,1,56%,2.56,61.6,59.1,59.1,0.910,0.910,16.8,16.3,16.3,1.3,31.4,20.9,2.7,12.0,1.5
Thomas Greiss,,,G,7700,NYI,@FLA,2,45%,2.87,50.9,55.3,55.3,0.930,0.930,14.7,21.5,21.5,10.8,32.3,18.0,2.3,33.6,4.4
Petr Mrazek,,,G,7700,CAR,@VAN,1,53%,2.92,60.5,56.0,56.0,0.903,0.903,16.5,16.6,16.6,1.8,31.5,16.0,2.1,16.0,2.1
Sergei Bobrovsky,,,G,7700,FLA,NYI,1,55%,2.63,59.1,55.6,55.6,0.898,0.898,20.8,14.7,14.7,0.8,28.6,20.2,2.6,13.6,1.8
Juuse Saros,,,G,7500,NSH,@BUF,1,56%,2.80,61.4,54.0,54.0,0.896,0.896,17.1,10.9,10.9,0.1,21.7,18.6,2.5,6.4,0.9
Martin Jones,,,G,7500,SJ,NYR,1,61%,2.92,51.7,56.5,56.5,0.891,0.891,6.9,13.2,13.2,0.8,25.6,17.2,2.3,-0.8,-0.1
Jon Quick,,,G,7400,LA,@ANH,1,43%,2.94,59.2,59.4,59.4,0.888,0.888,14.1,11.8,11.8,-1.7,25.4,16.1,2.2,36.8,5.0
Linus Ullmark,,,G,7400,BUF,NSH,1,43%,3.20,59.7,59.9,59.9,0.915,0.915,22.9,20.0,20.0,4.5,35.5,16.7,2.3,28.8,3.9
Joonas Korpisalo,,,G,7300,CLS,@PIT,2,41%,2.98,59.2,58.4,58.4,0.903,0.903,14.4,16.0,16.0,4.0,28.1,15.0,2.1,20.8,2.8
Jacob Markstrom,,,G,7300,VAN,CAR,1,47%,3.08,60.5,60.5,60.5,0.912,0.912,21.9,16.8,16.8,3.9,29.6,16.9,2.3,54.4,7.5
Kaapo Kahkonen,,,G,7200,MIN,EDM,1,52%,2.70,61.6,61.6,61.6,0.947,0.947,28.5,28.5,28.5,17.3,39.8,17.3,2.4,14.4,2.0
Jonathan Bernier,,,G,7100,DET,WPG,1,33%,3.51,55.6,55.5,55.5,0.888,0.888,7.2,10.7,10.7,0.9,20.4,13.8,1.9,24.8,3.5
