Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Connor McDavid,1,,C,8800,EDM,@CLS,0,L1,P1,2.77,24.6,23.4,23.4,3.4,3.0,3.0,15.5,21.1,21.1,6.8,35.5,19.2,2.2,13.3,1.5
Nathan MacKinnon,2,,C,8700,COL,FLA,3,L1,P1,3.41,21.2,21.4,21.4,3.6,3.8,3.8,18.1,20.0,20.0,15.6,24.3,18.6,2.1,29.6,3.4
Leon Draisaitl,1,,W,8600,EDM,@CLS,0,L1,P1,2.77,24.3,24.1,24.1,3.2,3.5,3.5,18.3,22.8,22.8,9.8,35.8,16.4,1.9,38.9,4.5
Steven Stamkos,1,,W,8500,TB,@NJ,0,L2,P1,3.38,19.3,19.5,19.5,3.4,3.1,3.1,13.2,16.5,16.5,5.7,27.4,15.9,1.9,4.8,0.6
Nikita Kucherov,1,,W,8400,TB,@NJ,0,L1,P1,3.38,19.2,19.5,19.5,4.2,2.6,2.6,12.4,14.4,14.4,1.6,27.2,18.8,2.2,1.6,0.2
Mikko Rantanen,,,W,8200,COL,FLA,8,,,3.41,18.0,18.9,18.9,2.2,2.7,2.7,15.6,18.3,18.3,7.9,28.6,0.0,0.0,0.0,0.0
Aleksander Barkov,1,,C,7700,FLA,@COL,1,L1,P1,3.09,14.7,19.2,19.2,1.2,1.8,1.8,13.8,12.3,12.3,1.7,22.8,16.4,2.1,23.7,3.1
Anze Kopitar,1,,C,7600,LA,VAN,2,L1,P1,2.96,18.9,19.7,19.7,2.0,2.7,2.7,11.1,14.4,14.4,4.0,24.8,13.1,1.7,19.7,2.6
Vladimir Tarasenko,,Q,W,7500,STL,MIN,2,,,3.07,15.1,16.2,16.2,3.2,2.6,2.6,17.6,14.6,14.6,6.2,23.1,0.0,0.0,0.0,0.0
Taylor Hall,1,,W,7500,NJ,TB,4,L1,P1,3.12,18.4,19.2,19.2,4.0,4.0,4.0,13.8,13.5,13.5,8.1,19.0,16.5,2.2,19.7,2.6
Cam Atkinson,1,,W,7400,CLS,EDM,3,L1,P1,3.23,18.4,19.1,19.1,3.6,4.1,4.1,12.3,12.5,12.5,4.4,20.7,13.1,1.8,13.3,1.8
Brayden Point,1,Q,C,7400,TB,@NJ,0,L1,P1,3.38,18.9,18.6,18.6,2.2,2.5,2.5,11.7,13.2,13.2,-1.5,27.9,14.8,2.0,29.6,4.0
Brock Boeser,1,,W,7300,VAN,@LA,1,L1,P1,3.04,18.7,18.8,18.8,2.2,2.8,2.8,12.4,13.4,13.4,5.5,21.2,14.5,2.0,56.7,7.8
Jonathan Huberdeau,1,,W,7200,FLA,@COL,1,L1,P1,3.09,15.8,18.3,18.3,1.4,2.3,2.3,12.2,14.6,14.6,4.2,24.9,14.4,2.0,28.8,4.0
Brendan Gallagher,,,W,7100,MON,@ARI,3,L1,P1,2.88,16.5,17.0,17.0,3.6,3.8,3.8,15.8,16.4,16.4,2.3,30.5,12.6,1.8,18.4,2.6
Gabriel Landeskog,,Q,W,7100,COL,FLA,3,,,3.41,19.2,20.4,20.4,2.4,2.4,2.4,6.6,10.9,10.9,1.6,20.3,0.0,0.0,0.0,0.0
Elias Pettersson,1,,C,7100,VAN,@LA,1,L1,P1,3.04,18.2,18.5,18.5,2.6,2.0,2.0,18.3,15.4,15.4,4.5,26.2,14.6,2.1,45.5,6.4
Phil Kessel,1,,W,6900,ARI,MON,1,L1,P1,3.12,18.2,18.0,18.0,2.4,2.8,2.8,7.4,10.3,10.3,2.7,18.0,14.0,2.0,11.2,1.6
Mike Hoffman,1,,W,6600,FLA,@COL,1,L2,P1,3.09,16.4,17.7,17.7,2.2,2.8,2.8,6.7,13.1,13.1,-0.5,26.7,12.5,1.9,13.3,2.0
Evgeni Dadonov,,,W,6500,FLA,@COL,1,L1,P1,3.09,15.3,16.5,16.5,1.2,2.6,2.6,9.4,13.6,13.6,4.6,22.6,12.4,1.9,12.8,2.0
Brayden Schenn,1,,C,6500,STL,MIN,2,L1,P1,3.07,17.9,18.1,18.1,1.0,2.0,2.0,13.1,15.6,15.6,6.0,25.2,11.5,1.8,6.4,1.0
Ryan O'Reilly,,,C,6400,STL,MIN,2,L2,P2,3.07,20.1,20.2,20.2,2.6,1.8,1.8,15.0,13.1,13.1,-3.5,29.6,13.1,2.0,9.6,1.5
Vincent Trocheck,,Q,C,6400,FLA,@COL,1,,,3.09,19.7,19.5,19.5,3.4,3.4,3.4,14.2,14.0,14.0,5.6,22.4,0.0,0.0,0.0,0.0
Tomas Tatar,,,W,6300,MON,@ARI,3,L1,P2,2.88,16.1,16.7,16.7,2.2,2.8,2.8,9.3,11.0,11.0,2.6,19.5,10.7,1.7,12.8,2.0
Max Domi,1,,C,6300,MON,@ARI,3,L2,P2,2.88,17.0,16.9,16.9,2.6,2.8,2.8,11.1,13.7,13.7,4.3,23.0,11.9,1.9,3.2,0.5
Clayton Keller,1,,W,6200,ARI,MON,1,L1,P1,3.12,18.6,18.3,18.3,3.2,2.8,2.8,11.0,10.9,10.9,6.6,15.3,12.1,2.0,1.6,0.3
J.T. Miller,,,W,6200,VAN,@LA,1,L1,P1,3.04,19.0,18.7,18.7,3.6,2.8,2.8,16.1,17.2,17.2,4.1,30.2,9.7,1.6,13.3,2.1
Victor Hedman,1,Q,D,6200,TB,@NJ,0,,,3.38,20.7,21.7,21.7,1.8,1.3,1.3,12.6,12.1,12.1,6.5,17.6,0.0,0.0,0.0,0.0
Bo Horvat,1,,C,6100,VAN,@LA,1,L2,P1,3.04,19.2,19.3,19.3,4.4,3.0,3.0,23.1,14.7,14.7,1.0,28.4,13.0,2.1,30.6,5.0
James Neal,,,W,6100,EDM,@CLS,0,L2,P1,2.77,17.9,17.4,17.4,2.4,3.0,3.0,7.9,15.8,15.8,-0.9,32.4,10.3,1.7,18.9,3.1
Seth Jones,,,D,6100,CLS,EDM,3,D1,P1,3.23,25.0,24.7,24.7,2.0,2.5,2.5,13.4,12.6,12.6,6.4,18.8,12.9,2.1,4.8,0.8
Dustin Brown,,,W,6000,LA,VAN,2,L2,P1,2.96,18.6,19.1,19.1,3.2,2.8,2.8,5.4,10.1,10.1,-1.8,21.9,10.0,1.7,3.2,0.5
Alex Pietrangelo,1,,D,6000,STL,MIN,2,D1,P2,3.07,24.5,23.5,23.5,3.0,3.1,3.1,11.8,13.1,13.1,6.6,19.5,12.2,2.0,24.8,4.1
Eric Staal,,,C,5900,MIN,@STL,0,L1,P2,2.43,17.4,16.3,16.3,3.0,2.1,2.1,19.4,10.5,10.5,-1.5,22.5,11.4,1.9,8.0,1.4
Gustav Nyquist,,,W,5900,CLS,EDM,3,L2,P1,3.23,18.7,17.7,17.7,2.8,2.5,2.5,11.0,9.9,9.9,3.5,16.3,10.8,1.8,1.6,0.3
David Perron,1,,W,5800,STL,MIN,2,L2,P2,3.07,17.0,17.8,17.8,2.2,2.1,2.1,17.7,13.6,13.6,1.1,26.2,10.0,1.7,19.2,3.3
Oliver Ekman-Larsson,1,,D,5800,ARI,MON,1,D1,P1,3.12,26.0,25.2,25.2,2.4,2.1,2.1,14.1,11.4,11.4,3.8,19.0,10.3,1.8,0.0,0.0
Kyle Palmieri,1,,W,5800,NJ,TB,4,L1,P1,3.12,17.6,17.1,17.1,2.2,2.4,2.4,6.0,9.4,9.4,2.0,16.8,12.4,2.1,50.9,8.8
Drew Doughty,,,D,5700,LA,VAN,2,D1,P1,2.96,23.9,23.9,23.9,2.4,2.3,2.3,10.0,13.0,13.0,2.3,23.7,11.5,2.0,22.9,4.0
Jaden Schwartz,1,,W,5700,STL,MIN,2,L1,P1,3.07,17.8,17.5,17.5,2.4,1.8,1.8,13.3,10.6,10.6,5.3,15.9,11.6,2.0,8.0,1.4
Alexander Edler,1,,D,5600,VAN,@LA,1,D1,P1,3.04,24.0,24.7,24.7,3.0,2.6,2.6,14.7,16.1,16.1,4.9,27.2,12.2,2.2,11.2,2.0
Ryan Nugent-Hopkins,,,C,5600,EDM,@CLS,0,L2,P1,2.77,19.8,19.5,19.5,2.8,2.2,2.2,7.8,9.9,9.9,3.2,16.5,12.5,2.2,20.8,3.7
Jonathan Drouin,1,,W,5500,MON,@ARI,3,L2,P1,2.88,16.5,16.7,16.7,2.6,2.5,2.5,13.2,13.4,13.4,4.2,22.6,10.7,1.9,16.8,3.1
Pierre-Luc Dubois,1,,C,5500,CLS,EDM,3,L1,P1,3.23,20.0,18.9,18.9,3.8,2.5,2.5,16.2,12.2,12.2,4.3,20.1,11.4,2.1,14.9,2.7
Shea Weber,1,,D,5400,MON,@ARI,3,D1,P1,2.88,22.3,22.9,22.9,1.8,2.5,2.5,13.2,11.4,11.4,1.8,21.1,12.2,2.3,28.0,5.2
Zach Parise,,,W,5400,MIN,@STL,0,L2,P1,2.43,17.4,17.0,17.0,1.8,1.8,1.8,6.2,6.8,6.8,0.1,13.5,13.0,2.4,6.4,1.2
Nick Schmaltz,,,C,5400,ARI,MON,1,L3,P2,3.12,16.3,14.9,14.9,1.0,1.6,1.6,10.2,13.1,13.1,2.7,23.5,10.1,1.9,0.0,0.0
Derek Stepan,,,C,5300,ARI,MON,1,L2,P1,3.12,18.6,19.0,19.0,1.6,1.8,1.8,5.1,7.3,7.3,-0.4,15.0,10.9,2.1,3.2,0.6
Zachary Werenski,1,,D,5300,CLS,EDM,3,D2,P2,3.23,24.4,23.2,23.2,2.4,2.5,2.5,9.7,10.1,10.1,4.4,15.8,10.9,2.1,20.5,3.9
Jack Hughes,,,C,5300,NJ,TB,4,L1,P1,3.12,15.9,15.7,15.7,2.4,2.1,2.1,14.6,9.4,9.4,-1.4,20.1,12.2,2.3,1.6,0.3
Nazem Kadri,1,,C,5200,COL,FLA,3,L1,P1,3.41,17.9,17.2,17.2,2.4,2.3,2.3,11.5,10.8,10.8,-0.8,22.5,11.0,2.1,11.2,2.2
Keith Yandle,,,D,5200,FLA,@COL,1,D2,P1,3.09,19.7,19.0,19.0,1.4,2.3,2.3,8.5,9.3,9.3,2.5,16.1,10.8,2.1,10.1,1.9
Kevin Shattenkirk,,,D,5200,TB,@NJ,0,D2,P2,3.38,20.5,20.6,20.6,2.6,2.6,2.6,10.4,12.3,12.3,4.3,20.2,8.4,1.6,21.3,4.1
Phillip Danault,,,C,5100,MON,@ARI,3,L1,,2.88,16.9,17.7,17.7,1.6,1.4,1.4,9.3,10.1,10.1,-0.9,21.1,9.4,1.8,12.8,2.5
Oscar Klefbom,1,,D,5100,EDM,@CLS,0,D2,P1,2.77,26.3,25.3,25.3,2.8,2.5,2.5,8.0,13.0,13.0,3.8,22.2,11.7,2.3,14.4,2.8
Ondrej Palat,,,W,5100,TB,@NJ,0,L1,P1,3.38,18.2,16.7,16.7,2.4,2.1,2.1,7.1,9.5,9.5,3.0,16.0,9.0,1.8,40.0,7.8
Tyler Johnson,,,C,5100,TB,@NJ,0,L2,P2,3.38,16.1,16.0,16.0,2.0,2.1,2.1,7.6,9.1,9.1,2.5,15.8,9.7,1.9,30.1,5.9
P.K. Subban,,,D,5100,NJ,TB,4,D1,P2,3.12,23.8,23.7,23.7,3.0,2.4,2.4,12.0,9.2,9.2,1.6,16.8,11.7,2.3,3.2,0.6
Mats Zuccarello,,,W,5000,MIN,@STL,0,L1,P2,2.43,16.1,15.5,15.5,1.2,1.0,1.0,6.2,4.3,4.3,-0.6,9.1,11.5,2.3,16.8,3.4
Jared Spurgeon,,,D,5000,MIN,@STL,0,D1,P1,2.43,23.4,22.5,22.5,2.0,1.8,1.8,10.5,10.1,10.1,1.7,18.5,10.4,2.1,8.0,1.6
Jeff Carter,1,,W,5000,LA,VAN,2,L1,P2,2.96,16.6,17.3,17.3,3.2,3.6,3.6,12.5,10.0,10.0,2.8,17.2,11.2,2.2,30.4,6.1
Nick Foligno,,,W,5000,CLS,EDM,3,L1,P2,3.23,19.5,18.2,18.2,1.6,2.2,2.2,7.4,8.7,8.7,-0.4,17.9,9.1,1.8,4.8,1.0
Tanner Pearson,,,W,4900,VAN,@LA,1,L2,P2,3.04,15.9,16.4,16.4,2.4,3.0,3.0,6.7,10.4,10.4,0.3,20.4,8.5,1.7,8.0,1.6
Tyler Toffoli,1,,W,4900,LA,VAN,2,,,2.96,14.7,14.8,14.8,1.2,2.3,2.3,4.3,7.9,7.9,-0.7,16.5,0.0,0.0,0.0,0.0
Cale Makar,1,,D,4900,COL,FLA,3,D2,P1,3.41,16.7,18.5,18.5,2.2,1.5,1.5,12.8,12.3,12.3,5.9,18.6,9.0,1.8,0.0,0.0
Mikko Koivu,,,C,4900,MIN,@STL,0,L3,P1,2.43,17.8,17.7,17.7,2.6,2.3,2.3,11.1,8.7,8.7,2.3,15.0,8.5,1.7,1.6,0.3
Andre Burakovsky,,,W,4800,COL,FLA,3,L2,P2,3.41,15.2,14.2,14.2,2.0,2.0,2.0,11.9,11.4,11.4,0.2,22.6,7.8,1.6,4.8,1.0
Colton Parayko,1,,D,4800,STL,MIN,2,D2,P1,3.07,22.6,23.1,23.1,2.2,2.2,2.2,12.4,10.2,10.2,4.2,16.2,10.0,2.1,3.2,0.7
Oliver Bjorkstrand,1,,W,4800,CLS,EDM,3,L2,P2,3.23,17.3,17.1,17.1,1.8,2.4,2.4,4.2,6.9,6.9,0.8,13.0,9.6,2.0,8.0,1.7
Jason Zucker,,,W,4700,MIN,@STL,0,L1,P1,2.43,17.3,16.6,16.6,2.0,2.0,2.0,14.0,10.3,10.3,1.3,19.3,11.5,2.4,8.0,1.7
Joel Armia,1,,W,4700,MON,@ARI,3,L2,P2,2.88,17.8,17.1,17.1,3.0,2.9,2.9,14.1,15.0,15.0,2.2,27.8,8.4,1.8,3.2,0.7
Jeff Petry,,,D,4700,MON,@ARI,3,D2,P2,2.88,22.9,24.0,24.0,2.4,3.1,3.1,9.1,11.9,11.9,4.6,19.2,9.9,2.1,17.6,3.7
Darnell Nurse,,,D,4700,EDM,@CLS,0,D1,P2,2.77,23.5,23.5,23.5,2.8,2.1,2.1,9.4,12.0,12.0,4.6,19.4,11.3,2.4,3.2,0.7
Blake Coleman,,,W,4700,NJ,TB,4,L2,P2,3.12,16.9,16.3,16.3,2.0,2.1,2.1,7.2,9.5,9.5,0.0,19.0,9.3,2.0,3.2,0.7
Carl Soderberg,,,C,4600,ARI,MON,1,L4,P2,3.12,16.0,15.8,15.8,1.6,1.7,1.7,9.8,9.5,9.5,3.0,16.0,8.6,1.9,4.8,1.0
J.T. Compher,,,W,4600,COL,FLA,3,L2,P2,3.41,16.3,15.6,15.6,1.4,1.3,1.3,11.0,9.2,9.2,1.8,16.5,9.7,2.1,1.6,0.3
