Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Auston Matthews,1,,C,9000,TOR,OTT,0,L1,P1,3.97,23.1,21.0,21.0,3.4,4.2,4.2,22.2,22.5,22.5,13.9,31.2,16.0,1.8,49.0,5.4
David Pastrnak,1,,W,8600,BOS,NJ,4,L2,P1,3.18,19.4,19.6,19.6,2.8,3.7,3.7,19.7,21.4,21.4,2.3,40.4,15.2,1.8,22.1,2.6
Alexander Ovechkin,1,,W,8300,WAS,BUF,1,L1,P1,3.28,23.7,20.9,20.9,4.6,3.9,3.9,20.4,20.0,20.0,6.1,33.8,14.8,1.8,14.9,1.8
Mitchell Marner,,,W,8200,TOR,OTT,0,L1,P1,3.97,23.1,22.0,22.0,2.8,2.5,2.5,10.7,17.4,17.4,6.0,28.9,12.6,1.5,40.8,5.0
Brad Marchand,1,,W,8100,BOS,NJ,4,L1,P1,3.18,21.3,20.1,20.1,2.8,2.9,2.9,15.6,18.3,18.3,8.3,28.3,12.7,1.6,1.6,0.2
Patrice Bergeron,1,,C,8000,BOS,NJ,4,L1,P1,3.18,19.5,18.8,18.8,2.8,3.7,3.7,18.5,19.6,19.6,5.7,33.5,12.4,1.6,6.4,0.8
Sidney Crosby,,,C,7700,PIT,NYI,1,L1,P1,2.78,21.3,20.4,20.4,2.0,2.4,2.4,11.0,13.3,13.3,2.7,24.0,12.6,1.6,21.6,2.8
Evgeni Malkin,1,,C,7600,PIT,NYI,1,L2,P1,2.78,19.0,18.8,18.8,2.8,2.3,2.3,12.2,9.5,9.5,3.1,15.8,13.5,1.8,22.4,2.9
Artemi Panarin,,Q,W,7600,NYR,@PHI,7,L2,P1,2.97,19.4,20.8,20.8,3.2,2.9,2.9,18.1,16.6,16.6,4.9,28.3,13.3,1.8,20.8,2.7
Vladimir Tarasenko,,D,W,7500,STL,SJ,n/a,,,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrik Laine,,,W,7400,CLS,NSH,2,L1,P1,2.83,17.1,17.5,17.5,1.6,1.8,1.8,14.0,15.7,15.7,2.8,28.7,12.1,1.6,11.2,1.5
Filip Forsberg,,,W,7400,NSH,@CLS,4,L1,P1,2.67,17.9,19.0,19.0,4.4,4.1,4.1,13.4,16.7,16.7,2.4,31.0,10.7,1.4,0.0,0.0
Jack Eichel,,,C,7400,BUF,@WAS,1,L1,P1,2.72,20.7,21.2,21.2,3.2,3.5,3.5,11.6,15.0,15.0,4.9,25.0,14.2,1.9,13.3,1.8
John Tavares,1,,C,7300,TOR,OTT,0,L2,P2,3.97,17.3,16.9,16.9,3.4,2.9,2.9,11.9,13.9,13.9,4.3,23.5,11.9,1.6,13.6,1.9
Anders Lee,,,W,7300,NYI,@PIT,1,L1,P1,2.72,18.4,18.6,18.6,3.4,3.3,3.3,15.6,13.5,13.5,4.6,22.3,9.5,1.3,6.4,0.9
Logan Couture,,,C,7200,SJ,@STL,2,L1,P1,2.42,19.8,19.9,19.9,3.0,2.9,2.9,17.5,14.9,14.9,3.0,26.8,10.1,1.4,8.0,1.1
David Perron,1,,W,7200,STL,SJ,2,L1,P1,3.08,18.4,17.1,17.1,1.6,2.6,2.6,10.9,13.6,13.6,2.2,25.0,9.1,1.3,35.4,4.9
Anze Kopitar,,,C,7100,LA,@ARI,1,L1,P1,2.49,20.0,21.8,21.8,2.6,2.4,2.4,18.1,16.7,16.7,7.0,26.4,10.1,1.4,14.4,2.0
John Carlson,1,,D,7100,WAS,BUF,1,D1,P1,3.28,24.9,24.9,24.9,2.8,2.8,2.8,11.1,14.7,14.7,4.6,24.8,12.4,1.7,1.6,0.2
Jake Guentzel,1,,W,7100,PIT,NYI,1,L1,P1,2.78,21.3,20.6,20.6,2.2,2.5,2.5,15.1,12.6,12.6,1.2,24.0,13.4,1.9,9.6,1.4
Ryan O'Reilly,,,C,7000,STL,SJ,2,L1,P1,3.08,21.9,20.2,20.2,2.2,2.5,2.5,11.9,12.5,12.5,3.1,22.0,9.9,1.4,8.0,1.1
Evgeny Kuznetsov,1,,C,6900,WAS,BUF,1,L1,P2,3.28,16.6,16.5,16.5,3.2,2.7,2.7,14.6,12.4,12.4,4.3,20.6,9.3,1.3,4.8,0.7
Kevin Hayes,,,C,6800,PHI,NYR,10,L2,P2,3.03,19.0,18.8,18.8,3.0,2.4,2.4,12.1,12.6,12.6,3.8,21.4,8.4,1.2,19.2,2.8
Mathew Barzal,,,C,6800,NYI,@PIT,1,L1,P1,2.72,18.4,19.7,19.7,1.8,2.3,2.3,11.3,13.7,13.7,2.3,25.1,11.0,1.6,8.0,1.2
Jakub Voracek,,D,W,6700,PHI,NYR,10,,,3.03,17.6,16.6,16.6,1.0,1.4,1.4,9.0,11.4,11.4,3.8,18.9,0.0,0.0,0.0,0.0
Taylor Hall,,,W,6700,BUF,@WAS,1,L2,P1,2.72,20.1,20.5,20.5,1.8,2.6,2.6,7.9,11.2,11.2,1.9,20.5,12.2,1.8,6.4,1.0
Brent Burns,1,,D,6600,SJ,@STL,2,D1,P1,2.42,26.5,27.2,27.2,2.4,3.0,3.0,6.7,11.6,11.6,-0.3,23.4,11.0,1.7,8.0,1.2
Sean Couturier,,,C,6600,PHI,NYR,10,L1,P1,3.03,12.0,12.0,12.0,1.0,1.0,1.0,15.5,15.5,15.5,-2.5,33.5,10.8,1.6,11.2,1.7
Victor Olofsson,,,W,6600,BUF,@WAS,1,L1,P1,2.72,19.1,18.2,18.2,3.2,3.0,3.0,15.2,14.6,14.6,7.3,21.9,9.3,1.4,14.1,2.1
Evander Kane,,,W,6400,SJ,@STL,2,L1,P1,2.42,19.6,18.9,18.9,2.6,2.7,2.7,10.4,11.9,11.9,0.4,23.4,10.4,1.6,8.0,1.3
Brayden Schenn,,,C,6400,STL,SJ,2,L2,P2,3.08,18.3,17.8,17.8,3.4,2.9,2.9,9.8,13.3,13.3,3.5,23.0,9.0,1.4,20.0,3.1
Nicklas Backstrom,1,,C,6400,WAS,BUF,1,L2,P1,3.28,20.2,19.7,19.7,1.6,2.2,2.2,14.1,17.5,17.5,7.1,28.0,10.5,1.6,14.1,2.2
Cam Atkinson,1,,W,6400,CLS,NSH,2,L1,P2,2.83,19.1,17.8,17.8,3.8,2.7,2.7,24.3,13.2,13.2,1.4,25.1,9.6,1.5,20.0,3.1
Roman Josi,1,,D,6400,NSH,@CLS,4,D1,P1,2.67,26.8,25.4,25.4,3.0,3.3,3.3,13.5,13.1,13.1,5.7,20.4,12.3,1.9,4.8,0.8
James van Riemsdyk,1,,W,6400,PHI,NYR,10,L1,P1,3.03,16.2,15.7,15.7,2.0,2.3,2.3,20.4,17.2,17.2,5.3,29.0,8.3,1.3,3.2,0.5
Clayton Keller,1,,W,6300,ARI,LA,2,L1,P1,3.01,18.3,16.9,16.9,2.8,2.6,2.6,17.0,11.2,11.2,2.2,20.2,8.9,1.4,9.6,1.5
Bryan Rust,,,W,6300,PIT,NYI,1,L2,P1,2.78,21.3,20.0,20.0,5.2,3.9,3.9,20.7,15.9,15.9,4.2,27.7,10.7,1.7,26.4,4.2
Claude Giroux,,D,W,6200,PHI,NYR,10,,,3.03,18.8,18.6,18.6,1.4,1.5,1.5,7.2,9.4,9.4,2.7,16.2,0.0,0.0,0.0,0.0
Jordan Eberle,,,W,6200,NYI,@PIT,1,L2,P1,2.72,18.0,17.7,17.7,2.8,2.9,2.9,9.5,12.3,12.3,1.0,23.6,8.9,1.4,4.8,0.8
Dustin Brown,,,W,6100,LA,@ARI,1,L1,P1,2.49,17.5,17.1,17.1,2.8,2.1,2.1,19.8,13.3,13.3,2.7,24.0,7.6,1.2,16.8,2.8
Drew Doughty,,,D,6000,LA,@ARI,1,D1,P1,2.49,25.6,26.7,26.7,1.0,1.6,1.6,13.0,13.7,13.7,5.8,21.5,8.3,1.4,12.8,2.1
Mika Zibanejad,1,,C,6000,NYR,@PHI,1,L1,P1,2.97,21.0,20.7,20.7,2.6,3.1,3.1,7.0,7.8,7.8,3.9,11.6,14.2,2.4,8.0,1.3
Kris Letang,1,,D,5900,PIT,NYI,1,D1,P1,2.78,21.1,24.7,24.7,1.4,2.2,2.2,11.0,9.9,9.9,2.5,17.3,10.8,1.8,3.2,0.5
Chris Kreider,,,W,5900,NYR,@PHI,1,L1,P1,2.97,17.5,17.5,17.5,1.8,2.0,2.0,5.8,8.5,8.5,0.4,16.7,9.3,1.6,4.8,0.8
Zach Parise,,,W,5800,MIN,@ANH,1,L2,P2,2.83,16.8,17.8,17.8,1.0,2.6,2.6,5.9,9.8,9.8,2.1,17.5,8.7,1.5,9.6,1.7
William Nylander,,,W,5800,TOR,OTT,0,L2,P2,3.97,16.6,15.5,15.5,1.6,1.9,1.9,3.2,10.5,10.5,0.2,20.8,10.4,1.8,23.7,4.1
Kevin Fiala,,,W,5700,MIN,@ANH,1,L1,P1,2.83,16.7,17.8,17.8,2.4,3.4,3.4,12.1,10.3,10.3,4.3,16.3,10.3,1.8,20.0,3.5
Tomas Hertl,,,C,5700,SJ,@STL,2,L2,P1,2.42,18.1,19.1,19.1,2.4,1.9,1.9,12.4,11.6,11.6,-0.1,23.3,10.2,1.8,1.6,0.3
Ivan Provorov,,,D,5700,PHI,NYR,10,D1,P2,3.03,26.2,26.0,26.0,1.6,1.5,1.5,8.0,10.6,10.6,1.4,19.7,8.7,1.5,8.0,1.4
T.J. Oshie,1,,W,5700,WAS,BUF,1,L1,P1,3.28,19.5,18.9,18.9,1.6,1.8,1.8,4.8,9.3,9.3,0.7,18.0,9.0,1.6,8.5,1.5
Christian Dvorak,,,C,5600,ARI,LA,2,L2,P1,3.01,21.0,19.4,19.4,1.4,1.9,1.9,8.0,13.3,13.3,1.2,25.3,7.6,1.4,1.6,0.3
Mike Hoffman,1,,W,5600,STL,SJ,2,L2,P1,3.08,15.6,14.9,14.9,2.4,2.7,2.7,9.9,11.4,11.4,1.5,21.3,10.0,1.8,28.5,5.1
Rickard Rakell,,,W,5600,ANH,MIN,2,L2,P1,2.67,19.9,18.4,18.4,3.0,3.2,3.2,11.9,9.6,9.6,4.3,14.8,9.2,1.6,0.0,0.0
Phil Kessel,,,W,5600,ARI,LA,2,L3,P2,3.01,16.2,16.5,16.5,1.2,2.1,2.1,3.9,9.4,9.4,0.3,18.5,8.5,1.5,16.8,3.0
Travis Konecny,,D,W,5600,PHI,NYR,10,,,3.03,15.7,15.6,15.6,0.6,1.3,1.3,1.0,9.0,9.0,-5.2,23.3,0.0,0.0,0.0,0.0
Brady Tkachuk,1,,W,5600,OTT,@TOR,0,L1,P1,2.53,18.7,18.2,18.2,4.2,4.2,4.2,14.7,12.8,12.8,2.9,22.7,10.8,1.9,4.8,0.9
Kyle Palmieri,,,W,5600,NJ,@BOS,1,L2,P1,2.32,17.8,18.4,18.4,3.6,2.6,2.6,9.4,8.8,8.8,3.4,14.3,9.1,1.6,30.8,5.5
