Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Michael Hutchinson,,,G,8600,TOR,OTT,2,72%,2.53,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,NaN,NaN,27.2,3.2
Jaroslav Halak,,,G,8500,BOS,NJ,5,66%,2.32,47.9,50.7,50.7,0.937,0.937,19.4,18.7,18.7,6.8,30.5,21.3,2.5,6.4,0.8
Semyon Varlamov,,,G,8300,NYI,@PIT,2,49%,2.78,61.0,60.5,60.5,0.928,0.928,26.1,21.7,21.7,5.1,38.4,18.1,2.2,14.4,1.7
Darcy Kuemper,1,,G,8000,ARI,LA,2,60%,2.49,59.9,59.8,59.8,0.920,0.920,23.0,17.4,17.4,5.7,29.1,21.2,2.6,13.6,1.7
Carter Hart,1,,G,7800,PHI,NYR,10,51%,2.97,60.7,57.4,57.4,0.897,0.897,16.5,16.6,16.6,2.3,30.9,16.7,2.1,16.8,2.2
Kaapo Kahkonen,,,G,7700,MIN,@ANH,1,53%,2.67,58.8,56.3,56.3,0.902,0.902,10.4,14.2,14.2,4.4,23.9,NaN,NaN,20.8,2.7
Vitek Vanecek,1,,G,7600,WAS,BUF,1,60%,2.72,54.7,54.2,54.2,0.906,0.906,9.3,15.8,15.8,2.1,29.4,19.4,2.6,25.6,3.4
Jordan Binnington,1,,G,7500,STL,SJ,2,62%,2.42,59.6,64.6,64.6,0.915,0.915,15.4,18.1,18.1,7.3,29.0,19.8,2.6,28.0,3.7
Tristan Jarry,,,G,7400,PIT,NYI,1,51%,2.72,60.2,49.8,49.8,0.867,0.867,10.9,7.6,7.6,-6.9,22.1,18.2,2.5,32.8,4.4
Elvis Merzlikins,1,,G,7300,CLS,NSH,2,53%,2.67,45.2,49.4,49.4,0.906,0.906,15.5,12.5,12.5,-0.1,25.0,17.8,2.4,45.6,6.2
MacKenzie Blackwood,1,,G,7200,NJ,@BOS,1,34%,3.18,62.5,62.5,62.5,0.948,0.948,30.2,30.2,30.2,22.7,37.7,15.1,2.1,24.0,3.3
Linus Ullmark,,,G,7100,BUF,@WAS,2,40%,3.28,62.2,62.0,62.0,0.912,0.912,19.8,16.8,16.8,8.9,24.7,15.6,2.2,2.4,0.3
Alexander Georgiev,,,G,7000,NYR,@PHI,7,49%,3.03,56.1,46.8,46.8,0.891,0.891,11.5,9.6,9.6,-5.4,24.6,19.6,2.8,20.0,2.9
John Gibson,1,,G,6900,ANH,MIN,2,47%,2.83,60.7,55.5,55.5,0.919,0.919,14.7,17.7,17.7,-0.6,35.9,18.6,2.7,7.2,1.0
Martin Jones,,,G,6800,SJ,@STL,2,38%,3.08,59.8,50.9,50.9,0.872,0.872,13.0,11.4,11.4,-4.0,26.8,13.8,2.0,21.6,3.2
Juuse Saros,,,G,6800,NSH,@CLS,4,47%,2.83,48.1,51.0,51.0,0.875,0.875,3.7,9.2,9.2,-9.3,27.7,17.6,2.6,7.2,1.1
Jon Quick,,,G,6700,LA,@ARI,1,40%,3.01,39.5,48.3,48.3,0.887,0.887,10.4,11.7,11.7,-5.8,29.2,15.2,2.3,20.0,3.0
Marcus Hogberg,,,G,6600,OTT,@TOR,2,28%,3.97,33.1,41.7,41.7,0.860,0.860,9.1,5.2,5.2,-6.4,16.8,12.8,1.9,-0.8,-0.1
