Player Name,Pos,Salary,Team,Proj FP,Actual FP
Anzejs Pasecniks,C,3500,WAS,0.0,0.0
Jared Harper,PG,3500,NYK,0.0,0.0
Thanasis Antetokounmpo,SF,3500,MIL,8.0,8.0
Javonte Green,SG,3500,BOS,12.0,17.1
Tacko Fall,C,3500,BOS,17.4,22.6
Moses Brown,C,3500,OKC,0.0,0.0
Mychal Mulder,SF,3500,GSW,0.0,10.5
Garrison Mathews,SG,3500,WAS,0.0,9.4
Devontae Cacok,PF,3500,LAL,0.0,0.0
Terence Davis,SG,3500,TOR,12.1,22.7
Amir Coffey,PF,3500,LAC,0.0,0.0
Naji Marshall,SF,3500,NOR,0.0,0.0
Josh Hall,SF,3500,OKC,0.0,0.0
Frank Kaminsky,PF,3500,PHO,0.0,0.0
Aaron Nesmith,SG,3500,BOS,0.0,0.0
Robert Woodard,PF,3500,SAC,0.0,3.2
Trent Forrest,SG,3500,UTA,0.0,0.0
Mason Jones,SG,3500,HOU,0.0,5.2
Nico Mannion,PG,3500,GSW,0.0,0.0
Nate Darling,SG,3500,CHA,0.0,0.0
Karim Mane,PG,3500,ORL,10.2,10.5
Ty-Shon Alexander,SG,3500,PHO,0.0,0.0
Devon Dotson,SG,3500,CHI,0.0,0.0
Mamadi Diakite,PF,3500,MIL,0.0,0.0
Aleksej Pokusevski,PF,3500,OKC,9.1,16.2
Darius Miller,SF,3500,OKC,0.0,0.0
Kenyon Martin,SF,3500,HOU,0.0,11.2
Sean McDermott,SF,3500,MEM,0.0,0.0
Alex Len,C,3500,TOR,18.7,0.0
Malachi Flynn,PG,3500,TOR,11.3,20.0
Jalen Harris,PG,3500,TOR,0.0,0.0
Sam Merrill,PG,3500,MIL,0.0,3.5
Nick Richards,C,3500,CHA,0.0,0.0
Daniel Oturu,C,3500,LAC,0.0,0.0
Kira Lewis,PG,3500,NOR,0.0,0.0
Elijah Hughes,SF,3500,UTA,0.0,4.5
Vernon Carey,PF,3500,CHA,0.0,0.0
Jordan Nwora,PF,3500,MIL,9.7,3.2
Tim Frazier,PG,3500,MEM,0.0,7.7
Will Magnay,C,3500,NOR,0.0,0.0
Reggie Perry,PF,3500,BKN,0.0,0.0
Sekou Doumbouya,PF,3500,DET,10.3,4.2
Jahmi'us Ramsey,PG,3500,SAC,0.0,7.1
Anthony Gill,PF,3500,WAS,0.0,0.0
Xavier Tillman,PF,3500,MEM,15.5,20.7
Grant Riller,SG,3500,CHA,0.0,0.0
Miye Oni,SG,3500,UTA,8.5,2.7
Dennis Smith Jr.,PG,3500,NYK,0.0,0.0
Shaquille Harrison,PG,3500,UTA,0.0,0.0
Kevin Knox,SF,3500,NYK,10.7,15.8
E'Twaun Moore,SF,3500,PHO,0.0,0.0
Bryn Forbes,SG,3500,MIL,11.7,1.2
Mohamed Bamba,C,3500,ORL,0.0,20.4
Markieff Morris,PF,3500,LAL,19.7,20.2
Rodney McGruder,SG,3500,DET,0.0,0.0
Rodions Kurucs,PF,3500,BKN,0.0,0.0
Chimezie Metu,C,3500,SAC,0.0,0.0
Jevon Carter,PG,3500,PHO,10.0,14.1
Jerome Robinson,PG,3500,WAS,6.3,0.0
Georges Niang,PF,3500,UTA,11.0,8.4
Glenn Robinson III,SF,3500,SAC,7.9,12.9
Damian Jones,C,3500,PHO,0.0,0.0
Bruno Caboclo,PF,3500,HOU,0.0,12.9
Sindarius Thornwell,SG,3500,NOR,0.0,0.0
DeAndre Bembry,SG,3500,TOR,0.0,5.5
Robin Lopez,C,3500,WAS,10.0,8.6
Patrick Patterson,PF,3500,LAC,0.0,0.0
Luke Kornet,PF,3500,CHI,0.0,0.0
Semi Ojeleye,SF,3500,BOS,16.2,14.5
Jahlil Okafor,C,3500,DET,0.0,12.4
Quinn Cook,PG,3500,LAL,0.0,0.0
Jared Dudley,SF,3500,LAL,0.0,1.2
Nerlens Noel,PF,3500,NYK,16.2,10.2
Cristiano Felicio,C,3500,CHI,0.0,0.0
D.J. Wilson,PF,3500,MIL,0.0,0.0
Stanley Johnson,SF,3500,TOR,0.0,6.3
Omari Spellman,PF,3500,NYK,0.0,0.0
Kent Bazemore,SF,3500,GSW,14.5,18.2
Justin James,SG,3500,SAC,0.0,6.2
Ignas Brazdeikis,SF,3500,NYK,0.0,0.0
Carsen Edwards,PG,3500,BOS,0.0,0.0
Garrett Temple,SF,3500,CHI,17.8,19.1
Daniel Gafford,PF,3500,CHI,12.0,15.4
Talen Horton-Tucker,SG,3500,LAL,19.7,17.9
Jaxson Hayes,C,3500,NOR,12.6,1.5
Mfiondu Kabengele,SF,3500,LAC,0.0,0.0
Kyle Guy,SG,3500,SAC,0.0,7.5
Jalen McDaniels,PF,3500,CHA,0.0,0.0
Cody Martin,SG,3500,CHA,0.0,10.2
Tremont Waters,PG,3500,BOS,0.0,0.0
Kostas Antetokounmpo,PF,3500,LAL,0.0,0.0
Jaylen Adams,PG,3500,MIL,0.0,0.0
Yuta Watanabe,SG,3500,TOR,9.8,14.4
Landry Shamet,SG,3500,BKN,10.5,22.4
Moritz Wagner,C,3500,WAS,0.0,8.1
Abdel Nader,SF,3500,PHO,0.0,0.0
Grayson Allen,SG,3500,MEM,12.0,18.8
Kenrich Williams,SF,3500,OKC,0.0,6.2
Wenyen Gabriel,PF,3500,NOR,0.0,0.0
Jordan Bone,PG,3500,ORL,13.9,15.4
Terance Mann,SG,3500,LAC,0.0,2.0
Alfonzo McKinnie,SF,3500,LAL,0.0,0.0
Theo Pinson,SG,3500,NYK,0.0,0.0
Paul Watson,SG,3500,TOR,0.0,3.2
Deividas Sirvydis,SG,3500,DET,0.0,0.0
