Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,5,,SG,11400,HOU,ORL,1,115,33,28,103,103,10%,16,19,19,39,38,38,52.6,52.6,40.3,64.9,37.5,53.3,4.7,31,41.5,3.6
Giannis Antetokounmpo,13,,PF,11200,MIL,UTA,1,119,34,27,102,109,11%,20,17,18,32,31,31,52.1,50.5,37.0,64.0,34.0,54.7,4.9,32.7,51.6,4.6
Russell Westbrook,8,,PG,10700,WAS,@BOS,1,117,31,15,102,109,-13%,22,19,20,39,38,38,51.1,51.1,49.0,53.1,37.0,50.9,4.8,33.5,24.8,2.3
Anthony Davis,4,O,PF,10400,LAL,CHI,0,116,27,24,108,112,5%,19,19,17,34,34,33,50.3,44.8,32.8,56.8,0.0,0.0,0.0,,0.0,0.0
LeBron James,4,Q,SF,10200,LAL,CHI,0,116,34,25,108,112,-2%,18,19,18,35,34,33,50.5,46.5,38.2,54.8,34.0,52.5,5.1,34.1,42.9,4.2
Brad Beal,9,,SG,10100,WAS,@BOS,1,117,36,26,102,109,2%,30,24,24,37,35,36,51.4,50.7,39.4,61.9,36.5,46.7,4.6,38.2,47.1,4.7
Kyrie Irving,,O,PG,10000,BKN,@MEM,0,109,30,27,103,106,2%,20,21,20,34,34,33,45.8,46.1,36.6,55.6,0.0,0.0,0.0,,0.0,0.0
Kevin Durant,,O,SF,9800,BKN,@MEM,0,109,30,26,103,106,13%,18,18,18,38,36,34,46.9,46.3,38.9,53.8,0.0,0.0,0.0,,0.0,0.0
Stephen Curry,6,P,PG,9700,GSW,LAC,1,112,33,26,99,109,0%,18,21,21,33,34,33,46.8,45.8,33.1,58.5,34.5,47.3,4.9,36.3,63.9,6.6
Kawhi Leonard,11,,SF,9600,LAC,@GSW,1,118,31,24,109,110,-4%,17,18,19,36,35,34,47.0,45.9,32.8,59.0,34.0,48.3,5.0,34.2,37.6,3.9
Julius Randle,13,,PF,9400,NYK,OKC,1,108,29,19,103,108,1%,23,18,17,41,40,39,48.0,46.3,36.2,56.5,37.5,46.9,5.0,30.7,43.9,4.7
Jayson Tatum,14,,SF,9400,BOS,WAS,1,121,30,24,109,113,-3%,20,20,21,35,33,35,44.5,44.6,35.1,54.1,36.5,48.9,5.2,35.1,40.0,4.3
Christian Wood,3,,PF,9000,HOU,ORL,1,115,24,24,103,103,-11%,15,17,17,33,36,36,45.4,45.4,37.4,53.4,32.0,38.5,4.3,26.5,48.0,5.3
