Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Jonas Valanciunas,C,MEM,vs CHI,16th,111.00,6600,30.3,30.3,12.7,1.0,0.79,28.58,0.00,0.00,0,25.9,7.0,16.0,22.25,30.25,30.25,100,,0,4.6,Y,18,23.60,3.6
Wendell Carter Jr.,C,CHI,@ MEM,29th,113.00,6500,29.7,29.7,24.8,0.0,0.86,30.79,0.00,0.00,0,17.1,11.0,29.0,28.75,29.69,29.69,100,,0,4.6,Y,27,23.40,3.6
Otto Porter,SF,CHI,@ MEM,15th,113.00,6500,24.7,24.7,21.9,1.0,0.78,28.16,0.00,0.00,0,15.0,10.0,28.0,25.00,24.68,24.68,100,,0,3.8,Y,21,9.60,1.5
Robert Covington,PF,MIN,@ CHA,24th,115.25,6400,29.3,29.3,23.8,0.0,0.72,25.96,0.00,0.00,0,14.2,11.0,33.0,31.00,29.29,29.29,100,,0,4.6,Y,18,17.30,2.7
Derrick Favors,C,NOP,vs DAL,14th,114.50,6400,29.7,29.7,19.4,2.0,0.92,33.26,0.00,0.00,0,12.3,6.0,21.0,24.75,29.73,29.73,100,,0,4.6,Y,22,25.40,4
Kelly Oubre Jr.,SF,PHX,@ DEN,28th,103.75,6400,31.2,31.2,40.3,1.0,1.34,48.36,0.00,0.00,0,27.7,17.0,30.0,32.25,31.15,31.15,100,,0,4.9,Y,37,39.60,6.2
Paul Millsap,PF,DEN,vs PHX,2nd,115.75,6300,29,29,33.0,2.0,1.03,37.13,0.00,0.00,0,14.6,8.0,32.0,27.75,29.00,29.00,100,,0,4.6,Y,22,19.40,3.1
Miles Bridges,SF,CHA,vs MIN,20th,110.25,6200,26.6,26.6,24.5,3.0,0.77,27.56,0.00,0.00,0,13.2,7.0,32.0,32.75,26.58,26.58,100,,0,4.3,Y,27,21.90,3.5
Jeff Teague,PG,MIN,@ CHA,24th,115.25,6200,29.6,29.6,23.6,4.0,0.67,24.27,0.00,0.00,0,13.1,8.0,35.0,29.75,29.58,29.58,100,,0,4.8,Y,22,18.90,3
RJ Barrett,SG,NYK,@ BKN,26th,110.75,6200,28.1,28.1,33.0,2.0,0.89,32.11,0.00,0.00,0,19.9,13.0,37.0,32.50,28.13,28.13,100,,0,4.5,Y,36,37.10,6
Kyle Kuzma,PF,LAL,vs UTA,17th,109.75,6200,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Marc Gasol,C,TOR,@ BOS,8th,105.75,6100,30.2,30.2,12.3,1.0,0.38,13.84,0.00,0.00,0,10.4,9.0,32.0,29.25,30.20,30.20,100,,0,5,Y,25,11.50,1.9
Dwayne Bacon,SG,CHA,vs MIN,9th,110.25,6100,23.6,23.6,36.5,3.0,1.11,39.82,0.00,0.00,0,32.7,21.0,33.0,33.50,23.64,23.64,100,,0,3.9,Y,21,14.80,2.4
Serge Ibaka,PF,TOR,@ BOS,25th,105.75,5800,29,29,19.0,0.0,0.73,26.31,0.00,0.00,0,21.3,10.0,26.0,26.50,28.96,28.96,100,,0,5,,24,31.10,5.4
Enes Kanter,C,BOS,vs TOR,21st,107.75,5700,0,0,22.2,2.0,0.89,31.97,0.00,0.00,0,18.5,8.0,25.0,0.00,0.00,0.00,100,,0,0,,,,
Elfrid Payton,PG,NYK,@ BKN,30th,110.75,5700,27.4,27.4,40.4,8.0,1.55,55.94,0.00,0.00,0,15.7,9.0,26.0,27.00,27.42,27.42,100,,0,4.8,Y,24,15.80,2.8
Taurean Prince,SF,BKN,vs NYK,5th,118.75,5600,27.9,27.9,40.2,2.0,0.98,35.30,0.00,0.00,0,12.7,13.0,41.0,32.75,27.93,27.93,100,,0,5,Y,33,18.20,3.3
JaVale McGee,C,LAL,vs UTA,17th,109.75,5600,26.7,26.7,11.4,0.0,0.67,24.14,0.00,0.00,0,10.4,3.0,17.0,21.00,26.72,26.72,100,,0,4.8,Y,12,1.80,0.3
Jaylen Brown,SG,BOS,vs TOR,24th,107.75,5500,25.2,25.2,18.4,0.0,0.88,31.54,0.00,0.00,0,16.5,6.0,21.0,29.25,25.24,25.24,100,,0,4.6,Y,38,46.80,8.5
Marcus Morris,SF,NYK,@ BKN,26th,110.75,5500,28.7,28.7,40.3,1.0,1.03,37.20,0.00,0.00,0,22.5,18.0,39.0,31.25,28.73,28.73,100,,0,5.2,Y,33,15.40,2.8
Tyus Jones,PG,MEM,vs CHI,7th,111.00,5500,19.4,19.4,30.7,7.0,1.28,46.05,0.00,0.00,0,25.7,12.0,24.0,22.75,19.44,19.44,100,,0,3.5,,20,10.10,1.8
Delon Wright,SG,DAL,@ NOP,4th,112.50,5400,22.7,22.7,17.3,3.0,0.82,29.66,0.00,0.00,0,6.0,2.0,21.0,23.75,22.67,22.67,100,,0,4.2,,32,47.90,8.9
Rui Hachimura,PF,WAS,@ OKC,9th,105.25,5400,26.7,26.7,26.0,0.0,1.04,37.44,0.00,0.00,0,24.4,15.0,25.0,28.50,26.65,26.65,100,,0,4.9,Y,35,30.00,5.6
Will Barton,SF,DEN,vs PHX,3rd,115.75,5400,24.8,24.8,36.0,2.0,1.16,41.81,0.00,0.00,0,19.8,8.0,31.0,29.25,24.76,24.76,100,,0,4.6,Y,21,18.20,3.4
Bojan Bogdanovic,SF,UTA,@ LAL,7th,106.75,5300,0,0,22.6,0.0,0.94,33.90,0.00,0.00,0,27.9,14.0,24.0,0.00,0.00,0.00,100,,0,0,,,,
Bobby Portis,C,NYK,@ BKN,24th,110.75,5200,26.8,26.8,28.9,5.0,0.88,31.53,0.00,0.00,0,14.4,10.0,33.0,25.25,26.84,26.84,100,,0,5.2,,10,5.40,1
Kris Dunn,PG,CHI,@ MEM,27th,113.00,5200,21.3,21.3,28.4,2.0,1.18,42.60,0.00,0.00,0,12.6,7.0,24.0,22.00,21.26,21.26,100,,0,4.1,,26,28.40,5.5
Jae Crowder,SF,MEM,vs CHI,7th,111.00,5200,24.5,24.5,24.0,2.0,0.80,28.80,0.00,0.00,0,18.6,11.0,30.0,29.25,24.50,24.50,100,,0,4.7,Y,31,27.30,5.3
Dwight Powell,C,DAL,@ NOP,3rd,112.50,5200,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Gary Harris,SG,DEN,vs PHX,6th,115.75,5200,23.9,23.9,12.6,0.0,0.36,12.96,0.00,0.00,0,20.2,11.0,35.0,31.25,23.93,23.93,100,,0,4.6,Y,34,20.40,3.9
Devonte' Graham,PG,CHA,vs MIN,20th,110.25,5100,21,21,38.8,8.0,1.44,51.73,0.00,0.00,0,17.6,9.0,27.0,26.00,21.00,21.00,100,,0,4.1,,28,29.40,5.8
Spencer Dinwiddie,PG,BKN,vs NYK,8th,118.75,5100,22.7,22.7,15.6,2.0,0.82,29.56,0.00,0.00,0,37.1,13.0,19.0,23.25,22.65,22.65,100,,0,4.4,,27,30.90,6.1
Ishmael Smith,PG,WAS,@ OKC,11th,105.25,5100,24,24,17.6,4.0,0.73,26.40,0.00,0.00,0,18.7,9.0,24.0,29.75,24.02,24.02,100,,0,4.7,Y,33,16.90,3.3
Dennis Schroder,SG,OKC,vs WAS,26th,113.25,5100,25.1,25.1,14.2,4.0,0.46,16.49,0.00,0.00,0,14.1,8.0,31.0,27.75,25.10,25.10,100,,0,4.9,,25,22.30,4.4
Zach Collins,PF,POR,@ SAC,8th,114.25,5100,28.4,28.4,18.0,0.0,0.60,21.60,0.00,0.00,0,15.0,9.0,30.0,30.75,28.39,28.39,100,,0,5.6,Y,32,19.30,3.8
Joe Ingles,SF,UTA,@ LAL,16th,106.75,5100,28.3,28.3,12.3,1.0,0.37,13.42,0.00,0.00,0,11.9,8.0,33.0,33.00,28.30,28.30,100,,0,5.5,Y,28,9.60,1.9
Marcus Smart,SG,BOS,vs TOR,24th,107.75,5000,24.8,24.8,19.8,8.0,0.60,21.60,0.00,0.00,0,10.1,7.0,33.0,30.00,24.78,24.78,100,,0,5,,28,18.70,3.7
Brandon Clarke,PF,MEM,vs CHI,10th,111.00,5000,28.1,28.1,20.9,1.0,0.91,32.71,0.00,0.00,0,10.6,6.0,23.0,21.25,28.08,28.08,100,,0,5.6,,25,33.50,6.7
Thaddeus Young,PF,CHI,@ MEM,17th,113.00,5000,24.6,24.6,25.6,2.0,1.02,36.86,0.00,0.00,0,18.5,11.0,25.0,26.00,24.63,24.63,100,,0,4.9,,21,13.70,2.7
Harrison Barnes,SF,SAC,vs POR,19th,113.25,5000,25.7,25.7,19.7,1.0,0.66,23.64,0.00,0.00,0,21.0,11.0,30.0,33.25,25.65,25.65,100,,0,5.1,Y,33,23.50,4.7
Bogdan Bogdanovic,SG,SAC,vs POR,10th,113.25,5000,24.9,24.9,6.4,2.0,0.29,10.47,0.00,0.00,0,19.3,10.0,22.0,26.50,24.87,24.87,100,,0,5,,29,28.70,5.7
J.J. Redick,SG,NOP,vs DAL,11th,114.50,4900,21.6,21.6,16.9,1.0,0.63,22.53,0.00,0.00,0,16.4,9.0,27.0,27.50,21.58,21.58,100,,0,4.4,Y,22,4.00,0.8
Isaiah Thomas,PG,WAS,@ OKC,11th,105.25,4900,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Danny Green,SG,LAL,vs UTA,25th,109.75,4800,21.5,21.5,45.4,0.0,1.42,51.08,0.00,0.00,0,20.0,14.0,32.0,29.75,21.46,21.46,100,,0,4.5,Y,28,26.30,5.5
OG Anunoby,SF,TOR,@ BOS,10th,105.75,4700,22.1,22.1,24.4,0.0,0.68,24.40,0.00,0.00,0,13.2,12.0,36.0,32.50,22.08,22.08,100,,0,4.7,Y,38,19.60,4.2
Kyle Anderson,SG,MEM,vs CHI,7th,111.00,4700,18.4,18.4,15.6,0.0,0.74,26.74,0.00,0.00,0,9.1,4.0,21.0,22.50,18.43,18.43,100,,0,3.9,,20,28.50,6.1
Coby White,PG,CHI,@ MEM,27th,113.00,4700,27.6,27.6,30.1,7.0,1.11,40.13,0.00,0.00,0,23.1,13.0,27.0,25.50,27.61,27.61,100,,0,5.9,,30,35.20,7.5
Dwight Howard,C,LAL,vs UTA,17th,109.75,4700,19,19,14.7,1.0,0.77,27.85,0.00,0.00,0,8.0,3.0,19.0,17.50,18.99,18.99,100,,0,4,,19,23.40,5
Joe Harris,SF,BKN,vs NYK,8th,118.75,4600,23.4,23.4,22.8,2.0,0.58,21.05,0.00,0.00,0,10.5,9.0,39.0,31.50,23.43,23.43,100,,0,5.1,Y,31,20.30,4.4
Dario Saric,PF,PHX,@ DEN,26th,103.75,4600,21.2,21.2,17.8,0.0,0.85,30.51,0.00,0.00,0,15.0,7.0,21.0,26.25,21.20,21.20,100,,0,4.6,Y,31,17.60,3.8
DeAndre Jordan,C,BKN,vs NYK,11th,118.75,4500,21.8,21.8,6.1,1.0,0.36,12.92,0.00,0.00,0,6.3,1.0,17.0,19.25,21.81,21.81,100,,0,4.8,,23,21.70,4.8
Dewayne Dedmon,C,SAC,vs POR,9th,113.25,4500,28.3,28.3,12.7,1.0,0.91,32.66,0.00,0.00,0,15.0,3.0,14.0,26.00,28.31,28.31,100,,0,6.3,Y,21,14.60,3.2
Rajon Rondo,PG,LAL,vs UTA,23rd,109.75,4500,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Rondae Hollis-Jefferson,PF,TOR,@ BOS,16th,105.75,4400,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Andre Iguodala,SG,MEM,vs CHI,5th,111.00,4400,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Josh Hart,SG,NOP,vs DAL,11th,114.50,4400,14.6,14.6,30.5,1.0,1.09,39.21,0.00,0.00,0,15.5,9.0,28.0,20.00,14.63,14.63,100,,0,3.3,,26,30.80,7
Maxi Kleber,PF,DAL,@ NOP,3rd,112.50,4400,20.6,20.6,17.1,1.0,0.71,25.65,0.00,0.00,0,7.3,1.0,24.0,24.00,20.56,20.56,100,,0,4.7,,33,23.50,5.3
Mason Plumlee,C,DEN,vs PHX,2nd,115.75,4400,17.4,17.4,20.3,5.0,1.07,38.46,0.00,0.00,0,11.0,4.0,19.0,15.50,17.36,17.36,100,,0,3.9,,12,11.50,2.6
Kent Bazemore,SF,POR,@ SAC,27th,114.25,4400,23.9,23.9,21.4,0.0,0.86,30.82,0.00,0.00,0,12.9,7.0,25.0,24.00,23.86,23.86,100,,0,5.4,,24,31.10,7.1
Alex Caruso,PG,LAL,vs UTA,23rd,109.75,4400,12,12,,,,,,,0,,,,13.50,11.97,11.97,100,,0,2.7,,20,3.00,0.7
Kevin Knox,SF,NYK,@ BKN,24th,110.75,4300,14.6,14.6,18.0,0.0,0.86,30.86,0.00,0.00,0,19.7,9.0,21.0,19.75,14.59,14.59,100,,0,3.4,,29,23.20,5.4
Tomas Satoransky,PG,CHI,@ MEM,23rd,113.00,4300,23.2,23.2,9.5,3.0,0.40,14.25,0.00,0.00,0,8.0,5.0,24.0,27.00,23.23,23.23,100,,0,5.4,Y,22,29.60,6.9
Dillon Brooks,SG,MEM,vs CHI,7th,111.00,4300,17.7,17.7,18.5,1.0,1.03,37.00,0.00,0.00,0,19.0,7.0,18.0,25.25,17.74,17.74,100,,0,4.1,Y,30,17.10,4
Royce O'Neale,PF,UTA,@ LAL,16th,106.75,4300,21.4,21.4,22.0,0.0,0.73,26.40,0.00,0.00,0,10.2,6.0,30.0,32.00,21.39,21.39,100,,0,5,,27,9.60,2.2
Norman Powell,SG,TOR,@ BOS,16th,105.75,4200,22.1,22.1,15.6,2.0,0.54,19.37,0.00,0.00,0,11.0,7.0,29.0,28.25,22.07,22.07,100,,0,5.3,,22,11.30,2.7
Josh Okogie,SF,MIN,@ CHA,13th,115.25,4200,12.3,12.3,22.1,3.0,1.58,56.83,0.00,0.00,0,21.9,5.0,14.0,16.25,12.27,12.27,100,,0,2.9,,26,23.30,5.5
Treveon Graham,SG,MIN,@ CHA,13th,115.25,4200,15.6,15.6,25.2,4.0,0.72,25.92,0.00,0.00,0,13.8,13.0,35.0,26.25,15.63,15.63,100,,0,3.7,Y,23,13.40,3.2
Malik Monk,SG,CHA,vs MIN,20th,110.25,4200,18.7,18.7,10.7,3.0,0.63,22.66,0.00,0.00,0,14.9,4.0,17.0,21.75,18.71,18.71,100,,0,4.5,,20,3.70,0.9
Nicolo Melli,PF,NOP,vs DAL,14th,114.50,4200,18.6,18.6,21.0,2.0,1.05,37.80,0.00,0.00,0,16.6,7.0,20.0,17.50,18.61,18.61,100,,0,4.4,,14,6.90,1.6
Isaac Bonga,SF,WAS,@ OKC,11th,105.25,4200,19.6,19.6,20.6,2.0,0.90,32.24,0.00,0.00,0,11.4,5.0,23.0,25.00,19.59,19.59,100,,0,4.7,Y,24,22.20,5.3
Mikal Bridges,SF,PHX,@ DEN,13th,103.75,4200,18.8,18.8,19.1,1.0,0.83,29.90,0.00,0.00,0,10.0,4.0,23.0,27.50,18.83,18.83,100,,0,4.5,,13,6.80,1.6
Jerami Grant,PF,DEN,vs PHX,3rd,115.75,4200,19,19,11.9,1.0,0.57,20.40,0.00,0.00,0,12.0,4.0,21.0,23.00,18.98,18.98,100,,0,4.5,,31,17.00,4
Rodney Hood,SF,POR,@ SAC,19th,114.25,4200,21.6,21.6,18.5,1.0,0.60,21.48,0.00,0.00,0,16.4,10.0,31.0,30.25,21.57,21.57,100,,0,5.1,Y,30,20.30,4.8
Dennis Smith Jr.,PG,NYK,@ BKN,30th,110.75,4100,13.4,13.4,3.5,1.0,0.35,12.60,0.00,0.00,0,16.6,4.0,10.0,14.50,13.42,13.42,100,,0,3.3,,5,5.50,1.3
Dorian Finney-Smith,SF,DAL,@ NOP,1st,112.50,4100,20.4,20.4,24.1,1.0,0.75,27.11,0.00,0.00,0,10.3,4.0,32.0,27.00,20.44,20.44,100,,0,5,Y,22,19.20,4.7
Harry Giles,PF,SAC,vs POR,15th,113.25,4100,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Jalen Brunson,PG,DAL,@ NOP,4th,112.50,4000,20.6,20.6,20.3,3.0,0.85,30.45,0.00,0.00,0,28.8,10.0,24.0,25.00,20.61,20.61,100,,0,5.2,Y,29,26.60,6.7
Tim Hardaway Jr.,SF,DAL,@ NOP,1st,112.50,4000,18.2,18.2,6.7,1.0,0.32,11.49,0.00,0.00,0,14.6,7.0,21.0,21.00,18.18,18.18,100,,0,4.5,,22,12.20,3.1
Jordan Bell,PF,MIN,@ CHA,28th,115.25,3900,6,6,,,,,,,0,,,,6.25,6.03,6.03,100,,0,1.5,,5,10.00,2.6
Gorgui Dieng,C,MIN,@ CHA,24th,115.25,3900,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,6,3.40,0.9
Davis Bertans,SF,WAS,@ OKC,12th,105.25,3900,18.9,18.9,13.8,0.0,0.48,17.13,0.00,0.00,0,13.3,8.0,29.0,25.75,18.94,18.94,100,,0,4.9,,27,20.60,5.3
