Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
JuJu Smith,3,,WR,7300,PIT,PHI,25.3,PIT by 7,-3%,-9%,1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,6.3,8.1,1.0,8.4,13,14.8,14.8,14.8,8.0,21.6,12.2,1.7,4.8,0.7
Gardner Minshew,2,,QB,7200,JAX,@HOU,24.0,HOU by 6,-15%,52%,-8%,42.3,36.8,37.6,6.3,7.7,3.0,3.5,3.4,0.0,4.9,0.0,0.0,0.0,0.0,0.0,64,19.2,19.6,19.6,13.0,26.2,19.3,2.7,19.8,2.8
Cooper Kupp,2,,WR,7200,LAR,@WAS,26.0,LAR by 7,-17%,9%,-26%,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.3,0.0,5.7,7.7,7.0,7.9,0.8,10.6,12,15.6,13.2,13.2,6.7,19.7,13.5,1.9,9.1,1.3
Carson Wentz,0,,QB,7200,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-29%,39.3,40.0,36.6,3.0,5.8,6.0,4.8,3.9,1.3,5.8,0.0,0.0,0.0,0.0,0.0,64,20.1,18.8,18.8,14.0,23.6,16.3,2.3,19.4,2.7
Ryan Fitzpatrick,0,,QB,7100,MIA,@SF,20.3,SF by 9,-26%,-7%,-8%,37.3,35.5,36.5,3.5,7.0,5.3,5.3,5.2,1.8,5.5,0.3,0.3,0.0,0.0,0.0,67,24.1,20.2,20.2,12.3,28.0,17.7,2.5,27.6,3.9
Jonathan Taylor,1,,RB,7100,IND,@CLE,23.8,IND by 1.5,24%,-24%,-12%,0.0,0.0,0.0,0.0,0.0,18.7,16.3,17.4,4.0,3.8,1.3,2.5,2.8,0.5,9.0,33,13.0,12.8,12.8,8.8,16.7,15.1,2.1,14.4,2.0
George Kittle,4,,TE,7100,SF,MIA,29.3,SF by 9,14%,4%,-52%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.5,8.5,10.0,10.0,8.7,1.5,11.3,14,20.0,20.0,20.0,2.1,37.8,14.0,2.0,6.4,0.9
Teddy Bridgewater,2,,QB,7100,CAR,@ATL,26.8,ATL by 1,37%,-11%,68%,35.7,35.3,37.9,5.3,8.1,2.7,3.0,3.6,1.3,5.8,0.0,0.0,0.0,0.0,0.0,65,17.5,18.0,18.0,10.9,25.1,19.3,2.7,20.8,2.9
Daniel Jones,3,,QB,7000,NYG,@DAL,22.3,DAL by 9.5,3%,44%,17%,36.0,37.3,38.6,6.8,6.0,4.7,4.5,5.1,0.0,7.6,0.0,0.0,0.0,0.0,0.0,68,9.6,12.1,12.1,7.1,17.0,18.7,2.7,8.2,1.2
James Conner,3,,RB,7000,PIT,PHI,25.3,PIT by 7,-3%,-9%,-6%,0.0,0.0,0.0,0.0,0.0,13.3,13.3,15.9,2.7,5.6,3.7,3.7,3.4,1.0,5.7,31,14.9,14.9,14.9,4.2,25.6,15.8,2.3,13.8,2.0
D.J. Chark,4,Q,WR,7000,JAX,@HOU,24.0,HOU by 6,-15%,52%,-6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.3,5.3,7.9,1.0,12.8,13,15.3,15.3,15.3,6.5,24.1,12.9,1.8,3.1,0.4
Kareem Hunt,3,,RB,7000,CLE,IND,22.3,IND by 1.5,-36%,-36%,-36%,0.0,0.0,0.0,0.0,0.0,12.3,12.5,17.0,3.8,5.5,1.7,2.8,4.2,0.5,3.8,33,18.5,16.4,16.4,10.6,22.2,16.4,2.3,16.8,2.4
Derek Carr,0,,QB,6900,LV,@KC,21.5,KC by 13,-22%,35%,-15%,38.0,36.0,36.9,6.8,7.6,3.0,2.3,1.4,1.0,3.7,0.0,0.0,0.0,0.0,0.0,60,19.2,17.8,17.8,13.9,21.6,17.1,2.5,25.0,3.6
Philip Rivers,2,,QB,6900,IND,@CLE,23.8,IND by 1.5,24%,-24%,31%,25.0,30.3,34.2,5.0,8.1,2.3,2.0,0.7,0.8,0.3,0.0,0.0,0.0,0.0,0.0,56,11.9,13.1,13.1,10.6,15.7,16.8,2.4,7.6,1.1
Joe Mixon,2,,RB,6900,CIN,@BAL,19.0,BAL by 13,8%,-18%,-18%,0.0,0.0,0.0,0.0,0.0,19.3,19.3,17.2,3.3,4.1,4.3,3.8,3.6,0.5,5.9,33,19.1,15.7,15.7,0.0,31.4,14.7,2.1,12.4,1.8
Darren Waller,6,,TE,6800,LV,@KC,21.5,KC by 13,-22%,35%,-16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,10.0,8.2,1.8,6.1,13,11.8,10.8,10.8,2.1,19.4,11.5,1.7,13.3,2.0
Baker Mayfield,0,Q,QB,6800,CLE,IND,22.3,IND by 1.5,-36%,-36%,-43%,25.3,28.8,32.9,2.8,6.3,2.3,2.3,1.9,0.0,1.7,0.0,0.0,0.0,0.0,0.0,54,15.3,14.2,14.2,11.8,16.5,16.8,2.5,17.6,2.6
Nick Mullens,,,QB,6800,SF,MIA,29.3,SF by 9,14%,4%,17%,24.3,24.3,0.0,3.7,8.4,2.0,2.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0,9.1,9.1,9.1,1.0,17.2,0.0,0.0,0.0,0.0
Mike Davis,9,,RB,6800,CAR,@ATL,26.8,ATL by 1,37%,-11%,11%,0.0,0.0,0.0,0.0,0.0,10.0,7.5,13.5,2.0,4.4,7.7,5.8,5.7,1.8,6.3,30,16.7,12.6,12.6,3.4,21.7,16.3,2.4,25.4,3.7
Odell Beckham Jr.,1,,WR,6800,CLE,IND,22.3,IND by 1.5,-36%,-36%,-13%,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.3,0.0,36.5,6.7,7.5,7.9,0.5,7.9,13,19.7,15.7,15.7,1.4,30.0,12.6,1.9,8.9,1.3
Robert Woods,1,,WR,6700,LAR,@WAS,26.0,LAR by 7,-17%,9%,-26%,0.0,0.0,0.0,0.0,0.0,2.3,2.0,1.4,0.5,8.1,6.0,6.5,8.0,0.8,8.8,14,12.0,12.7,12.7,7.4,18.0,12.7,1.9,15.1,2.3
Jimmy Garoppolo,3,Q,QB,6700,SF,MIA,29.3,SF by 9,14%,4%,17%,24.5,24.5,33.3,6.0,8.0,0.5,0.5,1.5,0.0,9.0,0.0,0.0,0.0,0.0,0.0,54,16.3,16.3,16.3,12.0,20.5,18.2,2.7,1.1,0.2
Brian Hoyer,,,QB,6700,NE,DEN,,,3%,-9%,10%,24.0,24.0,30.6,1.0,5.4,1.0,1.0,0.8,0.0,8.0,0.0,0.0,0.0,0.0,0.0,41,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
Todd Gurley,9,,RB,6700,ATL,CAR,27.8,ATL by 1,-9%,5%,44%,0.0,0.0,0.0,0.0,0.0,17.0,16.3,15.9,4.8,3.9,1.0,2.0,3.4,0.0,1.1,30,13.2,13.1,13.1,7.8,18.4,14.7,2.2,23.0,3.4
Dwayne Haskins,,Q,QB,6600,WAS,LAR,19.0,LAR by 7,-8%,3%,-4%,38.3,36.5,0.0,3.8,6.4,2.0,3.3,0.0,1.8,2.3,0.0,0.0,0.0,0.0,0.0,0,14.2,13.9,13.9,10.5,17.2,0.0,0.0,0.0,0.0
William Fuller,1,,WR,6600,HOU,JAX,30.0,HOU by 6,5%,16%,-11%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,4.0,5.5,7.2,0.8,12.5,12,11.1,12.1,12.1,3.6,20.6,12.8,1.9,13.8,2.1
Sam Darnold,,Q,QB,6600,NYJ,ARI,19.8,ARI by 7,-5%,4%,-3%,34.3,34.5,0.0,3.0,5.7,4.3,3.5,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0,15.1,14.3,14.3,8.1,20.6,0.0,0.0,0.0,0.0
James Robinson,13,,RB,6600,JAX,@HOU,24.0,HOU by 6,-15%,52%,39%,0.0,0.0,0.0,0.0,0.0,14.7,15.0,17.8,1.3,4.8,4.7,3.8,3.1,0.3,10.7,33,20.0,17.4,17.4,9.3,25.5,15.3,2.3,7.5,1.1
D.J. Moore,5,,WR,6600,CAR,@ATL,26.8,ATL by 1,37%,-11%,10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,7.7,8.0,8.6,0.3,9.0,15,10.1,9.4,9.4,5.1,13.8,12.6,1.9,17.3,2.6
Zach Ertz,3,,TE,6500,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,7.3,7.8,0.5,4.8,12,7.4,7.9,7.9,5.3,10.4,9.7,1.5,1.1,0.2
Melvin Gordon,1,,RB,6500,DEN,@NE,,,-6%,-4%,-20%,0.0,0.0,0.0,0.0,0.0,16.7,16.3,16.1,2.0,4.3,4.0,3.8,3.5,0.5,3.0,30,15.3,15.0,15.0,7.2,22.8,0.0,0.0,0.0,0.0
Raheem Mostert,2,,RB,6500,SF,MIA,29.3,SF by 9,14%,4%,24%,0.0,0.0,0.0,0.0,0.0,11.5,11.5,12.5,1.0,6.4,3.5,3.5,2.1,0.0,15.7,23,20.4,20.4,20.4,16.6,24.2,12.5,1.9,13.4,2.1
Brett Rypien,,,QB,6500,DEN,@NE,,,-6%,-4%,0%,20.0,20.0,33.0,3.5,7.4,2.5,2.5,2.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,54,7.7,7.7,7.7,-1.6,16.9,0.0,0.0,0.0,0.0
Drew Lock,,Q,QB,6500,DEN,@NE,,,-6%,-4%,0%,19.0,19.0,3.6,2.5,6.2,1.5,1.5,0.6,0.5,1.7,0.0,0.0,0.0,0.0,0.0,7,6.0,6.0,6.0,-4.2,16.1,0.0,0.0,0.0,0.0
David Johnson,7,,RB,6400,HOU,JAX,30.0,HOU by 6,5%,16%,28%,0.0,0.0,0.0,0.0,0.0,13.3,12.8,15.4,1.3,3.9,3.3,3.5,3.6,0.5,7.1,31,9.3,11.6,11.6,6.4,16.7,13.4,2.1,11.3,1.8
DeVante Parker,3,,WR,6400,MIA,@SF,20.3,SF by 9,-26%,-7%,-18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,7.3,8.4,0.3,9.6,14,13.1,11.5,11.5,7.3,15.7,12.5,2.0,12.0,1.9
Jeff Driskel,,,QB,6400,DEN,@NE,,,-6%,-4%,0%,21.3,21.3,0.1,2.3,6.8,2.0,2.0,0.1,0.3,4.7,0.0,0.0,0.0,0.0,0.0,0,10.7,10.7,10.7,1.3,20.1,0.0,0.0,0.0,0.0
Jerick McKinnon,4,,RB,6400,SF,MIA,29.3,SF by 9,14%,4%,24%,0.0,0.0,0.0,0.0,0.0,10.3,8.5,7.9,2.3,5.7,4.3,4.5,3.8,0.8,5.7,18,16.0,15.0,15.0,11.9,18.1,10.9,1.7,1.5,0.2
Jamison Crowder,3,,WR,6300,NYJ,ARI,19.8,ARI by 7,-5%,4%,-26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,11.5,11.5,9.7,0.5,9.5,15,17.4,17.4,17.4,12.4,22.5,11.8,1.9,21.6,3.4
Terry McLaurin,3,,WR,6300,WAS,LAR,19.0,LAR by 7,-8%,3%,-19%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,3.0,10.7,9.8,9.5,0.8,9.9,15,16.5,14.5,14.5,8.4,20.6,12.7,2.0,4.1,0.7
Jarrett Stidham,,,QB,6300,NE,DEN,,,3%,-9%,10%,13.0,13.0,11.8,2.0,4.6,2.0,2.0,1.4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,17,4.7,4.7,4.7,4.7,4.7,0.0,0.0,0.0,0.0
Kenyan Drake,2,,RB,6200,ARI,@NYJ,26.8,ARI by 7,-4%,8%,22%,0.0,0.0,0.0,0.0,0.0,17.0,16.8,15.0,3.0,3.8,1.0,1.3,4.0,0.0,4.0,31,7.5,9.0,9.0,4.8,13.2,12.6,2.0,12.7,2.0
Robbie Anderson,14,,WR,6200,CAR,@ATL,26.8,ATL by 1,37%,-11%,10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,9.0,8.8,8.0,1.3,10.8,13,11.8,14.4,14.4,8.5,20.4,12.7,2.0,15.5,2.5
Jeffrey Wilson,,,RB,6200,SF,MIA,29.3,SF by 9,14%,4%,24%,0.0,0.0,0.0,0.0,0.0,5.7,4.3,3.9,1.5,1.4,1.3,1.0,0.6,0.5,16.8,7,7.7,5.8,5.8,-4.0,15.6,3.2,0.5,2.7,0.4
Julian Edelman,,Q,WR,6200,NE,DEN,,,3%,-9%,19%,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.4,0.0,11.0,7.7,7.5,8.2,1.0,9.8,11,10.0,10.2,10.2,1.7,18.6,0.0,0.0,0.0,0.0
Tua Tagovailoa,,,QB,6200,MIA,@SF,20.3,SF by 9,-26%,-7%,-8%,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Marquise Brown,2,,WR,6100,BAL,CIN,32.0,BAL by 13,-3%,33%,-2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,6.7,6.5,6.3,0.0,9.3,10,6.5,8.1,8.1,3.5,12.6,11.8,1.9,16.8,2.8
Mark Ingram,3,,RB,6100,BAL,CIN,32.0,BAL by 13,-3%,33%,9%,0.0,0.0,0.0,0.0,0.0,8.0,8.5,10.1,1.5,4.4,1.7,1.3,1.6,0.5,5.0,19,9.3,7.7,7.7,1.9,13.5,9.9,1.6,5.7,0.9
Jordan Ta'amu,,,QB,6000,KC,LV,34.5,KC by 13,0%,15%,-7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deebo Samuel,1,,WR,6000,SF,MIA,29.3,SF by 9,14%,4%,14%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9,0.0,10.0,3.0,3.0,4.9,0.0,11.7,9,6.0,6.0,6.0,6.0,6.0,9.7,1.6,3.2,0.5
Brett Hundley,,,QB,6000,ARI,@NYJ,26.8,ARI by 7,-4%,8%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Love,,,QB,6000,LAR,@WAS,26.0,LAR by 7,-17%,9%,12%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby Brissett,,,QB,6000,IND,@CLE,23.8,IND by 1.5,24%,-24%,31%,2.0,2.0,0.2,0.0,4.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3,0.3,0.3,-0.1,0.8,0.1,0.0,0.0,0.0
Marcus Mariota,,O,QB,6000,LV,@KC,21.5,KC by 13,-22%,35%,-15%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley Neal,,,QB,6000,DEN,@NE,,,-6%,-4%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Huntley,,,QB,6000,BAL,CIN,32.0,BAL by 13,-3%,33%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Henne,,,QB,6000,KC,LV,34.5,KC by 13,0%,15%,-7%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Will Grier,,,QB,6000,CAR,@ATL,26.8,ATL by 1,37%,-11%,68%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Boyd,5,,WR,6000,CIN,@BAL,19.0,BAL by 13,8%,-18%,-6%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,4.0,9.7,8.5,8.8,0.5,9.4,14,15.7,13.1,13.1,7.5,18.7,11.8,2.0,6.2,1.0
Paxton Lynch,,,QB,6000,PIT,PHI,25.3,PIT by 7,-3%,-9%,-10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben DiNucci,,,QB,6000,DAL,NYG,31.8,DAL by 9.5,-11%,-11%,-15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Rudolph,,,QB,6000,PIT,PHI,25.3,PIT by 7,-3%,-9%,-10%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Broc Rutter,,,QB,6000,SF,MIA,29.3,SF by 9,14%,4%,17%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Case Cookus,,,QB,6000,NYG,@DAL,22.3,DAL by 9.5,3%,44%,17%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Allen,1,Q,QB,6000,WAS,LAR,19.0,LAR by 7,-8%,3%,-4%,0.0,0.0,35.7,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,0.0,0.0,14.7,2.4,9.7,1.6
Jalen Hurts,,,QB,6000,PHI,@PIT,18.3,PIT by 7,-6%,-55%,-29%,0.0,0.0,0.6,0.0,0.0,1.7,1.7,0.2,0.0,5.2,0.0,0.0,0.0,0.0,0.0,1,0.9,0.9,0.9,0.0,1.8,0.2,0.0,0.7,0.1
Chris Streveler,,,QB,6000,ARI,@NYJ,26.8,ARI by 7,-4%,8%,-9%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.1,0.1,0.1,-0.1,0.3,0.0,0.0,0.0,0.0
Colt McCoy,,,QB,6000,NYG,@DAL,22.3,DAL by 9.5,3%,44%,17%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Kurt Benkert,,,QB,6000,ATL,CAR,27.8,ATL by 1,-9%,5%,-21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Eason,,,QB,6000,IND,@CLE,23.8,IND by 1.5,24%,-24%,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ McCarron,,,QB,6000,HOU,JAX,30.0,HOU by 6,5%,16%,7%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
