Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Andrei Vasilevskii,1,,G,9200,TB,FLA,n/a,63%,2.83,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,20.3,2.2,0.0,0.0
Ben Bishop,1,,G,8900,DAL,BOS,n/a,51%,2.74,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,18.4,2.1,6.4,0.7
Sergei Bobrovsky,,,G,8700,FLA,@TB,n/a,37%,3.67,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,13.9,1.6,4.0,0.5
Carey Price,1,,G,8600,MON,@CAR,n/a,41%,3.25,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,15.4,1.8,0.0,0.0
Tuukka Rask,,,G,8500,BOS,@DAL,n/a,49%,2.76,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,16.6,2.0,30.4,3.6
Matthew Murray,1,,G,8400,PIT,BUF,n/a,65%,2.57,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,21.7,2.6,0.0,0.0
Pekka Rinne,2,,G,8300,NSH,MIN,n/a,62%,2.44,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,20.9,2.5,21.6,2.6
Devan Dubnyk,,,G,8000,MIN,@NSH,n/a,38%,3.06,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,15.0,1.9,5.6,0.7
Philipp Grubauer,,,G,8000,COL,CGY,n/a,53%,3.15,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,18.0,2.3,21.6,2.7
David Rittich,,,G,7800,CGY,@COL,n/a,47%,3.35,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,14.0,1.8,5.6,0.7
John Gibson,,,G,7800,ANH,ARI,n/a,50%,2.74,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,19.5,2.5,33.6,4.3
Henrik Lundqvist,1,,G,7700,NYR,WPG,n/a,52%,2.95,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,19.3,2.5,0.0,0.0
Petr Mrazek,,,G,7600,CAR,MON,n/a,59%,2.75,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,17.4,2.3,26.4,3.5
Darcy Kuemper,1,,G,7400,ARI,@ANH,n/a,50%,2.76,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,18.7,2.5,13.6,1.8
Connor Hellebuyck,,,G,7300,WPG,@NYR,n/a,48%,3.05,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,17.7,2.4,0.8,0.1
Carter Hutton,,,G,7100,BUF,@PIT,n/a,35%,3.43,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,14.9,2.1,30.4,4.3
