Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Steven Stamkos,1,,W,8300,TB,NSH,1,L1,P1,3.03,19.7,18.2,18.2,2.8,3.2,3.2,13.2,17.3,17.3,3.5,31.0,13.3,1.6,25.3,3.0
Brad Marchand,,,W,8200,BOS,@WAS,1,L1,P1,2.95,18.8,19.2,19.2,3.2,2.9,2.9,22.2,19.2,19.2,7.9,30.4,12.7,1.5,24.8,3.0
Alexander Ovechkin,1,,W,8000,WAS,BOS,1,L1,P1,2.55,18.2,18.2,18.2,3.2,3.2,3.2,19.5,19.5,19.5,8.1,30.9,14.8,1.9,8.0,1.0
Sidney Crosby,,,C,7900,PIT,@NYR,1,L1,P1,3.26,19.9,19.9,19.9,2.4,2.7,2.7,10.7,14.6,14.6,3.5,25.8,12.6,1.6,1.6,0.2
Patrice Bergeron,,,C,7800,BOS,@WAS,1,L1,P1,2.95,18.2,18.1,18.1,4.8,4.4,4.4,26.4,21.9,21.9,9.2,34.7,12.4,1.6,6.4,0.8
Artemi Panarin,,,W,7800,NYR,PIT,1,L2,P1,3.24,22.3,22.0,22.0,2.8,2.9,2.9,14.3,15.9,15.9,5.7,26.1,13.3,1.7,31.7,4.1
Brayden Point,1,,C,7600,TB,NSH,1,L1,P1,3.03,19.1,17.6,17.6,3.4,3.5,3.5,15.4,17.4,17.4,9.2,25.6,11.5,1.5,15.2,2.0
Johnny Gaudreau,,,W,7600,CGY,@WPG,1,L2,P1,3.07,19.3,19.1,19.1,2.2,2.4,2.4,18.3,17.5,17.5,11.9,23.0,11.1,1.5,15.2,2.0
Mark Scheifele,,,C,7600,WPG,CGY,1,L1,P1,2.93,21.7,23.0,23.0,1.8,2.9,2.9,16.8,17.3,17.3,7.8,26.8,11.9,1.6,26.9,3.5
David Pastrnak,,,W,7500,BOS,@WAS,1,L1,P1,2.95,20.5,20.5,20.5,5.0,5.0,5.0,16.0,16.0,16.0,16.0,16.0,15.2,2.0,35.2,4.7
Evgeni Malkin,,,C,7400,PIT,@NYR,1,L2,P1,3.26,18.4,18.7,18.7,1.6,2.0,2.0,8.0,8.0,8.0,1.4,14.5,13.5,1.8,12.8,1.7
Jake Guentzel,,,W,7300,PIT,@NYR,1,L1,P1,3.26,20.0,20.1,20.1,2.8,2.7,2.7,9.3,11.2,11.2,1.0,21.4,13.4,1.8,4.8,0.7
John Carlson,,,D,7200,WAS,BOS,1,D1,P1,2.55,25.9,24.9,24.9,3.4,2.8,2.8,20.8,16.7,16.7,5.2,28.1,12.4,1.7,22.1,3.1
Filip Forsberg,,,W,7200,NSH,@TB,1,L2,P1,2.47,19.5,19.1,19.1,4.4,3.6,3.6,13.5,14.9,14.9,7.6,22.3,10.7,1.5,3.2,0.4
Brendan Gallagher,,,W,7200,MON,VAN,1,L1,P2,3.57,15.1,13.9,13.9,4.2,4.0,4.0,14.7,13.4,13.4,4.2,22.5,10.5,1.5,20.0,2.8
Kyle Connor,,,W,7000,WPG,CGY,1,L2,P1,2.93,20.2,20.2,20.2,2.2,2.4,2.4,11.7,15.5,15.5,4.5,26.5,12.6,1.8,34.6,4.9
Sean Monahan,,,C,7000,CGY,@WPG,1,L2,P1,3.07,18.6,18.8,18.8,3.0,2.7,2.7,14.7,14.4,14.4,6.1,22.7,10.0,1.4,6.4,0.9
Mika Zibanejad,,,C,6900,NYR,PIT,1,L1,P1,3.24,21.1,20.6,20.6,3.4,3.4,3.4,6.4,8.6,8.6,4.4,12.7,14.2,2.1,4.8,0.7
J.T. Miller,,,W,6900,VAN,@MON,1,L2,P1,2.93,19.1,18.8,18.8,1.8,1.5,1.5,13.0,13.9,13.9,1.1,26.7,11.1,1.6,0.0,0.0
Victor Hedman,,,D,6900,TB,NSH,1,D1,P1,3.03,27.1,24.9,24.9,3.6,3.5,3.5,17.8,19.5,19.5,8.3,30.8,10.7,1.6,11.7,1.7
Brock Boeser,1,,W,6800,VAN,@MON,1,L2,P1,2.93,18.1,18.4,18.4,3.0,2.7,2.7,18.3,15.7,15.7,-0.4,31.8,10.6,1.6,4.8,0.7
Nicklas Backstrom,,,C,6800,WAS,BOS,1,L1,P1,2.55,19.4,19.4,19.4,3.0,2.6,2.6,24.0,19.4,19.4,9.1,29.8,10.5,1.5,6.4,0.9
Evgeny Kuznetsov,,D,C,6700,WAS,BOS,12,,,2.55,15.5,15.5,15.5,2.8,2.8,2.8,12.7,12.7,12.7,2.4,23.1,0.0,0.0,0.0,0.0
Elias Pettersson,,,C,6700,VAN,@MON,1,L2,P1,2.93,18.4,17.9,17.9,2.8,2.5,2.5,16.9,10.4,10.4,1.9,18.9,12.5,1.9,1.6,0.2
Nikolaj Ehlers,,,W,6600,WPG,CGY,1,L1,P2,2.93,16.4,16.6,16.6,3.6,3.5,3.5,23.6,19.2,19.2,7.4,31.1,10.5,1.6,8.0,1.2
Bo Horvat,,,C,6500,VAN,@MON,1,L1,P1,2.93,17.4,18.1,18.1,0.8,2.1,2.1,8.0,13.9,13.9,0.6,27.2,10.5,1.6,4.8,0.7
Roman Josi,,,D,6500,NSH,@TB,1,D1,P1,2.47,25.3,24.8,24.8,3.4,3.8,3.8,12.1,11.8,11.8,4.6,18.9,12.3,1.9,9.6,1.5
