Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Andrei Vasilevskii,,,G,8500,TB,NSH,1,61%,2.47,60.5,60.4,60.4,0.925,0.925,19.7,20.7,20.7,10.7,30.7,21.1,2.5,24.8,2.9
Connor Hellebuyck,,,G,8400,WPG,CGY,1,47%,3.07,59.5,59.8,59.8,0.910,0.910,18.9,18.8,18.8,12.6,25.0,18.1,2.2,8.0,1.0
Carey Price,,,G,8300,MON,VAN,3,60%,2.93,49.0,68.6,68.6,0.898,0.898,15.7,13.6,13.6,-1.5,28.7,18.6,2.2,25.6,3.1
Jaroslav Halak,1,,G,8200,BOS,@WAS,1,57%,2.55,46.2,46.2,46.2,0.938,0.938,14.2,14.2,14.2,4.4,24.0,19.3,2.4,18.4,2.2
Jacob Markstrom,,,G,7900,CGY,@WPG,1,53%,2.93,59.2,59.5,59.5,0.929,0.929,25.6,22.7,22.7,1.6,43.8,17.7,2.2,20.0,2.5
Vitek Vanecek,,,G,7700,WAS,BOS,1,42%,2.95,62.1,54.0,54.0,0.918,0.918,25.3,19.8,19.8,6.7,32.9,16.3,2.1,6.4,0.8
Braden Holtby,,,G,7600,VAN,@MON,3,40%,3.57,48.7,53.6,53.6,0.901,0.901,13.9,15.3,15.3,1.8,28.9,14.4,1.9,3.2,0.4
Casey DeSmith,,,G,7400,PIT,@NYR,1,50%,3.24,59.1,59.1,59.1,0.894,0.894,15.8,15.8,15.8,7.8,23.8,16.8,2.3,8.8,1.2
Igor Shesterkin,,,G,7300,NYR,PIT,3,50%,3.26,52.8,52.8,52.8,0.894,0.894,9.0,9.0,9.0,0.9,17.0,18.2,2.5,28.0,3.8
Juuse Saros,,,G,7000,NSH,@TB,4,39%,3.03,56.7,56.7,56.7,0.918,0.918,19.0,19.0,19.0,-1.1,39.2,15.8,2.3,-3.2,-0.5
