Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Steven Stamkos,W,8300,TB,NSH,1,13.3,25.3
Brad Marchand,W,8200,BOS,WAS,1,12.7,24.8
Alexander Ovechkin,W,8000,WAS,BOS,1,14.8,8.0
Sidney Crosby,C,7900,PIT,NYR,1,12.6,1.6
Patrice Bergeron,C,7800,BOS,WAS,1,12.4,6.4
Artemi Panarin,W,7800,NYR,PIT,2,13.3,31.7
Brayden Point,C,7600,TB,NSH,1,11.5,15.2
Johnny Gaudreau,W,7600,CGY,WPG,2,11.1,15.2
Mark Scheifele,C,7600,WPG,CGY,1,11.9,26.9
David Pastrnak,W,7500,BOS,WAS,1,15.2,35.2
Evgeni Malkin,C,7400,PIT,NYR,2,13.5,12.8
Jake Guentzel,W,7300,PIT,NYR,1,13.4,4.8
John Carlson,D,7200,WAS,BOS,17,12.4,22.1
Filip Forsberg,W,7200,NSH,TB,2,10.7,3.2
Brendan Gallagher,W,7200,MON,VAN,1,10.5,20.0
Kyle Connor,W,7000,WPG,CGY,2,12.6,34.6
Sean Monahan,C,7000,CGY,WPG,2,10.0,6.4
Mika Zibanejad,C,6900,NYR,PIT,1,14.2,4.8
J.T. Miller,W,6900,VAN,MON,2,11.1,0.0
Victor Hedman,D,6900,TB,NSH,24,10.7,11.7
Brock Boeser,W,6800,VAN,MON,2,10.6,4.8
Nicklas Backstrom,C,6800,WAS,BOS,1,10.5,6.4
Elias Pettersson,C,6700,VAN,MON,2,12.5,1.6
Nikolaj Ehlers,W,6600,WPG,CGY,1,10.5,8.0
Bo Horvat,C,6500,VAN,MON,1,10.5,4.8
Roman Josi,D,6500,NSH,TB,31,12.3,9.6
T.J. Oshie,W,6300,WAS,BOS,2,9.0,0.0
Blake Wheeler,W,6300,WPG,CGY,2,10.8,26.6
Tomas Tatar,W,6000,MON,VAN,1,9.5,1.6
Tyler Toffoli,W,6000,MON,VAN,3,8.7,25.3
Elias Lindholm,C,5800,CGY,WPG,1,10.3,22.4
Quinn Hughes,D,5800,VAN,MON,38,9.2,9.6
Matthew Tkachuk,W,5800,CGY,WPG,1,11.1,11.2
Jason Zucker,W,5800,PIT,NYR,2,8.7,18.4
Chris Kreider,W,5700,NYR,PIT,2,9.3,20.5
Viktor Arvidsson,W,5700,NSH,TB,1,8.8,12.8
Shea Weber,D,5700,MON,VAN,43,9.6,13.3
David Krejci,C,5700,BOS,WAS,2,7.7,9.6
Nick Suzuki,C,5700,MON,VAN,2,8.2,21.6
Ondrej Palat,W,5500,TB,NSH,1,7.9,16.8
Paul Stastny,C,5500,WPG,CGY,2,7.6,3.2
Bryan Rust,W,5500,PIT,NYR,1,10.7,3.2
Jeff Petry,D,5400,MON,VAN,49,8.0,40.5
Mark Giordano,D,5300,CGY,WPG,50,10.0,4.8
Pavel Buchnevich,W,5300,NYR,PIT,1,8.7,9.6
Alex Killorn,W,5300,TB,NSH,2,7.1,11.7
Anthony Cirelli,C,5200,TB,NSH,2,8.2,9.6
Ryan Johansen,C,5200,NSH,TB,1,7.6,3.2
Tom Wilson,W,5200,WAS,BOS,1,8.8,3.2
Matt Duchene,C,5100,NSH,TB,2,8.6,3.2
Mikael Granlund,W,5100,NSH,TB,2,8.0,18.4
Ryan Ellis,D,5000,NSH,TB,59,10.4,11.2
Neal Pionk,D,4900,WPG,CGY,60,8.7,14.4
Charles McAvoy,D,4800,BOS,WAS,61,8.9,11.2
Ryan Strome,C,4800,NYR,PIT,2,8.6,11.2
Jonathan Drouin,W,4800,MON,VAN,2,7.8,11.2
Mikael Backlund,C,4700,CGY,WPG,3,7.7,3.2
Rasmus Andersson,D,4700,CGY,WPG,65,6.1,4.8
Andrew Copp,W,4700,WPG,CGY,1,6.2,3.2
Phillip Danault,C,4600,MON,VAN,1,7.8,4.8
Tanner Pearson,W,4500,VAN,MON,1,8.2,0.0
Jesperi Kotkaniemi,C,4500,MON,VAN,3,6.3,11.2
Nate Schmidt,D,4500,VAN,MON,72,7.9,1.6
Blake Coleman,W,4500,TB,NSH,3,6.9,3.2
Charlie Coyle,C,4500,BOS,WAS,3,7.0,1.6
Josh Anderson,W,4400,MON,VAN,2,6.7,0.0
Craig Smith,W,4300,BOS,WAS,2,6.0,16.8
Adam Fox,D,4300,NYR,PIT,80,8.5,16.5
Alexis Lafreniere,W,4200,NYR,PIT,1,8.5,1.6
Adam Lowry,C,4200,WPG,CGY,3,4.8,6.4
Yanni Gourde,C,4100,TB,NSH,3,6.4,27.2
Joshua Morrissey,D,4100,WPG,CGY,90,7.6,11.7
Kasperi Kapanen,W,4100,PIT,NYR,2,7.9,0.0
Jacob Trouba,D,4000,NYR,PIT,92,8.7,4.8
Nils Hoglander,W,3900,VAN,MON,1,10.0,1.6
Brandon Tanev,W,3900,PIT,NYR,3,5.8,6.4
Conor Sheary,W,3700,WAS,BOS,2,5.4,0.0
Nick Ritchie,W,3700,BOS,WAS,2,6.3,14.4
Zdeno Chara,D,3700,WAS,BOS,116,3.2,20.0
Tyler Johnson,W,3600,TB,NSH,2,6.2,8.0
