Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Tuukka Rask,1,,G,9100,BOS,@MON,0,51%,2.97,60.9,60.6,60.6,0.949,0.949,26.1,28.8,28.8,18.8,38.8,16.0,1.8,0.8,0.1
Marc-Andre Fleury,,Q,G,8900,VGK,@CLS,2,56%,2.80,55.4,56.9,56.9,0.921,0.921,18.4,20.6,20.6,5.3,35.8,17.5,2.0,31.2,3.5
David Rittich,,,G,8600,CGY,ARI,1,61%,2.47,62.2,59.6,59.6,0.915,0.915,23.4,20.5,20.5,3.2,37.8,19.2,2.2,27.2,3.2
Carey Price,,,G,8500,MON,BOS,2,49%,3.03,58.9,60.0,60.0,0.915,0.915,21.3,19.4,19.4,8.0,30.8,17.2,2.0,12.8,1.5
Jordan Binnington,,,G,8400,STL,@VAN,2,46%,3.11,59.8,60.6,60.6,0.917,0.917,23.2,19.5,19.5,9.8,29.1,14.9,1.8,34.4,4.1
Ben Bishop,1,,G,8400,DAL,COL,2,56%,2.60,51.4,56.1,56.1,0.922,0.922,23.0,16.4,16.4,2.3,30.4,19.5,2.3,36.8,4.4
Frederik Andersen,1,,G,8300,TOR,LA,2,69%,2.63,63.0,59.9,59.9,0.904,0.904,20.6,18.2,18.2,5.0,31.4,22.7,2.7,27.2,3.3
John Gibson,1,,G,8200,ANH,MIN,1,54%,2.64,55.9,57.9,57.9,0.926,0.926,17.8,20.5,20.5,6.2,34.7,20.3,2.5,5.6,0.7
Thomas Greiss,1,,G,8100,NYI,OTT,2,71%,2.37,59.8,55.8,55.8,0.933,0.933,24.5,22.9,22.9,10.6,35.1,23.2,2.9,29.6,3.7
Philipp Grubauer,0,,G,8000,COL,@DAL,2,44%,2.90,60.3,60.5,60.5,0.918,0.918,17.3,20.6,20.6,11.1,30.0,18.0,2.3,11.2,1.4
Jacob Markstrom,,,G,8000,VAN,STL,2,54%,2.89,61.4,61.0,61.0,0.917,0.917,18.6,19.0,19.0,6.1,31.9,18.5,2.3,12.0,1.5
Petr Mrazek,1,,G,8000,CAR,@PHI,2,50%,3.24,53.7,51.6,51.6,0.915,0.915,19.2,19.3,19.3,1.0,37.6,14.4,1.8,3.2,0.4
Connor Hellebuyck,,,G,7800,WPG,NJ,2,54%,3.12,54.9,57.3,57.3,0.929,0.929,26.4,22.7,22.7,5.6,39.8,18.2,2.3,20.8,2.7
Robin Lehner,,,G,7700,CHI,@SJ,1,41%,3.54,49.1,54.0,54.0,0.939,0.939,20.2,21.1,21.1,6.6,35.6,15.8,2.1,10.4,1.4
Antti Raanta,,,G,7700,ARI,@CGY,0,39%,3.03,60.9,60.9,60.9,0.914,0.914,19.4,19.4,19.4,8.7,30.1,16.5,2.1,15.2,2.0
Carter Hart,0,,G,7500,PHI,CAR,2,50%,3.26,41.1,48.8,48.8,0.867,0.867,-0.5,8.7,8.7,-8.9,26.3,16.1,2.1,34.4,4.6
Joonas Korpisalo,,,G,7500,CLS,VGK,2,43%,3.20,53.8,57.2,57.2,0.890,0.890,9.9,13.0,13.0,2.1,24.0,14.3,1.9,10.4,1.4
Alex Stalock,,,G,7400,MIN,@ANH,2,46%,2.86,55.4,51.7,51.7,0.914,0.914,10.9,14.2,14.2,-1.9,30.2,16.4,2.2,27.2,3.7
MacKenzie Blackwood,,,G,7300,NJ,@WPG,2,46%,3.38,60.8,56.3,56.3,0.878,0.878,18.1,10.8,10.8,-5.9,27.5,15.5,2.1,33.6,4.6
Martin Jones,,,G,7300,SJ,CHI,2,59%,2.96,52.1,54.2,54.2,0.887,0.887,4.3,9.5,9.5,-2.7,21.8,16.8,2.3,19.2,2.6
Jon Quick,,,G,7200,LA,@TOR,2,31%,3.87,59.6,59.4,59.4,0.858,0.858,14.4,6.8,6.8,-8.4,22.0,10.9,1.5,4.0,0.6
Craig Anderson,,,G,7100,OTT,@NYI,0,28%,3.63,53.6,55.8,55.8,0.900,0.900,12.6,12.1,12.1,1.2,23.0,13.6,1.9,6.4,0.9
