Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Frederik Andersen,,,G,8800,TOR,NYR,0,67%,2.71,59.2,59.9,59.9,0.916,0.916,17.8,20.2,20.2,7.3,33.1,22.1,2.5,0.0,0.0
Andrei Vasilevskii,,,G,8700,TB,MON,4,64%,2.80,60.9,60.0,60.0,0.908,0.908,16.2,17.8,17.8,4.0,31.6,20.5,2.4,0.0,0.0
Carey Price,,,G,8600,MON,@TB,4,36%,3.70,60.2,58.8,58.8,0.906,0.906,18.2,17.1,17.1,3.7,30.6,0.0,0.0,0.0,0.0
Antti Raanta,,,G,8300,ARI,@VGK,4,45%,2.89,47.2,56.3,56.3,0.921,0.921,11.8,18.8,18.8,5.7,31.9,17.6,2.1,0.0,0.0
Ben Bishop,,,G,8300,DAL,COL,5,54%,2.66,52.9,55.7,55.7,0.924,0.924,11.2,18.4,18.4,3.6,33.1,18.9,2.3,0.0,0.0
Marc-Andre Fleury,,,G,8100,VGK,ARI,0,55%,2.61,59.8,58.4,58.4,0.910,0.910,9.6,18.3,18.3,3.1,33.5,18.3,2.3,0.0,0.0
Braden Holtby,,,G,8000,WAS,@CAR,0,47%,3.10,50.8,57.3,57.3,0.907,0.907,11.8,18.0,18.0,5.2,30.8,16.5,2.1,0.0,0.0
Carter Hart,,,G,8000,PHI,@SJ,4,54%,2.90,51.8,53.9,53.9,0.916,0.916,20.8,16.2,16.2,0.9,31.4,18.0,2.3,0.0,0.0
Alexander Georgiev,,,G,7800,NYR,@TOR,0,33%,3.79,59.6,55.5,55.5,0.915,0.915,17.1,19.7,19.7,2.2,37.3,13.7,1.8,0.0,0.0
Petr Mrazek,,,G,7800,CAR,WAS,0,53%,2.90,58.2,56.3,56.3,0.902,0.902,13.1,15.7,15.7,1.4,30.0,16.1,2.1,0.0,0.0
Jacob Markstrom,1,,G,7600,VAN,LA,4,61%,2.69,57.8,59.9,59.9,0.917,0.917,20.0,18.6,18.6,4.6,32.5,20.2,2.7,0.0,0.0
Philipp Grubauer,,,G,7600,COL,@DAL,0,46%,2.84,50.8,56.0,56.0,0.913,0.913,14.4,17.4,17.4,5.5,29.3,18.6,2.4,0.0,0.0
Jon Quick,,,G,7600,LA,@VAN,0,39%,3.31,61.3,59.8,59.8,0.893,0.893,16.8,12.8,12.8,-1.0,26.6,14.1,1.9,0.0,0.0
Matthew Murray,,,G,7500,PIT,NSH,0,54%,2.89,55.6,58.1,58.1,0.892,0.892,0.3,13.2,13.2,-0.9,27.4,19.1,2.5,0.0,0.0
Juuse Saros,,,G,7300,NSH,@PIT,0,46%,3.11,56.6,54.3,54.3,0.894,0.894,13.9,10.8,10.8,-1.0,22.6,16.1,2.2,0.0,0.0
Martin Jones,,,G,7200,SJ,PHI,0,46%,3.10,55.5,56.7,56.7,0.888,0.888,5.0,12.5,12.5,0.2,24.8,14.7,2.0,0.0,0.0
Chris Driedger,,,G,7100,FLA,DET,4,72%,2.52,59.3,59.3,59.3,0.948,0.948,28.3,28.3,28.3,8.5,48.0,20.4,2.9,0.0,0.0
Jimmy Howard,,,G,7000,DET,@FLA,5,28%,3.98,50.0,51.7,51.7,0.887,0.887,7.7,9.5,9.5,-2.7,21.7,11.4,1.6,0.0,0.0
