Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Michael Pittman Jr.,,O,WR,5000,IND,@CHI,23.0,IND by 2.5,-6%,-3%,-20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.7,6.1,0,3.9,3.9,3.9,2.1,5.8,0.0,0.0,0.0,0.0
Scott Miller,0,Q,WR,5000,TB,LAC,24.8,TB by 7,-17%,-3%,-21%,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,0.3,3.5,4.7,4.7,5.8,0.0,11.9,10,7.5,7.5,7.5,2.9,12.0,8.1,1.6,16.8,3.4
Dontrelle Inman,0,,WR,5000,WAS,BAL,16.0,BAL by 13,-13%,-12%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,7.2,0.7,4.8,12,7.7,7.7,7.7,-0.6,16.0,6.7,1.3,4.9,1.0
Dion Lewis,,,RB,5000,NYG,@LAR,17.5,LAR by 13,1%,2%,-1%,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.8,0.3,1.8,3.0,3.0,3.3,0.3,5.1,12,5.1,5.1,5.1,-2.4,12.5,3.2,0.6,2.8,0.6
Chris Thompson,,,RB,5000,JAX,@CIN,23.3,CIN by 3,2%,31%,6%,0.0,0.0,0.0,0.0,0.0,1.3,1.3,2.2,0.0,2.5,4.0,4.0,3.0,1.0,5.1,8,6.0,6.0,6.0,1.7,10.3,4.8,1.0,0.0,0.0
Tarik Cohen,,O,RB,5000,CHI,IND,20.5,IND by 2.5,-3%,-18%,-22%,0.0,0.0,0.0,0.0,0.0,4.7,4.7,0.0,1.0,5.3,3.0,3.0,0.0,0.7,4.6,0,4.8,4.8,4.8,3.4,6.2,0.0,0.0,0.0,0.0
Josh Gordon,,,WR,5000,SEA,@MIA,29.5,SEA by 6.5,10%,5%,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Greg Olsen,0,,TE,5000,SEA,@MIA,29.5,SEA by 6.5,10%,5%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,4.1,0.7,7.7,7,6.3,6.3,6.3,0.8,11.9,5.6,1.1,6.0,1.2
Jack Doyle,0,,TE,5000,IND,@CHI,23.0,IND by 2.5,-6%,-3%,2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.7,0.5,12.3,6,3.2,3.2,3.2,-1.3,7.7,4.8,1.0,1.7,0.3
James Washington,1,,WR,4900,PIT,@TEN,24.5,PIT by 2,14%,-2%,5%,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,5.0,,0.7,6.1,,6.7,6.7,6.7,3.3,10.1,0.0,0.0,0.0,0.0
Steven Sims Jr.,,Q,WR,4900,WAS,BAL,16.0,BAL by 13,-13%,-12%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,0.0,0.3,12.9,0,3.8,3.8,3.8,0.4,7.1,0.0,0.0,0.0,0.0
Chris Conley,,,WR,4900,JAX,@CIN,23.3,CIN by 3,2%,31%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,5.1,0.7,5.5,8,4.3,4.3,4.3,1.4,7.2,6.2,1.3,5.9,1.2
Chase Claypool,,,WR,4900,PIT,@TEN,24.5,PIT by 2,14%,-2%,5%,0.0,0.0,,0.0,0.0,0.3,0.3,,0.0,8.0,3.0,3.0,,0.0,16.8,,8.3,8.3,8.3,1.2,15.4,0.0,0.0,0.0,0.0
Logan Thomas,4,,TE,4900,WAS,BAL,16.0,BAL by 13,-13%,-12%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.7,3.9,13,7.1,7.1,7.1,3.2,11.1,7.1,1.4,1.3,0.3
Dalton Schultz,13,,TE,4900,DAL,CLE,30.3,DAL by 4.5,-5%,24%,24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.7,5.2,1.3,7.3,8,8.6,8.6,8.6,0.6,16.6,7.0,1.4,15.2,3.1
Latavius Murray,1,,RB,4900,NO,@DET,29.0,NO by 4,18%,8%,20%,0.0,0.0,0.0,0.0,0.0,10.0,10.0,11.5,2.7,4.0,1.3,1.3,2.1,0.3,6.5,22,5.4,5.4,5.4,3.9,6.8,8.2,1.7,20.8,4.2
Peyton Barber,,,RB,4900,WAS,BAL,16.0,BAL by 13,-13%,-12%,-22%,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.7,3.3,1.7,0.0,0.0,0.5,0.0,0.0,7,5.2,5.2,5.2,-3.2,13.6,2.1,0.4,0.5,0.1
Jordan Akins,1,Q,TE,4900,HOU,MIN,29.8,HOU by 5,5%,1%,-28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.2,0.3,10.2,7,7.9,7.9,7.9,4.2,11.6,6.0,1.2,6.1,1.2
Wayne Gallman,,,RB,4900,NYG,@LAR,17.5,LAR by 13,1%,2%,-1%,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.8,0.0,1.8,2.0,2.0,0.5,0.0,5.3,8,2.2,2.2,2.2,1.8,2.5,2.8,0.6,4.5,0.9
Benny Snell,,,RB,4800,PIT,@TEN,24.5,PIT by 2,14%,-2%,11%,0.0,0.0,,0.0,0.0,9.7,9.7,,0.7,4.4,0.7,0.7,,0.0,-2.0,,3.7,3.7,3.7,-3.1,10.4,0.0,0.0,0.0,0.0
Tyler Eifert,1,Q,TE,4800,JAX,@CIN,23.3,CIN by 3,2%,31%,-6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.3,4.3,1.3,5.5,7,4.8,4.8,4.8,-0.6,10.3,5.5,1.1,3.2,0.7
Marvin Hall,,,WR,4800,DET,NO,25.0,NO by 4,-1%,-26%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.4,0.3,12.5,2,4.0,4.0,4.0,-0.5,8.5,1.8,0.4,0.0,0.0
Jalen Guyton,0,,WR,4800,LAC,@TB,17.8,TB by 7,13%,-36%,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.5,0.7,8.8,7,4.4,4.4,4.4,1.4,7.5,5.6,1.2,13.7,2.9
Kyle Rudolph,2,,TE,4800,MIN,@HOU,24.8,HOU by 5,7%,19%,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.3,0.3,6.5,5,4.0,4.0,4.0,-0.1,8.0,4.8,1.0,3.7,0.8
Giovani Bernard,,,RB,4800,CIN,JAX,26.3,CIN by 3,0%,22%,29%,0.0,0.0,0.0,0.0,0.0,0.7,0.7,3.3,0.3,5.0,5.0,5.0,4.1,1.3,6.5,12,5.6,5.6,5.6,4.4,6.8,5.7,1.2,1.9,0.4
Matt Breida,,,RB,4800,MIA,SEA,23.0,SEA by 6.5,27%,2%,-2%,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.5,1.0,4.2,0.7,0.7,0.6,0.0,1.0,8,2.3,2.3,2.3,0.3,4.3,3.1,0.6,6.3,1.3
Bryan Edwards,,Q,WR,4800,LV,BUF,25.0,BUF by 3,-12%,-8%,-11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,16.5,0,4.1,4.1,4.1,1.7,6.5,0.0,0.0,0.0,0.0
Kalif Raymond,,,WR,4800,TEN,PIT,22.5,PIT by 2,-23%,-19%,-16%,0.0,0.0,,0.0,0.0,0.3,0.3,,0.3,-3.0,1.7,1.7,,0.0,23.6,,4.3,4.3,4.3,-3.2,11.8,0.0,0.0,0.0,0.0
Justin Jackson,,,RB,4800,LAC,@TB,17.8,TB by 7,13%,-36%,-23%,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.3,0.0,2.0,0.0,0.0,0.7,0.0,0.0,5,0.4,0.4,0.4,0.4,0.4,1.4,0.3,3.1,0.6
O.J. Howard,0,O,TE,4800,TB,LAC,24.8,TB by 7,-17%,-3%,-24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,4.3,4.7,1.0,7.4,8,6.5,6.5,6.5,1.5,11.5,0.0,0.0,12.5,2.6
Devontae Booker,,,RB,4800,LV,BUF,25.0,BUF by 3,-12%,-8%,-6%,0.0,0.0,0.0,0.0,0.0,3.3,3.3,3.2,1.3,5.9,1.3,1.3,0.7,0.3,7.3,6,3.6,3.6,3.6,0.7,6.5,4.3,0.9,0.0,0.0
Kenny Stills,,,WR,4700,HOU,MIN,29.8,HOU by 5,5%,1%,16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.5,0.0,5.7,6,2.5,2.5,2.5,0.0,5.0,5.5,1.2,10.9,2.3
Duke Johnson,,,RB,4700,HOU,MIN,29.8,HOU by 5,5%,1%,-1%,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.5,0.0,2.8,1.0,1.0,2.8,0.0,0.0,10,1.4,1.4,1.4,1.4,1.4,5.2,1.1,6.0,1.3
Freddie Swain,,,WR,4700,SEA,@MIA,29.5,SEA by 6.5,10%,5%,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.0,17.0,1,4.2,4.2,4.2,0.4,8.0,1.8,0.4,4.2,0.9
Tyler Kroft,,,TE,4700,BUF,@LV,28.0,BUF by 3,6%,-7%,4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.1,1.3,4.8,2,5.5,5.5,5.5,-4.0,14.9,1.8,0.4,1.7,0.4
Cordarrelle Patterson,,,WR,4700,CHI,IND,20.5,IND by 2.5,-3%,-18%,9%,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.9,0.3,3.8,1.0,1.0,2.5,0.0,6.7,12,3.1,3.1,3.1,1.5,4.6,5.5,1.2,1.0,0.2
Quintez Cephus,,,WR,4700,DET,NO,25.0,NO by 4,-1%,-26%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,4.3,1.3,0.7,7.5,2,4.2,4.2,4.2,0.5,7.9,1.6,0.3,0.0,0.0
Nelson Agholor,0,,WR,4700,LV,BUF,25.0,BUF by 3,-12%,-8%,-11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.7,1.7,5.8,0.0,14.8,10,5.1,5.1,5.1,1.8,8.4,6.5,1.4,12.4,2.6
Tony Pollard,,,RB,4700,DAL,CLE,30.3,DAL by 4.5,-5%,24%,8%,0.0,0.0,0.0,0.0,0.0,1.3,1.3,2.4,0.3,4.0,1.7,1.7,1.3,0.0,4.0,6,1.9,1.9,1.9,-0.3,4.0,3.1,0.7,9.7,2.1
Van Jefferson,,,WR,4700,LAR,NYG,30.5,LAR by 13,5%,-3%,8%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,-1.0,3.0,3.0,3.1,0.3,8.4,5,3.3,3.3,3.3,0.1,6.5,3.8,0.8,0.0,0.0
Michael Thomas,,,WR,4700,CIN,JAX,26.3,CIN by 3,0%,22%,-12%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.1,0.3,6.3,5,5.2,5.2,5.2,0.1,10.3,3.7,0.8,1.0,0.2
Deonte Harris,,,WR,4700,NO,@DET,29.0,NO by 4,18%,8%,21%,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.1,0.0,10.0,3.0,3.0,3.6,0.0,5.0,8,3.2,3.2,3.2,1.5,4.9,5.5,1.2,2.5,0.5
Drew Sample,1,,TE,4700,CIN,JAX,26.3,CIN by 3,0%,22%,8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,4.7,1.3,4.8,7,3.3,3.3,3.3,-0.8,7.4,5.5,1.2,6.2,1.3
J.D. McKissic,,,RB,4700,WAS,BAL,16.0,BAL by 13,-13%,-12%,-22%,0.0,0.0,0.0,0.0,0.0,5.3,5.3,4.9,1.0,4.1,3.0,3.0,3.0,0.7,4.2,13,4.1,4.1,4.1,0.8,7.4,5.2,1.1,6.1,1.3
Miles Boykin,,,WR,4700,BAL,@WAS,29.0,BAL by 13,-2%,24%,-10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,3.8,0.7,7.5,6,4.1,4.1,4.1,1.7,6.5,4.7,1.0,3.8,0.8
Jakeem Grant,,,WR,4700,MIA,SEA,23.0,SEA by 6.5,27%,2%,23%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.0,29.0,2.0,2.0,2.3,0.0,7.7,4,3.3,3.3,3.3,1.0,5.7,3.0,0.6,5.1,1.1
Ryquell Armstead,,O,RB,4600,JAX,@CIN,23.3,CIN by 3,2%,31%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Bonnafon,0,,RB,4600,CAR,ARI,24.3,ARI by 3,15%,-3%,8%,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.4,1.0,8.0,0.0,0.0,0.3,0.0,0.0,5,1.6,1.6,1.6,1.6,1.6,3.5,0.8,14.1,3.1
Jesse James,,,TE,4600,DET,NO,25.0,NO by 4,-1%,-26%,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.3,0.7,7.0,2,3.4,3.4,3.4,-2.5,9.4,2.1,0.5,3.6,0.8
Jaylen Samuels,,,RB,4600,PIT,@TEN,24.5,PIT by 2,14%,-2%,11%,0.0,0.0,,0.0,0.0,0.7,0.7,,0.7,1.5,1.0,1.0,,0.0,1.7,,0.6,0.6,0.6,0.2,1.0,0.0,0.0,0.0,0.0
Gus Edwards,,,RB,4600,BAL,@WAS,29.0,BAL by 13,-2%,24%,23%,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.9,0.3,7.2,0.0,0.0,0.2,0.0,0.0,11,4.3,4.3,4.3,1.5,7.1,4.5,1.0,3.8,0.8
Will Dissly,,,TE,4600,SEA,@MIA,29.5,SEA by 6.5,10%,5%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,2.1,0.0,4.4,3,1.6,1.6,1.6,1.4,1.8,2.8,0.6,2.5,0.5
Isaiah Ford,3,,WR,4600,MIA,SEA,23.0,SEA by 6.5,27%,2%,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.0,5.0,6.0,0.0,6.9,10,5.3,5.3,5.3,0.2,10.3,7.4,1.6,6.8,1.5
Olabisi Johnson,,,WR,4600,MIN,@HOU,24.8,HOU by 5,7%,19%,-2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,3.1,0.0,11.4,5,3.3,3.3,3.3,-0.2,6.9,2.7,0.6,0.0,0.0
Devine Ozigbo,,O,RB,4600,JAX,@CIN,23.3,CIN by 3,2%,31%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,1.8,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keke Coutee,,,WR,4600,HOU,MIN,29.8,HOU by 5,5%,1%,16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.5,0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
Dede Westbrook,,,WR,4600,JAX,@CIN,23.3,CIN by 3,2%,31%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0
Antonio Gandy-Golden,,,WR,4600,WAS,BAL,16.0,BAL by 13,-13%,-12%,-9%,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.0,22.0,1.5,1.5,2.1,0.0,1.0,4,1.5,1.5,1.5,0.5,2.5,2.9,0.6,0.0,0.0
Gabriel Davis,1,,WR,4600,BUF,@LV,28.0,BUF by 3,6%,-7%,-5%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,2.3,2.3,3.7,0.3,14.7,6,6.6,6.6,6.6,2.8,10.4,5.4,1.2,9.1,2.0
Seth Roberts,,,WR,4600,CAR,ARI,24.3,ARI by 3,15%,-3%,4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,1.2,0.0,4.2,2,1.2,1.2,1.2,-0.1,2.5,2.3,0.5,1.5,0.3
Dawson Knox,0,,TE,4600,BUF,@LV,28.0,BUF by 3,6%,-7%,4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.8,1.0,10.7,6,3.0,3.0,3.0,2.0,3.9,4.6,1.0,2.6,0.6
Darnell Mooney,,,WR,4600,CHI,IND,20.5,IND by 2.5,-3%,-18%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,3.7,4.5,0.3,8.5,7,6.4,6.4,6.4,2.2,10.6,5.9,1.3,7.4,1.6
John Ross,,,WR,4600,CIN,JAX,26.3,CIN by 3,0%,22%,-12%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,2.4,0,1.4,1.4,1.4,-0.6,3.3,0.0,0.0,0.0,0.0
Adam Humphries,,O,WR,4600,TEN,PIT,22.5,PIT by 2,-23%,-19%,-16%,0.0,0.0,,0.0,0.0,0.3,0.3,,0.0,0.0,6.7,6.7,,1.0,6.8,,9.0,9.0,9.0,5.3,12.8,0.0,0.0,0.0,0.0
Collin Johnson,,,WR,4600,JAX,@CIN,23.3,CIN by 3,2%,31%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.7,2.8,3,0.9,0.9,0.9,-0.1,1.9,1.9,0.4,0.0,0.0
Josh Reynolds,,,WR,4600,LAR,NYG,30.5,LAR by 13,5%,-3%,8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.7,2.7,4.2,0.3,13.8,7,4.2,4.2,4.2,2.3,6.1,5.9,1.3,4.0,0.9
Darren Fells,0,,TE,4600,HOU,MIN,29.8,HOU by 5,5%,1%,-28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,2.8,0.7,5.3,5,4.1,4.1,4.1,-0.7,8.8,3.8,0.8,3.1,0.7
Ted Ginn Jr.,,,WR,4600,CHI,IND,20.5,IND by 2.5,-3%,-18%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.0,2.0,2.6,0.0,7.3,4,1.7,1.7,1.7,-0.7,4.1,2.1,0.5,2.1,0.5
LeSean McCoy,,D,RB,4600,TB,LAC,24.8,TB by 7,-17%,-3%,1%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,4.6,0.0,-5.0,4.0,4.0,2.3,1.0,4.3,11,2.9,2.9,2.9,0.9,4.9,6.1,1.3,1.1,0.2
K.J. Hill,,,WR,4600,LAC,@TB,17.8,TB by 7,13%,-36%,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.7,2.0,3.8,4,2.0,2.0,2.0,2.0,2.0,2.9,0.6,0.0,0.0
Justin Watson,0,Q,WR,4600,TB,LAC,24.8,TB by 7,-17%,-3%,-21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,4.1,0.0,10.8,7,3.5,3.5,3.5,0.1,6.8,6.6,1.4,6.0,1.3
Javon Wims,,,WR,4600,CHI,IND,20.5,IND by 2.5,-3%,-18%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,2.0,0.3,3.6,3,3.1,3.1,3.1,-0.2,6.4,2.4,0.5,0.0,0.0
David Moore,0,,WR,4600,SEA,@MIA,29.5,SEA by 6.5,10%,5%,20%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.3,12.0,2.3,2.3,3.5,1.0,11.1,6,6.2,6.2,6.2,0.3,12.0,4.8,1.0,17.0,3.7
Jordan Wilkins,,,RB,4600,IND,@CHI,23.0,IND by 2.5,-6%,-3%,8%,0.0,0.0,0.0,0.0,0.0,6.0,6.0,4.5,0.3,4.4,0.3,0.3,0.4,0.0,6.0,8,3.0,3.0,3.0,0.4,5.6,4.1,0.9,3.6,0.8
Anthony Johnson,,,WR,4500,PIT,@TEN,24.5,PIT by 2,14%,-2%,5%,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scotty Washington,,,WR,4500,CIN,JAX,26.3,CIN by 3,0%,22%,-12%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DaMarkus Lodge,,,WR,4500,CIN,JAX,26.3,CIN by 3,0%,22%,-12%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Cotton,,,WR,4500,LAC,@TB,17.8,TB by 7,13%,-36%,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrell Stewart Jr.,,,WR,4500,CAR,ARI,24.3,ARI by 3,15%,-3%,4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bronson Rechsteiner,,,RB,4500,BAL,@WAS,29.0,BAL by 13,-2%,24%,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ja'Marcus Bradley,,,WR,4500,CLE,@DAL,25.8,DAL by 4.5,-2%,-4%,-2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Penny Hart,,,WR,4500,SEA,@MIA,29.5,SEA by 6.5,10%,5%,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Moore,,,WR,4500,LAC,@TB,17.8,TB by 7,13%,-36%,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Jordan Scarlett,,,RB,4500,CAR,ARI,24.3,ARI by 3,15%,-3%,8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Anderson,,,RB,4500,IND,@CHI,23.0,IND by 2.5,-6%,-3%,8%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terry Godwin,,,WR,4500,JAX,@CIN,23.3,CIN by 3,2%,31%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trenton Irwin,,,WR,4500,CIN,JAX,26.3,CIN by 3,0%,22%,-12%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Kennedy,,,WR,4500,DET,NO,25.0,NO by 4,-1%,-26%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dalton Schoen,,,WR,4500,LAC,@TB,17.8,TB by 7,13%,-36%,29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Love,,O,RB,4500,WAS,BAL,16.0,BAL by 13,-13%,-12%,-22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirk Merritt,,,WR,4500,MIA,SEA,23.0,SEA by 6.5,27%,2%,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alec Ingold,,,RB,4500,LV,BUF,25.0,BUF by 3,-12%,-8%,-6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,1.0,0.3,0.3,5.3,1,3.0,3.0,3.0,-0.9,7.0,0.7,0.2,3.8,0.8
Tony Jones Jr.,,,RB,4500,NO,@DET,29.0,NO by 4,18%,8%,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cole,,,WR,4500,MIA,SEA,23.0,SEA by 6.5,27%,2%,23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Wright,,,WR,4500,WAS,BAL,16.0,BAL by 13,-13%,-12%,-9%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,6.0,6.0,5.3,0.0,4.0,11,5.0,5.0,5.0,5.0,5.0,5.9,1.3,4.9,1.1
