Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jack Eichel,,,C,8700,BUF,@BOS,1,L1,P1,2.28,23.1,21.8,21.8,4.0,3.6,3.6,17.9,20.3,20.3,5.8,34.9,17.5,2.0,12.8,1.5
Steven Stamkos,,,W,8600,TB,DET,0,L2,P1,4.20,19.5,18.4,18.4,3.6,3.2,3.2,16.0,16.2,16.2,5.4,27.0,15.9,1.8,16.5,1.9
David Pastrnak,,,W,8500,BOS,BUF,1,L1,P1,3.22,20.5,19.5,19.5,2.2,3.7,3.7,17.4,21.3,21.3,8.0,34.6,17.6,2.1,30.1,3.5
Patrice Bergeron,,,C,8100,BOS,BUF,1,L1,P1,3.22,20.6,19.4,19.4,4.0,3.7,3.7,24.5,18.1,18.1,7.9,28.3,16.6,2.0,14.4,1.8
Nikita Kucherov,,,W,8100,TB,DET,0,L1,P1,4.20,18.3,18.5,18.5,3.0,2.9,2.9,17.0,16.0,16.0,3.9,28.1,18.8,2.3,4.8,0.6
Tyler Seguin,,,C,8000,DAL,@ARI,0,L1,P1,2.48,20.7,19.1,19.1,4.6,3.6,3.6,22.4,14.2,14.2,3.8,24.5,16.8,2.1,14.4,1.8
Brad Marchand,,,W,7900,BOS,BUF,1,L1,P1,3.22,21.4,19.9,19.9,3.6,2.8,2.8,18.7,18.7,18.7,5.3,32.0,16.4,2.1,9.6,1.2
Brendan Gallagher,,,W,7700,MON,@FLA,0,L1,P1,3.09,18.6,17.0,17.0,4.8,3.9,3.9,19.6,15.9,15.9,6.0,25.9,12.6,1.6,14.4,1.9
Johnny Gaudreau,,,W,7600,CGY,VAN,1,L1,P1,3.15,16.4,18.8,18.8,1.4,2.7,2.7,10.2,11.6,11.6,2.8,20.4,16.3,2.1,1.6,0.2
Brock Boeser,,,W,7500,VAN,@CGY,0,L1,P1,2.35,18.0,19.4,19.4,2.6,2.9,2.9,13.7,14.2,14.2,4.4,24.0,14.5,1.9,14.4,1.9
Elias Pettersson,,,C,7500,VAN,@CGY,0,L1,P1,2.35,18.6,18.9,18.9,2.4,2.6,2.6,17.3,15.6,15.6,4.6,26.6,14.6,1.9,4.8,0.6
Aleksander Barkov,,,C,7400,FLA,MON,0,L1,P1,3.41,18.8,20.0,20.0,1.8,2.7,2.7,14.0,15.6,15.6,6.4,24.7,16.4,2.2,38.4,5.2
Claude Giroux,,,W,7400,PHI,@ANH,0,L1,P1,2.77,20.1,19.2,19.2,2.8,3.1,3.1,12.1,12.2,12.2,2.8,21.6,13.3,1.8,17.6,2.4
Jonathan Huberdeau,,,W,7400,FLA,MON,0,L2,P1,3.41,18.3,18.9,18.9,2.4,2.2,2.2,26.3,16.5,16.5,5.0,28.0,14.4,1.9,49.6,6.7
Taylor Hall,,,W,7300,ARI,DAL,0,L1,P1,2.52,18.0,19.0,19.0,2.6,3.5,3.5,9.8,13.4,13.4,6.0,20.7,16.5,2.3,20.0,2.7
Sean Monahan,,,C,7300,CGY,VAN,1,L1,P1,3.15,16.4,18.0,18.0,2.2,2.5,2.5,11.1,12.0,12.0,3.4,20.5,14.7,2.0,17.6,2.4
Victor Olofsson,,,W,7200,BUF,@BOS,1,L1,P1,2.28,20.6,18.8,18.8,2.4,2.5,2.5,12.4,13.3,13.3,5.1,21.5,8.7,1.2,1.6,0.2
Brayden Point,,,C,7100,TB,DET,0,L1,P1,4.20,19.0,18.8,18.8,2.0,2.2,2.2,16.1,13.3,13.3,1.4,25.2,14.8,2.1,22.1,3.1
Shea Weber,,,D,6800,MON,@FLA,0,D1,P2,3.09,26.3,24.3,24.3,2.4,3.0,3.0,12.1,15.5,15.5,6.4,24.6,12.2,1.8,18.4,2.7
Sean Couturier,,,C,6800,PHI,@ANH,0,L1,P1,2.77,21.3,19.7,19.7,2.4,2.6,2.6,13.8,12.3,12.3,3.7,20.9,14.9,2.2,20.0,2.9
Alexander Radulov,,,W,6700,DAL,@ARI,0,L1,P1,2.48,17.1,17.1,17.1,2.2,2.6,2.6,16.9,12.3,12.3,0.0,24.5,14.2,2.1,15.2,2.3
Matthew Tkachuk,,,W,6700,CGY,VAN,1,L2,P1,3.15,17.5,18.3,18.3,3.0,2.7,2.7,17.7,13.3,13.3,2.2,24.3,14.1,2.1,19.2,2.9
Phil Kessel,,,W,6500,ARI,DAL,0,L3,P1,2.52,16.9,17.8,17.8,2.2,2.4,2.4,7.5,9.6,9.6,2.2,17.0,14.0,2.2,4.8,0.7
Travis Konecny,,,W,6400,PHI,@ANH,0,L1,P1,2.77,17.7,16.8,16.8,2.4,2.3,2.3,14.4,13.3,13.3,5.1,21.4,11.1,1.7,3.2,0.5
Victor Hedman,,,D,6400,TB,DET,0,D1,P1,4.20,23.4,22.8,22.8,3.6,2.5,2.5,22.6,16.1,16.1,5.2,27.0,13.2,2.1,14.9,2.3
Anthony Mantha,,Q,W,6400,DET,@TB,7,,,2.30,13.6,18.5,18.5,0.8,3.3,3.3,3.5,14.6,14.6,0.7,28.5,0.0,0.0,0.0,0.0
Jakob Silfverberg,,,W,6300,ANH,PHI,1,L1,P2,2.73,18.0,17.6,17.6,1.8,2.0,2.0,11.2,11.2,11.2,3.5,18.8,10.9,1.7,1.6,0.3
Elias Lindholm,,,C,6200,CGY,VAN,1,L2,P1,3.15,18.5,19.5,19.5,1.8,2.3,2.3,17.6,12.5,12.5,3.2,21.8,12.2,2.0,8.0,1.3
Dylan Larkin,,,C,6100,DET,@TB,0,L1,P1,2.30,21.7,21.2,21.2,2.8,3.2,3.2,12.1,12.1,12.1,4.2,20.0,16.1,2.6,3.2,0.5
Jeff Skinner,,Q,W,6100,BUF,@BOS,1,,,2.28,15.5,17.0,17.0,2.0,3.3,3.3,5.4,10.7,10.7,1.1,20.2,0.0,0.0,0.0,0.0
