Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Luka Doncic,2,,PG,11500,DAL,@UTA,1,109,37,27,101,104,5%,24,22,21,36,35,35,55.1,54.4,38.1,70.7,35.5,52.3,4.5,32.3,43.7,3.8
Giannis Antetokounmpo,7,,PF,11300,MIL,@NOR,1,119,34,26,101,110,1%,14,18,18,37,36,33,51.4,50.7,39.3,62.2,34.5,53.8,4.8,38.9,66.7,5.9
Nikola Jokic,3,,C,11200,DEN,@SAS,1,113,31,31,103,107,-2%,14,19,17,34,36,36,51.9,56.0,44.5,67.5,34.5,52.9,4.7,38.7,56.5,5.0
Kevin Durant,0,O,SF,10700,BKN,@OKC,1,118,31,27,103,109,10%,24,22,20,40,41,38,54.2,51.5,41.4,61.6,0.0,0.0,0.0,,0.0,0.0
Trae Young,1,,PG,10600,ATL,@WAS,1,119,35,23,107,113,9%,23,20,18,40,37,34,53.4,43.2,30.6,55.8,35.0,47.0,4.4,33.7,50.1,4.7
Kawhi Leonard,2,,SF,10500,LAC,@ORL,4,113,30,28,101,109,-8%,23,19,19,37,33,35,49.2,47.2,36.1,58.3,34.0,43.9,4.2,28.6,33.3,3.2
Karl-Anthony Towns,,O,C,10500,MIN,PHI,15,109,27,27,104,105,-15%,17,16,16,36,33,33,50.6,50.6,48.6,52.6,0.0,0.0,0.0,,0.0,0.0
Brad Beal,7,,SG,10500,WAS,ATL,1,116,37,27,102,107,2%,33,29,26,38,36,36,53.3,51.7,40.1,63.2,36.5,48.9,4.7,31.8,40.9,3.9
Joel Embiid,8,,C,9800,PHI,@MIN,1,116,31,30,104,111,14%,19,16,16,36,32,32,46.9,50.0,34.1,66.0,33.0,50.7,5.2,26.6,57.7,5.9
James Harden,11,,SG,9800,BKN,@OKC,1,118,30,23,103,109,-1%,15,13,16,40,41,39,46.1,49.2,35.4,62.9,37.0,54.5,5.6,32.5,55.5,5.7
Clint Capela,0,,C,9600,ATL,@WAS,1,119,18,23,107,113,6%,11,13,11,32,35,30,55.3,40.6,23.3,57.9,33.0,44.9,4.7,29.8,42.3,4.4
Russell Westbrook,0,,PG,9600,WAS,ATL,2,116,32,12,102,107,9%,14,17,18,27,33,35,37.5,43.5,31.5,55.5,32.0,43.3,4.5,27.1,39.2,4.1
Andre Drummond,5,,C,9400,CLE,@NYK,1,104,32,22,98,106,6%,23,16,16,28,25,30,40.2,46.2,29.7,62.6,27.5,42.0,4.5,23.9,35.0,3.7
Kyrie Irving,6,,PG,9200,BKN,@OKC,1,118,29,25,103,109,-6%,17,21,20,41,39,36,44.8,45.6,37.3,53.9,36.0,49.8,5.4,33.7,44.5,4.8
Nikola Vucevic,1,,C,9200,ORL,LAC,1,106,28,25,100,107,-11%,21,24,20,35,38,34,45.9,46.1,37.4,54.8,35.0,45.3,4.9,28.5,15.7,1.7
Domas Sabonis,5,,PF,9000,IND,@CHA,1,113,24,21,102,108,20%,10,12,15,39,39,38,46.8,45.4,37.4,53.3,37.5,46.6,5.2,37.8,40.2,4.5
Paul George,3,,SG,8900,LAC,@ORL,4,113,28,23,101,109,-8%,16,14,16,34,33,34,35.7,40.5,29.9,51.1,34.0,38.8,4.4,27.9,46.3,5.2
Julius Randle,2,,PF,8800,NYK,CLE,2,106,29,20,100,107,-7%,17,16,17,34,36,37,43.5,44.3,35.4,53.1,35.5,42.1,4.8,35.1,38.6,4.4
Rudy Gobert,7,,C,8700,UTA,DAL,1,113,18,23,101,108,8%,17,11,9,35,31,30,49.3,41.2,30.6,51.8,35.0,48.3,5.6,25.4,33.4,3.8
Ben Simmons,5,,PG,8600,PHI,@MIN,1,116,21,17,104,111,8%,11,9,9,37,36,34,43.8,40.2,32.5,48.0,34.0,41.6,4.8,25.8,28.3,3.3
Shai Gilgeous-Alexander,6,,SG,8500,OKC,BKN,1,112,27,22,104,109,-3%,15,15,15,32,33,34,43.2,40.1,28.3,51.8,33.5,42.0,4.9,31.1,35.3,4.2
Fred Van Vleet,8,,SG,8300,TOR,SAC,1,115,24,17,103,116,10%,19,17,17,37,38,37,43.6,40.0,30.3,49.7,37.5,41.7,5.0,36.2,52.0,6.3
