Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Luka Doncic,14,,PG,11600,DAL,@MIL,1,111,38,26,105,104,-6%,23,23,21,35,37,34,63.6,53.4,37.3,69.6,35.5,51.7,4.5,35.8,55.3,4.8
Giannis Antetokounmpo,11,,PF,11300,MIL,DAL,1,119,35,27,101,102,-4%,16,19,18,30,32,31,49.8,50.4,38.4,62.5,32.5,52.4,4.6,30.2,41.3,3.7
Karl-Anthony Towns,6,,C,10800,MIN,MEM,1,114,27,27,103,104,10%,17,16,16,36,33,33,50.6,50.6,48.6,52.6,0.0,0.0,0.0,,0.0,0.0
LeBron James,7,Q,SF,9900,LAL,NOR,1,115,34,24,100,106,-5%,20,18,19,28,31,32,43.0,45.0,37.8,52.2,33.5,46.9,4.7,30.5,47.1,4.8
Andre Drummond,11,,C,9800,CLE,NYK,2,97,31,19,99,108,7%,20,18,17,38,34,32,45.3,46.2,31.8,60.6,33.5,48.9,5.0,39.6,75.1,7.7
Anthony Davis,8,,PF,9800,LAL,NOR,1,115,26,26,100,106,-1%,10,14,16,29,32,33,48.4,44.8,34.0,55.6,33.5,47.2,4.8,33.1,49.7,5.1
Kawhi Leonard,7,,SF,9600,LAC,@SAC,1,117,30,25,104,116,-1%,20,18,19,39,37,35,45.8,46.2,34.8,57.6,35.5,48.6,5.1,27.5,42.8,4.5
Jayson Tatum,,O,PF,9600,BOS,ORL,6,109,31,23,102,108,-3%,24,23,21,36,36,35,46.8,44.1,35.1,53.2,0.0,0.0,0.0,,0.0,0.0
Nikola Vucevic,11,,C,9400,ORL,@BOS,3,105,27,27,102,108,-4%,25,20,19,33,32,32,46.6,45.3,38.0,52.7,33.0,45.9,4.9,26,33.2,3.5
Julius Randle,7,,PF,9100,NYK,@CLE,1,99,29,20,99,103,-3%,17,18,17,35,36,37,43.5,44.5,33.9,55.0,37.0,45.2,5.0,38,43.2,4.7
Jaylen Brown,11,,SF,9000,BOS,ORL,6,109,29,24,102,108,13%,21,19,19,37,36,35,42.8,43.3,33.0,53.6,35.5,43.5,4.8,25,36.4,4.0
Zach LaVine,12,,SG,9000,CHI,@OKC,4,113,31,21,102,108,-6%,24,23,20,40,40,35,51.4,42.4,28.4,56.4,37.0,43.0,4.8,42.5,49.4,5.5
Paul George,12,,SG,8800,LAC,@SAC,1,117,29,24,104,116,-1%,18,17,17,39,39,35,45.7,42.7,32.3,53.2,37.0,46.3,5.3,29.6,31.8,3.6
Trae Young,9,,PG,8800,ATL,@UTA,3,111,35,21,101,105,-13%,19,17,17,31,34,33,33.7,39.8,27.7,51.9,34.5,40.9,4.6,24,23.3,2.6
Brandon Ingram,5,,SF,8800,NOR,@LAL,1,106,30,22,103,102,2%,15,19,18,37,37,35,43.5,42.1,31.6,52.7,36.0,40.6,4.6,34.8,36.1,4.1
Ja Morant,2,,PG,8500,MEM,@MIN,17,113,38,31,104,112,1%,14,18,18,23,27,27,40.3,40.3,11.2,69.4,0.0,0.0,0.0,,0.0,0.0
Shai Gilgeous-Alexander,17,,SG,8200,OKC,CHI,1,111,27,20,107,114,16%,11,14,15,30,34,33,41.5,37.2,24.9,49.5,34.5,42.2,5.1,43.5,56.0,6.8
Rudy Gobert,7,,C,8000,UTA,ATL,2,118,17,19,103,107,-7%,6,8,9,30,31,30,34.8,37.7,30.2,45.2,33.0,40.5,5.1,28,43.1,5.4
