Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Andrei Vasilevskii,1,,G,8600,TB,CHI,1,70%,2.60,59.6,59.6,59.6,0.957,0.957,25.6,25.6,25.6,25.6,25.6,21.6,2.5,32.0,3.7
Philipp Grubauer,0,,G,8300,COL,STL,1,56%,2.80,100.0,100.0,100.0,0.875,0.875,6.4,6.4,6.4,6.4,6.4,19.3,2.3,28.8,3.5
Frederik Andersen,0,,G,8200,TOR,@OTT,1,65%,2.78,89.6,89.6,89.6,0.875,0.875,18.4,18.4,18.4,18.4,18.4,20.7,2.5,-4.8,-0.6
Carter Hart,,,G,8000,PHI,PIT,1,50%,3.00,60.0,60.0,60.0,0.912,0.912,24.8,24.8,24.8,24.8,24.8,16.4,2.0,28.8,3.6
Tristan Jarry,,,G,7900,PIT,@PHI,1,50%,3.00,59.9,59.9,59.9,0.760,0.760,-8.8,-8.8,-8.8,-8.8,-8.8,16.9,2.1,-9.6,-1.2
Vitek Vanecek,,,G,7600,WAS,@BUF,n/a,53%,2.91,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,17.8,2.3,32.0,4.2
Jordan Binnington,,,G,7500,STL,@COL,1,43%,3.20,127.6,127.6,127.6,0.963,0.963,28.8,28.8,28.8,28.8,28.8,14.4,1.9,-4.0,-0.5
Linus Ullmark,,,G,7300,BUF,WAS,n/a,47%,3.09,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,17.2,2.4,7.2,1.0
Matthew Murray,,,G,6700,OTT,TOR,n/a,35%,3.72,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,14.4,2.1,16.0,2.4
Collin Delia,,,G,6700,CHI,@TB,1,30%,3.90,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,13.5,2.0,5.6,0.8
