Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Tyler Herro,SG,MIA,vs WAS,27th,118.75,4300,11.1,43.1,21.5,2.0,0.76,27.54,8.39,9.15,7.22,21.4,11.1,28.2,31.00,24.81,24.81,100,,57,5.8,,32,38.40,8.9
Omari Spellman,PF,GSW,@ CHI,1st,105.00,4300,1.1,32.3,19.3,1.0,1.04,37.47,13.35,8.91,5.47,20.0,6.6,18.5,14.75,14.46,14.46,100,,54,3.4,,12,7.60,1.8
Enes Kanter,C,BOS,vs DEN,25th,104.25,4200,4.3,33.2,18.8,1.0,1.21,43.32,14.23,8.27,6.23,17.9,4.9,15.6,15.75,16.66,16.66,100,,56,4,,18,16.30,3.9
Mason Plumlee,C,DEN,@ BOS,15th,101.25,4200,5.5,34,20.7,2.4,1.24,44.59,12.88,8.14,5.72,19.4,4.8,16.7,16.00,17.73,17.73,100,,61,4.2,,17,17.50,4.2
Duncan Robinson,SG,MIA,vs WAS,22nd,118.75,4200,10.6,42.7,18.3,0.8,0.72,26.05,10.36,9.16,9.07,15.1,8.0,25.3,31.50,24.34,24.34,100,,50,5.8,Y,42,11.30,2.7
Bryn Forbes,SG,SAS,vs SAC,6th,109.50,4200,7.5,34.7,19.9,2.0,0.73,26.21,7.97,7.78,5.7,19.2,11.0,27.3,25.75,19.16,19.16,100,,61,4.6,Y,20,15.90,3.8
Cody Zeller,C,CHA,vs BKN,27th,108.00,4100,0.7,38.4,23.0,1.2,0.97,34.92,11.26,10.77,5.71,20.8,8.5,23.8,18.25,16.85,16.85,100,,53,4.1,,23,33.20,8.1
Troy Brown,SF,WAS,@ MIA,10th,109.75,4100,8.4,37.3,19.2,1.9,0.92,33.03,10.89,8.26,7.03,16.0,6.5,20.9,23.25,20.80,20.80,100,,57,5.1,,24,20.50,5
Thaddeus Young,PF,CHI,vs GSW,3rd,109.00,4100,0,13.9,18.6,1.6,0.88,31.61,9.50,6.93,0,21.8,8.7,21.2,0.00,0.00,0.00,100,,63,0,,,,
Ivica Zubac,C,LAC,@ MIL,4th,114.75,4100,9.3,39.3,19.9,0.8,1.24,44.59,14.62,8.57,7.61,18.3,5.2,16.0,18.75,22.19,22.19,100,,57,5.4,Y,24,30.40,7.4
Rodney Hood,SF,POR,vs LAL,2nd,110.50,4100,10,38.9,20.1,1.6,0.66,23.70,9.12,8.26,8.17,13.4,8.6,30.5,32.25,22.34,22.34,100,,59,5.4,Y,9,6.90,1.7
Jordan McRae,SG,WAS,@ MIA,24th,109.75,4000,0,18.7,17.6,2.8,0.97,35.11,11.43,9.35,0,18.0,7.0,18.1,0.00,0.00,0.00,100,,47,0,,,,
Hamidou Diallo,SG,OKC,vs MIN,26th,110.50,4000,0,12.8,18.9,0.8,0.88,31.83,11.09,6.40,0,19.8,7.7,21.4,0.00,0.00,0.00,100,,66,0,,,,
Donte DiVincenzo,SG,MIL,vs LAC,21st,118.75,4000,4.6,37.9,19.7,1.6,0.94,33.94,18.16,9.50,10.09,18.2,7.6,20.9,20.00,18.87,18.87,100,,52,4.7,,22,28.50,7.1
Kentavious Caldwell-Pope,SG,LAL,@ POR,25th,114.50,4000,9.5,34.4,14.9,1.5,0.63,22.61,7.96,7.12,6.58,14.9,6.8,23.7,29.75,20.19,20.19,100,,52,5,Y,27,15.50,3.9
Kevin Porter Jr.,SF,CLE,vs ORL,13th,103.00,3900,3.9,28,14.7,1.8,0.72,25.88,8.78,6.88,4.94,17.4,6.4,20.5,20.25,14.25,14.25,100,,53,3.7,,20,19.30,4.9
Christian Wood,PF,DET,vs IND,10th,105.50,3900,0,47.1,18.0,0.6,1.21,43.73,26.68,13.52,13.53,20.4,5.4,14.9,18.25,20.10,20.10,100,,25,5.2,,17,14.80,3.8
Justin Holiday,SF,IND,@ DET,17th,106.50,3900,7.2,37.4,19.5,1.6,0.77,27.57,11.11,8.63,8.1,12.9,6.6,25.4,26.25,20.18,20.18,100,,56,5.2,,25,16.60,4.3
Langston Galloway,SG,DET,vs IND,11th,105.50,3900,7.6,29.6,19.6,1.6,0.70,25.24,7.27,6.28,4.9,16.9,8.9,27.9,24.25,16.99,16.99,100,,68,4.4,,28,10.40,2.7
Shaquille Harrison,PG,CHI,vs GSW,18th,109.00,3900,0,25.8,10.4,1.4,1.06,38.11,23.24,12.88,0,16.9,3.6,9.8,0.00,0.00,0.00,100,,0,0,,6,4.50,1.2
Trevor Ariza,SF,SAC,@ SAS,29th,105.50,3900,1.7,26.3,12.0,0.8,0.57,20.50,15.20,7.01,8.34,12.1,4.3,21.1,19.75,12.24,12.24,100,,42,3.1,,29,25.20,6.5
Avery Bradley,SG,LAL,@ POR,25th,114.50,3900,0,12.5,18.3,1.8,0.67,24.01,7.62,6.25,0,15.3,8.4,27.5,0.00,0.00,0.00,100,,66,0,,,,
Nicolas Batum,SF,CHA,vs BKN,29th,108.00,3800,3,30.1,16.0,3.2,0.73,26.54,8.00,7.75,4.39,10.9,3.3,21.8,19.75,14.59,14.59,100,,52,3.8,,33,17.30,4.6
Marvin Williams,PF,CHA,vs BKN,2nd,108.00,3800,2.9,35.3,15.4,1.0,0.75,27.24,13.31,9.27,8.23,14.0,5.5,20.4,22.25,16.78,16.78,100,,40,4.4,,16,6.20,1.6
Al-Farouq Aminu,PF,ORL,@ CLE,10th,107.00,3800,0,19.4,15.3,1.2,0.72,26.09,14.30,9.71,0,13.5,4.8,21.2,0.00,0.00,0.00,100,,37,0,,,,
Bruce Brown Jr.,SG,DET,vs IND,4th,105.50,3800,1.3,41,20.1,3.5,0.76,27.36,10.71,11.36,7.29,15.5,7.0,26.4,24.50,18.31,18.31,100,,43,4.8,Y,24,25.60,6.7
Jerami Grant,PF,DEN,@ BOS,11th,101.25,3800,6.5,31.2,17.1,1.1,0.77,27.96,8.44,7.05,5.33,18.1,7.9,22.1,22.75,17.06,17.06,100,,59,4.5,,18,11.30,3
Josh Okogie,SF,MIN,@ OKC,19th,107.50,3800,11.2,37.8,20.5,1.8,0.85,30.50,10.47,7.61,7.93,15.0,6.1,24.2,27.25,22.61,22.61,100,,63,6,Y,33,14.10,3.7
Keita Bates-Diop,SF,MIN,@ OKC,20th,107.50,3800,4.2,37.9,15.0,0.3,0.79,28.36,7.56,9.62,4.94,13.1,5.7,19.0,23.50,18.64,18.64,100,,36,4.9,,19,2.70,0.7
Jake Layman,SF,MIN,@ OKC,15th,107.50,3800,0,13.9,18.4,0.8,0.70,25.14,6.46,6.94,0,16.6,9.4,26.4,0.00,0.00,0.00,100,,62,0,,,,
Landry Shamet,PG,LAC,@ MIL,23rd,114.75,3800,0,8.5,13.8,1.7,0.47,16.84,4.17,4.23,0,13.4,7.7,29.4,0.00,0.00,0.00,100,,69,0,,,,
Maurice Harkless,SF,LAC,@ MIL,7th,114.75,3800,7.2,33.5,15.0,1.1,0.68,24.36,9.42,7.49,6.8,10.9,4.5,22.1,26.00,18.47,18.47,100,,50,4.9,Y,22,14.60,3.8
George Hill,PG,MIL,vs LAC,15th,118.75,3800,7.4,31.9,19.6,3.2,0.92,33.03,14.05,6.98,7.61,15.6,6.3,21.4,19.50,17.89,17.89,100,,64,4.7,,16,23.40,6.2
Kent Bazemore,SF,POR,vs LAL,3rd,110.50,3800,5.3,34.7,19.4,1.7,0.87,31.25,13.11,8.39,7.65,18.1,7.3,22.3,21.00,17.92,17.92,100,,57,4.7,,25,9.40,2.5
Robert Williams,C,BOS,vs DEN,25th,104.25,3700,0,28.7,16.9,1.2,1.18,42.63,11.92,8.52,3.64,12.4,2.7,14.3,11.00,11.66,11.66,100,,50,3.2,,13,6.60,1.8
Brad Wanamaker,PG,BOS,vs DEN,8th,104.25,3700,4.1,30.6,16.1,2.9,0.92,33.20,12.07,7.59,5.95,16.9,5.0,17.5,17.75,15.44,15.44,100,,53,4.2,,19,15.70,4.2
Dion Waiters,SF,MIA,vs WAS,27th,118.75,3700,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Marquese Chriss,PF,GSW,@ CHI,19th,105.00,3700,0,31.9,19.4,2.0,1.08,38.75,13.22,9.28,4.87,18.7,5.3,18.0,13.25,13.36,13.36,100,,52,3.6,,15,16.10,4.4
Jordan Poole,SG,GSW,@ CHI,14th,105.00,3700,0,22.1,15.6,2.1,0.63,22.58,8.29,6.53,3.22,20.4,9.8,24.8,14.00,9.00,9.00,100,,58,2.4,,6,1.00,0.3
Jerome Robinson,PG,LAC,@ MIL,3rd,114.75,3700,0,32.2,9.1,1.1,0.71,25.75,16.78,9.65,8.04,15.0,4.3,12.8,17.25,12.86,12.86,100,,0,3.5,,20,14.60,3.9
Ersan Ilyasova,PF,MIL,vs LAC,16th,118.75,3700,3.4,27.9,15.4,0.6,0.96,34.85,11.90,6.98,4.79,15.3,5.2,16.0,14.50,13.91,13.91,100,,55,3.8,,10,19.30,5.2
Yogi Ferrell,PG,SAC,@ SAS,19th,105.50,3700,2.3,23.2,10.4,1.7,0.79,28.51,20.61,5.96,8.3,16.5,4.2,13.1,14.50,11.28,11.28,100,,43,3,,23,23.50,6.4
Dewayne Dedmon,C,SAC,@ SAS,6th,105.50,3700,1.6,23,12.5,0.4,0.84,30.28,10.26,6.12,3.78,19.1,5.0,14.9,13.25,10.78,10.78,100,,51,2.9,,8,-0.80,
Danny Green,SG,LAL,@ POR,25th,114.50,3700,6.7,37.8,18.5,1.2,0.73,26.26,10.12,8.88,7.38,13.7,7.0,25.4,26.25,20.04,20.04,100,,52,5.4,Y,21,17.00,4.6
Gary Trent Jr.,SG,POR,vs LAL,5th,110.50,3700,0,14.8,6.6,0.5,0.79,28.53,15.52,7.39,0,15.8,3.0,8.4,0.00,0.00,0.00,100,,0,0,,,,
John Henson,PF,CLE,vs ORL,17th,103.00,3600,8.7,17.8,15.0,1.0,1.36,49.09,23.66,2.60,9.2,21.7,2.5,11.0,14.00,12.60,12.60,100,,0,3.5,,14,21.00,5.8
Naz Long,SG,IND,@ DET,17th,106.50,3600,0,14.9,11.9,2.3,0.83,29.89,13.06,7.45,0,16.3,5.3,14.3,0.00,0.00,0.00,100,,37,0,,,,
Aaron Holiday,PG,IND,@ DET,28th,106.50,3600,0,37.1,17.8,2.8,0.84,30.10,13.49,11.72,6.28,21.6,8.7,21.3,16.75,13.65,13.65,100,,34,3.8,,16,7.00,1.9
T.J. McConnell,PG,IND,@ DET,28th,106.50,3600,3.8,32.3,18.0,4.8,1.05,37.68,12.20,8.13,5.51,20.0,6.3,17.2,16.25,15.99,15.99,100,,55,4.4,,12,4.70,1.3
Tremont Waters,PG,BOS,vs DEN,8th,104.25,3600,0,0,20.9,3.0,1.05,37.62,0.00,0.00,0,22.3,7.0,20.0,0.00,0.00,0.00,100,,0,0,,,,
Torrey Craig,SG,DEN,@ BOS,11th,101.25,3600,0,18.7,10.3,1.1,0.75,26.77,17.27,9.34,0,9.3,2.9,13.8,0.00,0.00,0.00,100,,9,0,,,,
Monte Morris,PG,DEN,@ BOS,2nd,101.25,3600,0,33.6,15.9,3.4,0.91,32.77,14.56,9.88,6.57,19.0,6.5,17.4,16.25,13.79,13.79,100,,38,3.8,,14,11.20,3.1
Isaac Bonga,SF,WAS,@ MIA,10th,109.75,3600,6.9,30.2,11.2,1.3,0.71,25.47,13.31,6.66,8.6,11.6,2.9,15.8,23.25,16.91,16.91,100,,41,4.7,Y,15,13.90,3.9
Chandler Hutchison,SF,CHI,vs GSW,18th,109.00,3600,0,15.6,13.8,0.9,0.81,29.32,14.04,7.82,0,17.0,4.9,17.0,0.00,0.00,0.00,100,,43,0,,,,
Denzel Valentine,SF,CHI,vs GSW,18th,109.00,3600,2.7,27.1,9.6,0.8,1.07,38.20,22.65,6.97,8.81,22.5,4.3,9.0,14.00,13.11,13.11,100,,27,3.6,,14,19.40,5.4
Noah Vonleh,PF,MIN,@ OKC,7th,107.50,3600,0,11.1,10.7,1.1,0.85,30.45,13.73,5.57,0,14.6,3.1,12.6,0.00,0.00,0.00,100,,48,0,,,,
Kelan Martin,SF,MIN,@ OKC,15th,107.50,3600,0,25.1,8.9,0.3,0.61,22.03,11.58,7.30,5.07,17.5,5.5,14.5,15.75,10.52,10.52,100,,18,2.9,,7,1.70,0.5
Pat Connaughton,SG,MIL,vs LAC,21st,118.75,3600,3.7,30.8,15.3,1.9,0.85,30.61,12.81,7.72,6.32,11.9,4.5,18.0,17.75,15.31,15.31,100,,50,4.3,,21,18.30,5.1
Sterling Brown,SG,MIL,vs LAC,21st,118.75,3600,0,15.4,16.1,1.6,0.88,31.64,9.10,7.68,0,14.6,5.3,18.3,0.00,0.00,0.00,100,,52,0,,9,10.70,3
Rodney McGruder,SG,LAC,@ MIL,3rd,114.75,3600,0,15.7,9.0,0.8,0.52,18.79,12.62,7.84,0,10.0,4.0,17.3,0.00,0.00,0.00,100,,13,0,,,,
D.J. Wilson,PF,MIL,vs LAC,16th,118.75,3600,0,15.2,9.5,0.9,0.80,28.83,13.42,7.59,0,21.2,4.3,11.9,0.00,0.00,0.00,100,,20,0,,9,2.20,0.6
Trey Lyles,PF,SAS,vs SAC,4th,109.50,3600,1.4,27,14.8,1.3,0.85,30.66,9.54,7.33,3.91,11.0,3.8,17.4,14.75,12.35,12.35,100,,50,3.4,,15,8.30,2.3
Lonnie Walker IV,SG,SAS,vs SAC,6th,109.50,3600,0,33.4,7.0,0.4,0.92,33.28,20.81,11.14,7.23,25.7,3.8,7.6,12.50,11.11,11.11,100,,0,3.1,,12,7.80,2.2
Drew Eubanks,C,SAS,vs SAC,6th,109.50,3600,0,16.5,7.2,0.5,0.92,33.21,17.19,8.24,0,33.7,2.5,7.8,0.00,0.00,0.00,100,,0,0,,,,
Skal Labissiere,PF,POR,vs LAL,12th,110.50,3600,1.6,41.6,16.9,1.1,1.01,36.20,15.18,11.44,8.22,15.4,4.7,16.8,19.50,18.71,18.71,100,,32,5.2,,10,10.20,2.8
Dwayne Bacon,SG,CHA,vs BKN,29th,108.00,3500,0,30.6,13.8,1.2,0.68,24.37,12.08,11.16,4.03,20.1,8.5,20.4,12.00,8.23,8.23,100,,19,2.4,,12,5.70,1.6
Theo Pinson,SG,BKN,@ CHA,22nd,111.00,3500,6.3,19.7,11.1,2.6,0.74,26.43,49.94,3.84,22.2,21.7,6.4,15.1,16.00,12.01,12.01,100,,65,3.4,,14,15.40,4.4
Robert Franks,SF,CHA,vs BKN,2nd,108.00,3500,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Caleb Martin,SF,CHA,vs BKN,29th,108.00,3500,0,17.2,6.8,1.0,0.82,29.23,14.42,8.59,0,27.9,3.0,8.3,0.00,0.00,0.00,100,,0,0,,,,
Guillermo Hernangomez,C,CHA,vs BKN,27th,108.00,3500,0,11.8,8.5,0.3,1.05,37.39,12.09,5.88,0,21.0,2.9,8.1,0.00,0.00,0.00,100,,31,0,,,,
Timothe Luwawu-Cabarrot,SG,BKN,@ CHA,22nd,111.00,3500,0,1,0.5,0.0,0.17,6.00,3.60,0.50,0,13.4,1.0,3.0,0.00,0.00,0.00,100,,0,0,,,,
Iman Shumpert,SG,BKN,@ CHA,22nd,111.00,3500,5.3,21.4,10.9,0.7,0.58,21.00,6.71,4.58,3.49,14.7,5.1,18.7,18.75,12.19,12.19,100,,58,3.5,,22,23.10,6.6
Kobi Simmons,PG,CHA,vs BKN,30th,108.00,3500,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Dzanan Musa,SF,BKN,@ CHA,25th,111.00,3500,0,25.3,10.4,1.3,0.65,23.51,13.04,7.22,5.71,17.9,5.1,15.9,15.75,10.81,10.81,100,,31,3.1,,12,7.10,2
Rodions Kurucs,PF,BKN,@ CHA,23rd,111.00,3500,0,8.7,5.4,0.1,0.55,19.80,39.68,4.35,0,23.1,2.3,9.8,0.00,0.00,0.00,100,,19,0,,,,
David Nwaba,SG,BKN,@ CHA,22nd,111.00,3500,1.3,23.3,9.2,0.4,0.79,28.59,19.26,6.27,7.22,9.7,2.1,11.6,13.50,10.71,10.71,100,,32,3.1,,16,16.60,4.7
Cody Martin,SG,CHA,vs BKN,6th,108.00,3500,0,18.1,9.5,1.2,0.81,29.24,18.30,9.05,0,16.0,2.6,11.8,0.00,0.00,0.00,100,,5,0,,,,
Jalen McDaniels,PF,CHA,vs BKN,2nd,108.00,3500,0,0,3.2,0.0,1.07,38.40,0.00,0.00,0,28.0,2.0,3.0,0.00,0.00,0.00,100,,0,0,,,,
Nicolas Claxton,PF,BKN,@ CHA,23rd,111.00,3500,0,10.3,9.1,1.2,0.69,24.78,13.72,5.13,0,15.4,2.3,13.2,0.00,0.00,0.00,100,,44,0,,,,
Michael Kidd-Gilchrist,SF,CHA,vs BKN,6th,108.00,3500,0,2.9,7.4,0.5,0.82,29.40,2.57,1.45,0,27.6,5.0,9.0,0.00,0.00,0.00,100,,0,0,,,,
Henry Ellenson,PF,BKN,@ CHA,23rd,111.00,3500,0,0,0.0,0.0,0.00,0.00,0.00,0.00,0,0.0,0.0,3.0,0.00,0.00,0.00,100,,0,0,,,,
Wilson Chandler,SF,BKN,@ CHA,25th,111.00,3500,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Alfonzo McKinnie,SF,CLE,vs ORL,22nd,103.00,3500,0,21.7,7.8,0.2,0.67,24.04,10.11,6.86,3.37,11.2,3.0,11.7,12.00,8.01,8.01,100,,12,2.3,,6,2.40,0.7
Amile Jefferson,PF,ORL,@ CLE,24th,107.00,3500,0,4.9,4.3,0.7,1.08,38.40,16.32,2.45,0,11.7,1.0,4.0,0.00,0.00,0.00,100,,43,0,,,,
Matthew Dellavedova,PG,CLE,vs ORL,27th,103.00,3500,0,15.3,7.8,2.1,0.59,21.39,10.05,4.55,2.86,15.8,3.0,13.2,10.25,6.22,6.22,100,,42,1.8,,14,13.40,3.8
Ante Zizic,C,CLE,vs ORL,7th,103.00,3500,0,9.3,8.4,0.0,0.71,25.45,8.22,4.64,0,15.6,3.5,11.8,0.00,0.00,0.00,100,,45,0,,,,
Brandon Knight,PG,CLE,vs ORL,27th,103.00,3500,0,15.1,9.6,1.9,0.86,30.88,43.11,7.54,0,23.7,4.7,11.1,0.00,0.00,0.00,100,,21,0,,,,
Melvin Frazier,SF,ORL,@ CLE,24th,107.00,3500,0,2.6,1.2,0.3,0.40,14.10,11.87,1.32,0,12.3,1.5,3.0,0.00,0.00,0.00,100,,0,0,,,,
Dylan Windler,SG,CLE,vs ORL,13th,103.00,3500,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Tyler Cook,PF,CLE,vs ORL,22nd,103.00,3500,0,4,3.8,0.0,1.19,42.30,31.73,1.98,0,23.7,1.2,3.2,0.00,0.00,0.00,100,,48,0,,,,
Dean Wade,PF,CLE,vs ORL,17th,103.00,3500,0,4.4,2.8,0.0,0.47,16.80,13.37,2.21,0,4.2,0.7,6.0,0.00,0.00,0.00,100,,21,0,,,,
Wesley Iwundu,SF,ORL,@ CLE,10th,107.00,3500,0,17.4,8.7,0.8,0.60,21.44,10.62,5.14,3.25,13.9,3.2,14.6,11.00,7.07,7.07,100,,41,2,,,,
Michael Carter-Williams,PG,ORL,@ CLE,24th,107.00,3500,0,30.1,13.6,1.6,0.93,33.45,17.09,9.82,5.7,18.9,4.7,14.6,12.00,10.44,10.44,100,,28,3,,19,21.90,6.3
Josh Magette,PG,ORL,@ CLE,24th,107.00,3500,0,8.7,4.9,0.7,1.32,47.78,46.14,4.33,0,39.4,2.0,3.7,0.00,0.00,0.00,100,,12,0,,,,
B.J. Johnson,SF,ORL,@ CLE,10th,107.00,3500,0,0,0.0,0.0,0.00,0.00,0.00,0.00,0,0.0,0.0,3.0,0.00,0.00,0.00,100,,0,0,,,,
Sekou Doumbouya,PF,DET,vs IND,23rd,105.50,3500,0,4.2,2.1,0.0,0.70,25.20,22.10,2.10,0,22.4,1.5,3.0,0.00,0.00,0.00,100,,0,0,,,,
Louis King,SF,DET,vs IND,10th,105.50,3500,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Tony Snell,SG,DET,vs IND,23rd,105.50,3500,4.9,29.8,13.3,1.6,0.52,18.80,7.39,7.11,5.7,11.0,6.2,25.6,27.75,15.60,15.60,100,,47,4.5,Y,26,7.40,2.1
Thon Maker,C,DET,vs IND,10th,105.50,3500,0,17.9,8.6,0.5,0.77,27.94,18.26,6.03,3.93,14.0,2.2,11.1,7.75,5.82,5.82,100,,30,1.7,,6,1.40,0.4
Markieff Morris,SF,DET,vs IND,10th,105.50,3500,0,14.5,18.1,1.6,0.82,29.41,14.53,7.27,0,21.0,8.1,22.1,0.00,0.00,0.00,100,,60,0,,,,
Tim Frazier,PG,DET,vs IND,11th,105.50,3500,0,12.3,9.2,2.9,0.86,30.98,14.84,6.13,0,19.8,3.2,10.7,0.00,0.00,0.00,100,,33,0,,,,
Jordan Bone,PG,DET,vs IND,11th,105.50,3500,0,4.7,0.7,0.0,0.30,10.29,41.09,2.36,0,44.1,1.7,2.3,0.00,0.00,0.00,100,,0,0,,,,
Svi Mykhailiuk,SG,DET,vs IND,11th,105.50,3500,0.6,23.4,9.7,1.4,0.55,19.84,14.65,6.51,7.22,15.2,4.6,17.5,17.75,10.41,10.41,100,,33,3,,9,3.20,0.9
Alize Johnson,PF,IND,@ DET,13th,106.50,3500,0,6.5,4.2,0.3,0.79,28.61,29.63,3.24,0,20.2,1.6,5.3,0.00,0.00,0.00,100,,23,0,,,,
Khyri Thomas,SG,DET,vs IND,4th,105.50,3500,0,1,0.5,0.0,0.17,6.00,4.50,0.50,0,5.0,0.0,3.0,0.00,0.00,0.00,100,,0,0,,,,
Goga Bitadze,C,IND,@ DET,8th,106.50,3500,0,21.7,13.2,0.9,0.99,35.43,15.48,10.85,0,14.4,3.7,13.4,0.00,0.00,0.00,100,,18,0,,6,3.00,0.9
JaKarr Sampson,SF,IND,@ DET,13th,106.50,3500,0,16,12.4,0.4,0.67,24.25,10.49,8.02,0,13.5,4.6,18.4,0.00,0.00,0.00,100,,35,0,,,,
Doug McDermott,SF,IND,@ DET,13th,106.50,3500,1.2,26.5,13.4,1.0,0.65,23.39,7.79,7.23,3.9,18.2,7.4,20.6,18.00,12.00,12.00,100,,46,3.4,,16,21.40,6.1
Edmond Sumner,PG,IND,@ DET,28th,106.50,3500,0,6,16.9,2.0,0.76,27.19,1.84,3.01,0,14.1,6.0,22.3,0.00,0.00,0.00,100,,82,0,,,,
TJ Leaf,PF,IND,@ DET,21st,106.50,3500,0,17.8,10.8,0.4,1.03,37.19,25.43,8.92,0,19.2,3.9,10.5,0.00,0.00,0.00,100,,17,0,,,,
Malik Beasley,SG,DEN,@ BOS,20th,101.25,3500,0,25.5,11.2,1.1,0.70,25.23,10.07,7.32,4.41,21.5,6.5,16.0,15.75,10.89,10.89,100,,35,3.1,,15,2.00,0.6
Vlatko Cancar,SF,DEN,@ BOS,11th,101.25,3500,0,0,0.0,0.0,0.00,0.00,0.00,0.00,0,0.0,0.0,2.0,0.00,0.00,0.00,100,,0,0,,,,
Javonte Green,SG,BOS,vs DEN,12th,104.25,3500,0,10.8,5.9,0.3,0.80,28.64,14.48,5.41,0,16.7,2.6,7.4,0.00,0.00,0.00,100,,8,0,,12,10.20,2.9
Tacko Fall,C,BOS,vs DEN,25th,104.25,3500,0,0,6.6,0.0,1.65,59.40,0.00,0.00,0,51.0,4.0,4.0,0.00,0.00,0.00,100,,0,0,,,,
Gordon Hayward,SF,BOS,vs DEN,9th,104.25,3500,0,26.3,34.7,4.1,1.11,40.02,12.19,13.13,0,23.3,13.8,31.3,0.00,0.00,0.00,100,,62,0,,,,
PJ Dozier,SG,DEN,@ BOS,20th,101.25,3500,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Juan Hernangomez,SF,DEN,@ BOS,11th,101.25,3500,0,22.5,8.9,0.9,0.64,23.24,14.38,7.65,4.39,14.1,3.7,13.8,11.00,7.22,7.22,100,,14,2.1,,20,9.60,2.7
Michael Porter Jr.,PF,DEN,@ BOS,2nd,101.25,3500,0,10.6,7.5,0.5,0.87,31.34,18.31,5.29,0,23.5,3.5,8.6,0.00,0.00,0.00,100,,29,0,,8,12.60,3.6
Bol Bol,C,DEN,@ BOS,9th,101.25,3500,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Grant Williams,PF,BOS,vs DEN,22nd,104.25,3500,0,19.7,8.6,0.9,0.57,20.73,11.80,6.26,3.93,11.5,2.8,15.0,12.00,7.14,7.14,100,,27,2,,3,1.20,0.3
Jarred Vanderbilt,SF,DEN,@ BOS,2nd,101.25,3500,0,3,1.0,0.3,0.33,11.60,18.18,1.52,0,7.1,0.0,3.0,0.00,0.00,0.00,100,,0,0,,,,
Romeo Langford,SG,BOS,vs DEN,12th,104.25,3500,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Carsen Edwards,PG,BOS,vs DEN,8th,104.25,3500,0,23.4,8.7,0.9,0.74,26.60,13.11,7.57,4.19,18.6,4.3,11.7,11.50,8.28,8.28,100,,13,2.4,,10,2.40,0.7
Vincent Poirier,C,BOS,vs DEN,25th,104.25,3500,0,9.9,4.2,0.4,0.91,32.74,28.09,4.97,0,19.3,1.3,4.6,0.00,0.00,0.00,100,,0,0,,3,4.40,1.3
Semi Ojeleye,SF,BOS,vs DEN,9th,104.25,3500,0,19.6,6.3,0.4,0.46,16.71,10.51,5.58,4.82,8.6,2.4,13.7,16.50,8.42,8.42,100,,11,2.4,,29,9.30,2.7
Garrison Mathews,SG,WAS,@ MIA,24th,109.75,3500,0,0.2,1.6,1.0,0.23,8.23,24.65,0.10,0,4.8,1.0,7.0,0.00,0.00,0.00,100,,0,0,,,,
Chris Silva,PF,MIA,vs WAS,20th,118.75,3500,0,24.8,12.3,0.7,1.16,41.80,19.81,7.67,4.68,15.6,2.3,10.6,8.50,9.44,9.44,100,,38,2.7,,6,3.90,1.1
Ian Mahinmi,C,WAS,@ MIA,3rd,109.75,3500,0,0,12.0,0.0,0.92,33.23,0.00,0.00,0,24.9,5.0,13.0,0.00,0.00,0.00,100,,0,0,,,,
KZ Okpala,SF,MIA,vs WAS,26th,118.75,3500,0,0.2,0.1,0.0,0.10,3.60,3.60,0.10,0,19.5,0.0,1.0,0.00,0.00,0.00,100,,0,0,,,,
James Johnson,PF,MIA,vs WAS,20th,118.75,3500,0,17,8.4,0.7,0.74,26.58,21.94,8.48,0,13.0,3.0,11.3,0.00,0.00,0.00,100,,0,0,,,,
Admiral Schofield,SF,WAS,@ MIA,12th,109.75,3500,0,17,4.8,0.1,0.57,20.32,17.94,6.30,3.36,5.9,1.4,8.4,6.75,4.38,4.38,100,,0,1.3,,12,-1.00,
Chris Chiozza,PG,WAS,@ MIA,10th,109.75,3500,0,23,8.5,2.5,0.88,31.47,21.99,6.86,6.87,13.0,2.5,9.7,11.25,9.29,9.29,100,,19,2.7,,16,7.70,2.2
Justin Robinson,PG,WAS,@ MIA,10th,109.75,3500,0,8.3,2.4,0.5,0.73,26.58,16.63,4.16,0,11.7,1.3,3.3,0.00,0.00,0.00,100,,0,0,,,,
Meyers Leonard,C,MIA,vs WAS,20th,118.75,3500,1.4,36.4,14.2,0.9,0.76,27.12,13.27,9.99,7.74,11.9,4.2,18.8,21.00,16.40,16.40,100,,30,4.7,Y,14,14.10,4
