Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Terry Rozier,PG,CHA,vs DET,29th,108.75,7400,15,55,29.9,5.2,0.94,33.95,12.53,11.43,12.36,25.4,14.2,31.7,35.50,32.13,32.13,100,,62,4.3,Y,33,36.00,4.9
Jonas Valanciunas,C,MEM,vs UTA,26th,104.25,7400,22.1,52.5,27.7,2.0,1.23,44.42,13.87,8.71,10.4,24.6,10.5,22.5,27.00,35.12,35.12,100,,69,4.7,Y,30,23.60,3.2
Ja Morant,PG,MEM,vs UTA,13th,104.25,7300,15.3,50.1,30.6,5.8,1.12,40.15,10.32,9.95,7.96,30.6,14.7,27.4,27.75,30.21,30.21,100,,67,4.1,Y,30,42.80,5.9
Shai Gilgeous-Alexander,SG,OKC,vs PHI,11th,105.50,7300,14.2,51.7,33.7,3.1,0.97,34.94,10.63,10.71,10.48,25.5,16.3,34.7,35.50,30.24,30.24,100,,68,4.1,Y,40,34.90,4.8
Devonte' Graham,SG,CHA,vs DET,29th,108.75,7200,13,52,33.1,7.3,1.05,37.70,11.02,11.12,10.64,24.2,13.3,31.6,34.75,29.71,29.71,100,,66,4.1,Y,38,38.00,5.3
Jonathan Isaac,SF,ORL,vs SAS,28th,106.75,7100,0,23.1,33.0,1.6,1.08,38.82,12.89,11.53,0,16.4,9.0,30.6,0.00,0.00,0.00,100,,65,0,,,,
Tobias Harris,SF,PHI,@ OKC,9th,108.50,7100,22.3,49.2,35.3,3.5,1.02,36.75,8.09,7.68,7.58,21.4,14.2,34.5,33.75,33.81,33.81,100,,78,4.8,Y,39,29.70,4.2
Al Horford,PF,PHI,@ OKC,4th,108.50,7000,20.2,54.3,35.1,3.8,1.11,39.99,10.30,9.75,9.01,21.8,14.4,31.6,31.50,34.83,34.83,100,,72,5,Y,36,30.30,4.3
Gordon Hayward,SF,BOS,@ GSW,10th,114.75,7000,0,26.3,34.7,4.1,1.11,40.02,12.19,13.13,0,23.3,13.8,31.3,0.00,0.00,0.00,100,,62,0,,,,
Buddy Hield,SG,SAC,@ LAL,2nd,102.25,7000,20.7,51.3,26.2,1.5,0.85,30.44,10.05,8.75,9.84,27.4,16.5,31.0,35.25,33.78,33.78,100,,67,4.8,Y,38,33.10,4.7
Jaren Jackson Jr.,PF,MEM,vs UTA,4th,104.25,6900,12.2,50.8,25.3,1.5,0.94,33.97,9.47,11.03,7.83,21.9,11.2,26.8,29.75,28.75,28.75,100,,56,4.2,Y,28,21.90,3.2
Chris Paul,PG,OKC,vs PHI,11th,105.50,6900,21.4,53.3,31.0,5.5,1.05,37.84,10.20,9.12,9,22.6,10.9,29.5,31.75,35.09,35.09,100,,71,5.1,Y,38,44.10,6.4
Draymond Green,PF,GSW,vs BOS,22nd,107.75,6900,14,54.2,26.6,5.0,0.96,34.50,9.73,11.47,8.31,15.7,8.4,27.7,30.75,31.24,31.24,100,,57,4.5,Y,34,37.20,5.4
Bogdan Bogdanovic,SG,SAC,@ LAL,2nd,102.25,6900,11.5,55.4,25.0,4.0,0.97,35.05,12.96,12.54,11.97,23.3,11.2,25.7,33.25,30.35,30.35,100,,50,4.4,,37,32.10,4.7
Aaron Gordon,PF,ORL,vs SAS,27th,106.75,6800,18.7,47.9,28.7,3.1,0.93,33.34,8.08,8.33,7.46,20.2,11.4,31.0,33.25,31.21,31.21,100,,71,4.6,Y,36,30.60,4.5
Thomas Bryant,C,WAS,@ MIN,6th,117.00,6800,22.8,56.6,34.4,2.3,1.15,41.39,9.06,9.64,8.12,19.5,11.2,29.9,32.25,37.30,37.30,100,,72,5.5,Y,23,24.80,3.6
Jeremy Lamb,SG,IND,@ HOU,30th,110.00,6700,0,14.6,33.4,2.2,1.01,36.41,5.87,7.30,0,21.0,13.6,33.0,0.00,0.00,0.00,100,,78,0,,,,
Luke Kennard,SF,DET,@ CHA,21st,111.75,6600,14.2,42.1,29.3,4.2,0.87,31.37,6.86,7.97,6.48,21.6,13.6,33.7,34.00,26.16,26.16,100,,73,4,Y,37,21.50,3.3
Myles Turner,C,IND,@ HOU,24th,110.00,6600,0,26.5,27.1,0.5,0.85,30.73,8.51,13.26,0,18.1,10.0,31.8,0.00,0.00,0.00,100,,51,0,,,,
Mike Conley,PG,UTA,@ MEM,15th,111.25,6600,18.2,57.6,24.4,4.0,0.82,29.41,12.17,11.27,10.82,25.9,12.8,29.9,32.00,35.09,35.09,100,,54,5.3,Y,35,26.30,4
Jeff Teague,PG,MIN,vs WAS,27th,122.00,6600,15.3,47.1,28.4,6.3,1.09,39.36,11.46,9.09,8.91,20.1,8.9,26.0,28.00,28.93,28.93,100,,68,4.4,Y,28,29.70,4.5
Dejounte Murray,PG,SAS,@ ORL,23rd,104.75,6500,12.7,54.5,29.6,4.7,1.31,47.17,16.37,11.95,11.14,23.4,8.6,22.6,24.50,30.62,30.62,100,,60,4.7,Y,21,26.00,4
Marcus Smart,SG,BOS,@ GSW,13th,114.75,6500,18.8,40.7,26.7,4.7,0.85,30.72,7.43,6.27,6.71,15.4,9.7,31.3,32.50,28.19,28.19,100,,77,4.3,Y,35,31.60,4.9
Harrison Barnes,SF,SAC,@ LAL,5th,102.25,6500,15.6,43.6,27.9,1.8,0.83,30.00,5.16,8.02,5.27,17.8,11.4,33.5,36.75,27.59,27.59,100,,71,4.2,Y,37,27.60,4.2
Richaun Holmes,PF,SAC,@ LAL,12th,102.25,6500,15.2,57.4,25.5,0.9,1.00,36.01,11.14,12.07,9.36,14.8,6.9,25.5,30.25,33.27,33.27,100,,53,5.1,Y,29,26.60,4.1
T.J. Warren,SF,IND,@ HOU,8th,110.00,6400,11.3,56,28.6,1.4,0.83,29.81,12.10,12.78,11.26,21.6,15.3,34.5,33.50,30.42,30.42,100,,55,4.8,Y,22,8.40,1.3
Josh Richardson,SG,PHI,@ OKC,26th,108.50,6400,18.9,43.8,28.7,4.4,0.85,30.67,8.28,7.11,7.82,20.5,12.5,33.6,34.00,29.61,29.61,100,,75,4.6,Y,34,33.60,5.3
Danilo Gallinari,SF,OKC,vs PHI,16th,105.50,6400,23.8,43.4,27.9,1.5,0.97,34.96,5.71,5.59,4.92,24.1,12.5,28.7,31.00,32.17,32.17,100,,80,5,Y,36,36.40,5.7
Cody Zeller,C,CHA,vs DET,11th,108.75,6300,11.5,53.5,28.3,1.4,1.04,37.62,12.43,12.01,10.36,19.5,9.4,27.1,30.00,29.47,29.47,100,,58,4.7,Y,28,21.90,3.5
Bojan Bogdanovic,SF,UTA,@ MEM,22nd,111.25,6300,15.4,44.9,28.9,1.9,0.90,32.50,9.12,8.43,8.3,26.8,15.0,32.0,32.75,28.00,28.00,100,,71,4.4,Y,35,20.20,3.2
Isaiah Thomas,PG,WAS,@ MIN,25th,117.00,6300,17.1,39.9,24.8,6.3,1.03,37.02,12.77,6.52,9.93,26.4,12.0,24.1,28.00,26.85,26.85,100,,74,4.3,Y,24,21.70,3.4
Miles Bridges,SF,CHA,vs DET,29th,108.75,6200,17.1,39.8,24.4,2.5,0.73,26.34,8.34,6.49,7.88,17.6,10.9,33.4,34.00,26.86,26.86,100,,73,4.3,Y,25,10.90,1.8
PJ Washington,PF,CHA,vs DET,20th,108.75,6100,18.2,39.4,26.9,1.4,0.86,31.01,6.62,6.05,5.79,16.4,9.5,31.2,31.50,27.29,27.29,100,,78,4.5,Y,19,23.50,3.9
Willie Cauley-Stein,C,GSW,vs BOS,9th,107.75,6000,16.4,36.6,22.6,1.3,1.11,39.93,12.54,5.77,8.1,16.6,6.4,20.3,23.25,25.02,25.02,100,,74,4.2,Y,25,27.60,4.6
Derrick Rose,PG,DET,@ CHA,28th,111.75,5900,13.1,47.4,31.8,6.1,1.30,46.93,12.89,9.81,9.13,34.1,14.6,24.4,25.50,27.81,27.81,100,,69,4.7,,26,16.90,2.9
Rui Hachimura,PF,WAS,@ MIN,6th,117.00,5900,12.8,48.5,25.2,1.6,0.90,32.37,12.94,10.22,10.78,20.4,12.4,28.0,30.00,28.09,28.09,100,,59,4.8,Y,25,21.30,3.6
Steven Adams,C,OKC,vs PHI,14th,105.50,5900,18.1,38.3,24.7,1.9,0.96,34.51,7.62,5.77,5.93,17.3,7.5,25.8,28.00,26.80,26.80,100,,77,4.5,Y,31,29.40,5
Dennis Schroder,SG,OKC,vs PHI,11th,105.50,5800,7.8,52.2,28.3,4.5,0.98,35.24,16.54,12.70,13.9,25.4,12.6,28.9,30.25,26.82,26.82,100,,55,4.6,,25,13.20,2.3
Kevon Looney,C,GSW,vs BOS,22nd,107.75,5600,0,0,14.3,1.0,1.43,51.48,0.00,0.00,0,19.2,4.0,10.0,0.00,0.00,0.00,100,,0,0,,,,
Robert Covington,PF,MIN,vs WAS,24th,122.00,5500,14.8,48.7,25.7,0.8,0.98,35.49,10.40,9.68,8.67,18.4,9.5,26.1,30.00,29.33,29.33,100,,62,5.3,Y,27,31.70,5.8
Kyle Kuzma,PF,LAL,vs SAC,23rd,112.25,5500,12.9,39.3,18.5,0.6,0.81,29.21,8.77,7.55,6.52,25.9,11.6,22.9,26.75,24.18,24.18,100,,59,4.4,,26,18.50,3.4
Evan Fournier,SG,ORL,vs SAS,28th,106.75,5400,10.9,40.7,24.7,3.1,0.87,31.19,11.42,8.49,9.6,23.0,11.8,28.5,30.25,23.67,23.67,100,,66,4.4,Y,32,36.30,6.7
Dwight Howard,C,LAL,vs SAC,17th,112.25,5400,8.3,40.5,23.5,1.2,1.15,41.51,13.66,9.20,7.4,13.6,4.5,20.4,19.50,22.11,22.11,100,,61,4.1,,22,14.40,2.7
Enes Kanter,C,BOS,@ GSW,21st,114.75,5200,6.4,40.5,18.9,1.3,1.01,36.39,4.15,9.76,2.1,13.3,4.7,18.7,18.25,20.99,20.99,100,,48,4,,15,15.50,3
Bruce Brown Jr.,SG,DET,@ CHA,21st,111.75,5100,0,41.4,18.7,3.3,0.69,24.79,11.40,13.83,6.89,16.0,7.2,27.2,21.75,13.70,13.70,100,,26,2.7,Y,22,21.70,4.3
Derrick White,PG,SAS,@ ORL,23rd,104.75,5100,11.4,39.4,20.9,2.4,0.88,31.66,9.77,8.00,7.06,18.5,8.5,23.8,26.00,23.44,23.44,100,,62,4.6,,22,14.20,2.8
Rudy Gay,SF,SAS,@ ORL,19th,104.75,5100,14.1,37,23.7,2.3,1.05,37.90,8.35,6.54,5.45,19.6,8.3,22.5,23.50,23.91,23.91,100,,72,4.7,,21,18.30,3.6
Trey Burke,PG,PHI,@ OKC,17th,108.50,5100,0,15.3,21.4,3.5,1.16,41.55,13.77,7.65,0,20.7,7.5,18.5,0.00,0.00,0.00,100,,0,0,,,,
Nemanja Bjelica,PF,SAC,@ LAL,12th,102.25,5100,14.8,46.2,22.7,2.4,0.92,33.14,6.87,8.98,5.82,14.9,7.4,24.7,30.50,28.24,28.24,100,,60,5.5,Y,23,20.30,4
Malik Monk,SG,CHA,vs DET,29th,108.75,5000,6.9,44.8,15.9,2.4,0.78,28.13,13.98,10.81,10.68,20.0,7.5,20.4,27.50,23.15,23.15,100,,32,4.6,,22,23.30,4.7
Danuel House,SF,HOU,vs IND,15th,116.00,5000,0,19.1,24.3,0.7,0.83,30.00,8.13,9.55,0,13.5,8.0,29.2,0.00,0.00,0.00,100,,61,0,,,,
P.J. Tucker,PF,HOU,vs IND,15th,116.00,5000,9.5,43.3,24.8,1.6,0.72,25.94,9.17,9.64,9.17,9.9,7.1,34.4,36.00,24.00,24.00,100,,61,4.8,Y,40,27.40,5.5
Dillon Brooks,SG,MEM,vs UTA,7th,104.25,5000,9.8,37.5,24.9,2.2,0.92,33.04,6.84,7.92,5.42,21.1,12.0,27.2,28.50,21.70,21.70,100,,68,4.3,Y,31,29.40,5.9
JaVale McGee,C,LAL,vs SAC,17th,112.25,5000,0,48.8,20.3,1.0,1.22,43.93,20.65,14.25,9.03,17.8,5.5,16.6,15.75,20.28,20.28,100,,30,4.1,Y,12,11.90,2.4
Jae Crowder,SF,MEM,vs UTA,7th,104.25,4900,10.4,44.3,23.5,2.8,0.77,27.84,10.38,9.70,8.94,14.4,8.3,30.4,31.00,24.93,24.93,100,,59,5.1,Y,31,28.00,5.7
Eric Paschall,PF,GSW,vs BOS,22nd,107.75,4900,4.2,46.6,24.0,1.3,0.78,28.24,9.06,12.11,7.36,18.6,11.2,30.6,29.25,22.38,22.38,100,,50,4.6,Y,33,25.10,5.1
Cory Joseph,PG,SAC,@ LAL,1st,102.25,4900,12.1,40.3,13.9,2.3,0.72,26.08,13.13,8.05,11.76,18.9,5.9,19.2,32.25,24.21,24.21,100,,42,4.9,Y,23,14.50,3
D.J. Augustin,PG,ORL,vs SAS,22nd,106.75,4800,11.3,31.8,18.9,4.5,0.74,26.67,7.81,5.85,5.53,18.3,8.7,25.5,25.50,20.08,20.08,100,,69,4.2,,25,22.60,4.7
Brandon Clarke,PF,MEM,vs UTA,4th,104.25,4800,14.3,39.5,25.9,1.1,1.18,42.30,11.32,7.21,6.6,18.9,8.4,22.0,21.00,25.09,25.09,100,,72,5.2,,18,18.80,3.9
Nerlens Noel,PF,OKC,vs PHI,15th,105.50,4800,5,42.8,20.6,1.7,1.18,42.36,10.76,10.80,5.53,14.8,4.4,17.5,18.50,21.21,21.21,100,,48,4.4,,18,17.90,3.7
Raulzinho Neto,PG,PHI,@ OKC,17th,108.50,4700,0,28.9,10.8,2.0,0.76,27.28,20.11,9.06,6.98,15.6,4.0,14.2,12.50,10.80,10.80,100,,16,2.3,,6,4.20,0.9
Carsen Edwards,PG,BOS,@ GSW,5th,114.75,4700,0,30,10.8,1.1,0.92,33.08,13.73,9.36,4.39,19.2,4.9,11.8,11.50,11.23,11.23,100,,13,2.4,,13,5.40,1.1
Reggie Jackson,PG,DET,@ CHA,28th,111.75,4600,0,1.6,13.5,4.0,0.77,27.77,5.73,0.80,0,16.9,5.5,17.5,0.00,0.00,0.00,100,,0,0,,,,
Langston Galloway,SG,DET,@ CHA,28th,111.75,4600,7.4,27.1,19.4,1.8,0.79,28.46,6.51,5.61,4.29,18.4,8.2,24.6,23.75,15.83,15.83,100,,71,3.4,,38,35.90,7.8
Daniel Theis,PF,BOS,@ GSW,3rd,114.75,4600,10.2,34.9,22.0,1.3,1.00,36.25,5.13,7.07,2.89,13.9,5.3,21.9,20.25,20.76,20.76,100,,68,4.5,Y,22,24.40,5.3
Glenn Robinson III,SF,GSW,vs BOS,20th,107.75,4600,8.6,34,22.6,1.8,0.73,26.48,7.24,7.26,5.93,13.9,8.7,30.8,29.50,19.46,19.46,100,,68,4.2,Y,32,18.30,4
Terrence Ross,SG,ORL,vs SAS,28th,106.75,4500,14.1,33.9,16.9,1.2,0.76,27.38,9.59,5.65,6.79,23.6,9.8,22.2,25.50,22.57,22.57,100,,67,5,,28,22.90,5.1
Markelle Fultz,PG,ORL,vs SAS,22nd,106.75,4500,14.6,28.7,19.9,3.1,0.86,31.01,5.16,4.03,3.48,20.3,8.5,23.1,24.25,20.60,20.60,100,,80,4.6,Y,25,27.40,6.1
Aaron Holiday,PG,IND,@ HOU,12th,110.00,4500,10.1,38.9,16.8,2.7,0.81,29.07,8.17,8.24,5.9,20.7,7.2,20.8,26.00,22.45,22.45,100,,51,5,Y,28,24.30,5.4
Josh Okogie,SF,MIN,vs WAS,29th,122.00,4500,10,39,21.7,2.0,0.88,31.46,11.55,8.27,9.22,15.5,6.5,24.8,28.75,22.44,22.44,100,,62,5,,27,24.20,5.4
Alec Burks,SF,GSW,vs BOS,18th,107.75,4500,1.4,44.4,23.6,2.2,0.93,33.51,11.12,12.30,7.34,20.2,9.7,25.3,23.75,19.81,19.81,100,,48,4.4,,30,28.10,6.2
Kyle Anderson,SG,MEM,vs UTA,7th,104.25,4400,4.5,32.1,20.3,2.5,0.98,35.23,13.69,7.87,7.61,14.2,5.4,20.7,20.00,16.33,16.33,100,,61,3.7,,23,26.40,6
Jake Layman,SF,MIN,vs WAS,24th,122.00,4400,17.3,33.6,18.7,0.7,0.71,25.51,4.84,4.66,4.1,16.4,9.5,26.5,30.50,24.32,24.32,100,,75,5.5,,28,7.30,1.7
Jarrett Culver,SF,MIN,vs WAS,24th,122.00,4400,8.5,42.4,16.1,2.2,0.73,26.25,9.56,9.68,7.44,18.3,8.4,22.1,28.00,23.01,23.01,100,,40,5.2,Y,30,26.10,5.9
Jordan Poole,SG,GSW,vs BOS,18th,107.75,4400,10.1,28.7,16.8,2.0,0.60,21.84,5.98,5.32,4.78,20.1,10.9,27.8,28.75,18.08,18.08,100,,68,4.1,,22,14.70,3.3
Eric Gordon,SF,HOU,vs IND,11th,116.00,4300,0,12.2,15.3,0.8,0.52,18.73,5.73,6.08,0,19.7,12.2,29.4,0.00,0.00,0.00,100,,60,0,,,,
T.J. McConnell,PG,IND,@ HOU,12th,110.00,4300,5,36.1,18.0,4.5,1.06,38.18,13.15,8.87,7.4,18.9,6.0,17.0,20.25,18.32,18.32,100,,51,4.3,,22,19.50,4.5
Joe Ingles,SF,UTA,@ MEM,21st,111.25,4300,12.8,36.2,18.4,3.5,0.65,23.49,8.94,6.68,6.58,13.7,6.7,28.2,26.50,22.79,22.79,100,,64,5.3,,18,9.40,2.2
Rajon Rondo,PG,LAL,vs SAC,21st,112.25,4300,17,17,22.7,7.0,1.62,58.37,0.00,0.00,0,18.2,6.0,14.0,17.50,17.01,17.01,100,,0,4,,18,10.60,2.5
Christian Wood,PF,DET,@ CHA,26th,111.75,4200,0,25.5,16.4,0.3,1.03,37.20,23.37,12.77,0,17.4,5.0,15.9,0.00,0.00,0.00,100,,22,0,,6,5.20,1.2
Davis Bertans,SF,WAS,@ MIN,27th,117.00,4200,10.7,33.4,20.2,1.3,0.74,26.58,7.66,6.47,5.59,15.1,9.0,27.3,26.25,20.43,20.43,100,,68,4.9,,25,20.30,4.8
Doug McDermott,SF,IND,@ HOU,8th,110.00,4100,1.8,32.8,14.0,1.5,0.68,24.50,9.28,8.85,5.99,19.9,7.8,20.5,23.25,15.06,15.06,100,,37,3.7,,32,22.00,5.4
Markieff Morris,SF,DET,@ CHA,26th,111.75,4000,5.7,36.1,19.6,1.9,0.75,27.02,10.95,8.69,6.69,20.8,9.3,26.2,22.00,18.74,18.74,100,,56,4.7,,18,17.90,4.5
Goga Bitadze,C,IND,@ HOU,18th,110.00,4000,0,40.8,20.1,1.5,1.10,39.73,10.85,12.25,4.67,14.2,4.8,18.2,15.50,16.32,16.32,100,,39,4.1,,18,14.10,3.5
Troy Brown,SF,WAS,@ MIN,25th,117.00,4000,6.7,42,20.3,2.0,0.92,33.16,10.44,10.07,7.4,16.5,7.0,22.0,25.50,21.84,21.84,100,,50,5.5,Y,26,27.40,6.9
Shabazz Napier,PG,MIN,vs WAS,27th,122.00,4000,0,14.3,21.6,4.5,0.97,34.79,11.82,7.15,0,18.0,7.2,22.3,0.00,0.00,0.00,100,,67,0,,,,
Hamidou Diallo,SG,OKC,vs PHI,15th,105.50,4000,0,13.4,19.0,0.8,0.86,31.14,11.11,6.68,0,19.5,7.6,22.0,0.00,0.00,0.00,100,,65,0,,,,
Danny Green,SG,LAL,vs SAC,7th,112.25,4000,3.3,40.2,17.8,1.3,0.70,25.00,11.10,10.55,8.17,13.9,7.1,25.6,26.50,19.09,19.09,100,,41,4.8,Y,26,18.80,4.7
Bryn Forbes,SG,SAS,@ ORL,23rd,104.75,3900,10.1,29.7,20.2,1.4,0.74,26.74,6.91,5.59,5.23,20.5,11.8,27.2,27.25,18.48,18.48,100,,72,4.7,Y,29,17.70,4.5
Emmanuel Mudiay,PG,UTA,@ MEM,15th,111.25,3900,7.2,25.1,18.3,3.0,1.02,36.55,9.91,5.12,4.34,27.1,7.8,18.0,15.75,14.87,14.87,100,,72,3.8,,13,8.20,2.1
Tyus Jones,PG,MEM,vs UTA,13th,104.25,3900,4.1,34.7,18.2,5.0,0.84,30.17,11.61,8.75,6.77,18.1,7.4,21.7,21.00,17.23,17.23,100,,52,4.4,,18,20.50,5.3
Moritz Wagner,C,WAS,@ MIN,29th,117.00,3900,7.5,28.8,20.1,0.3,1.12,40.54,12.83,6.10,6.06,24.4,6.8,17.9,17.00,16.62,16.62,100,,70,4.3,,25,55.00,14.1
Furkan Korkmaz,SG,PHI,@ OKC,26th,108.50,3900,5.3,33.2,14.5,0.8,0.63,22.79,10.28,7.97,6.28,16.0,7.6,22.9,22.00,17.27,17.27,100,,45,4.4,,26,6.00,1.5
Avery Bradley,SG,LAL,vs SAC,7th,112.25,3900,0,12.5,18.3,1.8,0.67,24.01,7.62,6.25,0,15.3,8.4,27.5,0.00,0.00,0.00,100,,66,0,,,,
Dwayne Bacon,SG,CHA,vs DET,23rd,108.75,3800,0,26,17.2,1.6,0.68,24.51,13.32,12.99,0,22.5,11.1,25.2,0.00,0.00,0.00,100,,24,0,,,,
Tony Snell,SG,DET,@ CHA,29th,111.75,3800,9.6,31.2,16.4,1.9,0.57,20.63,6.32,6.17,5.09,12.7,7.8,28.7,29.00,18.81,18.81,100,,62,5,Y,9,1.20,0.3
Justin Holiday,SF,IND,@ HOU,30th,110.00,3800,5.2,33.3,16.3,1.3,0.69,24.96,9.46,8.02,6.37,12.6,5.8,23.5,24.25,17.24,17.24,100,,51,4.5,,39,20.50,5.4
Tyson Chandler,C,HOU,vs IND,20th,116.00,3800,7.4,34.3,7.9,0.2,1.01,36.37,17.65,7.69,11.15,5.5,1.0,7.8,22.75,18.92,18.92,100,,3,5,Y,25,14.20,3.7
Marko Guduric,SG,MEM,vs UTA,10th,104.25,3800,0.9,26.8,13.4,1.9,0.74,26.51,12.08,7.38,6.04,15.8,5.5,18.2,18.00,11.99,11.99,100,,45,3.2,,12,0.50,0.1
