Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Connor McDavid,C,8800,EDM,VAN,1,16.2,59.4
Alexander Ovechkin,W,8500,WAS,BUF,1,14.8,22.9
Leon Draisaitl,C,8400,EDM,VAN,2,15.3,36.2
Brad Marchand,W,8300,BOS,NJ,1,12.7,24.2
Artemi Panarin,W,8100,NYR,NYI,2,13.3,3.2
Mika Zibanejad,C,8000,NYR,NYI,1,14.2,8.0
Jack Eichel,C,7900,BUF,WAS,1,14.2,18.1
Johnny Gaudreau,W,7800,CGY,WPG,2,11.1,17.3
Max Pacioretty,W,7700,VGK,ANH,1,11.9,21.6
Sebastian Aho,C,7600,CAR,DET,1,8.6,12.8
Patrik Laine,W,7600,WPG,CGY,2,12.1,38.9
Evgeny Kuznetsov,C,7500,WAS,BUF,2,9.3,1.6
Patrice Bergeron,C,7500,BOS,NJ,1,12.4,13.3
Elias Pettersson,C,7400,VAN,EDM,1,12.5,4.8
Mark Stone,W,7400,VGK,ANH,1,11.6,24.8
Anze Kopitar,C,7400,LA,MIN,1,10.1,22.9
Mark Scheifele,C,7300,WPG,CGY,1,11.9,23.2
Taylor Hall,W,7300,BUF,WAS,1,12.2,23.7
Anders Lee,W,7200,NYI,NYR,1,9.5,31.7
Ryan Nugent-Hopkins,W,7200,EDM,VAN,1,10.9,46.9
Evander Kane,W,7100,SJ,ARI,2,10.4,39.7
Roman Josi,D,7100,NSH,CLS,28,12.3,20.8
Andrei Svechnikov,W,7000,CAR,DET,2,11.1,15.2
Filip Forsberg,W,7000,NSH,CLS,1,10.7,18.4
Blake Wheeler,W,6900,WPG,CGY,1,10.8,13.3
Dylan Larkin,C,6900,DET,CAR,1,11.1,3.2
Sean Monahan,C,6800,CGY,WPG,2,10.0,11.7
Brent Burns,D,6700,SJ,ARI,34,11.0,8.0
Kevin Fiala,W,6700,MIN,LA,2,10.3,12.8
Logan Couture,C,6700,SJ,ARI,1,10.1,13.3
Kyle Connor,W,6700,WPG,CGY,2,12.6,33.3
Mathew Barzal,C,6600,NYI,NYR,1,11.0,21.6
Cam Atkinson,W,6600,CLS,NSH,2,9.6,4.8
John Carlson,D,6600,WAS,BUF,40,12.4,31.7
T.J. Oshie,W,6600,WAS,BUF,1,9.0,33.3
Brock Boeser,W,6600,VAN,EDM,1,10.6,1.6
