Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Alexander Ovechkin,W,8700,WAS,NYI,1,17.0,3.2
Auston Matthews,C,8600,TOR,CLS,1,18.1,23.7
Taylor Hall,W,7800,NJ,WPG,1,16.5,17.6
John Tavares,C,7700,TOR,CLS,2,16.9,19.7
Patrik Laine,W,7700,WPG,NJ,2,13.7,12.8
Mark Scheifele,C,7600,WPG,NJ,1,14.2,16.0
Logan Couture,C,7500,SJ,VGK,1,13.9,8.0
Mitchell Marner,W,7500,TOR,CLS,2,15.3,42.6
Mark Stone,W,7500,VGK,SJ,2,14.5,26.0
Blake Wheeler,W,7400,WPG,NJ,1,14.3,4.8
Brent Burns,D,7400,SJ,VGK,16,14.9,9.6
Cam Atkinson,W,7200,CLS,TOR,1,13.1,25.3
Max Pacioretty,W,7000,VGK,SJ,2,12.0,4.8
Erik Karlsson,D,7000,SJ,VGK,19,14.6,6.4
Jonathan Audy-Marchessault,W,6900,VGK,SJ,1,13.5,16.8
Anders Lee,W,6600,NYI,WAS,1,11.3,1.6
Kyle Connor,W,6600,WPG,NJ,2,13.6,4.8
Tomas Hertl,C,6600,SJ,VGK,2,13.2,4.8
William Karlsson,C,6500,VGK,SJ,1,11.8,11.6
John Carlson,D,6400,WAS,NYI,26,13.8,14.9
T.J. Oshie,W,6400,WAS,NYI,2,10.8,15.7
Timo Meier,W,6400,SJ,VGK,1,14.9,3.2
Nicklas Backstrom,C,6300,WAS,NYI,1,12.0,10.1
Mathew Barzal,C,6300,NYI,WAS,1,13.0,4.8
Tyson Barrie,D,6300,TOR,CLS,31,12.4,3.2
Seth Jones,D,6200,CLS,TOR,32,12.9,6.4
Jordan Eberle,W,6100,NYI,WAS,1,9.5,0.0
Morgan Rielly,D,6000,TOR,CLS,34,13.4,31.4
Kyle Palmieri,W,5900,NJ,WPG,1,12.4,11.2
Reilly Smith,W,5800,VGK,SJ,1,11.3,16.4
P.K. Subban,D,5600,NJ,WPG,37,11.7,12.8
William Nylander,W,5600,TOR,CLS,1,11.7,11.2
Gustav Nyquist,W,5500,CLS,TOR,3,10.8,0.0
Jack Hughes,C,5500,NJ,WPG,2,12.2,1.6
Pierre-Luc Dubois,C,5300,CLS,TOR,1,11.4,0.0
Oliver Bjorkstrand,W,5300,CLS,TOR,3,9.6,3.2
Zachary Werenski,D,5300,CLS,TOR,44,10.9,6.4
Josh Bailey,W,5200,NYI,WAS,2,9.6,0.0
Nico Hischier,C,5200,NJ,WPG,1,12.1,3.2
Brock Nelson,C,5200,NYI,WAS,2,9.8,11.2
Kevin Labanc,W,5100,SJ,VGK,2,9.8,6.4
Shea Theodore,D,5000,VGK,SJ,49,11.0,8.0
Paul Stastny,C,4900,VGK,SJ,3,10.3,3.2
Andreas Johnson,W,4900,TOR,CLS,1,9.9,3.2
Lars Eller,C,4800,WAS,NYI,2,8.4,11.2
Nick Foligno,W,4700,CLS,TOR,2,9.1,4.8
Nikolaj Ehlers,W,4700,WPG,NJ,1,11.7,11.2
Joshua Morrissey,D,4700,WPG,NJ,55,9.6,3.2
Jakub Vrana,W,4600,WAS,NYI,2,9.9,18.4
Blake Coleman,W,4600,NJ,WPG,3,9.3,30.4
Cody Glass,C,4500,VGK,SJ,2,6.8,1.6
Alexander Wennberg,C,4500,CLS,TOR,3,7.0,0.0
Jesper Bratt,W,4500,NJ,WPG,2,10.2,11.2
