Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Joel Embiid,C,PHI,vs BOS,14th,110.00,11200,52.3,52.3,,,,,,,0,,,,33.75,52.28,52.28,100,,0,4.7,Y,23,44.10,3.9
Karl-Anthony Towns,C,MIN,@ BKN,30th,113.25,11000,51.1,51.1,,,,,,,0,,,,33.75,51.05,51.05,100,,0,4.6,Y,39,72.30,6.6
Nikola Jokic,C,DEN,@ POR,15th,109.25,10800,46,46,,,,,,,0,,,,31.00,46.00,46.00,100,,0,4.3,Y,24,34.60,3.2
Andre Drummond,C,DET,@ IND,25th,102.00,10100,47.1,47.1,,,,,,,0,,,,35.25,47.09,47.09,100,,0,4.7,Y,41,81.60,8.1
Luka Doncic,PG,DAL,vs WAS,25th,114.00,9900,43.3,43.3,,,,,,,0,,,,34.00,43.34,43.34,100,,0,4.4,Y,34,49.30,5
Bradley Beal,SG,WAS,@ DAL,8th,106.00,9800,40.3,40.3,,,,,,,0,,,,34.50,40.27,40.27,100,,0,4.1,Y,32,46.70,4.8
Ben Simmons,PG,PHI,vs BOS,24th,110.00,9600,43.2,43.2,,,,,,,0,,,,36.00,43.15,43.15,100,,0,4.5,Y,35,43.10,4.5
Damian Lillard,PG,POR,vs DEN,16th,108.25,9500,43,43,,,,,,,0,,,,36.25,43.02,43.02,100,,0,4.5,Y,38,48.80,5.1
Rudy Gobert,C,UTA,vs OKC,4th,115.25,9200,44.1,44.1,,,,,,,0,,,,33.25,44.07,44.07,100,,0,4.8,Y,38,22.80,2.5
Nikola Vucevic,C,ORL,vs CLE,22nd,110.00,9100,44.3,44.3,,,,,,,0,,,,31.75,44.31,44.31,100,,0,4.9,Y,34,39.50,4.3
Kyrie Irving,PG,BKN,vs MIN,24th,116.25,9000,44.5,44.5,,,,,,,0,,,,33.75,44.54,44.54,100,,0,4.9,Y,38,73.10,8.1
Devin Booker,SG,PHX,vs SAC,20th,116.75,9000,42.3,42.3,,,,,,,0,,,,35.75,42.32,42.32,100,,0,4.7,Y,32,39.40,4.4
Blake Griffin,PF,DET,@ IND,21st,102.00,8900,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Jimmy Butler,SG,MIA,vs MEM,21st,109.50,8800,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Kemba Walker,PG,BOS,@ PHI,11th,105.00,8700,39.4,39.4,,,,,,,0,,,,33.50,39.40,39.40,100,,0,4.5,Y,34,14.40,1.7
De'Aaron Fox,PG,SAC,@ PHX,4th,115.75,8600,40.3,40.3,,,,,,,0,,,,33.50,40.25,40.25,100,,0,4.7,Y,27,11.70,1.4
LaMarcus Aldridge,PF,SAS,vs NYK,6th,112.25,8500,38.3,38.3,,,,,,,0,,,,32.00,38.31,38.31,100,,0,4.5,Y,35,35.10,4.1
Deandre Ayton,C,PHX,vs SAC,5th,116.75,8500,38.6,38.6,,,,,,,0,,,,33.25,38.56,38.56,100,,0,4.5,Y,33,46.20,5.4
Donovan Mitchell,SG,UTA,vs OKC,28th,115.25,8400,38,38,,,,,,,0,,,,34.25,38.00,38.00,100,,0,4.5,Y,36,52.90,6.3
DeMar DeRozan,SG,SAS,vs NYK,6th,112.25,8200,37.2,37.2,,,,,,,0,,,,32.75,37.17,37.17,100,,0,4.5,Y,32,22.80,2.8
