Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Nathan MacKinnon,C,8900,COL,EDM,1,18.6,8.0
Leon Draisaitl,W,8900,EDM,COL,1,16.4,47.9
Connor McDavid,C,8800,EDM,COL,1,19.2,74.8
Aleksander Barkov,C,8300,FLA,WPG,1,16.4,20.5
Artemi Panarin,W,8300,NYR,TB,1,13.9,27.6
Nikita Kucherov,W,8100,TB,NYR,1,18.8,42.3
Jack Eichel,C,8100,BUF,CAR,1,17.5,9.6
Steven Stamkos,C,7900,TB,NYR,2,15.9,32.7
Anze Kopitar,C,7800,LA,DET,1,13.1,31.2
Jonathan Huberdeau,W,7600,FLA,WPG,1,14.4,1.6
Evander Kane,W,7600,SJ,ANH,1,13.1,27.3
Tyler Seguin,C,7600,DAL,VAN,1,16.8,28.0
Patrik Laine,W,7500,WPG,FLA,1,13.7,25.6
Mark Scheifele,C,7400,WPG,FLA,1,14.2,32.8
Brent Burns,D,7300,SJ,ANH,20,14.9,26.9
Elias Pettersson,C,7300,VAN,DAL,1,14.6,12.8
Brayden Point,C,7200,TB,NYR,1,14.8,9.6
Brock Boeser,W,7100,VAN,DAL,1,14.5,4.8
Jeff Skinner,W,7000,BUF,CAR,3,13.3,29.6
Sebastian Aho,C,7000,CAR,BUF,2,15.4,25.3
Alexander Radulov,W,6800,DAL,VAN,2,14.2,15.2
Tomas Hertl,C,6800,SJ,ANH,2,13.2,32.0
Anthony Mantha,W,6700,DET,LA,1,13.0,25.6
Blake Wheeler,W,6700,WPG,FLA,2,14.3,6.4
Dylan Larkin,C,6700,DET,LA,1,16.1,12.8
Phil Kessel,W,6600,ARI,MIN,1,14.0,11.2
Logan Couture,C,6600,SJ,ANH,1,13.9,26.8
Dougie Hamilton,D,6600,CAR,BUF,35,11.7,25.3
Kyle Connor,W,6500,WPG,FLA,1,13.6,14.4
Erik Karlsson,D,6400,SJ,ANH,37,14.6,10.1
Eric Staal,C,6300,MIN,ARI,1,11.4,3.2
Evgeni Dadonov,W,6300,FLA,WPG,1,12.4,3.2
Jakob Silfverberg,W,6300,ANH,SJ,2,10.9,25.3
Teuvo Teravainen,W,6300,CAR,BUF,2,12.4,33.8
Ryan Getzlaf,C,6200,ANH,SJ,1,11.5,12.8
Victor Hedman,D,6200,TB,NYR,43,13.2,36.7
Jamie Benn,W,6200,DAL,VAN,1,13.0,12.8
Ryan Nugent-Hopkins,C,6100,EDM,COL,2,12.5,35.7
Andrei Svechnikov,W,6100,CAR,BUF,2,11.1,30.6
Joe Pavelski,W,6000,DAL,VAN,3,12.3,22.4
J.T. Miller,W,5900,VAN,DAL,2,9.7,1.6
Mats Zuccarello,W,5800,MIN,ARI,1,11.5,1.6
Drew Doughty,D,5800,LA,DET,50,11.5,9.6
Sam Reinhart,W,5800,BUF,CAR,1,11.9,4.8
Vincent Trocheck,C,5800,FLA,WPG,2,14.1,33.6
Bo Horvat,C,5700,VAN,DAL,2,13.0,12.8
Adam Henrique,C,5700,ANH,SJ,2,9.2,10.1
Victor Olofsson,W,5700,BUF,CAR,1,8.7,14.4
Zach Parise,W,5600,MIN,ARI,2,13.0,30.1
Rickard Rakell,W,5600,ANH,SJ,2,13.4,30.1
Mike Hoffman,W,5600,FLA,WPG,3,12.5,21.3
Dustin Brown,W,5600,LA,DET,1,10.0,3.2
Timo Meier,W,5600,SJ,ANH,2,14.9,22.4
Keith Yandle,D,5600,FLA,WPG,62,10.8,22.9
Pavel Buchnevich,W,5500,NYR,TB,2,10.3,11.2
Kevin Shattenkirk,D,5500,TB,NYR,64,8.4,29.6
Rasmus Dahlin,D,5500,BUF,CAR,65,11.1,4.8
Clayton Keller,W,5400,ARI,MIN,2,12.1,4.8
Jason Zucker,W,5400,MIN,ARI,1,11.5,10.1
James Neal,W,5400,EDM,COL,2,10.3,10.1
Ryan Strome,C,5400,NYR,TB,1,7.8,0.0
Ondrej Palat,W,5400,TB,NYR,2,9.0,16.8
Alexander Edler,D,5400,VAN,DAL,71,12.2,12.8
Oscar Klefbom,D,5300,EDM,COL,72,11.7,27.1
Chris Kreider,W,5300,NYR,TB,2,11.3,15.2
Jared Spurgeon,D,5200,MIN,ARI,75,10.4,6.4
Nazem Kadri,C,5200,COL,EDM,2,11.0,19.2
Tyler Bertuzzi,W,5200,DET,LA,1,10.5,32.0
Nino Niederreiter,W,5200,CAR,BUF,3,11.2,1.6
Kaapo Kakko,W,5200,NYR,TB,3,12.5,0.0
Oliver Ekman-Larsson,D,5100,ARI,MIN,80,10.3,11.2
Nick Schmaltz,W,5000,ARI,MIN,1,10.1,9.6
Cale Makar,D,5000,COL,EDM,82,9.0,1.6
Joonas Donskoi,W,4900,COL,EDM,1,8.1,3.2
Jordan Staal,C,4900,CAR,BUF,1,9.5,21.6
Cam Fowler,D,4900,ANH,SJ,85,8.7,6.4
Nikolaj Ehlers,W,4900,WPG,FLA,2,11.7,15.2
Mikko Koivu,C,4800,MIN,ARI,2,8.5,10.1
Ryan Suter,D,4800,MIN,ARI,91,9.3,8.0
Jeff Carter,W,4800,LA,DET,2,11.2,6.4
Andreas Athanasiou,W,4800,DET,LA,2,12.1,1.6
Tyler Johnson,C,4800,TB,NYR,1,9.7,11.7
J.T. Compher,W,4700,COL,EDM,2,9.7,1.6
Joshua Morrissey,D,4700,WPG,FLA,98,9.6,16.8
Ryan Dzingel,W,4700,CAR,BUF,1,9.9,1.6
Aaron Ekblad,D,4700,FLA,WPG,100,10.3,8.0
Tyler Toffoli,W,4700,LA,DET,2,10.4,3.2
Marcus Johansson,C,4700,BUF,CAR,2,0.0,0.0
Miro Heiskanen,D,4700,DAL,VAN,103,10.7,22.4
Derek Stepan,C,4600,ARI,MIN,2,10.9,1.6
Zack Kassian,W,4600,EDM,COL,1,6.1,16.8
Rasmus Ristolainen,D,4600,BUF,CAR,106,11.5,9.6
Tanner Pearson,W,4600,VAN,DAL,3,8.5,14.4
Josh Leivo,W,4500,VAN,DAL,1,7.6,0.0
Jacob Trouba,D,4500,NYR,TB,109,13.2,3.2
Conor Sheary,W,4500,BUF,CAR,3,7.9,9.6
Anthony Cirelli,C,4500,TB,NYR,3,8.5,0.0
Kevin Labanc,W,4500,SJ,ANH,1,9.8,4.8
Andre Burakovsky,W,4400,COL,EDM,3,7.8,32.0
Filip Chytil,C,4400,NYR,TB,2,7.9,32.4
Patrick Marleau,W,4400,SJ,ANH,3,5.8,3.2
Sam Steel,C,4400,ANH,SJ,3,8.0,9.6
Alex Goligoski,D,4300,ARI,MIN,119,8.5,4.8
Kevin Fiala,W,4300,MIN,ARI,2,10.1,18.4
Denis Gurianov,W,4300,DAL,VAN,3,5.1,1.6
Alex Killorn,W,4300,TB,NYR,3,8.1,39.9
Samuel Girard,D,4200,COL,EDM,126,7.9,3.2
Esa Lindell,D,4200,DAL,VAN,127,9.5,4.8
Neal Pionk,D,4200,WPG,FLA,130,9.2,8.0
Filip Hronek,D,4200,DET,LA,131,8.2,0.0
Quinn Hughes,D,4200,VAN,DAL,132,7.2,4.8
Mathew Dumba,D,4100,MIN,ARI,133,12.7,8.0
Christian Dvorak,C,4100,ARI,MIN,1,8.3,4.8
Darnell Nurse,D,4000,EDM,COL,137,11.3,3.2
Brandon Sutter,C,4000,VAN,DAL,3,0.0,0.0
Brett Connolly,W,4000,FLA,WPG,2,8.6,11.2
Jakob Chychrun,D,3900,ARI,MIN,140,10.0,6.4
Conor Garland,W,3900,ARI,MIN,3,8.8,15.2
Matt Calvert,W,3900,COL,EDM,1,7.1,1.6
Alex Iafallo,W,3900,LA,DET,1,8.0,24.8
Tyler Myers,D,3900,VAN,DAL,144,9.4,3.2
Casey Mittelstadt,C,3900,BUF,CAR,2,7.6,1.6
Tyson Jost,W,3800,COL,EDM,3,8.0,3.2
Matthew Nieto,W,3800,COL,EDM,3,6.7,0.0
Carl Soderberg,C,3800,ARI,MIN,3,8.6,3.2
Alec Martinez,D,3800,LA,DET,154,8.7,12.8
Joe Thornton,C,3800,SJ,ANH,3,8.3,4.8
Valtteri Filppula,C,3800,DET,LA,2,6.0,4.8
Adrian Kempe,C,3800,LA,DET,3,7.4,16.8
Kyle Okposo,W,3800,BUF,CAR,3,7.6,0.0
Nick Ritchie,W,3800,ANH,SJ,1,8.4,4.8
Ethan Bear,D,3700,EDM,COL,162,6.2,3.2
Alex Chiasson,W,3700,EDM,COL,2,7.5,1.6
Adam Fox,D,3700,NYR,TB,167,6.9,4.8
Frank Vatrano,W,3700,FLA,WPG,3,10.3,1.6
Michael Del Zotto,D,3700,ANH,SJ,172,6.6,0.0
Brian Boyle,C,3700,FLA,WPG,2,9.4,12.8
Jesper Fast,W,3700,NYR,TB,1,6.8,1.6
Corey Perry,W,3700,DAL,VAN,2,8.3,6.4
Ryan Hartman,W,3600,MIN,ARI,3,7.4,9.6
Vincent Hinostroza,W,3600,ARI,MIN,2,9.8,3.2
Dennis Cholowski,D,3600,DET,LA,184,7.5,3.2
Martin Necas,W,3600,CAR,BUF,3,5.6,9.6
Brett Howden,C,3600,NYR,TB,3,7.0,4.8
Ondrej Kase,W,3600,ANH,SJ,1,12.8,4.8
Mathieu Joseph,W,3600,TB,NYR,3,7.0,3.2
Jake Virtanen,W,3600,VAN,DAL,3,8.6,18.4
Andrew Copp,W,3600,WPG,FLA,3,6.8,11.2
Denis Malgin,C,3500,FLA,WPG,3,7.5,3.2
Michael Amadio,C,3500,LA,DET,2,5.0,0.0
Jack Roslovic,W,3500,WPG,FLA,2,6.8,1.6
Marcus Sorensen,W,3500,SJ,ANH,3,6.6,3.2
Frans Nielsen,C,3500,DET,LA,3,7.5,1.6
Jason Dickinson,C,3500,DAL,VAN,2,6.6,4.8
Robby Fabbri,W,3500,DET,LA,2,8.1,1.6
Barclay Goodrow,W,3500,SJ,ANH,2,5.8,16.0
Warren Foegele,W,3400,CAR,BUF,1,5.9,3.2
Blake Lizotte,C,3400,LA,DET,3,5.2,3.2
Adam Lowry,C,3400,WPG,FLA,3,7.3,18.4
Luke Kunin,W,3300,MIN,ARI,3,8.2,1.6
