Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Joel Embiid,9,,C,10500,PHI,CHA,1,114,32,26,98,111,6%,14,16,16,32,33,33,49.5,49.5,40.9,58.0,33.5,50.9,4.8,36.7,42.8,4.1
Andre Drummond,6,,C,10000,CLE,@ATL,1,111,28,22,106,112,9%,12,16,16,29,31,31,52.2,52.2,36.4,67.9,32.0,51.0,5.1,20.3,21.2,2.1
Trae Young,6,,PG,9700,ATL,CLE,0,117,36,24,101,114,6%,20,18,18,32,32,32,45.9,45.9,40.0,51.8,33.5,46.0,4.7,34.1,32.8,3.4
Domas Sabonis,8,,PF,9400,IND,NYK,1,112,24,21,101,111,8%,13,15,15,37,37,37,44.4,44.4,33.4,55.4,36.5,46.1,4.9,39.2,36.6,3.9
Brandon Ingram,11,,SF,9000,NOR,TOR,1,107,28,19,103,102,3%,14,17,17,27,33,33,40.8,40.8,27.0,54.6,35.0,39.7,4.4,35.3,44.2,4.9
Ben Simmons,6,,PG,8600,PHI,CHA,1,114,23,20,98,111,-4%,9,9,9,31,31,31,40.1,40.1,34.8,45.4,33.5,41.7,4.8,36.5,47.9,5.6
Nikola Vucevic,11,,C,8400,ORL,OKC,1,110,26,22,101,106,-3%,17,15,15,29,30,30,41.6,41.6,34.3,49.0,32.0,42.0,5.0,35,47.6,5.7
Shai Gilgeous-Alexander,7,,SG,8200,OKC,@ORL,1,106,23,18,101,107,0%,10,15,15,31,33,33,35.7,35.7,26.6,44.7,34.0,39.0,4.8,34.8,34.5,4.2
Zion Williamson,6,,PF,8100,NOR,TOR,1,107,30,24,103,102,4%,10,14,14,23,30,30,34.2,34.2,19.4,48.9,34.0,40.0,4.9,32.8,30.9,3.8
Kyle Lowry,7,,PG,8000,TOR,@NOR,1,108,24,18,106,109,6%,14,14,14,37,37,37,37.2,37.2,30.8,43.5,36.5,36.3,4.5,39.3,33.2,4.2
Julius Randle,12,,PF,8000,NYK,@IND,1,103,28,18,101,105,2%,14,15,15,41,38,38,43.8,43.8,33.3,54.2,37.0,43.0,5.4,37,39.2,4.9
Pascal Siakam,7,,PF,7800,TOR,@NOR,1,108,27,18,106,109,5%,20,19,19,39,39,39,37.8,37.8,29.8,45.8,35.5,36.3,4.7,24.7,16.3,2.1
Myles Turner,8,,C,7700,IND,NYK,1,112,17,15,101,111,-6%,9,9,9,33,30,30,36.6,36.6,31.4,41.9,31.5,35.0,4.5,31.6,22.8,3.0
Gordon Hayward,7,,SF,7600,CHA,@PHI,0,104,22,18,101,106,-6%,15,16,16,29,33,33,33.9,33.9,21.3,46.4,33.5,33.5,4.4,38.5,50.2,6.6
Malcolm Brogdon,14,,PG,7500,IND,NYK,1,112,26,18,101,111,-2%,14,16,16,36,37,37,35.5,35.5,29.2,41.8,35.5,38.1,5.1,41.3,52.1,6.9
Fred Van Vleet,9,,SG,7500,TOR,@NOR,1,108,23,16,106,109,6%,16,16,16,36,34,34,37.0,37.0,26.0,47.9,35.5,35.1,4.7,39.6,50.1,6.7
Darius Garland,7,,PG,7500,CLE,@ATL,1,111,21,9,106,112,2%,16,15,15,38,36,36,36.3,36.3,25.8,46.9,37.0,33.0,4.4,34.3,14.4,1.9
Victor Oladipo,8,,SG,7200,IND,NYK,1,112,26,11,101,111,-2%,16,15,15,34,31,31,36.9,36.9,34.0,39.8,34.0,33.8,4.7,37.4,33.9,4.7
Tobias Harris,14,,SF,7200,PHI,CHA,1,114,24,17,98,111,7%,18,14,14,32,31,31,36.8,36.8,24.7,48.9,33.5,36.0,5.0,36.9,59.8,8.3
Terry Rozier,3,,PG,7100,CHA,@PHI,0,104,24,15,101,106,-3%,14,16,16,29,31,31,31.5,31.5,15.7,47.3,30.5,27.2,3.8,33.9,42.9,6.0
John Collins,7,,PF,7000,ATL,CLE,0,117,22,24,101,114,6%,17,12,12,28,26,26,33.2,33.2,25.2,41.2,30.0,36.3,5.2,34.1,23.3,3.3
Collin Sexton,13,,SG,6800,CLE,@ATL,1,111,27,16,106,112,2%,18,18,18,39,38,38,35.9,35.9,30.1,41.7,37.0,35.8,5.3,35.9,42.9,6.3
Larry Nance Jr.,14,,SF,6800,CLE,@ATL,1,111,16,17,106,112,7%,10,8,8,39,34,34,33.7,33.7,20.0,47.4,36.0,35.5,5.2,36.6,39.2,5.8
O.G. Anunoby,8,,SF,6500,TOR,@NOR,1,108,14,13,106,109,3%,11,9,9,36,36,36,31.2,31.2,19.2,43.2,35.0,27.9,4.3,36.4,27.9,4.3
Lonzo Ball,7,,PG,6500,NOR,TOR,1,107,20,13,103,102,-4%,14,12,12,28,31,31,28.6,28.6,13.0,44.3,33.0,31.1,4.8,35.3,29.8,4.6
Aaron Gordon,2,,PF,6400,ORL,OKC,1,110,21,15,101,106,-11%,9,9,9,22,24,24,23.8,23.8,12.7,34.9,27.0,27.6,4.3,27.7,32.1,5.0
Alec Burks,2,O,SG,6200,NYK,@IND,1,103,24,17,101,105,-1%,10,11,11,26,28,28,33.2,33.2,27.7,38.7,0.0,0.0,0.0,,0.0,0.0
Clint Capela,5,,C,6100,ATL,CLE,0,117,16,21,101,114,1%,9,7,7,25,23,23,27.3,27.3,22.1,32.5,27.5,31.8,5.2,30.9,47.2,7.7
Steven Adams,9,,C,6000,NOR,TOR,1,107,17,20,103,102,-9%,9,7,7,27,30,30,29.6,29.6,21.8,37.3,30.5,30.0,5.0,31.4,29.5,4.9
Chris Boucher,4,,C,5900,TOR,@NOR,1,108,19,21,106,109,5%,6,8,8,15,18,18,25.9,25.9,3.0,48.7,18.5,21.8,3.7,28.6,40.5,6.9
PJ Washington,3,,PF,5900,CHA,@PHI,0,104,19,12,101,106,-4%,6,10,10,20,25,25,23.6,23.6,9.5,37.7,28.5,25.0,4.2,21.5,23.0,3.9
Devonte' Graham,1,,SG,5900,CHA,@PHI,0,104,27,16,101,106,-3%,9,12,12,27,32,32,26.7,26.7,20.1,33.4,30.5,25.8,4.4,29.6,25.1,4.3
R.J. Barrett,8,,SF,5900,NYK,@IND,1,103,24,11,101,105,-1%,17,16,16,38,37,37,29.7,29.7,21.1,38.3,36.5,31.5,5.3,42.3,34.5,5.8
Markelle Fultz,6,,PG,5800,ORL,OKC,1,110,23,14,101,106,-4%,14,15,15,28,29,29,30.8,30.8,24.8,36.8,32.0,33.7,5.8,35,27.6,4.8
Kevin Love,,O,PF,5700,CLE,@ATL,1,111,23,18,106,112,7%,9,9,9,23,23,23,20.4,20.4,10.8,30.1,0.0,0.0,0.0,,0.0,0.0
Darius Bazley,4,,PF,5500,OKC,@ORL,1,106,15,10,101,107,2%,10,10,10,28,30,30,23.4,23.4,13.9,32.9,31.5,26.8,4.9,32.4,39.4,7.2
