Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Connor McDavid,C,9200,EDM,VAN,1,19.2,23.2
Nathan MacKinnon,C,9000,COL,CHI,1,18.6,36.5
Leon Draisaitl,W,8800,EDM,VAN,1,16.4,4.8
Alexander Ovechkin,W,8700,WAS,DET,1,17.0,52.0
Patrick Kane,W,8600,CHI,COL,2,17.5,20.5
Evgeni Malkin,C,8600,PIT,STL,1,15.4,11.2
Auston Matthews,C,8500,TOR,BUF,1,18.1,14.9
Nikita Kucherov,W,8200,TB,CAR,1,18.8,16.5
Aleksander Barkov,C,8200,FLA,NSH,1,16.4,18.4
Jack Eichel,C,8100,BUF,TOR,1,17.5,12.8
Anze Kopitar,C,7900,LA,WPG,1,13.1,1.6
Jake Guentzel,W,7900,PIT,STL,1,15.1,3.2
Jonathan Huberdeau,W,7700,FLA,NSH,1,14.4,3.2
Steven Stamkos,C,7700,TB,CAR,2,15.9,12.8
Evander Kane,W,7600,SJ,ARI,1,13.1,14.4
Elias Pettersson,C,7600,VAN,EDM,1,14.6,8.0
Patrik Laine,W,7600,WPG,LA,1,13.7,6.4
Mikko Rantanen,W,7500,COL,CHI,1,16.1,39.7
Sebastian Aho,C,7500,CAR,TB,1,15.4,23.7
Evgeny Kuznetsov,C,7500,WAS,DET,1,13.1,26.1
Brock Boeser,W,7400,VAN,EDM,1,14.5,11.2
Mark Scheifele,C,7400,WPG,LA,1,14.2,8.0
Filip Forsberg,W,7300,NSH,FLA,1,14.6,12.8
Teuvo Teravainen,W,7300,CAR,TB,1,12.4,3.2
Logan Couture,C,7300,SJ,ARI,1,13.9,30.4
Brayden Point,C,7300,TB,CAR,1,14.8,17.3
John Tavares,C,7200,TOR,BUF,2,16.9,25.3
John Carlson,D,7200,WAS,DET,34,13.8,17.6
Jeff Skinner,W,7100,BUF,TOR,2,13.3,6.4
Johnny Gaudreau,W,7100,CGY,OTT,1,16.3,13.3
Cam Atkinson,W,6900,CLS,NYI,1,13.1,3.2
T.J. Oshie,W,6800,WAS,DET,2,10.8,25.3
Ryan O'Reilly,C,6800,STL,PIT,2,13.1,16.5
Brent Burns,D,6800,SJ,ARI,42,14.9,3.2
David Perron,W,6700,STL,PIT,2,10.0,13.3
Matt Duchene,C,6700,NSH,FLA,2,12.0,0.0
Andrei Svechnikov,W,6700,CAR,TB,1,11.1,21.3
Erik Karlsson,D,6600,SJ,ARI,46,14.6,14.4
Blake Wheeler,C,6600,WPG,LA,2,14.3,4.8
Phil Kessel,W,6600,ARI,SJ,1,14.0,3.2
Kyle Connor,W,6600,WPG,LA,1,13.6,1.6
Mathew Barzal,C,6600,NYI,CLS,1,13.0,23.2
Dougie Hamilton,D,6500,CAR,TB,52,11.7,26.1
Brady Tkachuk,W,6400,OTT,CGY,2,13.0,0.0
Kris Letang,D,6400,PIT,STL,55,13.3,20.0
Sean Monahan,C,6400,CGY,OTT,1,14.7,11.2
Dylan Larkin,C,6400,DET,WAS,1,16.1,16.5
Roman Josi,D,6300,NSH,FLA,59,13.8,8.0
Jonathan Toews,C,6300,CHI,COL,1,13.9,16.5
Alex DeBrincat,W,6300,CHI,COL,2,14.1,8.0
Victor Olofsson,W,6200,BUF,TOR,1,8.7,4.8
Brayden Schenn,C,6200,STL,PIT,1,11.5,4.8
Victor Hedman,D,6200,TB,CAR,65,13.2,11.7
Drew Doughty,D,6100,LA,WPG,66,11.5,6.4
Bo Horvat,C,6100,VAN,EDM,2,13.0,30.4
Evgeni Dadonov,W,6100,FLA,NSH,3,12.4,11.2
Alex Pietrangelo,D,6000,STL,PIT,69,12.2,4.8
Matthew Tkachuk,W,6000,CGY,OTT,2,14.1,16.5
Elias Lindholm,W,6000,CGY,OTT,1,12.2,29.3
Jean-Gabriel Pageau,C,6000,OTT,CGY,1,9.0,15.2
Timo Meier,W,5900,SJ,ARI,2,14.9,21.6
Brock Nelson,C,5900,NYI,CLS,2,9.8,6.4
Derick Brassard,W,5900,NYI,CLS,2,7.2,3.2
Zachary Werenski,D,5900,CLS,NYI,76,10.9,0.0
Jakub Vrana,W,5800,WAS,DET,2,9.9,16.5
Vincent Trocheck,C,5800,FLA,NSH,2,14.1,12.8
Mike Hoffman,W,5700,FLA,NSH,1,12.5,4.8
James Neal,W,5700,EDM,VAN,2,10.3,1.6
Oscar Klefbom,D,5700,EDM,VAN,81,11.7,8.0
Ondrej Palat,W,5700,TB,CAR,1,9.0,6.4
Pierre-Luc Dubois,C,5700,CLS,NYI,1,11.4,8.0
Mark Giordano,D,5600,CGY,OTT,84,13.1,6.4
William Nylander,W,5600,TOR,BUF,1,11.7,22.1
Dustin Brown,W,5600,LA,WPG,1,10.0,11.2
Patric Hornqvist,W,5500,PIT,STL,2,10.5,4.8
Sam Reinhart,W,5500,BUF,TOR,1,11.9,4.8
Thomas Chabot,D,5500,OTT,CGY,90,13.3,9.6
Ryan Johansen,C,5500,NSH,FLA,1,10.5,1.6
Keith Yandle,D,5500,FLA,NSH,92,10.8,9.6
Cale Makar,D,5400,COL,CHI,93,9.0,0.0
Gustav Nyquist,W,5400,CLS,NYI,2,10.8,4.8
Anthony Beauvillier,W,5400,NYI,CLS,2,9.1,8.0
Alexander Edler,D,5400,VAN,EDM,97,12.2,6.4
Anders Lee,W,5300,NYI,CLS,1,11.3,18.4
J.T. Miller,W,5300,VAN,EDM,2,9.7,14.8
Jaden Schwartz,W,5300,STL,PIT,1,11.6,25.3
Tyler Bertuzzi,W,5300,DET,WAS,1,10.5,9.6
Derek Stepan,C,5300,ARI,SJ,3,10.9,18.4
Seth Jones,D,5300,CLS,NYI,103,12.9,8.0
Jordan Eberle,W,5300,NYI,CLS,1,9.5,3.2
Nick Schmaltz,W,5300,ARI,SJ,1,10.1,16.8
Jeff Carter,W,5200,LA,WPG,2,11.2,9.6
Nikolaj Ehlers,W,5200,WPG,LA,2,11.7,12.8
Oliver Bjorkstrand,W,5200,CLS,NYI,2,9.6,9.6
Morgan Rielly,D,5200,TOR,BUF,109,13.4,6.4
Anthony Duclair,W,5200,OTT,CGY,3,8.7,8.0
Josh Bailey,W,5100,NYI,CLS,3,9.6,8.0
Kevin Shattenkirk,D,5100,TB,CAR,114,8.4,4.8
Mikael Granlund,W,5000,NSH,FLA,2,11.6,4.8
Tom Wilson,W,5000,WAS,DET,1,10.4,15.2
Nazem Kadri,C,5000,COL,CHI,2,11.0,32.5
Clayton Keller,W,5000,ARI,SJ,1,12.1,14.4
Oliver Ekman-Larsson,D,4900,ARI,SJ,120,10.3,1.6
Anthony Cirelli,C,4900,TB,CAR,2,8.5,8.0
Andreas Johnson,W,4900,TOR,BUF,1,9.9,12.8
Jordan Staal,C,4900,CAR,TB,2,9.5,3.2
Alex Killorn,W,4900,TB,CAR,2,8.1,0.0
Brandon Saad,W,4800,CHI,COL,1,10.1,18.8
Nick Foligno,W,4800,CLS,NYI,3,9.1,9.6
Aaron Ekblad,D,4800,FLA,NSH,128,10.3,9.6
Ryan Ellis,D,4800,NSH,FLA,129,11.4,14.4
Lars Eller,C,4800,WAS,DET,2,8.4,8.0
Nino Niederreiter,W,4700,CAR,TB,3,11.2,4.8
Rasmus Ristolainen,D,4700,BUF,TOR,134,11.5,15.2
Kevin Labanc,W,4700,SJ,ARI,2,9.8,4.8
Joonas Donskoi,W,4700,COL,CHI,1,8.1,44.8
Boone Jenner,C,4700,CLS,NYI,2,10.4,1.6
Tyson Barrie,D,4700,TOR,BUF,138,12.4,4.8
Tyler Toffoli,W,4700,LA,WPG,2,10.4,6.4
Alex Goligoski,D,4600,ARI,SJ,141,8.5,3.2
Quinn Hughes,D,4600,VAN,EDM,142,7.2,12.8
Tanner Pearson,W,4600,VAN,EDM,3,8.5,48.9
Brett Connolly,W,4600,FLA,NSH,2,8.6,6.4
Jared McCann,C,4600,PIT,STL,2,9.8,1.6
Andreas Athanasiou,W,4600,DET,WAS,3,12.1,4.8
Jacob Muzzin,D,4600,TOR,BUF,149,9.7,3.2
Ryan Pulock,D,4500,NYI,CLS,150,11.3,3.2
J.T. Compher,W,4500,COL,CHI,2,9.7,3.2
Filip Hronek,D,4500,DET,WAS,152,8.2,3.2
Yanni Gourde,W,4500,TB,CAR,3,10.2,3.2
Erik Gustafsson,D,4500,CHI,COL,155,11.9,8.5
Kasperi Kapanen,W,4400,TOR,BUF,3,9.3,11.2
Dominik Kahun,W,4400,PIT,STL,2,8.6,1.6
Zack Kassian,W,4400,EDM,VAN,1,6.1,16.8
Patrick Marleau,W,4400,SJ,ARI,1,5.8,1.6
Alex Iafallo,W,4400,LA,WPG,1,8.0,3.2
Mikael Backlund,C,4400,CGY,OTT,2,10.1,0.0
Vladislav Namestnikov,W,4300,OTT,CGY,3,8.3,6.4
Joshua Morrissey,D,4300,WPG,LA,165,9.6,4.8
Ilya Mikheyev,W,4300,TOR,BUF,2,9.1,8.0
Conor Garland,W,4300,ARI,SJ,2,8.8,14.4
Colin White,W,4300,OTT,CGY,1,9.7,8.0
Brandon Montour,D,4200,BUF,TOR,169,10.3,12.8
Devon Toews,D,4200,NYI,CLS,170,7.8,3.2
Conor Sheary,W,4200,BUF,TOR,2,7.9,4.8
Christian Dvorak,C,4200,ARI,SJ,3,8.3,8.0
Robert Thomas,W,4200,STL,PIT,1,7.8,8.0
Vincent Hinostroza,W,4200,ARI,SJ,3,9.8,0.0
Duncan Keith,D,4200,CHI,COL,179,9.1,0.0
Brent Seabrook,D,4200,CHI,COL,180,8.8,4.8
Andrew Shaw,W,4200,CHI,COL,3,10.0,0.0
Valtteri Filppula,C,4100,DET,WAS,2,6.0,1.6
Sean Walker,D,4100,LA,WPG,185,4.8,4.8
Craig Smith,W,4100,NSH,FLA,3,9.7,3.2
Adrian Kempe,C,4100,LA,WPG,3,7.4,0.0
Brandon Tanev,W,4100,PIT,STL,3,7.6,4.8
Nick Bonino,C,4100,NSH,FLA,3,7.5,3.2
Connor Brown,W,4000,OTT,CGY,2,6.7,4.8
Darnell Nurse,D,4000,EDM,VAN,197,11.3,9.6
Josh Leivo,W,4000,VAN,EDM,1,7.6,15.2
Zach Hyman,W,3900,TOR,BUF,2,9.3,1.6
Noah Hanifin,D,3900,CGY,OTT,202,8.6,8.0
Dmitry Orlov,D,3900,WAS,DET,203,7.6,1.6
