Player Name,Pos,Salary,Team,Proj FP,Actual FP
Russell Westbrook,PG,11000,WAS,50.8,49.0
Nikola Jokic,C,10600,DEN,55.5,44.4
Kawhi Leonard,SF,10500,LAC,44.8,30.7
LeBron James,SF,10400,LAL,46.8,50.6
Anthony Davis,PF,10000,LAL,46.5,44.3
Stephen Curry,PG,9800,GSW,48.3,69.0
Brad Beal,SG,9800,WAS,43.5,53.5
Kevin Durant,SF,9600,BKN,47.1,45.7
Kyrie Irving,PG,9500,BKN,46.4,58.0
Damian Lillard,PG,9300,POR,45.7,37.8
C.J. McCollum,SG,8800,POR,37.4,51.3
DeMar DeRozan,SG,8500,SAS,40.9,35.0
Paul George,SG,8000,LAC,39.7,52.6
Donovan Mitchell,SG,8000,UTA,36.7,36.3
Rudy Gobert,C,7800,UTA,39.4,41.7
Zach LaVine,SG,7700,CHI,39.7,58.7
Devin Booker,SG,7500,PHO,34.8,41.0
Dejounte Murray,PG,7400,SAS,34.8,24.1
Jamal Murray,PG,7300,DEN,36.9,51.0
Chris Paul,PG,7200,PHO,33.5,38.8
Jonas Valanciunas,C,7200,MEM,37.2,28.5
D'Angelo Russell,SG,7200,MIN,35.9,39.3
Deandre Ayton,C,7100,PHO,33.2,38.6
Dillon Brooks,SG,6600,MEM,29.8,23.5
Mike Conley,PG,6600,UTA,32.4,20.0
Caris LeVert,SG,6500,BKN,30.5,28.5
Kyle Anderson,SF,6400,MEM,29.6,22.8
Andrew Wiggins,SG,6300,GSW,33.2,36.4
Coby White,PG,6100,CHI,32.6,33.4
Jusuf Nurkic,C,6000,POR,33.1,28.7
Draymond Green,PF,6000,GSW,22.2,21.6
Dennis Schroder,SG,5900,LAL,30.1,19.7
Thomas Bryant,C,5800,WAS,33.4,42.8
Keldon Johnson,SF,5800,SAS,28.9,36.4
Tyus Jones,PG,5700,MEM,25.9,27.5
Montrezl Harrell,C,5700,LAL,25.9,31.8
Jarrett Allen,C,5600,BKN,25.8,39.2
Mikal Bridges,SF,5500,PHO,25.5,24.6
Wendell Carter,C,5500,CHI,27.4,18.9
James Wiseman,C,5400,GSW,24.2,29.7
Tim Hardaway Jr.,SF,5300,DAL,33.8,20.8
Kelly Oubre,SF,5200,GSW,28.7,31.0
Malik Beasley,SG,5200,MIN,24.6,48.9
Robert Covington,PF,5200,POR,28.8,13.9
Rudy Gay,SF,5100,SAS,24.5,24.6
Serge Ibaka,C,5100,LAC,25.2,15.9
Anthony Edwards,SF,5100,MIN,23.5,11.0
Will Barton,SF,5000,DEN,30.3,29.2
Jordan Clarkson,SG,5000,UTA,22.0,28.1
Bojan Bogdanovic,PF,5000,UTA,25.0,35.7
Rui Hachimura,SF,5000,WAS,21.0,23.9
Ricky Rubio,PG,4900,MIN,24.6,13.4
Naz Reid,PF,4900,MIN,24.1,20.3
Lonnie Walker,SG,4900,SAS,22.9,16.4
Brandon Clarke,PF,4800,MEM,26.4,18.4
Josh Richardson,SG,4800,DAL,31.4,23.8
Joe Ingles,SF,4700,UTA,21.7,22.9
Enes Kanter,C,4700,POR,22.6,42.9
Nicolas Batum,PF,4700,LAC,21.3,22.7
Paul Millsap,PF,4700,DEN,23.6,17.3
Dave Bertans,PF,4600,WAS,20.2,22.2
Jae Crowder,PF,4600,PHO,22.4,11.4
DeAndre Jordan,C,4600,BKN,20.8,8.0
Raul Neto,PG,4500,WAS,13.3,6.5
Carmelo Anthony,SF,4500,POR,19.7,13.6
Joe Harris,SF,4500,BKN,22.8,24.4
Louis Williams,PG,4500,LAC,21.1,11.2
Ivica Zubac,C,4400,LAC,21.2,14.8
De'Anthony Melton,PG,4400,MEM,20.6,0.0
Otto Porter,SF,4400,CHI,29.7,30.4
Dorian Finney-Smith,SF,4400,DAL,25.8,18.7
Monte Morris,PG,4400,DEN,22.8,23.6
Deni Avdija,SF,4400,WAS,20.9,10.7
Jarrett Culver,SF,4300,MIN,20.6,34.2
Cameron Johnson,SF,4300,PHO,17.6,14.1
Thaddeus Young,PF,4200,CHI,23.3,13.3
Jakob Poeltl,C,4200,SAS,26.5,25.4
Patrick Williams,SF,4100,CHI,15.2,28.5
Timothe Luwawu,SG,4100,BKN,17.7,20.3
Jarred Vanderbilt,SF,4100,MIN,0.0,0.0
Eric Paschall,PF,4100,GSW,13.5,15.1
Kyle Kuzma,PF,4100,LAL,22.5,19.1
Derrick Jones Jr.,SF,4000,POR,24.4,2.2
Maxi Kleber,PF,4000,DAL,22.9,23.5
Gary Trent,SG,4000,POR,17.3,10.9
Cameron Payne,PG,4000,PHO,16.2,7.7
Gary Harris,SG,4000,DEN,21.6,7.4
Derrick Favors,C,4000,UTA,16.8,19.8
Dwight Powell,C,4000,DAL,25.7,19.8
Patrick Mills,PG,4000,SAS,17.9,14.0
Royce O'Neale,PF,3900,UTA,20.9,31.7
Kevon Looney,C,3900,GSW,10.6,10.0
Luke Kennard,SG,3900,LAC,14.2,20.3
Damion Lee,SG,3800,GSW,14.6,11.4
Taurean Waller-Prince,SF,3800,BKN,12.5,11.0
John Konchar,SG,3800,MEM,12.5,25.0
Ishmael Smith,PG,3800,WAS,13.0,15.8
Landry Shamet,SG,3800,BKN,9.9,3.0
Brad Wanamaker,PG,3800,GSW,12.7,4.9
Patrick Beverley,PG,3800,LAC,17.0,16.8
Reggie Jackson,SG,3800,LAC,9.3,18.4
Marc Gasol,C,3700,LAL,16.9,23.2
Isaac Bonga,SF,3700,WAS,0.0,0.0
Gorgui Dieng,C,3700,MEM,21.2,18.4
Shaquille Harrison,PG,3700,UTA,0.0,6.5
Jordan Poole,PG,3700,GSW,0.0,0.0
Jalen Brunson,PG,3700,DAL,29.0,46.5
Trey Burke,PG,3700,DAL,24.5,15.9
Desmond Bane,SG,3700,MEM,11.4,19.2
Willie Cauley-Stein,C,3700,DAL,15.5,12.8
Dario Saric,PF,3700,PHO,14.6,22.3
JaMychal Green,PF,3700,DEN,13.8,26.5
Troy Brown,SF,3600,WAS,11.0,0.0
Grayson Allen,SG,3600,MEM,14.5,8.0
Bol Bol,C,3600,DEN,0.0,0.0
Denzel Valentine,SF,3600,CHI,17.7,15.3
Isaiah Hartenstein,PF,3600,DEN,0.0,0.0
Chris Chiozza,PG,3600,BKN,0.0,0.0
Bruce Brown,SG,3600,BKN,0.0,0.0
Anzejs Pasecniks,C,3500,WAS,0.0,0.0
Garrison Mathews,SG,3500,WAS,0.0,0.0
Luka Samanic,PF,3500,SAS,0.0,4.0
Juan Toscano-Anderson,SF,3500,GSW,8.3,5.4
Vlatko Cancar,SF,3500,DEN,0.0,0.0
Juwan Morgan,PF,3500,UTA,0.0,2.4
Mychal Mulder,SF,3500,GSW,6.7,0.0
Devontae Cacok,PF,3500,LAL,0.0,0.0
Adam Mokoka,SG,3500,CHI,0.0,0.0
