Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Luka Doncic,3,O,PG,11300,DAL,@CHI,1,113,38,28,102,108,-2%,16,19,19,30,31,31,43.3,43.3,32.3,54.4,0.0,0.0,0.0,0,0.0,0.0
Russell Westbrook,7,,PG,11000,WAS,@BKN,1,117,35,21,104,107,4%,18,19,19,39,37,37,50.9,50.9,49.1,52.7,36.0,50.8,4.6,38,49.0,4.5
Nikola Jokic,13,,C,10600,DEN,@MIN,1,117,28,25,106,110,3%,14,14,14,34,37,37,57.5,57.5,45.7,69.4,35.5,55.5,5.2,31.7,44.4,4.2
Kawhi Leonard,5,,SF,10500,LAC,@PHO,1,110,33,27,104,108,1%,18,19,19,35,33,33,50.6,50.6,39.7,61.4,34.0,44.8,4.3,34.1,30.7,2.9
LeBron James,1,,SF,10400,LAL,@MEM,1,115,34,26,105,108,2%,23,19,19,36,33,32,47.7,45.0,35.0,55.1,34.5,46.8,4.5,32,50.6,4.9
Karl-Anthony Towns,,O,C,10200,MIN,DEN,1,109,29,27,100,109,-3%,15,15,15,30,30,30,49.3,49.3,47.3,51.3,0.0,0.0,0.0,,0.0,0.0
Anthony Davis,4,,PF,10000,LAL,@MEM,1,115,29,28,105,108,-2%,21,17,17,33,33,33,41.2,41.2,27.6,54.7,33.5,46.5,4.6,32.2,44.3,4.4
Stephen Curry,10,,PG,9800,GSW,POR,1,116,,,103,112,4%,19,20,20,34,33,33,43.6,43.6,35.9,51.3,34.5,48.3,4.9,36.5,69.0,7.0
Brad Beal,8,,SG,9800,WAS,@BKN,1,117,35,23,104,107,-1%,20,22,22,31,35,35,46.6,46.2,40.3,52.0,36.0,43.5,4.4,36.5,53.5,5.5
Kevin Durant,13,,SF,9600,BKN,WAS,1,125,,,105,113,5%,22,18,18,36,33,33,46.4,46.4,38.1,54.8,34.5,47.1,4.9,37.6,45.7,4.8
Kyrie Irving,17,,PG,9500,BKN,WAS,1,125,33,26,105,113,6%,24,20,20,34,32,32,42.8,42.8,33.8,51.9,33.5,46.4,4.9,39,58.0,6.1
Damian Lillard,12,,PG,9300,POR,@GSW,1,120,31,27,103,111,6%,18,18,18,32,35,35,40.8,40.8,30.2,51.4,35.5,45.7,4.9,39.1,37.8,4.1
C.J. McCollum,8,,SG,8800,POR,@GSW,1,120,26,17,103,111,8%,19,22,22,31,35,35,45.7,45.7,34.5,56.9,35.5,37.4,4.2,38,51.3,5.8
DeMar DeRozan,6,,SG,8500,SAS,UTA,1,109,27,22,101,107,-5%,14,14,14,36,35,35,44.6,44.6,33.6,55.6,35.5,40.9,4.8,26.8,35.0,4.1
Ja Morant,,O,PG,8500,MEM,LAL,1,105,27,17,103,104,-2%,14,18,18,23,27,27,40.3,40.3,11.2,69.4,0.0,0.0,0.0,,0.0,0.0
Paul George,8,,SG,8000,LAC,@PHO,1,110,30,21,104,108,1%,19,15,16,33,31,32,39.7,40.2,27.5,52.9,35.0,39.7,5.0,38.3,52.6,6.6
Kristaps Porzingis,,O,PF,8000,DAL,@CHI,1,113,26,20,102,108,8%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Donovan Mitchell,4,,SG,8000,UTA,@SAS,1,114,30,19,103,111,-1%,19,20,20,36,35,35,32.4,32.4,24.9,39.9,35.0,36.7,4.6,28.6,36.3,4.5
Rudy Gobert,8,,C,7800,UTA,@SAS,1,114,16,22,103,111,1%,10,9,9,29,31,31,39.8,39.8,34.1,45.5,32.0,39.4,5.1,27.4,41.7,5.3
Zach LaVine,13,,SG,7700,CHI,DAL,1,109,32,20,102,110,-3%,17,17,17,31,33,32,37.2,35.0,22.4,47.6,35.5,39.7,5.2,38.7,58.7,7.6
Devin Booker,5,,SG,7500,PHO,LAC,1,106,30,21,104,105,-1%,17,17,16,35,34,34,29.6,29.7,22.5,36.9,35.0,34.8,4.6,44.7,41.0,5.5
Dejounte Murray,5,,PG,7400,SAS,UTA,1,109,,,101,107,1%,16,14,14,32,31,31,35.5,35.5,25.1,46.0,31.0,34.8,4.7,25.6,24.1,3.3
Jamal Murray,14,,PG,7300,DEN,@MIN,1,117,26,18,106,110,4%,18,16,16,36,36,36,32.5,32.5,21.5,43.6,35.0,36.9,5.1,35.9,51.0,7.0
Chris Paul,6,,PG,7200,PHO,LAC,1,106,24,22,104,105,-2%,13,12,11,31,29,29,33.7,32.0,19.5,44.4,30.5,33.5,4.7,35.8,38.8,5.4
Jonas Valanciunas,5,,C,7200,MEM,LAL,1,105,,,103,104,-11%,10,10,10,25,30,30,35.4,35.4,28.7,42.1,29.0,37.2,5.2,26.2,28.5,4.0
D'Angelo Russell,4,,SG,7200,MIN,DEN,1,109,33,19,100,109,-3%,18,16,16,29,29,29,26.4,26.4,14.2,38.5,32.0,35.9,5.0,30,39.3,5.5
Deandre Ayton,1,,C,7100,PHO,LAC,1,106,23,20,104,105,4%,11,10,10,33,30,29,31.6,31.5,27.1,35.8,30.5,33.2,4.7,29.5,38.6,5.4
Michael Porter,,O,SF,6700,DEN,@MIN,1,117,22,20,106,110,6%,15,13,13,32,29,29,37.2,37.2,24.5,49.9,0.0,0.0,0.0,,0.0,0.0
