Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Tuukka Rask,1,,G,9000,BOS,SJ,1,66%,2.53,60.9,60.7,60.7,0.952,0.952,30.2,30.3,30.3,19.1,41.4,19.6,2.2,20.8,2.3
Matthew Murray,1,,G,8900,PIT,PHI,2,56%,3.03,60.6,60.1,60.1,0.918,0.918,21.6,20.4,20.4,7.2,33.7,18.8,2.1,31.2,3.5
Pekka Rinne,3,,G,8700,NSH,CHI,2,65%,2.78,60.7,60.5,60.5,0.931,0.931,24.6,25.0,25.0,14.2,35.9,19.9,2.3,36.0,4.1
Andrei Vasilevskii,2,,G,8500,TB,@NYR,2,66%,2.73,60.7,60.2,60.2,0.907,0.907,21.1,20.1,20.1,3.1,37.2,21.0,2.5,18.4,2.2
Ben Bishop,2,,G,8400,DAL,MIN,2,57%,2.30,59.1,59.7,59.7,0.920,0.920,18.6,16.2,16.2,3.6,28.7,20.9,2.5,-1.6,-0.2
Frederik Andersen,1,,G,8300,TOR,WAS,2,55%,3.09,61.2,58.9,58.9,0.904,0.904,23.2,18.1,18.1,4.5,31.8,19.1,2.3,7.2,0.9
Mikko Koskinen,,,G,8100,EDM,@DET,1,54%,2.90,56.4,57.0,57.0,0.922,0.922,22.4,22.7,22.7,10.7,34.7,18.1,2.2,12.0,1.5
David Rittich,,,G,8100,CGY,@CAR,2,42%,3.22,57.5,59.2,59.2,0.909,0.909,18.1,18.2,18.2,2.1,34.3,13.9,1.7,12.8,1.6
John Gibson,2,,G,8000,ANH,WPG,1,50%,2.75,55.2,57.2,57.2,0.923,0.923,13.4,18.2,18.2,4.0,32.4,19.4,2.4,24.8,3.1
Braden Holtby,,,G,7900,WAS,@TOR,3,45%,3.41,49.8,54.9,54.9,0.886,0.886,16.8,12.8,12.8,-1.6,27.2,15.0,1.9,22.4,2.8
Brian Elliott,,,G,7600,PHI,@PIT,1,43%,3.47,46.2,48.2,48.2,0.926,0.926,16.5,17.1,17.1,5.2,28.9,14.3,1.9,-6.4,-0.8
Connor Hellebuyck,1,,G,7600,WPG,@ANH,2,50%,2.75,60.4,60.2,60.2,0.933,0.933,22.2,23.3,23.3,8.9,37.7,19.2,2.5,-4.8,-0.6
Robin Lehner,,,G,7400,CHI,@NSH,1,35%,3.72,61.3,61.3,61.3,0.935,0.935,21.1,21.1,21.1,5.2,37.1,14.3,1.9,26.4,3.6
Alex Stalock,,,G,7400,MIN,@DAL,2,42%,2.70,55.6,50.4,50.4,0.928,0.928,18.1,15.7,15.7,-1.2,32.7,16.6,2.2,4.8,0.6
Petr Mrazek,,,G,7400,CAR,CGY,2,57%,2.78,53.8,49.5,49.5,0.909,0.909,21.0,17.4,17.4,-2.8,37.6,17.1,2.3,30.4,4.1
Alexander Georgiev,,,G,7300,NYR,TB,1,34%,3.77,49.4,49.4,49.4,0.913,0.913,14.0,14.0,14.0,0.0,28.0,13.9,1.9,31.2,4.3
Martin Jones,,,G,7300,SJ,@BOS,1,34%,3.47,51.9,53.1,53.1,0.892,0.892,10.7,10.6,10.6,-2.7,23.9,11.8,1.6,8.8,1.2
Jimmy Howard,,,G,7100,DET,EDM,1,46%,3.10,58.3,58.5,58.5,0.901,0.901,9.9,13.5,13.5,4.3,22.6,17.1,2.4,32.8,4.6
