Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
David Pastrnak,3,,W,9100,BOS,SJ,1,L1,P1,3.47,19.5,18.6,18.6,3.2,3.4,3.4,31.1,27.1,27.1,9.9,44.2,17.6,1.9,17.3,1.9
Connor McDavid,2,,C,8800,EDM,@DET,1,L1,P1,3.10,24.1,23.1,23.1,3.6,3.0,3.0,14.2,21.8,21.8,7.0,36.6,19.2,2.2,12.8,1.5
Brad Marchand,2,,W,8700,BOS,SJ,1,L1,P1,3.47,20.9,19.8,19.8,3.8,2.9,2.9,26.4,22.5,22.5,7.9,37.0,16.4,1.9,16.5,1.9
Steven Stamkos,2,,W,8600,TB,@NYR,2,L1,P1,3.77,18.5,19.4,19.4,3.2,3.2,3.2,16.0,17.1,17.1,5.8,28.3,15.9,1.8,11.2,1.3
Leon Draisaitl,2,,W,8500,EDM,@DET,1,L1,P1,3.10,23.2,23.8,23.8,3.0,3.6,3.6,16.9,23.1,23.1,9.6,36.6,16.4,1.9,18.4,2.2
Auston Matthews,2,,C,8500,TOR,WAS,2,L1,P1,3.41,19.8,19.2,19.2,3.6,4.0,4.0,15.7,18.2,18.2,6.8,29.5,18.1,2.1,42.1,5.0
Nikita Kucherov,2,,W,8400,TB,@NYR,2,L2,P1,3.77,18.5,19.4,19.4,3.4,2.4,2.4,12.4,13.8,13.8,0.5,27.2,18.8,2.2,20.0,2.4
Alexander Ovechkin,2,,W,8400,WAS,@TOR,3,L1,P1,3.09,20.4,21.0,21.0,5.6,4.6,4.6,22.2,19.4,19.4,8.8,30.0,17.0,2.0,57.0,6.8
Sidney Crosby,2,,C,8300,PIT,PHI,2,L1,P1,3.47,21.0,21.2,21.2,1.8,2.4,2.4,6.4,15.2,15.2,5.8,24.5,16.1,1.9,39.2,4.7
Evgeni Malkin,,Q,C,8000,PIT,PHI,23,,,3.47,14.1,14.1,14.1,2.0,2.0,2.0,9.4,9.4,9.4,-3.9,22.8,0.0,0.0,0.0,0.0
Patrick Kane,,,W,7900,CHI,@NSH,1,L1,P1,2.78,21.4,21.0,21.0,3.2,3.3,3.3,9.1,13.8,13.8,3.1,24.5,17.5,2.2,4.8,0.6
Mitchell Marner,2,,W,7900,TOR,WAS,2,L2,P1,3.41,19.3,19.6,19.6,2.4,3.0,3.0,14.2,16.2,16.2,4.7,27.8,15.3,1.9,14.9,1.9
Claude Giroux,1,,W,7600,PHI,@PIT,1,L1,P1,3.03,19.0,19.2,19.2,4.0,3.3,3.3,15.4,12.5,12.5,5.5,19.4,13.3,1.8,9.6,1.3
Evgeny Kuznetsov,2,,C,7600,WAS,@TOR,3,L2,P1,3.09,16.7,16.6,16.6,2.2,2.6,2.6,10.3,13.9,13.9,3.4,24.5,13.1,1.7,3.2,0.4
Patrik Laine,,Q,W,7600,WPG,@ANH,2,L2,P1,2.75,20.3,19.3,19.3,2.6,2.9,2.9,7.8,15.5,15.5,2.6,28.4,13.7,1.8,0.0,0.0
Artemi Panarin,,,W,7500,NYR,TB,1,L1,P1,2.73,21.4,21.0,21.0,2.6,2.7,2.7,14.9,14.8,14.8,7.4,22.2,13.9,1.9,14.9,2.0
Tyler Seguin,1,,C,7500,DAL,MIN,2,L1,P1,2.70,19.8,20.6,20.6,2.4,2.9,2.9,7.8,9.5,9.5,1.9,17.1,16.8,2.2,36.0,4.8
Mark Scheifele,,,C,7500,WPG,@ANH,2,L1,P1,2.75,23.1,21.9,21.9,3.2,2.3,2.3,11.2,14.4,14.4,5.7,23.0,14.2,1.9,1.6,0.2
Jake Guentzel,2,,W,7500,PIT,PHI,2,L1,P1,3.47,21.6,21.5,21.5,3.4,3.3,3.3,15.2,16.0,16.0,7.8,24.1,15.1,2.0,18.4,2.5
Patrice Bergeron,3,,C,7500,BOS,SJ,1,L1,P1,3.47,20.4,18.9,18.9,5.0,3.6,3.6,22.0,16.7,16.7,5.7,27.7,16.6,2.2,11.7,1.6
Filip Forsberg,,Q,W,7500,NSH,CHI,2,,,3.72,17.2,17.5,17.5,4.2,4.5,4.5,19.5,21.2,21.2,16.2,26.2,0.0,0.0,0.0,0.0
Mika Zibanejad,,Q,C,7400,NYR,TB,1,L2,P1,2.73,19.3,20.9,20.9,1.8,3.0,3.0,8.1,18.1,18.1,-2.6,38.8,0.0,0.0,0.0,0.0
Brayden Point,1,,C,7400,TB,@NYR,2,L2,P2,3.77,18.2,18.5,18.5,2.2,2.7,2.7,10.1,13.7,13.7,-2.1,29.5,14.8,2.0,9.6,1.3
John Tavares,,,C,7400,TOR,WAS,2,,,3.41,17.8,18.2,18.2,1.6,1.8,1.8,11.4,11.4,11.4,4.2,18.6,0.0,0.0,0.0,0.0
Johnny Gaudreau,,,W,7200,CGY,@CAR,2,L1,P1,2.78,18.6,19.3,19.3,2.8,2.8,2.8,9.5,11.7,11.7,1.9,21.4,16.3,2.3,12.8,1.8
Sean Monahan,,,C,7100,CGY,@CAR,2,L2,P1,2.78,17.6,18.3,18.3,2.2,2.8,2.8,7.8,10.8,10.8,2.2,19.3,14.7,2.1,4.8,0.7
John Carlson,2,,D,7100,WAS,@TOR,3,D1,P1,3.09,24.9,25.6,25.6,2.0,2.2,2.2,19.6,21.7,21.7,11.8,31.6,13.8,1.9,35.7,5.0
Matt Duchene,2,Q,C,7100,NSH,CHI,2,L2,P1,3.72,14.8,16.6,16.6,1.8,2.3,2.3,6.5,13.9,13.9,4.1,23.7,12.0,1.7,0.0,0.0
Logan Couture,,,C,7100,SJ,@BOS,1,L1,P1,2.53,19.1,18.4,18.4,1.8,2.1,2.1,9.6,12.0,12.0,5.3,18.8,13.9,2.0,3.2,0.5
Brent Burns,1,,D,7100,SJ,@BOS,1,D1,P1,2.53,26.8,26.5,26.5,2.2,2.8,2.8,14.9,15.1,15.1,7.1,23.2,14.9,2.1,20.5,2.9
Viktor Arvidsson,2,,W,7100,NSH,CHI,2,L1,P1,3.72,17.8,17.4,17.4,2.0,2.3,2.3,10.1,12.5,12.5,4.4,20.5,14.1,2.0,6.4,0.9
Evander Kane,,,W,7000,SJ,@BOS,1,L2,P1,2.53,19.8,19.8,19.8,4.8,4.1,4.1,17.4,19.7,19.7,2.7,36.7,13.1,1.9,3.2,0.5
Sebastian Aho,2,,C,7000,CAR,CGY,2,L2,P1,3.22,20.7,19.7,19.7,2.0,3.2,3.2,14.3,11.4,11.4,4.2,18.5,15.4,2.2,3.2,0.5
Roman Josi,3,,D,7000,NSH,CHI,2,D1,P1,3.72,24.4,24.5,24.5,3.4,3.4,3.4,22.5,19.4,19.4,7.5,31.3,13.8,2.0,12.8,1.8
Dylan Larkin,1,,C,6800,DET,EDM,1,L1,P1,2.90,21.3,21.0,21.0,4.0,3.0,3.0,10.7,13.1,13.1,5.7,20.5,16.1,2.4,31.7,4.7
Erik Karlsson,1,,D,6800,SJ,@BOS,1,D2,P2,2.53,25.9,25.9,25.9,2.0,2.0,2.0,12.8,11.7,11.7,4.5,18.9,14.6,2.1,13.3,2.0
