Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Brad Marchand,3,,W,8200,BOS,PHI,1,L1,P1,2.94,20.5,20.5,20.5,2.3,2.3,2.3,13.8,13.8,13.8,6.5,21.0,12.7,1.5,41.0,5.0
Patrik Laine,,D,W,8000,WPG,OTT,8,,,3.22,16.3,16.3,16.3,3.0,3.0,3.0,38.9,38.9,38.9,38.9,38.9,0.0,0.0,0.0,0.0
David Pastrnak,,D,W,8000,BOS,PHI,n/a,,,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrice Bergeron,3,,C,7500,BOS,PHI,1,L1,P1,2.94,18.7,18.7,18.7,4.8,4.8,4.8,16.2,16.2,16.2,5.9,26.4,12.4,1.7,42.6,5.7
Kyle Connor,3,,W,7500,WPG,OTT,1,L1,P1,3.22,19.9,19.9,19.9,2.5,2.5,2.5,21.3,21.3,21.3,12.8,29.7,12.6,1.7,26.4,3.5
Sean Couturier,,Q,C,7400,PHI,@BOS,7,,,2.56,10.1,10.1,10.1,0.5,0.5,0.5,5.6,5.6,5.6,-2.3,13.5,0.0,0.0,0.0,0.0
Mark Scheifele,3,,C,7400,WPG,OTT,1,L1,P1,3.22,24.1,24.1,24.1,3.8,3.8,3.8,18.9,18.9,18.9,11.6,26.2,11.9,1.6,33.3,4.5
Anze Kopitar,3,,C,7300,LA,@STL,1,L1,P1,2.35,23.9,23.9,23.9,2.8,2.8,2.8,18.4,18.4,18.4,9.0,27.8,10.1,1.4,10.1,1.4
J.T. Miller,3,Q,W,7100,VAN,MON,1,L2,P1,2.80,18.3,18.3,18.3,1.0,1.0,1.0,15.4,15.4,15.4,4.3,26.5,11.1,1.6,1.6,0.2
Brendan Gallagher,3,,W,7100,MON,@VAN,1,L1,P2,3.20,13.5,13.5,13.5,4.0,4.0,4.0,12.3,12.3,12.3,1.6,23.0,10.5,1.5,18.4,2.6
Travis Konecny,3,,W,6900,PHI,@BOS,1,L2,P1,2.56,15.8,15.8,15.8,2.4,2.4,2.4,18.8,18.8,18.8,0.5,37.2,10.3,1.5,0.0,0.0
Claude Giroux,3,,W,6900,PHI,@BOS,1,L3,P1,2.56,17.9,17.9,17.9,1.4,1.4,1.4,9.6,9.6,9.6,2.1,17.2,10.2,1.5,3.2,0.5
Brock Boeser,3,,W,6800,VAN,MON,1,L1,P1,2.80,20.0,18.6,18.6,2.2,2.5,2.5,10.1,13.5,13.5,-3.5,30.5,10.6,1.6,9.6,1.4
Bo Horvat,3,,C,6700,VAN,MON,1,L1,P1,2.80,20.3,18.7,18.7,3.0,3.2,3.2,17.4,18.9,18.9,2.7,35.1,10.5,1.6,9.6,1.4
Blake Wheeler,3,,W,6700,WPG,OTT,1,L1,P1,3.22,20.8,20.8,20.8,2.8,2.8,2.8,14.4,14.4,14.4,6.9,22.0,10.8,1.6,29.3,4.4
Elias Pettersson,3,,C,6500,VAN,MON,1,,,2.80,18.9,17.6,17.6,2.2,2.2,2.2,3.8,5.1,5.1,1.4,8.8,0.0,0.0,15.2,2.3
Brady Tkachuk,3,,W,6500,OTT,@WPG,1,L1,P1,2.78,17.3,17.3,17.3,4.0,4.0,4.0,13.8,13.8,13.8,-1.7,29.3,10.8,1.7,16.8,2.6
Jakub Voracek,1,,W,6400,PHI,@BOS,1,L1,P2,2.56,16.1,16.1,16.1,1.0,1.0,1.0,12.8,12.8,12.8,2.1,23.6,8.6,1.3,9.6,1.5
Tomas Tatar,2,,W,6200,MON,@VAN,1,L1,P2,3.20,13.3,13.3,13.3,1.6,1.6,1.6,14.1,14.1,14.1,3.6,24.7,9.5,1.5,9.6,1.5
Ryan O'Reilly,3,,C,6200,STL,LA,2,L1,P1,3.15,17.4,17.4,17.4,2.5,2.5,2.5,6.8,6.8,6.8,2.6,11.0,9.9,1.6,18.1,2.9
Nick Suzuki,2,,C,5900,MON,@VAN,1,L2,P1,3.20,15.2,15.2,15.2,3.0,3.0,3.0,15.0,15.0,15.0,10.3,19.6,8.2,1.4,13.6,2.3
Kevin Hayes,1,,C,5800,PHI,@BOS,1,L1,P2,2.56,19.1,19.1,19.1,2.2,2.2,2.2,16.4,16.4,16.4,5.4,27.5,8.4,1.4,15.2,2.6
Jaden Schwartz,2,,W,5800,STL,LA,2,L2,P1,3.15,16.5,16.5,16.5,2.3,2.3,2.3,5.6,5.6,5.6,-0.3,11.5,9.0,1.6,16.8,2.9
Nikolaj Ehlers,2,,W,5800,WPG,OTT,1,L2,P2,3.22,17.1,17.1,17.1,2.8,2.8,2.8,14.4,14.4,14.4,7.3,21.5,10.5,1.8,28.5,4.9
Shea Weber,3,,D,5800,MON,@VAN,1,D1,P1,3.20,20.4,20.4,20.4,2.4,2.4,2.4,12.4,12.4,12.4,6.8,18.0,9.6,1.7,8.0,1.4
David Krejci,3,,C,5700,BOS,PHI,1,L2,P1,2.94,18.9,18.9,18.9,2.3,2.3,2.3,11.1,11.1,11.1,2.0,20.1,7.7,1.4,10.1,1.8
David Perron,3,,W,5700,STL,LA,2,L1,P1,3.15,14.4,14.4,14.4,1.5,1.5,1.5,4.8,4.8,4.8,0.5,9.1,9.1,1.6,30.1,5.3
Mike Hoffman,2,,W,5500,STL,LA,2,L3,P2,3.15,14.0,14.0,14.0,1.7,1.7,1.7,6.7,6.7,6.7,0.7,12.7,10.0,1.8,11.2,2.0
Quinn Hughes,3,,D,5500,VAN,MON,1,D2,P1,2.80,24.6,23.1,23.1,3.2,3.2,3.2,12.5,14.1,14.1,7.0,21.2,9.2,1.7,4.8,0.9
Jeff Petry,3,,D,5500,MON,@VAN,1,D2,P1,3.20,19.2,19.2,19.2,2.8,2.8,2.8,20.5,20.5,20.5,10.9,30.1,8.0,1.5,1.6,0.3
Dustin Brown,2,,W,5400,LA,@STL,1,L3,P1,2.35,16.7,16.7,16.7,2.3,2.3,2.3,9.3,9.3,9.3,3.1,15.4,7.6,1.4,14.1,2.6
Brayden Schenn,3,,C,5300,STL,LA,2,L2,P1,3.15,16.2,16.2,16.2,2.3,2.3,2.3,10.8,10.8,10.8,1.6,20.0,9.0,1.7,11.2,2.1
Ivan Provorov,2,,D,5300,PHI,@BOS,1,D1,P2,2.56,25.8,25.8,25.8,1.6,1.6,1.6,10.5,10.5,10.5,3.5,17.5,8.7,1.6,1.6,0.3
Thomas Chabot,2,,D,5300,OTT,@WPG,1,D1,P1,2.78,24.2,24.2,24.2,1.5,1.5,1.5,9.1,9.1,9.1,-0.1,18.4,9.8,1.8,8.0,1.5
Colton Parayko,,,D,5200,STL,LA,2,D1,,3.15,21.1,21.1,21.1,2.8,2.8,2.8,11.2,11.2,11.2,4.7,17.7,8.4,1.6,4.8,0.9
Drew Doughty,3,,D,5000,LA,@STL,1,D1,P1,2.35,28.7,28.7,28.7,1.3,1.3,1.3,12.3,12.3,12.3,4.4,20.3,8.3,1.7,13.3,2.7
James van Riemsdyk,1,,W,5000,PHI,@BOS,1,L3,P1,2.56,15.5,15.5,15.5,2.2,2.2,2.2,14.8,14.8,14.8,3.2,26.4,8.3,1.7,3.2,0.6
Neal Pionk,1,,D,4900,WPG,OTT,1,D2,P2,3.22,24.1,24.1,24.1,1.8,1.8,1.8,10.4,10.4,10.4,6.6,14.2,8.7,1.8,11.7,2.4
Torey Krug,3,,D,4900,STL,LA,2,D1,P1,3.15,19.7,19.7,19.7,1.5,1.5,1.5,6.0,6.0,6.0,4.5,7.5,9.4,1.9,18.9,3.9
Tyler Toffoli,2,,W,4900,MON,@VAN,1,L3,P1,3.20,14.1,14.1,14.1,3.6,3.6,3.6,22.6,22.6,22.6,0.4,44.8,8.7,1.8,11.2,2.3
Derek Stepan,1,,C,4800,OTT,@WPG,1,L2,P2,2.78,16.6,16.6,16.6,2.8,2.8,2.8,10.7,10.7,10.7,4.4,17.0,7.2,1.5,4.8,1.0
Paul Stastny,2,,C,4800,WPG,OTT,1,L2,P1,3.22,17.9,17.9,17.9,2.3,2.3,2.3,3.6,3.6,3.6,0.1,7.1,7.6,1.6,31.7,6.6
Alex Iafallo,3,,W,4800,LA,@STL,1,L1,P1,2.35,21.6,21.6,21.6,2.0,2.0,2.0,7.7,7.7,7.7,3.4,12.1,7.8,1.6,11.2,2.3
Tanner Pearson,1,,W,4700,VAN,MON,1,L1,P2,2.80,16.3,15.4,15.4,1.0,1.3,1.3,1.6,4.8,4.8,-3.2,12.8,8.2,1.7,3.2,0.7
Jeff Carter,1,,W,4600,LA,@STL,1,L2,P2,2.35,17.2,17.2,17.2,4.0,4.0,4.0,18.7,18.7,18.7,6.8,30.6,7.2,1.6,0.0,0.0
Phillip Danault,,,C,4600,MON,@VAN,1,L1,,3.20,13.6,13.6,13.6,0.4,0.4,0.4,6.1,6.1,6.1,-0.9,13.1,7.8,1.7,0.0,0.0
Evgeni Dadonov,2,,W,4600,OTT,@WPG,1,L3,P1,2.78,16.2,16.2,16.2,1.8,1.8,1.8,5.7,5.7,5.7,-1.7,13.2,8.8,1.9,18.4,4.0
Adrian Kempe,2,,W,4600,LA,@STL,1,L1,P1,2.35,16.7,16.7,16.7,3.3,3.3,3.3,12.1,12.1,12.1,5.2,19.1,7.0,1.5,15.2,3.3
Charles McAvoy,2,,D,4600,BOS,PHI,1,D1,P1,2.94,26.0,26.0,26.0,1.8,1.8,1.8,5.2,5.2,5.2,3.2,7.2,8.9,1.9,11.7,2.5
Zachary Sanford,,,W,4600,STL,LA,2,L1,,3.15,12.9,12.9,12.9,1.5,1.5,1.5,6.0,6.0,6.0,0.2,11.8,6.6,1.4,1.6,0.3
Jonathan Drouin,2,,W,4600,MON,@VAN,1,L2,P1,3.20,13.5,13.5,13.5,0.6,0.6,0.6,7.8,7.8,7.8,-3.1,18.7,7.8,1.7,23.2,5.0
Nolan Patrick,3,,C,4500,PHI,@BOS,1,L2,P1,2.56,15.5,15.5,15.5,1.2,1.2,1.2,10.2,10.2,10.2,4.4,15.9,6.9,1.5,3.2,0.7
Nate Schmidt,1,,D,4500,VAN,MON,1,D1,P2,2.80,23.1,22.0,22.0,0.8,0.8,0.8,5.9,6.3,6.3,0.7,11.9,7.9,1.8,16.0,3.6
Connor Brown,1,,W,4500,OTT,@WPG,1,L2,P2,2.78,19.6,19.6,19.6,1.3,1.3,1.3,9.6,9.6,9.6,3.1,16.1,7.5,1.7,3.2,0.7
Jake DeBrusk,1,,W,4500,BOS,PHI,1,L1,P2,2.94,16.2,16.2,16.2,2.0,2.0,2.0,3.2,3.2,3.2,1.4,5.0,8.4,1.9,12.8,2.8
Chris Tierney,,,C,4500,OTT,@WPG,1,L2,,2.78,16.1,16.1,16.1,0.8,0.8,0.8,11.0,11.0,11.0,4.7,17.3,6.8,1.5,1.6,0.4
Erik Gustafsson,1,,D,4500,PHI,@BOS,1,D2,P2,2.56,18.6,18.6,18.6,1.2,1.2,1.2,8.2,8.2,8.2,0.1,16.3,7.2,1.6,3.2,0.7
Josh Anderson,2,,W,4400,MON,@VAN,1,L2,P2,3.20,13.2,13.2,13.2,3.2,3.2,3.2,13.6,13.6,13.6,0.3,26.9,7.3,1.7,16.0,3.6
Robert Thomas,1,,C,4300,STL,LA,2,L3,P2,3.15,12.4,12.4,12.4,0.5,0.5,0.5,5.2,5.2,5.2,-2.3,12.7,7.5,1.7,17.6,4.1
Joshua Morrissey,3,,D,4300,WPG,OTT,1,D1,P1,3.22,25.3,25.3,25.3,1.8,1.8,1.8,9.8,9.8,9.8,-0.5,20.1,7.6,1.8,3.2,0.7
Matthew Grzelcyk,,,D,4300,BOS,PHI,1,,,2.94,19.7,19.7,19.7,3.3,3.3,3.3,10.5,10.5,10.5,4.4,16.6,0.0,0.0,0.0,0.0
Charlie Coyle,1,,C,4300,BOS,PHI,1,L3,P2,2.94,18.8,18.8,18.8,1.5,1.5,1.5,6.2,6.2,6.2,-1.0,13.4,7.0,1.6,23.2,5.4
Alexander Romanov,2,,D,4200,MON,@VAN,1,D3,P2,3.20,16.1,16.1,16.1,3.2,3.2,3.2,11.1,11.1,11.1,4.5,17.8,4.5,1.1,4.8,1.1
Craig Smith,1,,W,4200,BOS,PHI,1,L3,P2,2.94,14.8,14.8,14.8,2.3,2.3,2.3,6.4,6.4,6.4,-0.6,13.4,6.0,1.4,23.2,5.5
Joel Farabee,1,,W,4100,PHI,@BOS,1,L1,P2,2.56,15.2,15.2,15.2,2.2,2.2,2.2,11.2,11.2,11.2,-6.8,29.3,6.3,1.5,3.2,0.8
Alexander Edler,,Q,D,4100,VAN,MON,2,D1,,2.80,15.7,15.7,15.7,1.8,1.8,1.8,6.1,6.1,6.1,-0.5,12.6,9.1,2.2,8.0,2.0
Travis Sanheim,,,D,3900,PHI,@BOS,1,D1,,2.56,22.3,22.3,22.3,1.4,1.4,1.4,7.5,7.5,7.5,-0.1,15.2,6.8,1.7,0.0,0.0
Josh Norris,3,,C,3900,OTT,@WPG,1,L1,P1,2.78,16.1,16.1,16.1,2.3,2.3,2.3,11.7,11.7,11.7,0.7,22.6,6.3,1.6,8.0,2.1
Olli Maatta,,,D,3900,LA,@STL,1,,,2.35,18.2,18.2,18.2,1.8,1.8,1.8,3.6,3.6,3.6,0.3,6.9,0.0,0.0,0.0,0.0
Jesperi Kotkaniemi,1,,C,3900,MON,@VAN,1,L3,P2,3.20,12.0,12.0,12.0,2.2,2.2,2.2,10.4,10.4,10.4,2.5,18.3,6.3,1.6,4.8,1.2
Justin Faulk,,,D,3900,STL,LA,2,D2,,3.15,20.9,20.9,20.9,3.3,3.3,3.3,11.2,11.2,11.2,-5.9,28.3,6.5,1.7,9.6,2.5
Nikita Zaitsev,,,D,3900,OTT,@WPG,1,D1,,2.78,21.3,21.3,21.3,0.8,0.8,0.8,14.0,14.0,14.0,9.8,18.2,5.5,1.4,3.2,0.8
Mike Reilly,1,,D,3800,OTT,@WPG,1,D2,P2,2.78,16.4,16.4,16.4,1.7,1.7,1.7,7.6,7.6,7.6,1.3,14.0,5.9,1.6,9.6,2.5
Artturi Lehkonen,,,W,3800,MON,@VAN,1,L4,,3.20,11.1,11.1,11.1,1.0,1.0,1.0,7.0,7.0,7.0,0.5,13.5,6.5,1.7,4.8,1.3
