Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Luka Doncic,14,,PG,11500,DAL,@UTA,1,109,37,27,101,104,6%,21,19,21,34,36,35,53.4,55.1,38.5,71.7,35.5,53.2,4.6,33.8,42.8,3.7
Giannis Antetokounmpo,15,,PF,11300,MIL,@TOR,2,118,34,26,103,106,1%,15,18,18,36,35,32,51.2,50.1,38.5,61.7,34.0,54.1,4.8,37.8,60.1,5.3
Nikola Jokic,9,,C,11200,DEN,@MIA,1,111,31,31,102,109,-12%,17,21,17,38,37,36,57.4,56.9,45.8,68.1,34.5,51.8,4.6,34.1,40.7,3.6
Kevin Durant,5,,SF,10700,BKN,@ATL,1,122,31,27,103,106,-3%,20,22,20,37,40,37,57.1,51.9,41.6,62.3,36.5,50.9,4.8,42.1,46.0,4.3
Trae Young,8,,PG,10600,ATL,BKN,0,116,35,23,104,108,-3%,23,20,18,34,37,34,52.0,42.6,29.9,55.3,34.5,43.3,4.1,43.6,52.6,5.0
Karl-Anthony Towns,,O,C,10500,MIN,@GSW,13,111,27,27,106,108,4%,17,16,16,36,33,33,50.6,50.6,48.6,52.6,0.0,0.0,0.0,,0.0,0.0
Clint Capela,6,,C,10500,ATL,BKN,0,116,19,24,104,108,13%,11,14,11,32,36,30,60.8,41.5,23.9,59.1,34.0,44.2,4.2,29.8,28.2,2.7
LeBron James,8,,SF,10400,LAL,@PHI,1,113,33,25,104,105,8%,21,19,19,33,35,33,49.3,46.2,36.0,56.5,33.0,46.2,4.4,38.5,47.2,4.5
Brad Beal,21,,SG,10300,WAS,@NOR,0,110,37,26,101,110,2%,29,29,25,34,36,36,54.3,50.2,39.5,60.8,37.0,51.2,5.0,40.1,69.8,6.8
Anthony Davis,3,P,PF,10100,LAL,@PHI,1,113,26,26,104,105,-7%,19,17,16,32,34,33,52.6,47.4,37.3,57.5,33.0,45.2,4.5,34.6,39.6,3.9
Russell Westbrook,,O,PG,9900,WAS,@NOR,0,110,32,12,101,110,4%,14,17,18,27,33,35,37.5,43.5,31.5,55.5,0.0,0.0,0.0,,0.0,0.0
Joel Embiid,4,,C,9800,PHI,LAL,3,109,31,31,102,102,-7%,18,17,16,33,32,32,55.3,50.6,34.2,67.0,33.0,46.6,4.8,37.7,42.2,4.3
James Harden,3,,SG,9800,BKN,@ATL,1,122,30,22,103,106,-3%,9,14,16,37,40,38,43.5,47.8,34.7,60.8,36.5,47.7,4.9,45.9,69.1,7.1
Stephen Curry,17,,PG,9600,GSW,MIN,1,120,32,24,104,111,9%,20,20,20,34,35,34,45.7,44.9,32.8,56.9,34.5,47.6,5.0,33.2,32.2,3.4
Jayson Tatum,4,,PF,9600,BOS,@SAS,1,114,31,23,103,107,-6%,24,22,22,33,35,36,46.0,45.0,37.4,52.7,34.5,42.0,4.4,34.1,45.4,4.7
Bam Adebayo,5,,PF,9400,MIA,DEN,1,105,25,24,100,110,-4%,20,16,12,37,35,32,44.5,41.5,30.6,52.4,35.0,46.7,5.0,33.5,29.4,3.1
Nikola Vucevic,14,,C,9400,ORL,SAC,1,112,28,25,103,117,11%,23,23,20,36,38,34,47.5,46.5,37.8,55.3,35.5,48.8,5.2,33,38.8,4.1
Kyrie Irving,15,,PG,9200,BKN,@ATL,1,122,30,25,103,106,8%,17,21,21,38,37,35,45.9,45.6,36.9,54.3,36.0,45.9,5.0,41.9,45.3,4.9
Domas Sabonis,13,,PF,9200,IND,@CHA,1,112,24,20,102,107,19%,12,14,15,43,40,38,47.5,45.2,37.0,53.4,37.5,46.7,5.1,37.2,48.2,5.2
Jaylen Brown,0,,SF,9000,BOS,@SAS,1,114,32,26,103,107,-4%,25,21,20,33,31,33,41.2,42.6,32.4,52.7,34.5,36.7,4.1,36.1,45.3,5.0
Andre Drummond,7,,C,8800,CLE,DET,1,109,31,21,101,110,5%,15,15,16,23,28,30,42.8,45.2,28.7,61.6,27.5,41.7,4.7,28,62.2,7.1
Jimmy Butler,,O,SF,8600,MIA,DEN,12,105,26,22,100,110,-8%,19,12,13,35,28,29,34.9,37.1,18.5,55.7,0.0,0.0,0.0,,0.0,0.0
Shai Gilgeous-Alexander,7,,SG,8500,OKC,@PHO,1,104,27,22,99,107,-8%,14,16,15,35,36,34,44.5,39.5,27.6,51.4,34.0,40.0,4.7,31.3,49.4,5.8
Kristaps Porzingis,1,,PF,8400,DAL,@UTA,1,109,26,20,101,104,-7%,16,16,16,33,33,31,39.3,36.2,27.4,45.1,32.0,37.5,4.5,31.8,30.0,3.6
Jerami Grant,8,,SF,8400,DET,@CLE,1,107,26,21,100,107,8%,16,18,18,34,35,36,41.4,41.2,31.4,51.0,35.5,39.1,4.7,32.8,32.6,3.9
Deandre Ayton,13,,C,8300,PHO,OKC,3,112,19,20,103,110,5%,14,13,11,37,34,32,41.5,35.2,24.6,45.8,33.5,41.9,5.0,35.1,20.8,2.5
Malcolm Brogdon,5,,PG,8300,IND,@CHA,1,112,26,20,102,107,-3%,20,20,18,37,37,38,37.3,41.0,30.8,51.3,36.5,39.9,4.8,37.1,43.4,5.2
Donovan Mitchell,1,O,SG,8200,UTA,DAL,0,112,31,18,101,108,0%,17,17,19,31,33,33,37.6,36.1,27.9,44.4,0.0,0.0,0.0,,0.0,0.0
Ben Simmons,2,,PG,8200,PHI,LAL,1,109,21,17,102,102,-12%,9,8,9,35,35,33,42.5,39.5,32.0,47.1,34.0,37.5,4.6,39,50.2,6.1
Gordon Hayward,6,,SF,8100,CHA,IND,1,109,26,21,103,108,-2%,21,18,17,38,36,35,42.1,39.2,26.8,51.7,36.0,38.0,4.7,40.4,25.2,3.1
Rudy Gobert,9,,C,8000,UTA,DAL,0,112,17,22,101,108,7%,10,8,8,28,30,30,42.6,39.5,31.6,47.3,32.5,42.2,5.3,37.5,70.5,8.8
DeMar DeRozan,3,,SG,7900,SAS,BOS,2,110,25,22,102,108,-1%,14,14,14,34,32,34,37.2,39.8,28.8,50.8,34.0,37.7,4.8,34.2,34.5,4.4
De'Aaron Fox,17,,PG,7900,SAC,@ORL,4,111,30,19,101,108,6%,19,19,17,36,34,33,43.7,38.7,22.4,55.0,35.5,40.7,5.2,39,41.6,5.3
Khris Middleton,13,,SF,7900,MIL,@TOR,2,118,26,23,103,106,4%,16,17,16,35,35,33,38.3,38.9,31.8,46.1,34.0,39.4,5.0,34.7,48.5,6.1
Fred Van Vleet,6,,SG,7900,TOR,MIL,1,111,24,17,104,107,-2%,18,16,17,38,37,37,39.5,39.4,29.7,49.0,36.0,37.7,4.8,38.1,50.0,6.3
Zion Williamson,7,,PF,7800,NOR,WAS,3,118,27,23,107,112,-6%,15,17,17,36,35,34,39.3,38.9,31.5,46.3,35.5,41.4,5.3,32.8,44.4,5.7
Jrue Holiday,6,,PG,7700,MIL,@TOR,2,118,21,19,103,106,4%,16,15,13,36,36,33,36.9,34.9,26.5,43.3,34.5,35.3,4.6,34.5,30.9,4.0
Pascal Siakam,1,,SF,7700,TOR,MIL,4,111,25,15,104,107,-2%,14,15,16,35,35,36,31.6,37.1,26.1,48.0,35.0,36.5,4.7,35.1,24.3,3.2
Richaun Holmes,1,,C,7600,SAC,@ORL,4,111,15,20,101,108,-5%,8,9,9,36,36,31,33.9,32.2,20.5,44.0,34.0,35.3,4.6,31.8,36.9,4.9
Dejounte Murray,1,,PG,7600,SAS,BOS,2,110,23,17,102,108,-16%,15,14,14,30,32,32,40.8,36.1,27.6,44.6,32.0,35.0,4.6,36.2,30.2,4.0
Brandon Ingram,18,,SF,7500,NOR,WAS,3,118,29,20,107,112,3%,17,17,18,35,35,36,31.8,39.0,28.6,49.3,35.5,39.6,5.3,36,47.2,6.3
D'Angelo Russell,2,O,SG,7500,MIN,@GSW,4,111,31,17,106,108,2%,13,18,17,26,30,31,37.6,34.4,21.1,47.8,0.0,0.0,0.0,,0.0,0.0
Kyle Lowry,5,,PG,7500,TOR,MIL,1,111,23,15,104,107,-2%,12,12,13,35,35,36,34.6,35.8,28.3,43.3,35.5,36.7,4.9,37.4,28.7,3.8
Chris Paul,19,,PG,7400,PHO,OKC,3,112,23,17,103,110,-8%,18,13,12,40,36,33,38.0,34.5,24.6,44.5,32.5,41.9,5.7,34.6,44.5,6.0
John Collins,6,,PF,7400,ATL,BKN,0,116,20,19,104,108,4%,15,14,12,36,36,31,37.3,32.3,22.8,41.8,32.0,33.2,4.5,39.3,36.1,4.9
Collin Sexton,7,,SG,7300,CLE,DET,1,109,29,21,101,110,1%,13,19,18,23,30,34,36.4,35.9,23.7,48.1,32.5,33.0,4.5,34.8,43.5,6.0
Devin Booker,,O,SG,7200,PHO,OKC,4,112,29,15,103,110,-1%,20,20,18,37,36,37,36.8,34.2,26.0,42.3,0.0,0.0,0.0,,0.0,0.0
Jamal Murray,3,,PG,7200,DEN,@MIA,1,111,25,15,102,109,3%,17,18,16,34,34,35,34.5,31.9,19.3,44.6,34.0,32.1,4.5,35.8,28.0,3.9
Myles Turner,9,,C,7100,IND,@CHA,1,112,17,19,102,107,5%,11,12,10,35,38,33,45.7,38.7,29.8,47.6,33.5,37.0,5.2,27.1,28.3,4.0
Tobias Harris,1,,SF,7000,PHI,LAL,1,109,23,19,102,102,-4%,17,16,15,32,36,34,33.4,35.4,25.1,45.7,34.5,32.6,4.7,36.6,36.9,5.3
Kemba Walker,6,,PG,7000,BOS,@SAS,2,114,,,103,107,2%,14,14,14,26,23,23,32.5,32.5,23.5,41.6,28.5,31.9,4.6,27.2,18.0,2.6
Andrew Wiggins,8,,SG,6800,GSW,MIN,1,120,22,15,104,111,11%,14,13,15,28,30,32,33.4,32.2,22.8,41.6,32.5,32.7,4.8,30.9,25.1,3.7
Michael Porter,5,,SF,6800,DEN,@MIA,1,111,21,25,102,109,10%,14,13,12,31,29,28,35.1,34.8,23.0,46.7,28.0,31.1,4.6,25,33.5,4.9
Aaron Gordon,10,,PF,6800,ORL,SAC,1,112,24,17,103,117,-4%,10,11,11,36,35,30,41.3,32.8,21.6,44.0,33.5,37.7,5.5,26.4,12.5,1.8
Terry Rozier,2,,PG,6800,CHA,IND,1,109,22,16,103,108,-8%,14,15,15,37,37,34,32.6,31.9,21.9,42.0,36.0,30.7,4.5,32.7,35.3,5.2
Malik Beasley,5,,SF,6700,MIN,@GSW,1,111,24,16,106,108,2%,18,16,16,31,31,32,30.7,30.4,21.9,38.9,32.5,32.4,4.8,30.5,34.5,5.1
Mike Conley,2,,PG,6700,UTA,DAL,0,112,24,20,101,108,-21%,12,11,13,29,30,30,32.0,32.7,23.6,41.7,31.5,33.4,5.0,29.6,33.6,5.0
Keldon Johnson,0,,SF,6600,SAS,BOS,2,110,19,15,102,108,-1%,12,10,11,32,29,31,24.5,29.4,18.9,39.9,30.5,27.8,4.2,31.2,32.5,4.9
Marcus Smart,,,SG,6600,BOS,@SAS,1,114,21,16,103,107,-4%,7,13,11,26,31,32,35.7,31.4,24.2,38.6,32.0,28.6,4.3,39,24.3,3.7
Chris Boucher,3,,PF,6500,TOR,MIL,1,111,20,25,104,107,-2%,12,10,10,26,24,25,26.6,33.7,19.9,47.5,26.0,31.9,4.9,13.2,21.1,3.2
Kendrick Nunn,6,,SG,6500,MIA,DEN,1,105,22,13,100,110,-8%,16,15,10,34,35,24,33.6,20.8,4.8,36.8,34.0,32.5,5.0,38.9,27.9,4.3
Larry Nance Jr.,,O,SF,6500,CLE,DET,2,109,14,15,101,110,-4%,11,10,9,38,38,36,31.8,31.4,20.2,42.6,0.0,0.0,0.0,,0.0,0.0
PJ Washington,1,,PF,6500,CHA,IND,1,109,21,14,103,108,4%,7,11,10,27,31,29,28.7,29.1,17.7,40.5,31.0,30.3,4.7,31.6,30.6,4.7
Thomas Bryant,,O,C,6400,WAS,@NOR,17,110,17,19,101,110,-4%,4,6,9,16,23,27,23.1,26.4,13.6,39.2,0.0,0.0,0.0,,0.0,0.0
LaMelo Ball,,,PG,6400,CHA,IND,1,109,26,16,103,108,-8%,11,11,11,24,23,25,25.5,30.6,17.5,43.8,24.5,29.9,4.7,21.9,19.3,3.0
Devonte' Graham,2,,SG,6300,CHA,IND,1,109,21,13,103,108,-8%,15,15,13,36,37,35,31.5,31.2,25.3,37.1,35.5,30.7,4.9,35.3,27.1,4.3
O.G. Anunoby,2,O,SF,6200,TOR,MIL,1,111,16,15,104,107,5%,14,13,11,37,37,35,37.6,30.8,20.5,41.1,0.0,0.0,0.0,,0.0,0.0
Tyler Herro,,O,SG,6100,MIA,DEN,6,105,24,13,100,110,-8%,21,16,14,36,34,34,32.5,30.0,18.8,41.3,0.0,0.0,0.0,,0.0,0.0
