Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Connor McDavid,,,C,9300,EDM,@VGK,1,L1,P1,2.63,20.3,22.1,22.1,3.8,3.5,3.5,34.0,23.9,23.9,6.9,40.8,19.2,2.1,32.5,3.5
David Pastrnak,1,,W,9200,BOS,MIN,1,L1,P1,3.19,19.9,19.2,19.2,5.8,4.1,4.1,23.7,24.6,24.6,10.6,38.5,17.6,1.9,6.4,0.7
Leon Draisaitl,,,W,8800,EDM,@VGK,1,L1,P1,2.63,20.4,22.7,22.7,3.6,3.3,3.3,24.4,23.3,23.3,10.7,35.9,16.4,1.9,27.7,3.1
Nathan MacKinnon,2,,C,8800,COL,TOR,1,L1,P1,3.23,21.8,21.2,21.2,4.0,4.8,4.8,26.9,22.5,22.5,9.8,35.2,18.6,2.1,20.0,2.3
Patrick Kane,,,W,8600,CHI,@DAL,1,L2,P1,2.44,21.2,21.2,21.2,4.2,3.4,3.4,23.9,18.4,18.4,7.0,29.8,17.5,2.0,22.4,2.6
Brad Marchand,,,W,8500,BOS,MIN,1,L1,P1,3.19,19.8,19.7,19.7,2.6,2.6,2.6,20.5,20.8,20.8,5.9,35.7,16.4,1.9,23.2,2.7
Artemi Panarin,,,W,8400,NYR,@MON,0,L1,P1,2.74,21.4,20.6,20.6,4.0,3.1,3.1,20.9,17.7,17.7,9.7,25.7,13.9,1.7,23.2,2.8
Aleksander Barkov,,,C,8400,FLA,@CAR,1,L1,P1,3.01,21.1,20.1,20.1,3.8,2.8,2.8,20.3,17.2,17.2,7.3,27.0,16.4,2.0,1.6,0.2
Auston Matthews,,,C,8400,TOR,@COL,1,L1,P1,3.27,18.8,19.7,19.7,2.4,3.7,3.7,10.6,18.8,18.8,5.5,32.2,18.1,2.2,23.7,2.8
Nikita Kucherov,,Q,W,8200,TB,ANH,1,L1,P1,3.50,16.4,18.4,18.4,1.8,2.3,2.3,16.1,13.6,13.6,0.5,26.7,18.8,2.3,22.1,2.7
