Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Tuukka Rask,,,G,9000,BOS,MIN,1,66%,2.31,60.9,60.6,60.6,0.931,0.931,20.5,23.8,23.8,11.1,36.6,20.5,2.3,21.6,2.4
Marc-Andre Fleury,,,G,8900,VGK,EDM,1,63%,2.63,60.2,58.0,58.0,0.922,0.922,18.7,20.6,20.6,4.9,36.4,19.0,2.1,5.6,0.6
Andrei Vasilevskii,,,G,8700,TB,ANH,1,67%,2.50,58.7,59.5,59.5,0.904,0.904,12.0,16.9,16.9,3.3,30.4,22.1,2.5,32.8,3.8
Jordan Binnington,,,G,8600,STL,NSH,1,55%,2.62,61.2,60.9,60.9,0.926,0.926,22.4,21.1,21.1,8.6,33.6,17.9,2.1,19.2,2.2
Carey Price,,,G,8400,MON,NYR,2,66%,2.74,60.8,60.3,60.3,0.912,0.912,18.1,18.7,18.7,7.4,30.1,20.4,2.4,-1.6,-0.2
Petr Mrazek,,,G,8300,CAR,FLA,1,57%,3.01,59.8,54.7,54.7,0.902,0.902,14.2,16.7,16.7,0.2,33.2,16.2,2.0,20.8,2.5
Frederik Andersen,,,G,8100,TOR,@COL,1,51%,3.23,60.2,60.2,60.2,0.915,0.915,15.7,19.1,19.1,6.6,31.5,18.1,2.2,27.2,3.4
Mike Smith,,,G,8100,EDM,@VGK,1,37%,3.37,52.1,54.4,54.4,0.910,0.910,13.6,16.2,16.2,-0.5,32.8,14.3,1.8,24.0,3.0
Martin Jones,,,G,7900,SJ,NYI,1,51%,2.98,61.8,57.0,57.0,0.885,0.885,17.3,12.2,12.2,0.7,23.6,15.8,2.0,29.6,3.7
Philipp Grubauer,,,G,7900,COL,TOR,1,49%,3.27,59.2,60.1,60.1,0.916,0.916,15.0,19.7,19.7,10.3,29.1,17.1,2.2,-7.2,-0.9
Semyon Varlamov,1,,G,7900,NYI,@SJ,1,49%,3.02,61.0,57.7,57.7,0.912,0.912,21.6,20.3,20.3,7.3,33.4,18.1,2.3,11.2,1.4
Ryan Miller,,,G,7700,ANH,@TB,1,33%,3.50,52.5,53.7,53.7,0.919,0.919,15.5,17.7,17.7,5.4,30.0,14.2,1.8,-7.2,-0.9
Sergei Bobrovsky,,,G,7700,FLA,@CAR,1,42%,3.49,55.6,54.7,54.7,0.886,0.886,15.7,13.1,13.1,-0.2,26.4,15.2,2.0,12.0,1.6
Anton Khudobin,,,G,7700,DAL,CHI,1,62%,2.44,51.5,54.8,54.8,0.921,0.921,23.2,18.0,18.0,6.8,29.3,20.6,2.7,38.4,5.0
Alexander Georgiev,,,G,7500,NYR,@MON,0,34%,3.76,53.7,51.8,51.8,0.906,0.906,17.0,15.6,15.6,-0.5,31.8,13.9,1.9,22.4,3.0
Robin Lehner,,,G,7500,CHI,@DAL,1,38%,3.06,59.2,55.6,55.6,0.934,0.934,25.6,22.0,22.0,7.9,36.1,17.3,2.3,28.0,3.7
Juuse Saros,,,G,7400,NSH,@STL,1,45%,2.88,40.8,50.3,50.3,0.888,0.888,5.6,7.8,7.8,-2.5,18.0,16.9,2.3,23.2,3.1
Alex Stalock,,,G,7300,MIN,@BOS,1,34%,3.19,51.8,51.1,51.1,0.913,0.913,15.7,15.7,15.7,-0.6,32.0,13.7,1.9,7.2,1.0
Laurent Brossoit,,,G,7300,WPG,CLS,1,53%,2.91,54.5,56.2,56.2,0.866,0.866,7.8,10.5,10.5,-4.8,25.8,18.8,2.6,9.6,1.3
Elvis Merzlikins,,,G,7200,CLS,@WPG,1,47%,3.09,56.1,56.1,56.1,0.894,0.894,8.8,8.8,8.8,0.9,16.7,15.7,2.2,5.6,0.8
Jonathan Bernier,,,G,7100,DET,@NJ,1,41%,3.25,59.7,55.5,55.5,0.891,0.891,15.8,11.9,11.9,1.5,22.3,15.8,2.2,7.2,1.0
Louis Domingue,,,G,7000,NJ,DET,0,59%,2.75,17.5,17.5,17.5,1.000,1.000,4.0,4.0,4.0,4.0,4.0,0.0,0.0,23.2,3.3
