Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,12,,PF,11300,MIL,@CHA,0,120,34,26,102,108,0%,21,19,19,38,38,33,56.5,51.7,39.9,63.4,35.0,57.0,5.0,39.4,69.1,6.1
Luka Doncic,9,,PG,11000,DAL,PHO,0,108,37,27,99,106,-7%,21,22,21,33,34,35,54.8,53.8,37.8,69.8,35.5,54.8,5.0,33.4,45.1,4.1
LeBron James,3,,SF,10500,LAL,@BOS,1,111,33,25,102,108,-6%,21,22,19,37,36,33,52.5,46.3,36.6,56.0,35.0,46.7,4.4,37.4,37.9,3.6
Anthony Davis,1,,PF,10200,LAL,@BOS,2,111,27,25,102,108,5%,17,18,16,35,35,33,50.6,46.9,37.0,56.9,34.0,47.3,4.6,35.8,51.8,5.1
Damian Lillard,17,,PG,9700,POR,@CHI,1,115,31,25,107,111,16%,23,22,20,38,38,36,50.0,45.4,33.5,57.3,38.0,50.4,5.2,36.5,62.5,6.4
Stephen Curry,4,,PG,9400,GSW,DET,1,115,32,23,101,110,-2%,19,19,20,32,33,34,40.9,43.5,31.6,55.5,34.0,45.2,4.8,29.9,45.5,4.8
Jayson Tatum,2,,PF,9400,BOS,LAL,2,108,31,23,102,103,-4%,23,23,23,33,34,36,43.6,45.1,37.8,52.3,34.5,40.2,4.3,39.8,47.3,5.0
Christian Wood,4,,PF,9400,HOU,@NOR,1,111,26,23,101,111,4%,15,17,17,33,35,34,47.1,43.7,34.5,52.8,32.0,41.4,4.4,27,42.8,4.6
Bam Adebayo,4,,PF,9200,MIA,SAC,1,116,25,23,103,116,-4%,15,16,13,34,35,33,41.4,40.9,30.3,51.6,34.5,45.0,4.9,35.8,43.6,4.7
Zach LaVine,13,,SG,9000,CHI,POR,4,117,29,21,103,112,-4%,21,16,19,35,35,36,42.1,43.9,32.6,55.3,36.0,43.9,4.9,34.9,40.4,4.5
Jaylen Brown,4,,SF,8800,BOS,LAL,2,108,31,26,102,103,-2%,20,22,20,33,33,34,43.0,42.8,32.9,52.6,35.0,36.9,4.2,37.9,37.7,4.3
C.J. McCollum,,O,SG,8700,POR,@CHI,13,115,29,26,107,111,-2%,21,19,21,38,34,35,42.7,44.6,35.4,53.8,0.0,0.0,0.0,,0.0,0.0
Jimmy Butler,4,,SF,8600,MIA,SAC,15,116,26,22,103,116,19%,19,12,13,35,28,29,34.9,37.1,18.5,55.7,31.0,38.9,4.5,33.6,50.4,5.9
Victor Oladipo,6,,SG,8500,HOU,@NOR,1,111,32,16,101,111,5%,22,21,18,37,35,34,38.6,37.6,29.2,46.1,34.5,38.1,4.5,24.7,39.7,4.7
Zion Williamson,4,,PF,8400,NOR,HOU,0,112,27,24,104,105,-10%,15,16,16,33,35,34,41.5,39.7,32.5,47.0,34.0,39.6,4.7,29.2,39.4,4.7
Brandon Ingram,5,,SF,8300,NOR,HOU,0,112,28,21,104,105,1%,17,17,18,36,35,36,36.2,40.3,30.5,50.0,35.5,38.9,4.7,31.7,36.0,4.3
Khris Middleton,7,,SF,8200,MIL,@CHA,0,120,25,22,102,108,-7%,17,17,16,36,35,33,42.5,39.7,32.6,46.8,34.5,40.9,5.0,32.5,24.8,3.0
Deandre Ayton,3,,C,8100,PHO,@DAL,1,107,19,19,101,109,9%,7,11,10,29,34,32,40.1,34.1,23.6,44.6,33.5,38.9,4.8,39,45.4,5.6
De'Aaron Fox,7,,PG,8000,SAC,@MIA,0,109,30,18,102,109,2%,16,19,17,37,37,34,45.3,38.3,22.8,53.8,35.0,39.0,4.9,31.6,44.2,5.5
Ja Morant,4,,PG,7900,MEM,@SAS,11,108,32,25,102,107,2%,12,16,16,32,29,29,37.5,37.5,15.9,59.1,33.5,37.3,4.7,27.6,32.9,4.2
Jerami Grant,9,,SF,7800,DET,@GSW,1,110,26,20,106,108,10%,14,15,18,35,34,36,35.7,40.0,30.0,50.0,35.5,38.8,5.0,28.4,21.7,2.8
Devin Booker,,O,SG,7600,PHO,@DAL,7,107,29,15,101,109,-1%,20,20,18,37,36,37,36.8,34.2,26.0,42.3,0.0,0.0,0.0,,0.0,0.0
Jrue Holiday,5,,PG,7400,MIL,@CHA,0,120,21,19,102,108,-7%,16,16,13,36,36,33,36.0,35.3,26.9,43.6,34.5,35.5,4.8,40.1,43.5,5.9
Richaun Holmes,0,,C,7300,SAC,@MIA,0,109,15,20,102,109,-8%,8,8,8,29,35,31,32.4,31.7,20.2,43.2,31.5,31.8,4.4,28,18.7,2.6
John Wall,5,,PG,7300,HOU,@NOR,1,111,28,17,101,111,1%,19,14,15,27,28,31,30.2,33.7,22.7,44.7,30.5,35.6,4.9,26.1,34.9,4.8
DeMar DeRozan,10,,SG,7300,SAS,MEM,0,112,25,23,103,104,-7%,11,11,14,35,33,34,35.1,39.8,29.3,50.3,34.0,37.9,5.2,25.1,6.7,0.9
Chris Paul,10,,PG,7200,PHO,@DAL,1,107,24,17,101,109,-15%,17,16,13,31,35,33,37.5,34.5,24.6,44.5,32.5,38.3,5.3,35.2,59.6,8.3
Gordon Hayward,9,,SF,7200,CHA,MIL,0,111,25,20,104,108,9%,13,17,17,39,38,36,41.3,38.1,25.9,50.3,36.5,37.7,5.2,36.5,41.6,5.8
Andrew Wiggins,2,,SG,7000,GSW,DET,1,115,22,15,101,110,-2%,12,13,14,30,29,32,31.5,31.3,21.9,40.6,31.5,30.8,4.4,25.4,34.3,4.9
Kristaps Porzingis,3,O,PF,7000,DAL,PHO,0,108,25,18,99,106,-3%,16,16,16,28,31,30,34.2,33.8,24.5,43.2,0.0,0.0,0.0,,0.0,0.0
Dejounte Murray,4,,PG,7000,SAS,MEM,0,112,23,17,103,104,2%,15,14,14,34,32,33,37.9,36.0,27.8,44.2,31.5,35.1,5.0,27.8,34.3,4.9
Enes Kanter,11,,C,6900,POR,@CHI,1,115,17,25,107,111,-3%,10,8,7,32,29,22,39.0,28.0,15.4,40.7,30.5,37.5,5.4,33.7,34.7,5.0
Jonas Valanciunas,,O,C,6800,MEM,@SAS,13,108,23,19,102,107,-1%,13,12,11,25,27,28,33.4,33.9,25.1,42.7,0.0,0.0,0.0,,0.0,0.0
Terry Rozier,2,,PG,6800,CHA,MIL,0,111,22,17,104,108,-2%,15,14,15,32,35,34,29.9,32.0,22.5,41.5,33.5,29.3,4.3,17.9,13.9,2.0
Tyler Herro,4,,SG,6700,MIA,SAC,1,116,25,13,103,116,19%,19,18,15,32,35,34,34.1,30.8,19.8,41.8,32.5,31.5,4.7,40,26.3,3.9
Harrison Barnes,2,,SF,6500,SAC,@MIA,0,109,18,17,102,109,9%,12,10,11,38,37,35,29.6,30.9,21.1,40.8,35.5,28.4,4.4,36.9,17.6,2.7
Lauri Markkanen,9,,PF,6500,CHI,POR,4,117,21,17,103,112,-4%,13,15,13,34,33,30,30.0,29.1,20.5,37.7,33.0,32.1,4.9,35.8,39.2,6.0
DeMarcus Cousins,,,C,6500,HOU,@NOR,1,111,26,16,101,111,-5%,8,10,8,22,24,18,34.1,24.9,10.0,39.8,14.5,19.4,3.0,13.8,8.6,1.3
Brandon Clarke,7,,PF,6500,MEM,@SAS,11,108,20,15,102,107,-6%,14,15,13,32,32,30,35.5,29.2,20.3,38.2,33.0,33.6,5.2,26.3,26.0,4.0
Kemba Walker,1,,PG,6300,BOS,LAL,2,108,31,20,102,103,-9%,14,14,14,26,24,24,29.6,29.6,19.4,39.8,28.0,28.6,4.5,28.2,19.2,3.0
Buddy Hield,6,,SG,6300,SAC,@MIA,0,109,20,12,102,109,5%,15,13,14,39,34,34,32.9,27.9,19.2,36.6,35.0,29.0,4.6,36.6,33.5,5.3
PJ Washington,5,,PF,6200,CHA,MIL,0,111,21,15,104,108,-1%,11,10,11,33,31,30,27.2,30.6,19.7,41.4,32.0,31.0,5.0,25.6,30.9,5.0
Delon Wright,2,,PG,6100,DET,@GSW,1,110,16,16,106,108,2%,8,10,8,29,32,28,37.3,26.5,14.4,38.7,27.0,25.6,4.2,23.4,23.2,3.8
