Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Tua Tagovailoa,,,QB,6100,MIA,BUF,17.5,BUF by 6,-15%,-10%,-25%,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Hunter Henry,4,,TE,6100,LAC,KC,19.3,KC by 9,-8%,15%,16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,6.2,2.0,9.1,10,9.8,9.8,9.8,9.8,9.8,8.5,1.4,11.3,1.9
Chris Streveler,,,QB,6000,ARI,WAS,27.3,ARI by 7,0%,25%,11%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.3,0.3,0.3,0.3,0.3,0.1,0.0,0.0,0.0
C.J. Beathard,,,QB,6000,SF,@NYJ,24.5,SF by 7,3%,-25%,2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,,,QB,6000,MIN,@IND,22.8,IND by 3,2%,-16%,7%,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Nate Sudfeld,,,QB,6000,PHI,LAR,22.3,LAR by 1,-2%,0%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxton Lynch,,,QB,6000,PIT,DEN,24.5,PIT by 7.5,-4%,0%,-11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Montez,,,QB,6000,WAS,@ARI,20.3,ARI by 7,18%,6%,28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley Neal,,,QB,6000,DEN,@PIT,17.0,PIT by 7.5,-19%,-7%,-23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trace McSorley,,,QB,6000,BAL,@HOU,29.0,BAL by 7,10%,8%,16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Wolford,,,QB,6000,LAR,@PHI,23.3,LAR by 1,-2%,-18%,-9%,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
Clayton Thorson,,,QB,6000,DAL,ATL,28.5,DAL by 4.5,10%,-7%,24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Love,,,QB,6000,LAR,@PHI,23.3,LAR by 1,-2%,-18%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Perkins,,,QB,6000,LAR,@PHI,23.3,LAR by 1,-2%,-18%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Browning,,,QB,6000,MIN,@IND,22.8,IND by 3,2%,-16%,7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Morgan,,,QB,6000,NYJ,SF,17.5,SF by 7,-26%,3%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendall Hinton,,,QB,6000,DEN,@PIT,17.0,PIT by 7.5,-19%,-7%,-23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Hundley,,,QB,6000,ARI,WAS,27.3,ARI by 7,0%,25%,11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,,,QB,6000,BUF,@MIA,23.5,BUF by 6,6%,17%,20%,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0
Mason Rudolph,,,QB,6000,PIT,DEN,24.5,PIT by 7.5,-4%,0%,-11%,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0
Jacoby Brissett,,,QB,6000,IND,MIN,25.8,IND by 3,3%,0%,-11%,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
Jeff Driskel,,,QB,6000,DEN,@PIT,17.0,PIT by 7.5,-19%,-7%,-23%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,19.7,3.3
Ryan Griffin,,,QB,6000,TB,CAR,28.3,TB by 9,0%,25%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Engram,0,,TE,6000,NYG,@CHI,18.3,CHI by 5.5,-2%,-5%,4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.0,7.0,7.0,2.0,1.3,12,1.9,1.9,1.9,1.9,1.9,8.5,1.4,9.5,1.6
Tyler Bray,,,QB,6000,CHI,NYG,23.8,CHI by 5.5,8%,3%,16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben DiNucci,,,QB,6000,DAL,ATL,28.5,DAL by 4.5,10%,-7%,24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deebo Samuel,,O,WR,6000,SF,@NYJ,24.5,SF by 7,3%,-25%,12%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex McGough,,,QB,6000,HOU,BAL,22.0,BAL by 7,-11%,-12%,-28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ McCarron,,,QB,6000,HOU,BAL,22.0,BAL by 7,-11%,-12%,-28%,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Jalen Hurts,,,QB,6000,PHI,LAR,22.3,LAR by 1,-2%,0%,-3%,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,1.6,0.3,0.0,0.0
Jordan Ta'amu,,,QB,6000,KC,@LAC,28.3,KC by 9,-14%,-5%,-18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Lauletta,,,QB,6000,ATL,@DAL,24.0,DAL by 4.5,-6%,-9%,-7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Woodside,,,QB,6000,TEN,JAX,25.8,TEN by 9,1%,21%,-1%,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0
Cooper Rush,,,QB,6000,NYG,@CHI,18.3,CHI by 5.5,-2%,-5%,-17%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Easton Stick,,,QB,6000,LAC,KC,19.3,KC by 9,-8%,15%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devlin Hodges,,,QB,6000,PIT,DEN,24.5,PIT by 7.5,-4%,0%,-11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Fromm,,,QB,6000,BUF,@MIA,23.5,BUF by 6,6%,17%,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Grier,,,QB,6000,CAR,@TB,19.3,TB by 9,17%,-36%,16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Boyle,,,QB,6000,GB,DET,28.0,GB by 6.5,20%,4%,18%,0.0,0.0,0.6,0.0,0.0,2.0,2.0,0.1,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1,-0.2,-0.2,-0.2,-0.2,-0.2,0.1,0.0,-0.1,-0.0
Cole McDonald,,,QB,6000,TEN,JAX,25.8,TEN by 9,1%,21%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Dalton,,,QB,6000,DAL,ATL,28.5,DAL by 4.5,10%,-7%,24%,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0
Kurt Benkert,,,QB,6000,ATL,@DAL,24.0,DAL by 4.5,-6%,-9%,-7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaine Gabbert,,,QB,6000,TB,CAR,28.3,TB by 9,0%,25%,-1%,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0
David Fales,,,QB,6000,NYJ,SF,17.5,SF by 7,-26%,3%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Mullens,,,QB,6000,SF,@NYJ,24.5,SF by 7,3%,-25%,2%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.7,0.1,1.6,0.3
Broc Rutter,,,QB,6000,SF,@NYJ,24.5,SF by 7,3%,-25%,2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Flacco,,Q,QB,6000,NYJ,SF,17.5,SF by 7,-26%,3%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,,,QB,6000,ATL,@DAL,24.0,DAL by 4.5,-6%,-9%,-7%,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0
Case Cookus,,,QB,6000,NYG,@CHI,18.3,CHI by 5.5,-2%,-5%,-17%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Morton,,,QB,6000,GB,DET,28.0,GB by 6.5,20%,4%,18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Henne,,,QB,6000,KC,@LAC,28.3,KC by 9,-14%,-5%,-18%,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Colt McCoy,,,QB,6000,NYG,@CHI,18.3,CHI by 5.5,-2%,-5%,-17%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Chase Daniel,,,QB,6000,DET,@GB,21.5,GB by 6.5,1%,11%,-14%,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Alex Smith,,,QB,6000,WAS,@ARI,20.3,ARI by 7,18%,6%,28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Griffin III,0,,QB,6000,BAL,@HOU,29.0,BAL by 7,10%,8%,16%,1.0,1.0,1.0,0.0,9.0,1.0,1.0,0.3,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2,0.3,0.3,0.3,0.3,0.3,0.4,0.1,0.0,0.0
Mike Glennon,,,QB,6000,JAX,@TEN,16.8,TEN by 9,9%,-8%,3%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Eason,,,QB,6000,IND,MIN,25.8,IND by 3,3%,0%,-11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Bradwell,,,QB,6000,LAC,KC,19.3,KC by 9,-8%,15%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Gallup,6,,WR,6000,DAL,ATL,28.5,DAL by 4.5,10%,-7%,7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,7.4,0.0,10.0,11,6.5,6.5,6.5,6.5,6.5,11.8,2.0,6.8,1.1
Jamison Crowder,,Q,WR,6000,NYJ,SF,17.5,SF by 7,-26%,3%,-2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,1.0,8.8,0,21.0,21.0,21.0,21.0,21.0,0.0,0.0,0.0,0.0
Leonard Fournette,2,,RB,6000,TB,CAR,28.3,TB by 9,0%,25%,43%,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.3,0.0,1.0,1.0,1.0,0.9,0.0,14.0,14,2.4,2.4,2.4,2.4,2.4,5.6,0.9,25.6,4.3
Jake Luton,,,QB,6000,JAX,@TEN,16.8,TEN by 9,9%,-8%,3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Allen,,,QB,6000,WAS,@ARI,20.3,ARI by 7,18%,6%,28%,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0
Jordan Love,,,QB,6000,GB,DET,28.0,GB by 6.5,20%,4%,18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Webb,,,QB,6000,BUF,@MIA,23.5,BUF by 6,6%,17%,20%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Kelly,,,QB,6000,IND,MIN,25.8,IND by 3,3%,0%,-11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Singletary,1,,RB,6000,BUF,@MIA,23.5,BUF by 6,6%,17%,12%,0.0,0.0,0.0,0.0,0.0,9.0,9.0,10.4,1.0,3.3,7.0,7.0,4.4,2.0,3.3,23,7.8,7.8,7.8,7.8,7.8,11.4,1.9,8.6,1.4
David Blough,,,QB,6000,DET,@GB,21.5,GB by 6.5,1%,11%,-14%,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0
Tyler Huntley,,,QB,6000,BAL,@HOU,29.0,BAL by 7,10%,8%,16%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Tanney,,,QB,6000,NYG,@CHI,18.3,CHI by 5.5,-2%,-5%,-17%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robbie Anderson,3,,WR,5900,CAR,@TB,19.3,TB by 9,17%,-36%,31%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,8.0,8.0,6.2,1.0,14.4,10,22.5,22.5,22.5,22.5,22.5,9.1,1.5,13.4,2.3
Sammy Watkins,3,Q,WR,5900,KC,@LAC,28.3,KC by 9,-14%,-5%,-21%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,0.0,3.0,9.0,9.0,6.7,3.0,9.1,11,18.0,18.0,18.0,18.0,18.0,9.3,1.6,1.6,0.3
Ronald Jones,1,,RB,5900,TB,CAR,28.3,TB by 9,0%,25%,43%,0.0,0.0,0.0,0.0,0.0,17.0,17.0,15.1,3.0,3.9,3.0,3.0,2.3,0.0,5.3,27,9.2,9.2,9.2,9.2,9.2,12.9,2.2,9.7,1.6
Marlon Mack,,O,RB,5900,IND,MIN,25.8,IND by 3,3%,0%,-1%,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,6.5,3.0,3.0,0.0,0.0,10.0,0,7.1,7.1,7.1,7.1,7.1,0.0,0.0,0.0,0.0
Mike Williams,4,,WR,5800,LAC,KC,19.3,KC by 9,-8%,15%,-29%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,9.0,9.0,5.7,1.0,7.7,10,8.9,8.9,8.9,8.9,8.9,9.9,1.7,2.4,0.4
Diontae Johnson,7,,WR,5800,PIT,DEN,24.5,PIT by 7.5,-4%,0%,-10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,10.0,10.0,7.3,0.0,5.7,12,6.7,6.7,6.7,6.7,6.7,9.8,1.7,19.2,3.3
Tyler Higbee,2,,TE,5800,LAR,@PHI,23.3,LAR by 1,-2%,-18%,-24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.7,0.0,10.0,9,5.5,5.5,5.5,5.5,5.5,8.4,1.4,25.9,4.5
Jonathan Taylor,16,,RB,5800,IND,MIN,25.8,IND by 3,3%,0%,-1%,0.0,0.0,0.0,0.0,0.0,9.0,9.0,16.2,2.0,2.4,6.0,6.0,3.4,2.0,11.2,32,11.9,11.9,11.9,11.9,11.9,15.1,2.6,18.0,3.1
Anthony Miller,1,,WR,5700,CHI,NYG,23.8,CHI by 5.5,8%,3%,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,6.0,6.0,6.5,1.0,12.7,10,15.6,15.6,15.6,15.6,15.6,8.9,1.6,0.0,0.0
Hayden Hurst,7,,TE,5700,ATL,@DAL,24.0,DAL by 4.5,-6%,-9%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.9,0.0,7.6,9,5.3,5.3,5.3,5.3,5.3,8.2,1.4,15.7,2.8
Christian Kirk,1,,WR,5700,ARI,WAS,27.3,ARI by 7,0%,25%,-2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.0,5.0,7.5,0.0,0.0,13,0.5,0.5,0.5,0.5,0.5,9.3,1.6,7.0,1.2
J.K. Dobbins,2,,RB,5700,BAL,@HOU,29.0,BAL by 7,10%,8%,15%,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.2,2.0,3.1,0.0,0.0,1.5,0.0,0.0,18,14.2,14.2,14.2,14.2,14.2,7.3,1.3,6.6,1.2
Cam Akers,1,Q,RB,5600,LAR,@PHI,23.3,LAR by 1,-2%,-18%,-15%,0.0,0.0,0.0,0.0,0.0,14.0,14.0,9.0,1.0,2.8,1.0,1.0,2.2,0.0,4.0,18,4.8,4.8,4.8,4.8,4.8,5.7,1.0,1.3,0.2
T.J. Hockenson,5,,TE,5600,DET,@GB,21.5,GB by 6.5,1%,11%,2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,6.9,1.0,11.2,11,14.1,14.1,14.1,14.1,14.1,9.0,1.6,8.2,1.5
David Montgomery,3,,RB,5600,CHI,NYG,23.8,CHI by 5.5,8%,3%,4%,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.9,0.0,4.9,3.0,3.0,2.0,1.0,3.3,25,7.9,7.9,7.9,7.9,7.9,11.2,2.0,20.2,3.6
Sterling Shepard,0,Q,WR,5600,NYG,@CHI,18.3,CHI by 5.5,-2%,-5%,-14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,6.0,6.0,7.9,1.0,7.8,14,7.7,7.7,7.7,7.7,7.7,9.0,1.6,4.5,0.8
Allen Lazard,5,,WR,5600,GB,DET,28.0,GB by 6.5,20%,4%,21%,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,19.0,4.0,4.0,4.5,1.0,15.8,8,16.2,16.2,16.2,16.2,16.2,8.8,1.6,6.0,1.1
Brandin Cooks,0,,WR,5600,HOU,BAL,22.0,BAL by 7,-11%,-12%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,5.0,5.0,4.9,0.0,4.0,9,3.0,3.0,3.0,3.0,3.0,7.3,1.3,12.0,2.1
Golden Tate,0,,WR,5500,NYG,@CHI,18.3,CHI by 5.5,-2%,-5%,-14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,6.6,0.0,0.0,11,0.0,0.0,0.0,0.0,0.0,7.7,1.4,7.2,1.3
DeSean Jackson,1,,WR,5500,PHI,LAR,22.3,LAR by 1,-2%,0%,-1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,7.0,7.0,6.5,0.0,6.6,11,5.6,5.6,5.6,5.6,5.6,9.1,1.7,9.4,1.7
Nyheim Hines,3,,RB,5500,IND,MIN,25.8,IND by 3,3%,0%,-1%,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.2,4.0,4.0,8.0,8.0,5.4,2.0,5.6,19,23.3,23.3,23.3,23.3,23.3,10.0,1.8,0.9,0.2
Adrian Peterson,0,,RB,5500,DET,@GB,21.5,GB by 6.5,1%,11%,16%,0.0,0.0,0.0,0.0,0.0,14.0,14.0,11.3,4.0,6.6,3.0,3.0,1.4,0.0,7.0,20,12.9,12.9,12.9,12.9,12.9,8.4,1.5,4.1,0.7
Dallas Goedert,8,,TE,5500,PHI,LAR,22.3,LAR by 1,-2%,0%,1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,5.7,1.0,11.2,9,20.1,20.1,20.1,20.1,20.1,8.3,1.5,5.0,0.9
Joshua Kelley,1,,RB,5500,LAC,KC,19.3,KC by 9,-8%,15%,21%,0.0,0.0,0.0,0.0,0.0,12.0,12.0,9.3,4.0,5.0,0.0,0.0,1.3,0.0,0.0,18,12.0,12.0,12.0,12.0,12.0,6.0,1.1,12.3,2.2
Jimmy Graham,2,,TE,5500,CHI,NYG,23.8,CHI by 5.5,8%,3%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.9,3.0,3.6,8,10.0,10.0,10.0,10.0,10.0,6.0,1.1,2.3,0.4
