Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Jonathan Isaac,SF,ORL,vs PHX,1st,106.50,7800,18.1,58,34.9,1.5,1.13,40.47,13.29,11.38,12,18.8,10.8,31.0,32.50,35.21,35.21,100,,67,4.5,Y,28,21.30,2.7
Victor Oladipo,SG,IND,@ OKC,21st,104.75,7800,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Rudy Gobert,C,UTA,vs LAL,2nd,107.25,7800,20.4,61.3,38.3,1.2,1.11,40.13,10.71,11.69,10.34,16.2,7.9,34.4,34.75,37.95,37.95,100,,69,4.9,Y,27,29.00,3.7
Kemba Walker,PG,BOS,vs MIA,11th,108.25,7700,20.4,62.3,36.5,5.0,1.13,40.76,11.71,11.98,11.22,27.5,17.3,32.3,34.50,38.32,38.32,100,,67,5,Y,31,51.30,6.7
De'Aaron Fox,PG,SAC,@ POR,25th,106.50,7700,0,20.4,33.2,6.9,1.03,37.27,8.23,10.20,0,28.4,14.2,32.1,0.00,0.00,0.00,100,,69,0,,,,
Terry Rozier,PG,CHA,vs GSW,10th,107.50,7500,16.5,48.8,29.8,4.0,0.92,33.21,10.05,9.24,9.21,24.4,14.2,32.3,33.00,30.36,30.36,100,,69,4,Y,36,50.90,6.8
Blake Griffin,PF,DET,vs MIL,30th,108.00,7500,25.6,43.2,28.7,3.3,1.00,36.20,6.62,5.02,6.16,30.6,14.4,28.6,33.50,33.12,33.12,100,,83,4.4,Y,31,29.50,3.9
Wendell Carter Jr.,C,CHI,vs MEM,25th,114.25,7400,19.6,51.6,28.5,0.9,0.98,35.20,9.18,9.13,8.54,17.0,8.7,29.2,33.50,33.31,33.31,100,,68,4.5,Y,33,38.60,5.2
Buddy Hield,SG,SAC,@ POR,25th,106.50,7400,20.4,59.5,31.0,2.5,0.92,33.03,9.76,11.16,10.64,27.8,17.8,33.7,39.25,37.18,37.18,100,,64,5,Y,40,46.90,6.3
Ricky Rubio,PG,PHX,@ ORL,26th,107.50,7200,17.6,55.2,33.5,8.2,1.08,38.89,10.87,10.75,9.66,20.2,11.1,31.0,32.00,33.70,33.70,100,,68,4.7,Y,25,24.10,3.3
Eric Bledsoe,PG,MIL,@ DET,29th,116.00,7100,17.4,52.5,31.2,5.6,1.15,41.42,11.32,10.01,8.88,24.4,12.3,27.1,28.25,32.43,32.43,100,,68,4.6,Y,27,31.20,4.4
Jaylen Brown,SF,BOS,vs MIA,24th,108.25,7100,20,55.7,33.9,2.0,1.01,36.53,9.87,10.19,9.6,22.8,14.8,33.4,35.00,35.31,35.31,100,,70,5,Y,34,39.30,5.5
Chris Paul,PG,OKC,vs IND,12th,105.75,7100,19.6,48.8,32.6,5.7,1.07,38.49,8.35,8.32,7.25,21.4,10.8,30.5,31.25,32.11,32.11,100,,74,4.5,Y,33,22.60,3.2
Jabari Parker,PF,ATL,vs BKN,2nd,112.50,7000,15.8,60.7,31.4,2.0,1.12,40.35,10.03,12.83,8.85,24.0,13.5,28.0,31.75,35.01,35.01,100,,59,5,Y,29,10.60,1.5
Jaren Jackson Jr.,PF,MEM,@ CHI,18th,108.25,7000,14.2,52.5,26.3,1.4,0.99,35.45,10.31,10.95,8.81,23.6,12.3,26.7,30.75,30.64,30.64,100,,58,4.4,Y,26,32.90,4.7
Marvin Bagley III,PF,SAC,@ POR,25th,106.50,7000,0,0,31.0,0.0,1.11,39.86,0.00,0.00,0,25.8,16.0,28.0,0.00,0.00,0.00,100,,0,0,,,,
Richaun Holmes,PF,SAC,@ POR,28th,106.50,7000,16.4,55.8,28.6,0.9,1.04,37.23,9.26,11.28,8.42,15.1,7.5,27.6,32.75,33.28,33.28,100,,61,4.8,Y,33,42.00,6
Khris Middleton,SG,MIL,@ DET,17th,116.00,6900,23.9,44.5,29.4,3.1,1.07,38.58,11.34,5.88,9.61,25.5,13.3,27.4,30.50,32.74,32.74,100,,80,4.7,Y,25,37.10,5.4
Evan Fournier,SG,ORL,vs PHX,1st,106.50,6900,20.2,50.7,29.6,3.3,0.96,34.44,9.83,8.70,9.63,25.0,14.1,30.9,35.25,33.26,33.26,100,,71,4.8,Y,28,28.40,4.1
Kelly Oubre Jr.,SF,PHX,@ ORL,21st,107.50,6900,15,57.8,31.4,1.6,1.00,36.09,11.79,12.23,10.97,23.2,13.4,31.4,33.50,33.37,33.37,100,,61,4.8,Y,23,20.60,3
C.J. McCollum,SG,POR,vs SAC,14th,110.50,6900,19.3,59.7,35.5,3.8,0.97,34.99,10.22,11.56,10.57,26.1,19.9,36.5,37.25,36.62,36.62,100,,67,5.3,Y,37,56.80,8.2
Draymond Green,PF,GSW,@ CHA,26th,105.50,6800,7.5,45.2,28.3,5.6,1.02,36.75,10.22,10.75,6.81,16.2,7.8,27.8,24.00,23.66,23.66,100,,62,3.5,Y,25,23.60,3.5
Jarrett Allen,PF,BKN,@ ATL,14th,115.50,6800,13.1,56.4,30.4,1.2,1.15,41.33,11.93,12.36,9.2,15.8,6.8,26.5,27.75,31.68,31.68,100,,59,4.7,Y,29,52.60,7.7
Steven Adams,C,OKC,vs IND,23rd,105.75,6800,15.5,44.3,27.6,2.8,1.05,37.88,10.82,8.23,8.27,16.8,7.4,26.3,27.50,27.86,27.86,100,,70,4.1,Y,29,39.30,5.8
Myles Turner,C,IND,@ OKC,7th,104.75,6800,12.3,49.5,28.3,1.1,0.91,32.73,8.46,10.61,7.34,17.1,9.8,31.1,31.25,28.25,28.25,100,,63,4.2,Y,26,14.80,2.2
Danilo Gallinari,SF,OKC,vs IND,25th,105.75,6800,19.3,41.9,29.1,2.2,0.98,35.12,6.96,6.46,5.8,23.9,12.4,29.8,30.00,28.97,28.97,100,,78,4.3,Y,31,29.40,4.3
Shai Gilgeous-Alexander,SG,OKC,vs IND,12th,105.75,6700,14.9,52.6,31.0,3.1,0.90,32.53,10.42,10.78,9.99,25.0,15.5,34.3,34.50,31.04,31.04,100,,65,4.6,Y,36,25.10,3.7
Jeremy Lamb,SG,IND,@ OKC,21st,104.75,6500,21.8,43.1,31.8,2.9,0.97,34.77,6.17,6.10,5.53,21.0,13.2,32.9,32.25,30.92,30.92,100,,81,4.8,Y,31,24.10,3.7
Eric Paschall,PF,GSW,@ CHA,26th,105.50,6400,10.7,47.4,26.9,1.8,0.85,30.58,8.65,10.48,7.33,21.5,12.5,31.7,30.50,26.39,26.39,100,,61,4.1,Y,36,21.70,3.4
Alec Burks,SF,GSW,@ CHA,19th,105.50,6300,8.4,48.5,26.6,2.7,0.91,32.81,10.02,11.45,7.86,22.6,12.4,29.2,28.25,25.57,25.57,100,,57,4.1,,30,30.80,4.9
Aron Baynes,C,PHX,@ ORL,19th,107.50,6200,0,25.7,27.9,2.9,1.16,41.75,15.42,12.87,0,20.8,9.7,24.1,0.00,0.00,0.00,100,,54,0,,,,
Aaron Gordon,PF,ORL,vs PHX,11th,106.50,6200,14.6,46.8,27.1,2.8,0.89,31.90,8.51,9.19,7.62,19.9,11.5,30.6,32.25,28.39,28.39,100,,66,4.6,Y,34,47.50,7.7
Dario Saric,PF,PHX,@ ORL,19th,107.50,6100,11.2,52.4,25.6,2.0,0.91,32.85,10.97,11.77,9.6,17.2,9.3,28.1,31.50,28.81,28.81,100,,54,4.7,Y,25,18.20,3
Marcus Smart,SG,BOS,vs MIA,24th,108.25,6100,0,19.1,27.4,4.7,0.86,30.82,9.80,9.54,0,17.1,10.9,32.0,0.00,0.00,0.00,100,,65,0,,,,
Lauri Markkanen,PF,CHI,vs MEM,13th,114.25,6100,11.8,48.4,26.6,1.8,0.90,32.55,10.89,10.43,9.08,21.8,11.5,29.4,30.00,27.49,27.49,100,,61,4.5,Y,29,26.50,4.3
Mike Conley,PG,UTA,vs LAL,3rd,107.25,6100,0,19.2,25.7,4.6,0.86,30.98,10.54,9.60,0,23.6,12.5,29.9,0.00,0.00,0.00,100,,63,0,,,,
Derrick Rose,PG,DET,vs MIL,24th,108.00,6000,16.3,46.3,27.9,5.8,1.20,43.15,11.95,8.57,8.71,30.6,12.6,23.3,26.25,29.18,29.18,100,,69,4.9,,25,25.90,4.3
Caris LeVert,SG,BKN,@ ATL,22nd,115.50,6000,0,15.3,27.7,4.0,0.88,31.67,5.18,7.64,0,25.4,15.6,31.4,0.00,0.00,0.00,100,,72,0,,,,
Bojan Bogdanovic,SF,UTA,vs LAL,2nd,107.25,6000,15.8,49.6,29.4,2.1,0.89,32.01,9.92,9.66,9.44,26.1,15.3,33.1,34.25,30.28,30.28,100,,67,5,Y,35,32.10,5.4
Carmelo Anthony,SF,POR,vs SAC,23rd,110.50,6000,13.3,50,27.2,2.0,0.89,32.18,9.65,10.51,8.51,25.0,14.3,30.4,31.75,29.02,29.02,100,,61,4.8,Y,36,28.00,4.7
Luke Kennard,SF,DET,vs MIL,3rd,108.00,5900,0,16.2,28.0,4.3,0.85,30.47,8.36,8.10,0,20.0,12.7,33.1,0.00,0.00,0.00,100,,71,0,,,,
Khem Birch,PF,ORL,vs PHX,11th,106.50,5900,6.1,41,14.7,0.9,0.70,25.36,11.28,9.98,8.77,8.3,3.2,20.9,28.00,21.04,21.04,100,,32,3.6,Y,29,22.80,3.9
Markelle Fultz,PG,ORL,vs PHX,13th,106.50,5900,18.3,39.6,23.7,3.9,0.93,33.58,5.59,6.10,4.7,21.6,10.1,25.5,30.25,27.44,27.44,100,,74,4.7,Y,26,27.30,4.6
Joe Harris,SF,BKN,@ ATL,22nd,115.50,5900,11.5,45.8,24.1,1.8,0.76,27.27,10.98,9.81,9.84,17.5,11.4,31.8,32.25,26.18,26.18,100,,59,4.4,Y,29,24.60,4.2
Goran Dragic,PG,MIA,@ BOS,2nd,102.25,5900,0,16.7,27.4,5.0,0.95,34.30,8.97,8.33,0,23.9,11.6,28.7,0.00,0.00,0.00,100,,70,0,,,,
Miles Bridges,SF,CHA,vs GSW,10th,107.50,5800,10.7,42.6,24.5,2.0,0.79,28.24,9.67,9.11,8.33,19.0,11.3,31.2,31.00,24.39,24.39,100,,63,4.2,Y,19,18.90,3.3
Tomas Satoransky,PG,CHI,vs MEM,28th,114.25,5800,12.2,47.8,23.9,5.2,0.90,32.44,11.98,10.16,10.07,16.2,7.6,26.6,30.25,27.43,27.43,100,,57,4.7,Y,33,39.20,6.8
Jeff Teague,PG,MIN,@ DAL,4th,112.50,5800,16.9,42.2,28.5,7.5,0.98,35.44,9.30,7.25,7.3,19.0,9.0,29.0,28.25,27.74,27.74,100,,75,4.8,,28,12.20,2.1
Nemanja Bjelica,PF,SAC,@ POR,28th,106.50,5800,15.6,46.9,24.9,2.5,0.95,34.05,7.94,8.95,6.84,17.4,8.5,26.3,31.00,29.03,29.03,100,,64,5,Y,27,37.40,6.4
Ky Bowman,PG,GSW,@ CHA,28th,105.50,5700,0,40.7,18.8,2.8,0.79,28.54,13.84,12.81,7.21,16.7,7.9,23.7,18.75,15.03,15.03,100,,32,2.6,,25,13.30,2.3
Bismack Biyombo,C,CHA,vs GSW,19th,107.50,5700,4.7,43.5,17.0,0.9,1.02,36.64,16.01,11.09,9.78,18.4,5.3,16.7,22.00,21.36,21.36,100,,35,3.7,Y,18,11.30,2
Brook Lopez,C,MIL,@ DET,13th,116.00,5700,9.7,50.3,27.3,1.6,1.01,36.39,13.16,11.59,9.69,16.3,8.8,27.1,26.50,27.07,27.07,100,,58,4.7,Y,18,22.20,3.9
Bogdan Bogdanovic,SG,SAC,@ POR,25th,106.50,5700,0,23.7,27.7,4.7,1.00,36.17,11.41,11.83,0,24.8,12.7,27.6,0.00,0.00,0.00,100,,57,0,,,,
PJ Washington,PF,CHA,vs GSW,3rd,107.50,5600,11.6,43.3,24.7,1.6,0.89,32.11,9.26,9.05,7.46,17.6,8.9,27.6,29.00,25.15,25.15,100,,63,4.5,Y,33,23.50,4.2
Dillon Brooks,SG,MEM,@ CHI,15th,108.25,5600,12.9,44.4,23.7,2.1,0.86,30.84,9.00,9.01,7.63,21.9,12.4,27.7,30.50,26.38,26.38,100,,62,4.7,Y,24,19.10,3.4
Harrison Barnes,SF,SAC,@ POR,13th,106.50,5600,19.7,45.6,27.7,2.1,0.79,28.53,5.05,7.41,5.3,18.6,11.7,35.0,37.75,30.82,30.82,100,,73,5.5,Y,35,19.30,3.4
Taurean Prince,SF,BKN,@ ATL,5th,115.50,5500,10.1,48.5,24.5,1.9,0.81,29.15,9.36,10.99,8,20.1,11.8,30.2,30.75,26.54,26.54,100,,55,4.8,Y,31,41.20,7.5
DeAndre Jordan,C,BKN,@ ATL,14th,115.50,5500,8.3,44.8,25.6,2.0,1.19,42.92,10.65,10.45,6.14,12.8,4.9,21.5,20.75,23.94,23.94,100,,59,4.4,,19,18.80,3.4
Justise Winslow,SF,MIA,@ BOS,14th,102.25,5500,8.1,49.1,29.1,4.3,0.86,30.86,8.83,11.71,7.42,19.3,13.0,34.0,30.25,25.69,25.69,100,,60,4.7,,31,21.40,3.9
Robert Covington,PF,MIN,@ DAL,22nd,112.50,5500,15,44,25.8,1.2,0.95,34.00,9.07,8.28,7.31,17.6,9.2,27.3,29.00,27.40,27.40,100,,68,5,Y,28,33.70,6.1
Garrett Temple,SG,BKN,@ ATL,22nd,115.50,5400,12.9,44.7,20.1,2.2,0.75,27.01,10.60,9.07,9.79,14.6,8.0,26.9,33.25,26.55,26.55,100,,55,4.9,Y,34,34.30,6.4
T.J. Warren,SF,IND,@ OKC,18th,104.75,5400,8.2,49.2,26.4,1.1,0.80,28.77,11.02,11.69,9.8,21.7,14.4,33.1,32.00,25.78,25.78,100,,56,4.8,Y,35,28.30,5.2
Dennis Schroder,SG,OKC,vs IND,12th,105.75,5400,9.9,48.3,26.4,3.9,0.92,33.03,13.68,10.96,11.12,27.2,13.6,28.7,29.25,26.33,26.33,100,,58,4.9,,23,26.30,4.9
Cody Zeller,C,CHA,vs GSW,19th,107.50,5300,3.7,40.8,23.7,1.2,0.98,35.50,11.05,10.61,6.37,20.1,8.4,24.1,20.75,19.62,19.62,100,,55,3.7,,18,10.00,1.9
Coby White,PG,CHI,vs MEM,19th,114.25,5300,8.2,43.5,21.4,2.1,0.85,30.75,11.05,10.10,8.29,24.3,12.6,25.1,27.00,23.30,23.30,100,,53,4.4,,22,8.50,1.6
De'Andre Hunter,SF,ATL,vs BKN,8th,112.50,5100,0,17.2,20.4,1.7,0.65,23.27,9.53,8.62,0,18.0,11.0,31.6,0.00,0.00,0.00,100,,58,0,,,,
Enes Kanter,C,BOS,vs MIA,3rd,108.25,5100,8,33.2,20.1,1.1,1.23,44.06,12.77,7.22,6.03,18.7,5.3,16.4,17.00,18.78,18.78,100,,64,3.7,,6,3.20,0.6
Otto Porter,SF,CHI,vs MEM,16th,114.25,5100,0,16.4,20.9,1.6,0.84,30.11,21.50,8.20,0,18.9,9.3,25.0,0.00,0.00,0.00,100,,61,0,,,,
Jae Crowder,SF,MEM,@ CHI,15th,108.25,5100,12.8,43.5,24.0,2.7,0.77,27.87,9.22,8.78,8.39,15.0,8.9,31.0,32.75,25.94,25.94,100,,63,5.1,Y,34,30.20,5.9
Brandon Clarke,PF,MEM,@ CHI,18th,108.25,5000,0,16.1,24.1,1.3,1.14,41.09,11.55,8.04,0,18.9,8.1,21.1,0.00,0.00,0.00,100,,67,0,,,,
Nerlens Noel,PF,OKC,vs IND,9th,105.75,5000,7.6,42.1,22.5,1.4,1.21,43.46,10.37,9.86,5.91,15.6,4.7,18.6,20.50,22.37,22.37,100,,56,4.5,,19,20.10,4
Tim Hardaway Jr.,SF,DAL,vs MIN,27th,117.50,5000,11.8,45.4,19.5,1.8,0.80,28.86,11.09,9.61,9.55,20.6,10.4,24.4,31.00,26.20,26.20,100,,51,5.2,Y,26,10.60,2.1
Marquese Chriss,PF,GSW,@ CHA,26th,105.50,4900,0,31.2,20.1,2.1,1.10,39.72,12.46,9.00,4.41,19.0,5.5,18.2,12.75,13.23,13.23,100,,55,2.7,,15,5.80,1.2
Jarrett Culver,SF,MIN,@ DAL,22nd,112.50,4900,8.4,38.8,19.2,2.3,0.81,28.92,9.43,8.71,6.75,20.1,9.6,23.8,25.75,21.42,21.42,100,,55,4.4,Y,28,37.60,7.7
Delon Wright,SG,DAL,vs MIN,20th,117.50,4900,6.8,44.8,21.7,3.5,0.97,34.98,13.22,10.87,8.72,14.6,6.3,22.3,23.75,23.07,23.07,100,,50,4.7,,17,13.60,2.8
Glenn Robinson III,SF,GSW,@ CHA,24th,105.50,4800,9.8,38.8,22.8,2.0,0.71,25.59,7.97,8.29,6.75,15.4,10.2,32.0,30.50,22.26,22.26,100,,64,4.6,Y,30,10.40,2.2
Willie Cauley-Stein,C,GSW,@ CHA,30th,105.50,4800,11,31.3,23.5,1.6,1.05,37.77,11.19,5.82,6.14,15.4,6.3,22.4,19.75,19.69,19.69,100,,75,4.1,Y,18,24.40,5.1
Damian Jones,C,ATL,vs BKN,26th,112.50,4800,10.4,36.2,16.2,0.8,0.88,31.56,9.93,7.36,6.83,12.6,4.4,18.5,24.75,21.46,21.46,100,,55,4.5,Y,28,33.10,6.9
Kendrick Nunn,PG,MIA,@ BOS,2nd,102.25,4800,13.5,43,26.0,3.4,0.88,31.59,7.47,8.45,6.38,24.4,14.0,29.6,30.75,26.14,26.14,100,,68,5.4,Y,26,15.40,3.2
Kevon Looney,C,GSW,@ CHA,26th,105.50,4700,10,18.6,11.9,0.5,0.95,34.13,14.46,2.45,6.73,15.4,3.5,12.5,16.75,13.69,13.69,100,,0,2.9,,12,12.10,2.6
Terrence Ross,SG,ORL,vs PHX,1st,106.50,4700,12.2,33.2,19.6,1.0,0.81,29.23,8.92,5.99,6.5,23.2,10.8,24.1,26.25,21.18,21.18,100,,69,4.5,,22,31.10,6.6
DeAndre Bembry,SG,ATL,vs BKN,8th,112.50,4700,11.4,46.6,22.1,2.8,0.85,30.44,10.12,10.04,8.71,14.1,6.3,26.1,31.00,26.50,26.50,100,,55,5.6,Y,34,17.80,3.8
Kelly Olynyk,C,MIA,@ BOS,6th,102.25,4700,5.9,39.6,20.5,1.5,0.88,31.62,14.44,9.64,9.73,15.9,6.7,23.3,24.25,20.32,20.32,100,,53,4.3,,28,21.80,4.6
Kris Dunn,PG,CHI,vs MEM,19th,114.25,4700,12.2,42.1,20.2,3.1,0.96,34.72,13.32,8.55,9.71,15.9,6.5,21.0,26.25,25.02,25.02,100,,58,5.3,Y,24,21.80,4.6
Dwight Powell,C,DAL,vs MIN,5th,117.50,4700,7.1,34.1,17.1,1.1,0.67,24.01,7.81,7.69,5.64,11.0,4.9,25.6,26.00,18.67,18.67,100,,55,4,Y,25,45.00,9.6
Rodney Hood,SF,POR,vs SAC,14th,110.50,4700,10.1,39.3,20.4,1.5,0.67,24.27,9.10,8.32,8.09,13.5,8.6,30.3,32.00,22.62,22.62,100,,59,4.8,Y,34,13.10,2.8
Tyler Herro,SG,MIA,@ BOS,23rd,102.25,4600,7.6,39,22.2,2.0,0.78,27.91,8.33,8.97,6.36,21.4,11.2,28.6,27.50,21.06,21.06,100,,60,4.6,,20,9.70,2.1
Tyus Jones,PG,MEM,@ CHI,1st,108.25,4600,9.7,40.7,16.3,4.8,0.81,29.17,12.38,8.85,9.63,17.1,6.5,20.2,28.00,22.99,22.99,100,,46,5,Y,23,10.70,2.3
Cory Joseph,PG,SAC,@ POR,25th,106.50,4600,10.9,41.8,17.2,4.0,0.70,25.11,10.72,8.81,9.98,15.4,5.9,24.6,33.50,24.14,24.14,100,,49,5.2,Y,33,24.10,5.2
Omari Spellman,PF,GSW,@ CHA,28th,105.50,4500,0,31.3,19.7,1.0,1.05,37.67,13.58,8.95,5.09,20.0,6.8,18.8,13.50,13.39,13.39,100,,55,3,,13,11.40,2.5
Reggie Jackson,PG,DET,vs MIL,24th,108.00,4500,0,1.6,13.5,4.0,0.77,27.77,5.73,0.80,0,16.9,5.5,17.5,0.00,0.00,0.00,100,,0,0,,,,
Donte DiVincenzo,SG,MIL,@ DET,17th,116.00,4500,6.6,40.8,19.8,1.5,0.95,34.13,18.65,9.76,11.53,18.3,7.7,20.9,22.25,21.27,21.27,100,,51,4.7,,22,18.70,4.2
Bruce Brown Jr.,SG,DET,vs MIL,3rd,108.00,4500,5.9,45.5,20.6,3.6,0.77,27.84,10.70,11.34,8.77,15.6,7.0,26.7,29.50,22.86,22.86,100,,45,5.1,Y,21,8.60,1.9
Mohamed Bamba,C,ORL,vs PHX,8th,106.50,4500,4.5,34.2,15.3,0.5,1.00,35.96,16.40,8.47,8.31,19.7,5.3,15.3,18.25,17.22,17.22,100,,45,3.8,,18,35.20,7.8
D.J. Augustin,PG,ORL,vs PHX,13th,106.50,4500,10.3,32.7,19.7,4.5,0.77,27.64,7.73,6.40,5.64,17.8,8.3,25.7,26.25,19.91,19.91,100,,68,4.4,,26,25.10,5.6
Solomon Hill,SF,MEM,@ CHI,15th,108.25,4500,4.4,32.4,14.9,1.6,0.79,28.41,12.74,7.99,7.25,13.8,5.2,18.8,20.50,16.39,16.39,100,,46,3.6,,29,19.90,4.4
Joe Ingles,SF,UTA,vs LAL,2nd,107.25,4500,8.9,38.1,19.1,3.5,0.69,24.93,9.84,8.32,8.2,13.8,6.8,27.6,30.00,21.41,21.41,100,,56,4.8,Y,28,8.90,2
Christian Wood,PF,DET,vs MIL,30th,108.00,4400,0,44.3,18.3,0.6,1.23,44.33,27.33,13.81,11.2,20.1,5.4,14.9,14.75,16.71,16.71,100,,25,3.8,,14,12.30,2.8
