Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Joe Burrow,0,,QB,7100,CIN,@IND,19.3,IND by 8,-28%,-27%,-33%,36.7,41.4,34.5,5.6,6.3,2.7,4.6,5.3,0.6,3.7,0.0,0.0,0.0,0.0,0.0,64,13.9,16.7,16.7,9.6,23.9,17.3,2.4,17.7,2.5
Carson Wentz,1,,QB,7000,PHI,BAL,20.0,BAL by 7.5,-3%,-22%,-3%,36.7,39.0,35.4,3.4,6.1,6.7,4.6,4.0,1.2,5.3,0.0,0.0,0.0,0.0,0.0,63,21.8,18.9,18.9,14.8,23.1,16.1,2.3,29.4,4.2
Kareem Hunt,5,,RB,7000,CLE,@PIT,24.0,PIT by 3,-5%,-46%,-39%,0.0,0.0,0.0,0.0,0.0,15.7,14.0,17.7,3.6,5.0,2.3,3.0,3.7,0.8,4.2,35,16.4,16.5,16.5,11.5,21.5,15.7,2.2,6.7,1.0
Allen Robinson,8,,WR,7000,CHI,@CAR,22.0,CAR by 1,-11%,12%,-16%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,-1.0,13.0,11.4,10.2,1.0,7.4,16,19.0,14.3,14.3,6.9,21.7,14.3,2.0,7.8,1.1
Baker Mayfield,0,Q,QB,7000,CLE,@PIT,24.0,PIT by 3,-5%,-46%,-19%,30.0,30.4,33.4,3.6,6.4,2.0,2.2,1.2,0.2,2.9,0.0,0.0,0.0,0.0,0.0,56,15.7,14.8,14.8,12.3,17.4,15.4,2.2,7.3,1.0
Mitch Trubisky,0,,QB,7000,CHI,@CAR,22.0,CAR by 1,-11%,12%,-25%,28.7,28.7,0.3,5.3,6.5,2.7,2.7,0.1,1.0,10.9,0.0,0.0,0.0,0.0,0.0,1,17.4,17.4,17.4,11.2,23.5,0.2,0.0,0.0,0.0
Alexander Mattison,6,,RB,7000,MIN,ATL,29.3,MIN by 4,35%,-7%,18%,0.0,0.0,0.0,0.0,0.0,11.7,8.8,19.2,2.4,5.0,1.0,1.8,3.0,0.0,6.3,36,8.5,7.5,7.5,2.1,12.9,16.6,2.4,3.5,0.5
Terry McLaurin,9,,WR,6900,WAS,@NYG,20.3,NYG by 2.5,-7%,-7%,11%,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.2,3.0,9.7,9.2,9.1,0.6,9.0,15,10.5,12.4,12.4,5.4,19.5,12.5,1.8,10.9,1.6
Joe Mixon,3,false,RB,6900,CIN,@IND,19.3,IND by 8,-28%,-27%,-26%,0.0,0.0,0.0,0.0,0.0,22.0,20.2,18.2,2.8,3.7,5.7,4.6,4.7,0.4,5.3,37,19.7,15.0,15.0,1.3,28.7,14.7,2.1,13.9,2.0
Teddy Bridgewater,0,,QB,6900,CAR,CHI,23.0,CAR by 1,-7%,-5%,-32%,34.0,35.6,35.3,4.6,8.2,3.7,3.0,4.2,1.2,4.9,0.0,0.0,0.0,0.0,0.0,66,20.9,18.5,18.5,12.2,24.9,18.2,2.6,11.4,1.7
Jarrett Stidham,,,QB,6900,NE,DEN,27.5,NE by 10,3%,-8%,-7%,13.0,13.0,0.4,2.0,4.6,2.0,2.0,0.1,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1,4.7,4.7,4.7,4.7,4.7,0.1,0.0,0.0,0.0
Nick Foles,1,,QB,6900,CHI,@CAR,22.0,CAR by 1,-11%,12%,-25%,37.7,37.7,36.2,4.7,6.0,2.0,2.0,2.7,0.3,-0.8,0.0,0.0,0.0,0.0,0.0,62,14.6,14.6,14.6,11.4,17.7,16.6,2.4,17.3,2.5
Philip Rivers,1,,QB,6800,IND,CIN,27.3,IND by 8,-8%,34%,-8%,27.7,30.8,32.5,5.4,8.0,1.3,1.8,0.3,0.6,0.1,0.0,0.0,0.0,0.0,0.0,55,10.5,12.0,12.0,8.7,15.3,16.7,2.5,25.7,3.8
Brian Hoyer,,,QB,6800,NE,DEN,27.5,NE by 10,3%,-8%,-7%,24.0,24.0,0.0,1.0,5.4,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
D.J. Moore,1,,WR,6800,CAR,CHI,23.0,CAR by 1,-7%,-5%,-21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,5.0,7.4,8.0,0.2,10.3,14,10.6,11.0,11.0,5.9,16.2,11.4,1.7,11.8,1.7
Todd Gurley,4,,RB,6800,ATL,@MIN,25.3,MIN by 4,9%,12%,7%,0.0,0.0,0.0,0.0,0.0,14.7,15.8,16.1,4.4,4.7,2.7,2.6,3.6,0.0,2.9,30,18.8,15.1,15.1,8.7,21.4,14.0,2.1,8.2,1.2
Sam Darnold,,Q,QB,6800,NYJ,@MIA,18.8,MIA by 9.5,2%,6%,6%,34.3,34.5,0.0,3.0,5.7,4.3,3.5,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0,15.1,14.3,14.3,8.1,20.6,0.0,0.0,0.0,0.0
Drew Lock,0,,QB,6700,DEN,@NE,17.5,NE by 10,-6%,-3%,-16%,19.0,19.0,34.1,2.5,6.2,1.5,1.5,1.6,0.5,1.7,0.0,0.0,0.0,0.0,0.0,61,6.0,6.0,6.0,-4.2,16.1,15.3,2.3,5.5,0.8
Odell Beckham Jr.,2,,WR,6700,CLE,@PIT,24.0,PIT by 3,-5%,-46%,2%,0.3,0.2,0.0,0.0,18.0,1.0,0.6,0.3,0.0,24.0,7.7,7.8,8.3,1.2,7.5,14,17.6,14.4,14.4,1.6,27.1,11.9,1.8,3.5,0.5
William Fuller,4,,WR,6700,HOU,@TEN,25.0,TEN by 3,3%,40%,-34%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.7,6.0,8.2,0.8,11.1,13,15.7,12.4,12.4,5.0,19.8,12.9,1.9,21.3,3.2
Daniel Jones,5,,QB,6700,NYG,WAS,22.8,NYG by 2.5,-9%,9%,21%,33.7,36.4,32.9,6.2,6.1,4.3,4.0,4.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,63,9.4,11.3,11.3,6.6,15.9,18.2,2.7,14.9,2.2
Melvin Gordon,0,Q,RB,6600,DEN,@NE,17.5,NE by 10,-6%,-3%,-33%,0.0,0.0,0.0,0.0,0.0,16.7,16.3,0.0,2.0,4.3,4.0,3.8,0.0,0.5,3.0,0,15.3,15.0,15.0,7.2,22.8,0.0,0.0,0.0,0.0
Jeff Driskel,,,QB,6600,DEN,@NE,17.5,NE by 10,-6%,-3%,-16%,21.3,21.3,0.0,2.3,6.8,2.0,2.0,0.0,0.3,4.7,0.0,0.0,0.0,0.0,0.0,0,10.7,10.7,10.7,1.3,20.1,0.0,0.0,0.0,0.0
D.J. Chark,2,,WR,6600,JAX,DET,25.8,DET by 3,-6%,44%,-6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,5.7,5.0,6.8,1.3,11.0,11,13.0,12.3,12.3,2.8,21.7,10.2,1.5,8.0,1.2
Brett Rypien,,,QB,6600,DEN,@NE,17.5,NE by 10,-6%,-3%,-16%,20.0,20.0,0.4,3.5,7.4,2.5,2.5,0.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,1,7.7,7.7,7.7,-1.6,16.9,0.2,0.0,0.0,0.0
Jamison Crowder,6,,WR,6600,NYJ,@MIA,18.8,MIA by 9.5,2%,6%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,11.0,11.0,10.5,0.7,10.2,17,18.8,18.8,18.8,14.6,23.1,12.1,1.8,8.3,1.3
Robbie Anderson,5,,WR,6500,CAR,CHI,23.0,CAR by 1,-7%,-5%,-21%,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,3.0,10.0,9.6,8.6,1.2,10.2,14,12.5,14.7,14.7,9.4,19.9,12.8,2.0,9.7,1.5
A.J. Brown,14,,WR,6500,TEN,HOU,28.0,TEN by 3,-9%,35%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,8.0,8.0,7.8,1.0,4.9,13,6.4,6.4,6.4,6.4,6.4,12.8,2.0,20.1,3.1
James Robinson,12,,RB,6500,JAX,DET,25.8,DET by 3,-6%,44%,15%,0.0,0.0,0.0,0.0,0.0,13.7,14.6,17.0,1.4,4.6,5.7,4.4,3.1,0.2,8.3,31,16.0,15.4,15.4,7.1,23.8,16.2,2.5,13.3,2.0
Alex Smith,,,QB,6500,WAS,@NYG,20.3,NYG by 2.5,-7%,-7%,-11%,17.0,17.0,0.4,0.0,2.2,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.6,1.6,1.6,1.6,1.6,0.2,0.0,0.0,0.0
Dwayne Haskins,,,QB,6500,WAS,@NYG,20.3,NYG by 2.5,-7%,-7%,-11%,38.3,36.5,0.0,3.8,6.4,2.0,3.3,0.0,1.8,2.3,0.0,0.0,0.0,0.0,0.0,0,14.2,13.9,13.9,10.5,17.2,0.0,0.0,0.0,0.0
Joe Flacco,0,,QB,6500,NYJ,@MIA,18.8,MIA by 9.5,2%,6%,6%,17.5,17.5,34.0,2.0,6.0,2.0,2.0,2.2,0.5,5.0,0.0,0.0,0.0,0.0,0.0,58,7.2,7.2,7.2,-2.1,16.5,14.0,2.2,6.4,1.0
David Johnson,3,,RB,6400,HOU,@TEN,25.0,TEN by 3,3%,40%,-26%,0.0,0.0,0.0,0.0,0.0,15.3,13.6,15.1,1.2,4.3,3.3,3.6,3.9,0.6,5.9,30,11.0,11.5,11.5,7.0,16.0,13.0,2.0,13.4,2.1
Kyle Allen,1,,QB,6400,WAS,@NYG,20.3,NYG by 2.5,-7%,-7%,-11%,13.0,13.0,35.4,0.0,5.7,1.0,1.0,3.2,1.0,7.0,0.0,0.0,0.0,0.0,0.0,63,9.7,9.7,9.7,9.7,9.7,15.1,2.4,17.0,2.7
DeVante Parker,3,Q,WR,6400,MIA,NYJ,28.3,MIA by 9.5,7%,8%,5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,6.4,7.9,0.2,10.3,12,12.5,11.6,11.6,7.9,15.2,12.4,1.9,5.0,0.8
Marquise Brown,6,,WR,6300,BAL,@PHI,27.5,BAL by 7.5,-3%,-4%,22%,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.4,0.0,1.0,8.0,7.2,7.0,0.2,8.9,12,9.9,9.8,9.8,4.2,15.4,12.3,2.0,7.7,1.2
Julian Edelman,4,,WR,6200,NE,DEN,27.5,NE by 10,3%,-8%,-2%,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.3,0.0,11.0,7.7,7.5,7.7,1.0,9.8,13,10.0,10.2,10.2,1.7,18.6,10.0,1.6,3.3,0.5
Tua Tagovailoa,,,QB,6200,MIA,NYJ,28.3,MIA by 9.5,7%,8%,5%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.1
Robert Tonyan Jr.,2,,TE,6200,GB,@TB,27.3,GB by 0,-4%,-51%,-9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,3.5,5.3,1.0,12.4,8,17.9,13.4,13.4,0.6,26.3,7.9,1.3,4.0,0.6
Tyler Boyd,5,,WR,6100,CIN,@IND,19.3,IND by 8,-28%,-27%,-8%,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.4,0.2,4.0,9.0,8.0,9.4,0.4,9.1,16,12.2,11.7,11.7,6.0,17.4,11.8,1.9,10.4,1.7
Le'Veon Bell,0,O,RB,6100,NYJ,@MIA,18.8,MIA by 9.5,2%,6%,27%,0.0,0.0,0.0,0.0,0.0,9.5,9.5,0.0,1.0,3.9,1.5,1.5,0.0,0.0,13.0,0,6.4,6.4,6.4,5.3,7.5,0.0,0.0,0.0,0.0
Colt McCoy,,,QB,6000,NYG,WAS,22.8,NYG by 2.5,-9%,9%,21%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Ryan Finley,,,QB,6000,CIN,@IND,19.3,IND by 8,-28%,-27%,-33%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Cooper Rush,,,QB,6000,NYG,WAS,22.8,NYG by 2.5,-9%,9%,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devlin Hodges,,,QB,6000,PIT,CLE,27.0,PIT by 3,19%,-27%,18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Woodside,,,QB,6000,TEN,HOU,28.0,TEN by 3,-9%,35%,-2%,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Zach Ertz,1,O,TE,6000,PHI,BAL,20.0,BAL by 7.5,-3%,-22%,1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.2,0.6,4.1,12,5.5,6.5,6.5,2.8,10.2,0.0,0.0,5.3,0.9
Tyler Bray,,,QB,6000,CHI,@CAR,22.0,CAR by 1,-11%,12%,-25%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxton Lynch,,,QB,6000,PIT,CLE,27.0,PIT by 3,19%,-27%,18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Lauletta,,,QB,6000,ATL,@MIN,25.3,MIN by 4,9%,12%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ McCarron,,,QB,6000,HOU,@TEN,25.0,TEN by 3,3%,40%,-36%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Gilbert,,,QB,6000,CLE,@PIT,24.0,PIT by 3,-5%,-46%,-19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Allen,,,QB,6000,CIN,@IND,19.3,IND by 8,-28%,-27%,-33%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby Brissett,,,QB,6000,IND,CIN,27.3,IND by 8,-8%,34%,-8%,2.0,2.0,0.3,0.0,4.3,1.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3,0.3,0.3,-0.1,0.8,0.1,0.0,0.0,0.0
Kurt Benkert,,,QB,6000,ATL,@MIN,25.3,MIN by 4,9%,12%,9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole McDonald,,,QB,6000,TEN,HOU,28.0,TEN by 3,-9%,35%,-2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,,,QB,6000,MIN,ATL,29.3,MIN by 4,35%,-7%,63%,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Case Cookus,,,QB,6000,NYG,WAS,22.8,NYG by 2.5,-9%,9%,21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,,,QB,6000,PHI,BAL,20.0,BAL by 7.5,-3%,-22%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Blough,,,QB,6000,DET,@JAX,28.8,DET by 3,12%,15%,19%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Griffin III,,,QB,6000,BAL,@PHI,27.5,BAL by 7.5,-3%,-4%,-2%,0.7,0.7,0.3,0.0,4.5,1.7,1.7,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1,-0.2,-0.2,-0.2,-0.7,0.3,0.1,0.0,0.0,0.0
Brian Lewerke,,,QB,6000,NE,DEN,27.5,NE by 10,3%,-8%,-7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
