Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Nikita Kucherov,6,,W,8900,TB,FLA,n/a,L1,P1,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,2.1,23.2,2.6
Nathan MacKinnon,7,,C,8700,COL,CGY,n/a,L1,P1,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,2.1,0.0,0.0
Sidney Crosby,6,Q,C,8500,PIT,BUF,n/a,L1,P1,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,1.9,11.7,1.4
Brad Marchand,,,W,8400,BOS,@DAL,n/a,L1,P1,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,2.0,3.2,0.4
Evgeni Malkin,3,,C,8200,PIT,BUF,n/a,L2,P1,3.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,1.9,18.9,2.3
Steven Stamkos,6,,W,8200,TB,FLA,n/a,L1,P1,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,1.9,6.4,0.8
Tyler Seguin,1,,C,8000,DAL,BOS,n/a,L1,P1,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,2.1,3.2,0.4
David Pastrnak,1,,W,7900,BOS,@DAL,n/a,L1,P1,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,2.2,1.6,0.2
Artemi Panarin,4,,W,7800,NYR,WPG,n/a,L1,P1,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,1.8,22.1,2.8
Aleksander Barkov,2,,C,7800,FLA,@TB,n/a,L1,P1,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,2.1,0.0,0.0
