Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Andrei Vasilevskii,,,G,8900,TB,WAS,1,56%,3.02,60.1,59.8,59.8,0.910,0.910,22.7,18.5,18.5,4.7,32.4,18.7,2.1,7.2,0.8
Darcy Kuemper,,,G,8800,ARI,NJ,1,68%,2.27,62.0,61.0,61.0,0.935,0.935,26.7,23.5,23.5,11.1,35.8,22.9,2.6,16.8,1.9
Jordan Binnington,,,G,8700,STL,CHI,1,65%,2.56,50.2,58.6,58.6,0.921,0.921,16.0,20.0,20.0,7.2,32.8,19.4,2.2,15.2,1.7
Frederik Andersen,,,G,8500,TOR,@EDM,1,55%,3.09,58.5,59.9,59.9,0.918,0.918,15.0,19.9,19.9,6.5,33.3,19.1,2.2,36.8,4.3
Carey Price,,,G,8500,MON,DET,2,68%,2.48,59.7,58.5,58.5,0.905,0.905,20.5,16.9,16.9,3.4,30.4,21.7,2.6,6.4,0.8
Mikko Koskinen,,,G,8200,EDM,TOR,1,45%,3.41,54.3,56.8,56.8,0.914,0.914,15.4,19.1,19.1,4.8,33.5,14.9,1.8,10.4,1.3
Jaroslav Halak,,,G,8200,BOS,@FLA,1,53%,2.91,59.3,60.6,60.6,0.927,0.927,21.4,21.8,21.8,7.4,36.3,16.3,2.0,28.8,3.5
Tristan Jarry,,,G,8100,PIT,LA,1,64%,2.36,60.0,55.2,55.2,0.941,0.941,26.4,23.4,23.4,8.1,38.8,22.9,2.8,26.4,3.3
Carter Hart,,,G,8000,PHI,@MIN,2,46%,2.86,59.1,54.4,54.4,0.908,0.908,22.6,15.0,15.0,0.0,30.0,17.2,2.1,7.2,0.9
Ilya Samsonov,,,G,7600,WAS,@TB,2,43%,3.48,60.4,59.5,59.5,0.917,0.917,19.8,20.0,20.0,12.7,27.3,12.4,1.6,24.8,3.3
Sergei Bobrovsky,,,G,7600,FLA,BOS,1,47%,3.09,59.1,55.7,55.7,0.899,0.899,21.1,14.7,14.7,1.1,28.3,17.4,2.3,18.4,2.4
Jacob Markstrom,,,G,7500,VAN,@SJ,1,46%,3.12,60.6,60.5,60.5,0.918,0.918,25.6,18.6,18.6,3.6,33.7,16.7,2.2,10.4,1.4
Corey Crawford,,,G,7500,CHI,@STL,1,35%,3.44,55.8,58.5,58.5,0.909,0.909,7.7,16.5,16.5,1.7,31.2,15.4,2.1,11.2,1.5
Alex Stalock,,,G,7500,MIN,PHI,1,54%,2.64,60.8,54.6,54.6,0.906,0.906,18.6,16.0,16.0,2.0,30.1,18.3,2.4,21.6,2.9
Jon Quick,,,G,7400,LA,@PIT,1,36%,3.14,59.3,59.4,59.4,0.893,0.893,16.0,13.0,13.0,-1.2,27.2,14.5,2.0,2.4,0.3
Aaron Dell,,,G,7200,SJ,VAN,1,54%,2.88,45.5,47.7,47.7,0.893,0.893,11.0,10.3,10.3,-3.6,24.1,16.4,2.3,30.4,4.2
Jonathan Bernier,,,G,7100,DET,@MON,1,32%,3.52,55.8,55.8,55.8,0.890,0.890,10.7,11.4,11.4,1.3,21.4,13.7,1.9,41.6,5.9
MacKenzie Blackwood,,,G,7000,NJ,@ARI,0,32%,3.23,50.1,56.0,56.0,0.905,0.905,12.2,14.3,14.3,0.0,28.6,14.5,2.1,32.8,4.7
