Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Connor McDavid,,,C,8800,EDM,TOR,1,L1,P1,3.12,22.0,20.9,20.9,3.8,4.4,4.4,19.9,22.5,22.5,4.6,40.4,16.2,1.8,17.0,1.9
Steven Stamkos,1,,W,8600,TB,@CAR,4,L1,P1,3.25,17.7,17.7,17.7,3.5,3.5,3.5,20.4,20.4,20.4,5.1,35.7,13.3,1.5,3.2,0.4
Nathan MacKinnon,1,,C,8500,COL,SJ,1,L1,P1,3.54,21.6,18.9,18.9,4.2,4.3,4.3,18.4,19.3,19.3,8.3,30.4,15.7,1.8,18.1,2.1
David Pastrnak,,D,W,8500,BOS,PIT,n/a,,,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Draisaitl,,,C,8400,EDM,TOR,1,L2,P1,3.12,21.4,20.3,20.3,3.0,2.9,2.9,19.2,18.9,18.9,8.8,29.0,15.3,1.8,34.6,4.1
Brad Marchand,1,,W,8300,BOS,PIT,1,L1,P1,2.86,19.0,19.5,19.5,2.8,2.7,2.7,19.5,20.3,20.3,7.7,32.8,12.7,1.5,10.1,1.2
Auston Matthews,1,,C,8200,TOR,@EDM,1,L1,P1,3.38,21.9,19.9,19.9,4.2,4.4,4.4,22.6,20.0,20.0,12.8,27.2,16.0,2.0,20.5,2.5
Max Pacioretty,1,,W,8200,VGK,STL,1,L1,P1,3.18,18.0,17.6,17.6,4.4,4.6,4.6,18.7,19.3,19.3,4.1,34.4,11.9,1.5,0.0,0.0
Sidney Crosby,,,C,8100,PIT,@BOS,1,L1,P1,2.64,20.7,20.2,20.2,2.2,2.7,2.7,13.5,15.5,15.5,3.1,27.8,12.6,1.6,6.4,0.8
Alexander Ovechkin,,D,W,8000,WAS,NYI,8,,,2.61,19.2,19.2,19.2,3.3,3.3,3.3,18.1,18.1,18.1,5.4,30.7,0.0,0.0,0.0,0.0
Mitchell Marner,1,,W,7900,TOR,@EDM,1,L1,P1,3.38,23.1,21.4,21.4,2.4,2.0,2.0,20.1,18.4,18.4,5.7,31.1,12.6,1.6,12.8,1.6
Mikko Rantanen,1,,W,7900,COL,SJ,1,L1,P1,3.54,20.8,18.2,18.2,3.8,4.0,4.0,20.9,19.9,19.9,12.4,27.5,12.0,1.5,3.2,0.4
