Player Name,Salary,Team,Opp,Proj FP,Actual FP
Robin Lehner,8600,VGK,STL,17.4,0.0
Andrei Vasilevskii,8600,TB,CAR,19.7,23.2
Philipp Grubauer,8400,COL,SJ,22.1,36.8
Jaroslav Halak,8300,BOS,PIT,18.6,20.8
Jake Oettinger,8200,DAL,DET,21.8,16.0
Carey Price,8200,MON,CGY,17.8,22.4
Petr Mrazek,8100,CAR,TB,13.4,45.6
Carter Hart,8100,PHI,NJ,19.7,34.4
Semyon Varlamov,7900,NYI,WAS,19.5,-10.4
David Rittich,7900,CGY,MON,16.2,-2.4
Frederik Andersen,7900,TOR,EDM,18.1,20.8
Kaapo Kahkonen,7700,MIN,LA,0,25.6
Braden Holtby,7700,VAN,OTT,19.4,36.8
Tristan Jarry,7600,PIT,BOS,17.0,-3.2
Vitek Vanecek,7600,WAS,NYI,16.9,21.6
Darcy Kuemper,7500,ARI,ANH,20.9,15.2
Mikko Koskinen,7500,EDM,TOR,15.6,2.4
John Gibson,7400,ANH,ARI,19.4,12.8
Jordan Binnington,7300,STL,VGK,14.6,0.0
Elvis Merzlikins,7300,CLS,FLA,16.9,30.4
Igor Shesterkin,7200,NYR,BUF,20.0,22.4
Linus Ullmark,7100,BUF,NYR,17.2,16.8
Chris Driedger,7000,FLA,CLS,18.8,15.2
Scott Wedgewood,6900,NJ,PHI,0.0,-0.8
Jon Quick,6800,LA,MIN,15.2,-1.6
Devan Dubnyk,6700,SJ,COL,11.9,16.0
Matthew Murray,6700,OTT,VAN,15.6,0.8
Jonathan Bernier,6600,DET,DAL,17.3,0.8
