Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Connor McDavid,C,8800,EDM,TOR,1,16.2,17.0
Steven Stamkos,W,8600,TB,CAR,1,13.3,3.2
Nathan MacKinnon,C,8500,COL,SJ,1,15.7,18.1
Leon Draisaitl,C,8400,EDM,TOR,2,15.3,34.6
Brad Marchand,W,8300,BOS,PIT,1,12.7,10.1
Auston Matthews,C,8200,TOR,EDM,1,16.0,20.5
Max Pacioretty,W,8200,VGK,STL,1,11.9,0.0
Sidney Crosby,C,8100,PIT,BOS,1,12.6,6.4
Mitchell Marner,W,7900,TOR,EDM,1,12.6,12.8
Mikko Rantanen,W,7900,COL,SJ,1,12.0,3.2
John Tavares,C,7700,TOR,EDM,2,11.9,11.2
Sebastian Aho,C,7600,CAR,TB,1,8.6,3.2
Mark Stone,W,7600,VGK,STL,1,11.6,0.0
Johnny Gaudreau,W,7600,CGY,MON,2,11.1,13.3
Jack Eichel,C,7600,BUF,NYR,1,14.2,16.8
Brayden Point,C,7600,TB,CAR,1,11.5,3.2
Evgeni Malkin,C,7500,PIT,BOS,2,13.5,4.8
Patrice Bergeron,C,7400,BOS,PIT,1,12.4,29.3
Jake Guentzel,W,7400,PIT,BOS,1,13.4,0.0
Anze Kopitar,C,7300,LA,MIN,1,10.1,23.4
Andrei Svechnikov,W,7300,CAR,TB,1,11.1,8.0
Jonathan Huberdeau,W,7300,FLA,CLS,2,11.8,4.8
Logan Couture,C,7300,SJ,COL,1,10.1,1.6
Ryan Nugent-Hopkins,W,7300,EDM,TOR,1,10.9,0.0
Anders Lee,W,7200,NYI,WAS,1,9.5,18.9
Sean Monahan,C,7200,CGY,MON,2,10.0,1.6
Brendan Gallagher,W,7100,MON,CGY,1,10.5,20.5
Mika Zibanejad,C,7100,NYR,BUF,1,14.2,8.0
Victor Hedman,D,7100,TB,CAR,37,10.7,6.4
Aleksander Barkov,C,7100,FLA,CLS,1,11.8,4.8
Dylan Larkin,C,7000,DET,DAL,1,11.1,3.2
John Carlson,D,6900,WAS,NYI,41,12.4,25.3
Taylor Hall,W,6900,BUF,NYR,1,12.2,11.7
Travis Konecny,W,6900,PHI,NJ,1,10.3,0.0
Bo Horvat,C,6800,VAN,OTT,1,10.5,1.6
Claude Giroux,W,6800,PHI,NJ,1,10.2,13.6
Joe Pavelski,C,6700,DAL,DET,1,8.1,16.8
Evander Kane,W,6700,SJ,COL,2,10.4,1.6
J.T. Miller,W,6700,VAN,OTT,2,11.1,8.5
Mathew Barzal,C,6700,NYI,WAS,1,11.0,10.1
Alex Pietrangelo,D,6700,VGK,STL,52,10.4,0.0
Nicklas Backstrom,C,6600,WAS,NYI,1,10.5,20.2
Jakub Voracek,W,6600,PHI,NJ,2,8.6,12.8
Brent Burns,D,6600,SJ,COL,55,11.0,4.8
Phil Kessel,W,6600,ARI,ANH,3,8.5,14.9
Gabriel Landeskog,W,6500,COL,SJ,1,11.0,9.6
Brock Boeser,W,6500,VAN,OTT,2,10.6,35.7
T.J. Oshie,W,6500,WAS,NYI,2,9.0,13.3
Victor Olofsson,W,6400,BUF,NYR,2,9.3,16.5
Elias Pettersson,C,6400,VAN,OTT,2,12.5,21.6
Kevin Fiala,W,6300,MIN,LA,1,10.3,15.2
Tomas Tatar,W,6300,MON,CGY,1,9.5,3.2
Alexander Radulov,W,6200,DAL,DET,1,9.2,11.7
Shea Theodore,D,6200,VGK,STL,65,9.2,0.0
Jonathan Audy-Marchessault,W,6200,VGK,STL,2,10.2,0.0
Ryan O'Reilly,C,6200,STL,VGK,1,9.9,0.0
Brady Tkachuk,W,6200,OTT,VAN,1,10.8,8.0
William Nylander,W,6200,TOR,EDM,2,10.4,20.0
David Perron,W,6100,STL,VGK,1,9.1,0.0
Tomas Hertl,C,6100,SJ,COL,2,10.2,8.0
Zach Parise,W,6000,MIN,LA,1,8.7,9.6
Cale Makar,D,6000,COL,SJ,73,10.0,11.7
Kevin Hayes,C,6000,PHI,NJ,2,8.4,3.2
Kyle Palmieri,W,6000,NJ,PHI,2,9.1,11.2
John Klingberg,D,5900,DAL,DET,76,8.9,16.8
Cam Atkinson,W,5900,CLS,FLA,3,9.6,4.8
Matthew Tkachuk,W,5900,CGY,MON,1,11.1,1.6
Jaden Schwartz,W,5900,STL,VGK,2,9.0,0.0
Chris Kreider,W,5800,NYR,BUF,3,9.3,0.0
Nazem Kadri,C,5800,COL,SJ,2,8.4,50.1
Kris Letang,D,5800,PIT,BOS,83,10.8,4.8
Tyler Toffoli,W,5800,MON,CGY,3,8.7,18.8
Anthony Mantha,W,5700,DET,DAL,2,11.3,12.8
