Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Jordan Binnington,,,G,8900,STL,PIT,0,53%,2.90,59.3,60.7,60.7,0.925,0.925,24.6,21.2,21.2,9.4,33.1,16.6,1.9,27.2,3.1
Frederik Andersen,,,G,8400,TOR,BUF,0,69%,2.65,59.5,60.1,60.1,0.919,0.919,25.1,20.5,20.5,7.7,33.3,22.6,2.7,31.2,3.7
Matthew Murray,,,G,8300,PIT,@STL,0,47%,3.10,57.3,58.0,58.0,0.901,0.901,3.2,14.8,14.8,1.0,28.6,17.4,2.1,-2.4,-0.3
David Rittich,,,G,8200,CGY,OTT,2,68%,2.25,61.5,60.3,60.3,0.913,0.913,17.4,19.0,19.0,4.0,34.1,20.9,2.5,28.8,3.5
Mike Smith,,,G,8100,EDM,VAN,2,55%,3.09,51.6,54.8,54.8,0.911,0.911,8.6,16.7,16.7,0.6,32.9,17.6,2.2,6.4,0.8
Antti Raanta,,Q,G,8100,ARI,SJ,0,54%,2.64,61.4,61.2,61.2,0.926,0.926,27.2,23.7,23.7,11.1,36.3,19.9,2.5,8.8,1.1
Curtis McElhinney,,,G,8100,TB,CAR,0,60%,2.93,60.3,60.6,60.6,0.911,0.911,21.6,20.7,20.7,12.5,28.8,19.2,2.4,4.8,0.6
Martin Jones,,,G,8000,SJ,@ARI,0,46%,2.86,61.8,57.6,57.6,0.896,0.896,21.9,14.7,14.7,2.3,27.2,15.7,2.0,20.8,2.6
Robin Lehner,,,G,7900,CHI,@COL,0,40%,3.28,60.1,56.4,56.4,0.937,0.937,24.6,22.5,22.5,8.9,36.0,16.7,2.1,-12.8,-1.6
Thomas Greiss,,,G,7900,NYI,CLS,2,64%,2.38,61.7,58.3,58.3,0.930,0.930,22.4,22.7,22.7,10.8,34.5,22.3,2.8,19.2,2.4
Philipp Grubauer,,,G,7700,COL,CHI,0,60%,2.72,51.4,57.4,57.4,0.912,0.912,13.3,18.1,18.1,6.9,29.3,20.6,2.7,20.8,2.7
Juuse Saros,,,G,7500,NSH,@FLA,0,47%,3.33,52.9,53.0,53.0,0.891,0.891,13.0,9.8,9.8,-0.7,20.4,15.4,2.1,8.0,1.1
Ilya Samsonov,,,G,7500,WAS,@DET,0,67%,2.72,61.5,59.5,59.5,0.912,0.912,17.6,18.8,18.8,11.0,26.6,19.1,2.5,24.0,3.2
Jacob Markstrom,,Q,G,7400,VAN,@EDM,2,45%,3.41,60.2,60.7,60.7,0.913,0.913,16.3,17.4,17.4,4.0,30.8,15.4,2.1,26.4,3.6
Carter Hutton,,,G,7400,BUF,@TOR,0,31%,3.85,58.8,60.2,60.2,0.903,0.903,4.2,16.7,16.7,-1.8,35.2,12.7,1.7,24.8,3.4
James Reimer,,,G,7300,CAR,@TB,0,40%,3.57,54.0,56.6,56.6,0.910,0.910,14.4,16.7,16.7,1.2,32.2,11.8,1.6,32.8,4.5
Laurent Brossoit,,,G,7300,WPG,@LA,0,49%,3.03,52.2,55.1,55.1,0.871,0.871,8.3,10.4,10.4,-3.6,24.4,17.8,2.4,17.6,2.4
Jonathan Bernier,,,G,7100,DET,WAS,0,33%,3.78,57.7,55.4,55.4,0.893,0.893,12.3,11.9,11.9,2.1,21.8,12.7,1.8,11.2,1.6
Jack Campbell,,,G,7100,LA,WPG,0,51%,2.97,61.3,60.6,60.6,0.886,0.886,8.0,11.5,11.5,3.3,19.7,16.8,2.4,34.4,4.8
Elvis Merzlikins,,,G,7000,CLS,@NYI,0,36%,3.12,55.7,56.5,56.5,0.890,0.890,10.2,8.3,8.3,1.0,15.5,14.3,2.0,12.0,1.7
