Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Connor McDavid,,,C,9200,EDM,@MIN,1,L1,P1,2.70,23.8,22.4,22.4,2.4,3.2,3.2,14.4,21.8,21.8,6.3,37.4,19.2,2.1,22.1,2.4
David Pastrnak,,,W,8800,BOS,@TB,0,L1,P1,2.83,20.2,19.4,19.4,3.4,3.9,3.9,13.4,22.0,22.0,8.1,35.9,17.6,2.0,6.4,0.7
Jack Eichel,,,C,8800,BUF,NSH,1,L1,P1,2.80,21.5,21.6,21.6,2.8,3.5,3.5,22.7,20.4,20.4,5.3,35.5,17.5,2.0,32.0,3.6
Evgeni Malkin,,,C,8600,PIT,CLS,1,,,2.98,20.4,18.9,18.9,2.4,3.4,3.4,16.3,18.8,18.8,5.5,32.1,0.0,0.0,0.0,0.0
Leon Draisaitl,,,W,8500,EDM,@MIN,1,L2,P1,2.70,22.9,22.8,22.8,2.6,3.0,3.0,17.9,21.0,21.0,8.4,33.7,16.4,1.9,18.9,2.2
Steven Stamkos,,,W,8400,TB,BOS,1,L2,P1,3.17,18.3,18.0,18.0,4.0,3.1,3.1,22.6,16.2,16.2,5.1,27.3,15.9,1.9,32.5,3.9
Auston Matthews,,,C,8400,TOR,@CGY,1,L1,P1,3.36,20.3,19.9,19.9,3.6,3.7,3.7,16.4,18.0,18.0,5.6,30.3,18.1,2.2,1.6,0.2
Artemi Panarin,,,W,8300,NYR,@SJ,1,L1,P1,2.92,21.3,20.5,20.5,2.8,2.9,2.9,13.8,17.0,17.0,8.8,25.1,13.9,1.7,50.9,6.1
Nikita Kucherov,,,W,8200,TB,BOS,1,L1,P1,3.17,18.8,18.8,18.8,3.4,2.9,2.9,11.8,15.7,15.7,2.8,28.6,18.8,2.3,21.8,2.7
Patrick Kane,,,W,8100,CHI,@ARI,1,L2,P1,2.49,21.6,21.4,21.4,3.4,3.6,3.6,12.1,17.5,17.5,7.4,27.6,17.5,2.2,1.6,0.2
Patrice Bergeron,,,C,8100,BOS,@TB,0,L1,P1,2.83,19.3,19.2,19.2,3.4,3.4,3.4,19.6,16.4,16.4,6.1,26.7,16.6,2.0,20.0,2.5
John Tavares,,,C,8100,TOR,@CGY,1,L2,P1,3.36,20.5,19.0,19.0,4.4,2.8,2.8,18.5,14.7,14.7,4.0,25.5,16.9,2.1,31.2,3.9
Jake Guentzel,,,W,8100,PIT,CLS,1,L1,P1,2.98,20.4,20.7,20.7,2.0,3.3,3.3,12.8,16.4,16.4,5.7,27.1,15.1,1.9,11.7,1.4
Brad Marchand,,,W,8000,BOS,@TB,0,L1,P1,2.83,20.6,19.7,19.7,3.4,2.6,2.6,12.3,18.7,18.7,4.6,32.8,16.4,2.0,12.8,1.6
Sidney Crosby,,,C,8000,PIT,CLS,26,,,2.98,19.0,20.5,20.5,3.4,2.7,2.7,12.0,14.3,14.3,3.3,25.3,0.0,0.0,0.0,0.0
Patrik Laine,,,W,7900,WPG,@DET,1,L1,P1,3.51,20.3,19.3,19.3,2.6,3.1,3.1,13.1,15.1,15.1,4.7,25.4,13.7,1.7,9.6,1.2
Mark Scheifele,,,C,7800,WPG,@DET,1,L1,P1,3.51,22.1,21.6,21.6,4.0,2.4,2.4,22.8,14.5,14.5,5.0,24.0,14.2,1.8,24.0,3.1
Aleksander Barkov,,,C,7700,FLA,NYI,1,L1,P1,2.87,19.3,20.1,20.1,2.8,2.8,2.8,18.0,16.4,16.4,7.0,25.9,16.4,2.1,6.4,0.8
Mitchell Marner,,,W,7600,TOR,@CGY,1,L2,P1,3.36,19.3,19.9,19.9,0.8,2.4,2.4,11.6,14.6,14.6,4.4,24.7,15.3,2.0,29.6,3.9
Johnny Gaudreau,,,W,7500,CGY,TOR,1,L3,P1,3.14,17.6,19.3,19.3,4.0,2.9,2.9,14.9,11.6,11.6,3.1,20.1,16.3,2.2,28.8,3.8
Sebastian Aho,,,C,7500,CAR,@VAN,1,L1,P1,3.08,19.7,19.5,19.5,3.0,3.0,3.0,24.8,15.4,15.4,1.5,29.4,15.4,2.1,4.8,0.6
Jonathan Audy-Marchessault,,,W,7300,VGK,@STL,1,L1,P1,2.72,17.0,17.7,17.7,4.0,3.4,3.4,17.7,12.3,12.3,3.1,21.5,13.5,1.8,6.4,0.9
Filip Forsberg,,,W,7300,NSH,@BUF,1,L1,P1,3.20,18.3,18.2,18.2,3.2,3.7,3.7,13.1,15.2,15.2,8.1,22.4,14.6,2.0,12.8,1.8
Elias Pettersson,,,C,7300,VAN,CAR,1,L2,P1,2.92,19.2,19.0,19.0,2.6,2.5,2.5,10.2,15.3,15.3,3.7,26.9,14.6,2.0,16.8,2.3
Brock Boeser,,,W,7300,VAN,CAR,1,L2,P1,2.92,19.4,19.6,19.6,4.0,3.1,3.1,14.1,14.2,14.2,3.6,24.8,14.5,2.0,11.2,1.5
Logan Couture,,,C,7200,SJ,NYR,1,L1,P1,3.58,17.2,18.6,18.6,2.2,2.5,2.5,6.9,13.5,13.5,3.1,23.9,13.9,1.9,20.0,2.8
Mika Zibanejad,,,C,7200,NYR,@SJ,1,L1,P1,2.92,20.7,20.8,20.8,2.2,2.8,2.8,10.8,16.1,16.1,0.2,32.1,14.8,2.1,30.9,4.3
Anthony Mantha,,,W,7100,DET,WPG,14,,,2.49,17.9,18.9,18.9,3.2,3.7,3.7,14.9,16.3,16.3,2.1,30.5,0.0,0.0,0.0,0.0
Sean Monahan,,,C,7100,CGY,TOR,1,L2,P1,3.14,16.1,18.2,18.2,3.0,2.5,2.5,18.3,12.1,12.1,3.9,20.3,14.7,2.1,20.8,2.9
Jonathan Huberdeau,,,W,7100,FLA,NYI,1,L1,P1,2.87,18.2,18.9,18.9,1.8,2.3,2.3,14.4,15.7,15.7,4.9,26.5,14.4,2.0,6.4,0.9
Anze Kopitar,,,C,7000,LA,@ANH,1,L1,P1,2.56,21.1,20.8,20.8,1.0,1.9,1.9,7.7,13.1,13.1,3.2,23.1,13.1,1.9,4.8,0.7
Jeff Skinner,,,W,7000,BUF,NSH,1,L3,P2,2.80,17.0,17.4,17.4,4.6,3.7,3.7,13.3,12.1,12.1,2.4,21.9,13.3,1.9,0.0,0.0
