Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Connor McDavid,1,,C,9000,EDM,CAR,1,L1,P1,2.91,23.4,22.4,22.4,2.6,3.3,3.3,13.8,21.7,21.7,5.9,37.5,19.2,2.1,26.1,2.9
Jack Eichel,,,C,8700,BUF,STL,1,L1,P1,2.63,22.3,21.7,21.7,2.8,3.6,3.6,19.5,20.1,20.1,4.8,35.3,17.5,2.0,28.8,3.3
Evgeni Malkin,,,C,8600,PIT,MON,2,L1,P1,3.27,20.3,18.8,18.8,2.4,3.5,3.5,18.2,19.2,19.2,5.7,32.7,15.4,1.8,11.2,1.3
Leon Draisaitl,,,W,8500,EDM,CAR,1,L2,P1,2.91,22.5,22.8,22.8,3.0,3.1,3.1,16.9,21.4,21.4,8.7,34.1,16.4,1.9,10.1,1.2
Nikita Kucherov,,,W,8400,TB,@FLA,0,L1,P1,3.25,19.5,18.8,18.8,3.0,2.7,2.7,13.2,15.9,15.9,2.8,29.0,18.8,2.2,9.6,1.1
Patrick Kane,,,W,8400,CHI,@VGK,1,L2,P1,2.53,22.2,21.4,21.4,4.0,3.6,3.6,15.6,18.0,18.0,8.1,27.9,17.5,2.1,3.2,0.4
Auston Matthews,,,C,8300,TOR,@VAN,2,L1,P1,3.37,21.2,19.9,19.9,4.0,3.7,3.7,14.3,17.9,17.9,5.4,30.5,18.1,2.2,20.0,2.4
Artemi Panarin,,,W,8200,NYR,@LA,1,L1,P1,2.91,20.5,20.5,20.5,2.6,2.8,2.8,11.0,16.9,16.9,8.6,25.2,13.9,1.7,18.9,2.3
Jake Guentzel,,,W,8100,PIT,MON,2,L1,P1,3.27,20.4,20.7,20.7,3.2,3.4,3.4,16.6,16.5,16.5,5.6,27.4,15.1,1.9,13.6,1.7
Steven Stamkos,,,C,8100,TB,@FLA,0,L2,P1,3.25,19.5,18.1,18.1,5.0,3.1,3.1,21.2,16.0,16.0,4.7,27.3,15.9,2.0,20.0,2.5
