Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Alexander Ovechkin,W,8600,WAS,VAN,1,17.0,1.6
Jack Eichel,C,8500,BUF,DET,1,17.5,21.3
Auston Matthews,C,8400,TOR,SJ,1,18.1,21.6
Mitchell Marner,W,7800,TOR,SJ,2,15.3,20.8
Evgeny Kuznetsov,C,7500,WAS,VAN,2,13.1,35.2
Taylor Hall,W,7500,NJ,ARI,1,16.5,14.9
Jeff Skinner,W,7500,BUF,DET,2,13.3,0.0
John Carlson,D,7300,WAS,VAN,13,13.8,11.2
Erik Karlsson,D,7200,SJ,TOR,14,14.6,4.8
Logan Couture,C,7200,SJ,TOR,1,13.9,3.2
Evander Kane,W,7000,SJ,TOR,2,13.1,6.4
Brock Boeser,W,6900,VAN,WAS,1,14.5,23.7
Brent Burns,D,6900,SJ,TOR,18,14.9,12.8
Phil Kessel,W,6900,ARI,NJ,1,14.0,9.6
Dylan Larkin,C,6700,DET,BUF,1,16.1,12.8
T.J. Oshie,W,6700,WAS,VAN,1,10.8,0.0
Elias Pettersson,C,6600,VAN,WAS,1,14.6,13.6
Anthony Mantha,W,6600,DET,BUF,2,13.0,9.6
Mathew Barzal,C,6500,NYI,OTT,1,13.0,17.6
Anders Lee,W,6500,NYI,OTT,1,11.3,3.2
Kyle Palmieri,W,6400,NJ,ARI,1,12.4,3.2
Nicklas Backstrom,C,6400,WAS,VAN,1,12.0,3.2
Victor Olofsson,W,6300,BUF,DET,1,8.7,10.1
Morgan Rielly,D,6300,TOR,SJ,29,13.4,21.6
Clayton Keller,W,6200,ARI,NJ,1,12.1,15.2
Tomas Hertl,C,6100,SJ,TOR,2,13.2,12.8
Sam Reinhart,W,6000,BUF,DET,1,11.9,26.9
J.T. Miller,W,5800,VAN,WAS,1,9.7,14.4
Timo Meier,W,5800,SJ,TOR,1,14.9,6.4
Bo Horvat,C,5700,VAN,WAS,2,13.0,21.3
Oliver Ekman-Larsson,D,5700,ARI,NJ,36,10.3,24.8
Rasmus Dahlin,D,5600,BUF,DET,37,11.1,1.6
William Nylander,W,5500,TOR,SJ,1,11.7,11.2
Derek Stepan,C,5400,ARI,NJ,1,10.9,1.6
Josh Bailey,W,5400,NYI,OTT,1,9.6,1.6
Brock Nelson,C,5400,NYI,OTT,2,9.8,8.0
Alexander Edler,D,5400,VAN,WAS,43,12.2,12.8
Thomas Chabot,D,5300,OTT,NYI,44,13.3,19.2
Tyler Bertuzzi,W,5300,DET,BUF,1,10.5,4.8
Brady Tkachuk,W,5200,OTT,NYI,1,13.0,3.2
Tyson Barrie,D,5200,TOR,SJ,47,12.4,3.2
Nick Schmaltz,W,5100,ARI,NJ,2,10.1,24.8
Andreas Johnson,W,5000,TOR,SJ,1,9.9,4.8
P.K. Subban,D,4900,NJ,ARI,50,11.7,12.8
Vladislav Namestnikov,W,4900,OTT,NYI,2,8.3,4.8
Alexander Kerfoot,C,4800,TOR,SJ,2,7.6,4.8
Tom Wilson,W,4800,WAS,VAN,2,10.4,3.2
Nico Hischier,C,4800,NJ,ARI,3,12.1,0.0
Tanner Pearson,W,4800,VAN,WAS,3,8.5,3.2
Kasperi Kapanen,W,4800,TOR,SJ,3,9.3,0.0
Marcus Johansson,C,4800,BUF,DET,2,9.0,1.6
Jakub Vrana,W,4800,WAS,VAN,3,9.9,12.8
Blake Coleman,W,4700,NJ,ARI,2,9.3,1.6
Rasmus Ristolainen,D,4700,BUF,DET,60,11.5,4.8
Patrick Marleau,W,4700,SJ,TOR,1,5.8,1.6
Anthony Beauvillier,W,4700,NYI,OTT,2,9.1,1.6
Andreas Athanasiou,W,4600,DET,BUF,2,12.1,4.8
Kevin Labanc,W,4600,SJ,TOR,2,9.8,13.6
Devon Toews,D,4600,NYI,OTT,66,7.8,12.8
Jack Hughes,C,4600,NJ,ARI,1,12.2,34.9
Bobby Ryan,W,4500,OTT,NYI,2,9.1,0.0
Lars Eller,C,4500,WAS,VAN,3,8.4,25.2
Quinn Hughes,D,4300,VAN,WAS,76,7.2,11.7
Alex Goligoski,D,4300,ARI,NJ,78,8.5,3.2
Connor Brown,W,4300,OTT,NYI,3,6.7,12.8
Josh Leivo,W,4200,VAN,WAS,3,7.6,6.4
Kyle Okposo,W,4200,BUF,DET,3,7.6,3.2
Joe Thornton,C,4200,SJ,TOR,3,8.3,3.2
Dmitry Orlov,D,4200,WAS,VAN,83,7.6,3.2
