Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ben Bishop,1,,G,8700,DAL,@BUF,1,51%,2.72,60.5,60.5,60.5,0.910,0.910,NaN,NaN,NaN,NaN,NaN,18.5,2.1,-1.6,-0.2
Sergei Bobrovsky,1,,G,8700,FLA,@NJ,1,50%,2.99,50.4,50.4,50.4,0.882,0.882,NaN,NaN,NaN,NaN,NaN,18.2,2.1,9.6,1.1
John Gibson,1,,G,8500,ANH,@BOS,2,35%,2.88,59.7,59.7,59.7,0.961,0.961,NaN,NaN,NaN,NaN,NaN,17.1,2.0,-0.8,-0.1
Jordan Binnington,,,G,8400,STL,@NYI,1,54%,2.65,60.5,60.5,60.5,0.910,0.910,NaN,NaN,NaN,NaN,NaN,17.7,2.1,0.0,0.0
Carter Hutton,,,G,8400,BUF,DAL,2,49%,2.78,60.4,60.4,60.4,0.908,0.908,21.1,21.1,21.1,12.7,29.4,19.2,2.3,40.0,4.8
Jaroslav Halak,3,,G,8300,BOS,ANH,1,65%,2.12,59.2,59.2,59.2,0.957,0.957,NaN,NaN,NaN,NaN,NaN,20.9,2.5,28.0,3.4
Philipp Grubauer,,,G,8200,COL,@WAS,1,44%,3.16,60.0,60.0,60.0,0.931,0.931,NaN,NaN,NaN,NaN,NaN,16.9,2.1,23.2,2.8
Braden Holtby,,,G,8000,WAS,COL,1,56%,2.84,61.3,61.3,61.3,0.868,0.868,NaN,NaN,NaN,NaN,NaN,18.6,2.3,-12.0,-1.5
Thomas Greiss,1,,G,7700,NYI,STL,1,46%,2.85,50.0,50.0,50.0,0.928,0.928,NaN,NaN,NaN,NaN,NaN,18.2,2.4,20.8,2.7
Alex Stalock,,,G,7200,MIN,@OTT,1,55%,3.09,24.8,24.8,24.8,0.909,0.909,4.0,4.0,4.0,4.0,4.0,16.6,2.3,40.8,5.7
Craig Anderson,,,G,7200,OTT,MIN,1,45%,3.41,59.5,59.5,59.5,0.882,0.882,NaN,NaN,NaN,NaN,NaN,16.5,2.3,22.4,3.1
Cory Schneider,,,G,7100,NJ,FLA,1,50%,3.01,54.1,54.1,54.1,0.897,0.897,NaN,NaN,NaN,NaN,NaN,17.3,2.4,-1.6,-0.2
