Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
David Pastrnak,W,9100,BOS,SJ,1,17.6,17.3
Connor McDavid,C,8800,EDM,DET,1,19.2,12.8
Brad Marchand,W,8700,BOS,SJ,1,16.4,16.5
Steven Stamkos,W,8600,TB,NYR,1,15.9,11.2
Leon Draisaitl,W,8500,EDM,DET,1,16.4,18.4
Auston Matthews,C,8500,TOR,WAS,1,18.1,42.1
Nikita Kucherov,W,8400,TB,NYR,2,18.8,20.0
Alexander Ovechkin,W,8400,WAS,TOR,1,17.0,57.0
Sidney Crosby,C,8300,PIT,PHI,1,16.1,39.2
Patrick Kane,W,7900,CHI,NSH,1,17.5,4.8
Mitchell Marner,W,7900,TOR,WAS,2,15.3,14.9
Claude Giroux,W,7600,PHI,PIT,1,13.3,9.6
Evgeny Kuznetsov,C,7600,WAS,TOR,2,13.1,3.2
Patrik Laine,W,7600,WPG,ANH,2,13.7,0.0
Artemi Panarin,W,7500,NYR,TB,1,13.9,14.9
Tyler Seguin,C,7500,DAL,MIN,1,16.8,36.0
Mark Scheifele,C,7500,WPG,ANH,1,14.2,1.6
Jake Guentzel,W,7500,PIT,PHI,1,15.1,18.4
Patrice Bergeron,C,7500,BOS,SJ,1,16.6,11.7
Mika Zibanejad,C,7400,NYR,TB,2,0.0,0.0
Brayden Point,C,7400,TB,NYR,2,14.8,9.6
Johnny Gaudreau,W,7200,CGY,CAR,1,16.3,12.8
Sean Monahan,C,7100,CGY,CAR,2,14.7,4.8
John Carlson,D,7100,WAS,TOR,31,13.8,35.7
Matt Duchene,C,7100,NSH,CHI,2,12.0,0.0
Logan Couture,C,7100,SJ,BOS,1,13.9,3.2
Brent Burns,D,7100,SJ,BOS,34,14.9,20.5
Viktor Arvidsson,W,7100,NSH,CHI,1,14.1,6.4
Evander Kane,W,7000,SJ,BOS,2,13.1,3.2
Sebastian Aho,C,7000,CAR,CGY,2,15.4,3.2
Roman Josi,D,7000,NSH,CHI,38,13.8,12.8
Dylan Larkin,C,6800,DET,EDM,1,16.1,31.7
