Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Carey Price,,,G,8700,MON,@WPG,1,51%,,60.2,58.7,58.7,0.905,0.905,20.0,16.8,16.8,3.3,30.4,16.7,1.9,0.0,0.0
Jordan Binnington,,,G,8600,STL,@LA,1,,,50.2,58.7,58.7,0.920,0.920,13.4,20.0,20.0,7.6,32.3,18.3,2.1,0.0,0.0
Andrei Vasilevskii,,,G,8500,TB,FLA,1,,,61.0,60.0,60.0,0.906,0.906,15.8,17.3,17.3,3.5,31.1,20.2,2.4,0.0,0.0
Marc-Andre Fleury,,,G,8400,VGK,COL,0,,,59.8,58.3,58.3,0.915,0.915,16.3,19.2,19.2,4.3,34.0,16.7,2.0,0.0,0.0
Antti Raanta,,,G,8300,ARI,@NSH,0,37%,,47.5,56.3,56.3,0.920,0.920,9.9,18.8,18.8,5.2,32.4,16.1,1.9,0.0,0.0
Braden Holtby,,,G,8200,WAS,@BOS,1,59%,,58.8,58.7,58.7,0.911,0.911,19.0,19.1,19.1,7.4,30.8,16.1,2.0,0.0,0.0
Mikko Koskinen,,,G,8200,EDM,@VAN,1,61%,,59.3,57.2,57.2,0.918,0.918,17.3,19.7,19.7,6.1,33.3,16.0,2.0,0.0,0.0
Tuukka Rask,,,G,8100,BOS,WAS,1,,,61.0,60.7,60.7,0.922,0.922,6.4,20.5,20.5,7.5,33.6,17.0,2.1,0.0,0.0
Sergei Bobrovsky,,,G,8000,FLA,@TB,1,,,59.0,56.1,56.1,0.902,0.902,21.9,15.5,15.5,2.3,28.7,14.0,1.8,0.0,0.0
Carter Hart,,,G,7900,PHI,NYR,1,,,51.2,53.6,53.6,0.912,0.912,15.2,15.4,15.4,0.4,30.4,20.0,2.5,0.0,0.0
Alexander Georgiev,,,G,7900,NYR,@PHI,0,49%,,59.6,55.5,55.5,0.915,0.915,17.1,19.7,19.7,2.2,37.3,16.0,2.0,0.0,0.0
Jon Quick,,,G,7700,LA,STL,1,39%,,61.3,59.7,59.7,0.895,0.895,22.4,13.2,13.2,-0.7,27.1,16.1,2.1,0.0,0.0
Thomas Greiss,,,G,7600,NYI,CLS,1,,,46.1,54.7,54.7,0.924,0.924,14.6,20.3,20.3,6.9,33.7,21.6,2.8,0.0,0.0
Joonas Korpisalo,,,G,7600,CLS,@NYI,1,,,56.3,58.2,58.2,0.910,0.910,22.2,17.3,17.3,5.0,29.5,14.5,1.9,0.0,0.0
Philipp Grubauer,,,G,7600,COL,@VGK,1,,,50.8,56.0,56.0,0.913,0.913,14.4,17.4,17.4,5.5,29.3,17.6,2.3,0.0,0.0
Jacob Markstrom,,,G,7500,VAN,EDM,1,,,57.6,59.9,59.9,0.916,0.916,17.0,18.3,18.3,4.1,32.5,18.8,2.5,0.0,0.0
Pekka Rinne,,,G,7500,NSH,ARI,1,,,60.8,56.4,56.4,0.895,0.895,14.6,16.2,16.2,-1.0,33.4,19.0,2.5,0.0,0.0
Laurent Brossoit,,,G,7500,WPG,MON,1,,,48.8,52.2,52.2,0.887,0.887,15.5,11.4,11.4,-1.7,24.4,18.8,2.5,0.0,0.0
Corey Crawford,,,G,7400,CHI,NJ,1,45%,3.42,60.5,58.5,58.5,0.909,0.909,13.3,16.0,16.0,2.1,30.0,21.4,2.9,0.0,0.0
Craig Anderson,,,G,7400,OTT,BUF,1,,,48.8,52.3,52.3,0.901,0.901,15.0,12.5,12.5,0.7,24.2,17.2,2.3,0.0,0.0
Linus Ullmark,,,G,7200,BUF,@OTT,1,,,60.2,60.0,60.0,0.913,0.913,18.4,19.3,19.3,4.7,34.0,17.9,2.5,0.0,0.0
MacKenzie Blackwood,,,G,7200,NJ,@CHI,1,55%,3.08,51.2,56.0,56.0,0.906,0.906,18.4,14.9,14.9,0.3,29.6,15.1,2.1,0.0,0.0
