Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Marc-Andre Fleury,1,,G,9000,VGK,NSH,1,56%,3.07,55.7,56.4,56.4,0.933,0.933,NaN,NaN,NaN,NaN,NaN,16.4,1.8,7.2,0.8
Andrei Vasilevskii,1,,G,8800,TB,@MON,2,55%,3.10,59.1,59.1,59.1,0.903,0.903,NaN,NaN,NaN,NaN,NaN,18.2,2.1,34.4,3.9
Frederik Andersen,3,,G,8600,TOR,MIN,2,69%,2.44,56.9,56.9,56.9,0.886,0.886,14.2,14.2,14.2,-1.9,30.4,23.4,2.7,25.6,3.0
Pekka Rinne,1,,G,8400,NSH,@VGK,2,44%,3.43,60.0,60.0,60.0,0.894,0.894,20.3,20.3,20.3,9.4,31.1,14.8,1.8,30.4,3.6
Carey Price,,,G,8100,MON,TB,2,45%,3.40,62.1,62.1,62.1,0.901,0.901,NaN,NaN,NaN,NaN,NaN,15.3,1.9,3.2,0.4
Connor Hellebuyck,1,,G,7900,WPG,ARI,1,55%,2.85,59.9,59.9,59.9,0.928,0.928,NaN,NaN,NaN,NaN,NaN,19.4,2.5,8.8,1.1
David Rittich,1,,G,7800,CGY,PHI,1,56%,2.79,60.9,60.9,60.9,0.906,0.906,NaN,NaN,NaN,NaN,NaN,17.3,2.2,24.8,3.2
Devan Dubnyk,,,G,7700,MIN,@TOR,0,31%,3.56,52.6,52.6,52.6,0.862,0.862,4.0,4.0,4.0,-2.8,10.8,12.1,1.6,8.0,1.0
Darcy Kuemper,1,,G,7700,ARI,@WPG,2,45%,3.15,59.1,59.1,59.1,0.957,0.957,NaN,NaN,NaN,NaN,NaN,16.6,2.2,0.0,0.0
Jack Campbell,,,G,7600,LA,CAR,1,41%,3.54,60.4,60.4,60.4,0.885,0.885,19.6,19.6,19.6,17.9,21.3,13.3,1.8,12.8,1.7
Petr Mrazek,1,,G,7600,CAR,@LA,2,59%,2.96,46.8,46.8,46.8,0.882,0.882,13.0,13.0,13.0,1.5,24.5,16.6,2.2,44.8,5.9
Thatcher Demko,2,,G,7500,VAN,DET,2,57%,2.76,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,19.4,2.6,28.8,3.8
Brian Elliott,,,G,7500,PHI,@CGY,2,43%,3.21,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,15.4,2.1,0.0,0.0
Jonathan Bernier,0,,G,7300,DET,@VAN,2,42%,3.24,60.0,60.0,60.0,0.912,0.912,22.8,22.8,22.8,12.1,33.5,16.0,2.2,1.6,0.2
