Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Nathan MacKinnon,0,,C,8600,COL,@LA,3,L1,P1,3.24,12.2,12.2,12.2,4.5,4.5,4.5,21.7,21.7,21.7,0.1,43.3,15.7,1.8,19.7,2.3
Alexander Ovechkin,1,,W,8400,WAS,@PIT,1,L1,P1,3.10,19.4,19.4,19.4,3.7,3.7,3.7,20.3,20.3,20.3,5.9,34.8,14.8,1.8,11.2,1.3
Sidney Crosby,0,,C,8400,PIT,WAS,1,L1,P1,3.40,19.8,19.8,19.8,3.0,3.0,3.0,14.2,14.2,14.2,2.8,25.6,12.6,1.5,35.4,4.2
Artemi Panarin,0,,W,8200,NYR,NJ,2,L2,P1,2.96,19.8,19.8,19.8,2.5,2.5,2.5,16.3,16.3,16.3,-2.2,34.7,13.3,1.6,23.4,2.9
Patrick Kane,1,,W,8000,CHI,@FLA,1,L1,P1,3.00,17.7,17.7,17.7,3.0,3.0,3.0,12.2,12.2,12.2,7.2,17.2,14.0,1.8,20.0,2.5
Patrik Laine,,Q,W,8000,WPG,@OTT,4,,,3.00,16.3,16.3,16.3,3.0,3.0,3.0,38.9,38.9,38.9,38.9,38.9,0.0,0.0,0.0,0.0
Mika Zibanejad,0,,C,7800,NYR,NJ,2,L1,P1,2.96,20.1,20.1,20.1,3.5,3.5,3.5,9.6,9.6,9.6,7.3,11.9,14.2,1.8,17.3,2.2
Mikko Rantanen,0,,W,7700,COL,@LA,3,L1,P1,3.24,11.9,11.9,11.9,4.5,4.5,4.5,17.4,17.4,17.4,4.1,30.8,12.0,1.6,18.9,2.5
Jack Eichel,1,,C,7600,BUF,@PHI,0,L1,P1,2.81,21.4,21.4,21.4,2.3,2.3,2.3,21.8,21.8,21.8,10.5,33.2,14.2,1.9,6.4,0.8
Evgeni Malkin,0,,C,7600,PIT,WAS,1,L2,P1,3.40,19.8,19.8,19.8,2.3,2.3,2.3,3.7,3.7,3.7,1.3,6.2,13.5,1.8,20.5,2.7
Mark Scheifele,1,,C,7500,WPG,@OTT,0,L1,P1,3.00,26.3,26.3,26.3,5.5,5.5,5.5,15.6,15.6,15.6,4.9,26.3,11.9,1.6,22.9,3.1
Jake Guentzel,0,,W,7400,PIT,WAS,1,L1,P1,3.40,19.8,19.8,19.8,2.0,2.0,2.0,8.7,8.7,8.7,2.5,14.9,13.4,1.8,28.5,3.9
Kyle Connor,0,,W,7400,WPG,@OTT,0,L2,P1,3.00,19.9,19.9,19.9,2.0,2.0,2.0,23.4,23.4,23.4,9.5,37.4,12.6,1.7,18.9,2.6
Evgeny Kuznetsov,0,,C,7400,WAS,@PIT,1,L2,P1,3.10,15.9,15.9,15.9,1.7,1.7,1.7,9.2,9.2,9.2,-0.1,18.6,9.3,1.3,23.2,3.1
Jonathan Huberdeau,0,,W,7400,FLA,CHI,1,L2,P1,3.50,14.2,14.2,14.2,1.0,1.0,1.0,30.1,30.1,30.1,30.1,30.1,11.8,1.6,10.1,1.4
