Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Laurent Brossoit,,,G,8600,WPG,@OTT,n/a,50%,3.00,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,17.7,2.1,30.4,3.5
Brian Elliott,0,,G,8400,PHI,BUF,0,56%,2.81,31.9,31.9,31.9,0.867,0.867,2.4,2.4,2.4,2.4,2.4,18.3,2.2,52.0,6.2
Philipp Grubauer,2,,G,8300,COL,@LA,3,68%,2.26,79.5,79.5,79.5,0.925,0.925,17.6,17.6,17.6,1.8,33.4,22.9,2.8,22.4,2.7
Vitek Vanecek,,,G,8200,WAS,@PIT,1,45%,3.40,30.0,30.0,30.0,0.968,0.968,16.0,16.0,16.0,-6.6,38.6,14.8,1.8,0.0,0.0
Petr Mrazek,,,G,8100,CAR,@NSH,2,51%,2.72,59.0,59.0,59.0,0.912,0.912,16.4,16.4,16.4,-4.5,37.3,16.7,2.1,0.0,0.0
Alexander Georgiev,0,,G,7900,NYR,NJ,2,57%,2.54,30.0,30.0,30.0,1.000,1.000,19.2,19.2,19.2,-8.0,46.4,22.5,2.8,-3.2,-0.4
Casey DeSmith,0,,G,7700,PIT,WAS,1,55%,3.10,56.4,56.4,56.4,0.941,0.941,14.8,14.8,14.8,1.8,27.8,17.9,2.3,13.6,1.8
Sergei Bobrovsky,0,D,G,7600,FLA,CHI,n/a,57%,3.00,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,18.8,2.5,20.0,2.6
Juuse Saros,,,G,7400,NSH,CAR,2,49%,2.78,60.0,60.0,60.0,0.959,0.959,34.4,34.4,34.4,29.9,38.9,18.0,2.4,0.0,0.0
Elvis Merzlikins,2,,G,7000,CLS,@DET,2,62%,2.43,60.0,60.0,60.0,0.848,0.848,2.4,2.4,2.4,2.4,2.4,19.9,2.8,7.2,1.0
Carter Hutton,,,G,6900,BUF,@PHI,0,43%,3.19,59.3,59.3,59.3,0.878,0.878,11.2,11.2,11.2,-8.0,30.4,15.7,2.3,11.2,1.6
MacKenzie Blackwood,,,G,6900,NJ,@NYR,2,42%,2.96,65.0,65.0,65.0,0.954,0.954,24.8,24.8,24.8,18.0,31.6,16.9,2.4,37.6,5.4
Cal Petersen,,,G,6900,LA,COL,n/a,32%,3.24,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,13.5,2.0,4.8,0.7
Matthew Murray,,,G,6700,OTT,WPG,2,50%,3.00,59.7,59.7,59.7,0.905,0.905,16.8,16.8,16.8,15.7,17.9,19.0,2.8,3.2,0.5
Kevin Lankinen,,,G,6700,CHI,@FLA,n/a,42%,3.50,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,-0.2
Jonathan Bernier,1,,G,6700,DET,CLS,2,38%,3.07,59.9,59.9,59.9,0.935,0.935,27.2,27.2,27.2,27.2,27.2,16.2,2.4,21.6,3.2
