Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Robin Lehner,,,G,8700,VGK,LA,1,69%,2.24,48.9,48.9,48.9,0.885,0.885,9.9,9.9,9.9,-3.2,23.1,21.3,2.4,23.2,2.7
James Reimer,,,G,8300,CAR,@CLS,2,56%,2.56,61.0,61.0,61.0,0.900,0.900,18.6,18.6,18.6,8.8,28.3,18.1,2.2,5.6,0.7
Jake Oettinger,,,G,8100,DAL,CHI,2,60%,2.70,49.5,49.5,49.5,0.898,0.898,14.1,14.1,14.1,8.7,19.6,19.6,2.4,18.4,2.3
Vitek Vanecek,,,G,7800,WAS,PHI,2,47%,3.09,59.6,54.9,54.9,0.911,0.911,19.8,17.4,17.4,4.8,30.0,16.3,2.1,-8.0,-1.0
Carter Hart,,P,G,7800,PHI,@WAS,1,53%,2.91,61.7,57.1,57.1,0.898,0.898,15.0,15.9,15.9,0.8,31.0,17.2,2.2,22.4,2.9
Chris Driedger,,,G,7500,FLA,DET,1,69%,2.24,48.9,48.9,48.9,0.939,0.939,18.9,18.9,18.9,7.0,30.8,22.9,3.1,16.0,2.1
Malcolm Subban,,,G,7200,CHI,@DAL,2,40%,3.30,24.2,24.2,24.2,0.889,0.889,3.8,3.8,3.8,-3.5,11.2,16.5,2.3,32.0,4.4
Joonas Korpisalo,,,G,7100,CLS,CAR,2,43%,2.94,56.1,56.9,56.9,0.914,0.914,14.6,17.5,17.5,4.3,30.7,16.1,2.3,-8.0,-1.1
Cal Petersen,,,G,6800,LA,@VGK,1,31%,3.26,54.9,54.9,54.9,0.935,0.935,17.4,17.4,17.4,5.8,29.1,13.3,2.0,7.2,1.1
Thomas Greiss,,,G,6600,DET,@FLA,1,31%,3.26,42.2,49.8,49.8,0.888,0.888,2.1,6.5,6.5,-4.5,17.5,15.3,2.3,36.8,5.6
