Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Connor McDavid,,,C,8900,EDM,TOR,1,L1,P1,3.17,22.8,21.4,21.4,3.6,3.9,3.9,23.0,21.9,21.9,5.0,38.7,16.2,1.8,37.3,4.2
Auston Matthews,,,C,8700,TOR,@EDM,1,L1,P1,3.33,21.5,20.0,20.0,3.8,4.4,4.4,20.7,20.1,20.1,13.4,26.7,16.0,1.8,21.6,2.5
Steven Stamkos,,,W,8500,TB,NSH,1,L1,P1,3.12,17.6,17.6,17.6,3.2,3.2,3.2,16.9,16.9,16.9,1.6,32.3,13.3,1.6,18.9,2.2
Leon Draisaitl,,,C,8400,EDM,TOR,1,L2,P1,3.17,22.4,21.1,21.1,3.6,3.2,3.2,24.8,20.6,20.6,9.9,31.4,15.3,1.8,17.6,2.1
Nathan MacKinnon,,,C,8400,COL,@MIN,1,L1,P1,2.97,21.3,19.3,19.3,5.0,4.5,4.5,18.1,19.2,19.2,8.9,29.4,15.7,1.9,24.0,2.9
Brad Marchand,,,W,8200,BOS,@WAS,1,L1,P1,2.92,18.8,19.1,19.1,3.0,2.4,2.4,19.5,18.8,18.8,6.7,30.9,12.7,1.5,21.6,2.6
Sidney Crosby,,,C,8000,PIT,@NYR,1,L1,P1,3.03,20.3,20.1,20.1,2.6,2.8,2.8,14.4,14.3,14.3,2.5,26.2,12.6,1.6,16.8,2.1
Alexander Ovechkin,,D,W,8000,WAS,BOS,10,L2,P1,2.58,19.2,19.2,19.2,3.3,3.3,3.3,18.1,18.1,18.1,5.4,30.7,14.8,1.9,25.3,3.2
Mitchell Marner,,,W,7900,TOR,@EDM,1,L1,P1,3.33,22.9,21.6,21.6,2.2,2.0,2.0,16.9,17.8,17.8,5.8,29.8,12.6,1.6,17.6,2.2
Mikko Rantanen,,,W,7900,COL,@MIN,1,L1,P1,2.97,21.0,18.6,18.6,3.6,3.8,3.8,17.8,17.9,17.9,8.7,27.0,12.0,1.5,24.8,3.1
Artemi Panarin,,,W,7800,NYR,PIT,1,L2,P1,2.97,22.7,21.9,21.9,2.8,2.7,2.7,15.2,15.5,15.5,4.6,26.4,13.3,1.7,18.9,2.4
Patrice Bergeron,,,C,7700,BOS,@WAS,1,L1,P1,2.92,18.0,18.1,18.1,4.6,4.6,4.6,21.2,20.9,20.9,7.5,34.3,12.4,1.6,29.3,3.8
Johnny Gaudreau,,,W,7600,CGY,@MON,1,L1,P1,2.87,19.6,19.4,19.4,2.4,2.5,2.5,17.8,17.8,17.8,11.7,23.8,11.1,1.5,15.7,2.1
Brayden Point,,,C,7600,TB,NSH,1,L1,P1,3.12,16.9,16.9,16.9,3.6,3.6,3.6,16.3,16.3,16.3,7.6,25.0,11.5,1.5,22.9,3.0
John Tavares,,,C,7600,TOR,@EDM,1,L2,P2,3.33,19.1,16.7,16.7,2.0,3.0,3.0,7.9,14.5,14.5,2.0,27.0,11.9,1.6,18.1,2.4
David Pastrnak,,P,W,7500,BOS,@WAS,n/a,L1,P1,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,2.0,16.0,2.1
Evgeni Malkin,,,C,7500,PIT,@NYR,1,L2,P1,3.03,18.2,18.8,18.8,1.6,1.9,1.9,9.5,7.4,7.4,0.6,14.1,13.5,1.8,12.8,1.7
Sebastian Aho,,D,C,7500,CAR,DAL,1,L1,P1,2.82,19.6,19.6,19.6,2.3,2.3,2.3,11.1,11.1,11.1,0.6,21.6,8.6,1.1,21.8,2.9
Mark Scheifele,,,C,7500,WPG,VAN,3,L1,P1,3.36,22.3,23.4,23.4,2.0,3.0,3.0,20.5,19.1,19.1,10.3,27.8,11.9,1.6,4.8,0.6
Kyle Connor,,,W,7400,WPG,VAN,3,L1,P1,3.36,20.3,20.2,20.2,2.6,2.4,2.4,14.8,17.3,17.3,6.7,27.9,12.6,1.7,3.2,0.4
Jake Guentzel,,,W,7400,PIT,@NYR,1,L1,P1,3.03,20.6,20.3,20.3,2.2,2.1,2.1,10.3,9.7,9.7,0.0,19.5,13.4,1.8,23.2,3.1
Andrei Svechnikov,,,W,7300,CAR,DAL,1,L1,P1,2.82,17.8,17.8,17.8,3.0,3.0,3.0,18.4,18.4,18.4,10.0,26.9,11.1,1.5,17.3,2.4
Jonathan Huberdeau,,,W,7200,FLA,@DET,1,L2,P1,3.33,16.2,16.2,16.2,1.3,1.3,1.3,11.7,11.7,11.7,-1.1,24.4,11.8,1.6,8.5,1.2
Filip Forsberg,,,W,7200,NSH,@TB,2,L1,P1,2.38,19.7,19.3,19.3,3.8,3.3,3.3,11.9,13.3,13.3,7.1,19.6,10.7,1.5,26.1,3.6
