Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Andrei Vasilevskii,1,,G,8800,TB,NYR,4,71%,2.58,59.2,59.8,59.8,0.905,0.905,12.6,18.0,18.0,2.8,33.2,22.2,2.5,16.0,1.8
Petr Mrazek,,,G,8400,CAR,@BUF,2,56%,2.82,59.5,53.4,53.4,0.907,0.907,16.5,17.0,17.0,-0.3,34.4,16.8,2.0,19.2,2.3
Mike Smith,,,G,8100,EDM,COL,1,55%,2.87,52.7,57.0,57.0,0.913,0.913,13.3,16.9,16.9,0.5,33.4,18.5,2.3,28.8,3.6
Carter Hutton,0,,G,8000,BUF,CAR,4,44%,3.18,60.3,60.3,60.3,0.921,0.921,11.2,21.7,21.7,3.3,40.1,17.0,2.1,-0.8,-0.1
Sergei Bobrovsky,1,,G,7900,FLA,WPG,1,62%,2.89,55.6,53.4,53.4,0.881,0.881,15.7,11.4,11.4,-2.2,24.9,20.0,2.5,4.8,0.6
John Gibson,0,,G,7800,ANH,SJ,1,48%,3.05,60.1,58.1,58.1,0.915,0.915,16.2,17.7,17.7,2.6,32.7,18.0,2.3,4.0,0.5
Antti Raanta,,,G,7600,ARI,@MIN,1,48%,2.81,61.9,62.1,62.1,0.912,0.912,21.3,19.6,19.6,10.8,28.4,18.5,2.4,12.8,1.7
Adam Werner,,,G,7500,COL,@EDM,1,45%,3.13,59.5,59.5,59.5,1.000,1.000,44.0,44.0,44.0,44.0,44.0,0.0,0.0,-9.6,-1.3
Anton Khudobin,,,G,7500,DAL,@VAN,0,42%,2.96,55.8,56.5,56.5,0.915,0.915,19.7,15.8,15.8,4.0,27.5,16.2,2.2,29.6,3.9
Alexander Georgiev,,,G,7500,NYR,@TB,1,28%,3.92,52.2,54.9,54.9,0.917,0.917,17.4,18.0,18.0,2.5,33.5,12.6,1.7,-3.2,-0.4
Devan Dubnyk,1,,G,7400,MIN,ARI,1,52%,2.69,55.6,52.5,52.5,0.893,0.893,12.8,10.9,10.9,1.8,20.1,18.1,2.4,25.6,3.5
Martin Jones,,,G,7400,SJ,@ANH,1,52%,2.95,60.5,56.0,56.0,0.887,0.887,14.6,11.8,11.8,0.2,23.4,16.0,2.2,23.2,3.1
Jacob Markstrom,2,,G,7400,VAN,DAL,1,57%,2.54,60.4,60.7,60.7,0.918,0.918,13.6,17.4,17.4,6.0,28.8,20.3,2.7,4.0,0.5
Jonathan Bernier,,,G,7200,DET,@LA,1,43%,3.21,54.5,54.9,54.9,0.891,0.891,14.9,12.4,12.4,1.2,23.6,16.2,2.3,10.4,1.4
Jon Quick,,,G,7200,LA,DET,1,56%,2.79,59.1,59.2,59.2,0.874,0.874,12.3,9.4,9.4,-5.3,24.0,18.3,2.5,19.2,2.7
Laurent Brossoit,,,G,7200,WPG,@FLA,1,38%,3.61,55.5,55.5,55.5,0.852,0.852,7.2,7.2,7.2,-7.3,21.7,14.2,2.0,27.2,3.8
