Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Line,PP,GS,L5 TOI,L40 TOI,S TOI,L5 SOG,L40 SOG,S SOG,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Patrick Kane,0,,W,8600,CHI,STL,1,L1,P1,2.63,23.3,21.3,21.3,5.4,3.6,3.6,19.6,18.5,18.5,8.0,29.0,17.5,2.0,9.6,1.1
Jack Eichel,0,,C,8400,BUF,NJ,1,L1,P1,3.13,22.4,21.6,21.6,4.2,3.7,3.7,24.5,19.9,19.9,4.0,35.9,17.5,2.1,36.5,4.3
Artemi Panarin,0,,W,8200,NYR,VGK,1,L1,P1,2.85,19.6,20.4,20.4,1.8,2.9,2.9,17.3,17.6,17.6,9.6,25.6,13.9,1.7,6.4,0.8
Anze Kopitar,,,C,7700,LA,@ANH,1,L1,P1,2.58,21.4,20.7,20.7,1.6,2.0,2.0,12.3,14.1,14.1,4.7,23.6,13.1,1.7,3.2,0.4
Taylor Hall,0,,W,7400,NJ,@BUF,1,L1,P1,2.87,18.5,19.3,19.3,3.6,3.6,3.6,14.3,13.6,13.6,6.8,20.4,16.5,2.2,6.4,0.9
Mark Stone,,,W,7200,VGK,@NYR,2,L2,P2,3.15,20.3,19.8,19.8,2.0,2.7,2.7,12.0,13.9,13.9,4.9,22.8,14.5,2.0,11.7,1.6
Anthony Mantha,,,W,7100,DET,NYI,1,,,2.32,17.9,18.9,18.9,3.2,3.7,3.7,14.9,16.3,16.3,2.1,30.5,0.0,0.0,0.0,0.0
Mika Zibanejad,0,,C,7100,NYR,VGK,1,L2,P1,2.85,17.6,20.8,20.8,2.6,3.1,3.1,12.7,18.3,18.3,-0.1,36.8,14.8,2.1,11.2,1.6
Ryan O'Reilly,0,,C,7000,STL,@CHI,1,L2,P1,2.87,21.1,20.7,20.7,1.8,1.8,1.8,14.2,12.3,12.3,-0.3,24.9,13.1,1.9,3.2,0.5
Jeff Skinner,0,,W,7000,BUF,NJ,1,L3,P1,3.13,16.9,17.5,17.5,3.0,3.5,3.5,9.9,11.9,11.9,2.3,21.5,13.3,1.9,31.2,4.5
Jonathan Audy-Marchessault,0,,W,6800,VGK,@NYR,2,L1,P1,3.15,18.1,17.8,17.8,3.6,3.3,3.3,7.8,11.4,11.4,5.4,17.3,13.5,2.0,11.2,1.6
David Perron,,,W,6700,STL,@CHI,1,L2,P1,2.87,18.7,18.3,18.3,2.2,2.4,2.4,13.5,13.5,13.5,3.8,23.2,10.0,1.5,10.1,1.5
Mathew Barzal,,,C,6600,NYI,@DET,1,L1,P1,3.18,20.1,19.2,19.2,1.4,2.1,2.1,11.8,13.6,13.6,2.9,24.4,13.0,2.0,11.2,1.7
