Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Malcolm Subban,,,G,8000,VGK,@NYR,2,55%,2.85,60.3,55.9,55.9,0.901,0.901,13.1,12.4,12.4,-0.9,25.7,16.8,2.1,31.2,3.9
Semyon Varlamov,0,,G,7800,NYI,@DET,1,66%,2.32,57.8,57.3,57.3,0.918,0.918,15.2,19.0,19.0,7.0,31.0,22.9,2.9,32.0,4.1
Jake Allen,,,G,7800,STL,@CHI,1,55%,2.63,62.1,60.8,60.8,0.914,0.914,23.4,19.0,19.0,8.2,29.7,17.6,2.3,50.4,6.5
Corey Crawford,,,G,7600,CHI,STL,1,45%,2.87,54.3,57.8,57.8,0.912,0.912,17.9,17.0,17.0,1.8,32.2,18.9,2.5,4.8,0.6
Henrik Lundqvist,,,G,7600,NYR,VGK,1,45%,3.15,60.4,57.0,57.0,0.912,0.912,22.6,18.3,18.3,3.9,32.6,17.6,2.3,6.4,0.8
Ryan Miller,,,G,7400,ANH,LA,2,56%,2.58,52.5,54.6,54.6,0.899,0.899,9.8,14.2,14.2,-0.5,28.8,20.6,2.8,31.2,4.2
Linus Ullmark,,,G,7400,BUF,NJ,1,54%,2.87,59.3,60.0,60.0,0.911,0.911,15.2,18.6,18.6,2.9,34.3,19.3,2.6,43.2,5.8
Jack Campbell,,,G,7200,LA,@ANH,1,43%,2.92,61.3,60.5,60.5,0.898,0.898,13.9,14.0,14.0,3.2,24.9,16.0,2.2,0.8,0.1
Jonathan Bernier,,,G,7100,DET,NYI,1,34%,3.18,57.4,55.6,55.6,0.894,0.894,10.7,11.9,11.9,2.3,21.5,15.3,2.2,0.8,0.1
Louis Domingue,,,G,7100,NJ,@BUF,1,46%,3.13,45.4,45.4,45.4,0.926,0.926,12.0,12.0,12.0,2.0,22.0,0.0,0.0,-12.0,-1.7
