Player Name,Pos,Salary,Team,Opp,Line,Proj FP,Actual FP
Connor McDavid,C,9200,EDM,SJ,1,19.2,33.3
Leon Draisaitl,W,9100,EDM,SJ,1,16.4,14.4
David Pastrnak,W,9000,BOS,NJ,1,17.6,35.7
Nathan MacKinnon,C,8800,COL,CGY,1,18.6,25.6
Auston Matthews,C,8700,TOR,VGK,1,18.1,4.8
Patrick Kane,W,8500,CHI,CAR,2,17.5,22.4
Nikita Kucherov,W,8400,TB,STL,1,18.8,0.0
Aleksander Barkov,C,8300,FLA,PHI,1,16.4,26.4
Brad Marchand,W,8200,BOS,NJ,1,16.4,24.5
Steven Stamkos,C,8200,TB,STL,2,15.9,3.2
Evgeni Malkin,C,8200,PIT,NYI,1,15.4,20.2
Jack Eichel,C,7900,BUF,MIN,1,17.5,16.0
Filip Forsberg,W,7800,NSH,WPG,1,14.6,4.8
Patrice Bergeron,C,7800,BOS,NJ,1,16.6,0.0
Evander Kane,W,7700,SJ,EDM,1,13.1,16.0
Patrik Laine,W,7700,WPG,NSH,1,13.7,18.4
John Tavares,C,7600,TOR,VGK,2,16.9,6.4
Tyler Seguin,C,7500,DAL,VAN,1,16.8,25.6
Claude Giroux,C,7500,PHI,FLA,2,13.3,8.0
Mark Scheifele,C,7500,WPG,NSH,1,14.2,8.0
Brent Burns,D,7400,SJ,EDM,28,14.9,14.4
Jonathan Huberdeau,W,7400,FLA,PHI,1,14.4,13.6
Brendan Gallagher,W,7300,MON,CLS,1,12.6,4.8
Sean Monahan,C,7300,CGY,COL,1,14.7,11.2
Mark Stone,W,7300,VGK,TOR,2,14.5,20.5
Taylor Hall,W,7300,NJ,BOS,1,16.5,1.6
Johnny Gaudreau,W,7300,CGY,COL,1,16.3,1.6
Brayden Point,C,7200,TB,STL,1,14.8,0.0
Elias Pettersson,C,7200,VAN,DAL,1,14.6,6.4
Jeff Skinner,W,7200,BUF,MIN,2,13.3,4.8
Jake Guentzel,W,7200,PIT,NYI,1,15.1,30.6
Sebastian Aho,C,7100,CAR,CHI,2,15.4,21.6
Brock Boeser,W,7100,VAN,DAL,1,14.5,17.6
Matthew Tkachuk,W,7000,CGY,COL,2,14.1,4.8
Ryan O'Reilly,C,7000,STL,TB,2,13.1,9.6
Matt Duchene,C,6900,NSH,WPG,2,12.0,6.4
Sean Couturier,C,6900,PHI,FLA,3,14.9,11.2
Tomas Hertl,C,6800,SJ,EDM,2,13.2,6.4
Cam Atkinson,W,6800,CLS,MON,1,13.1,6.4
Dougie Hamilton,D,6800,CAR,CHI,48,11.7,20.8
Viktor Arvidsson,W,6800,NSH,WPG,1,14.1,3.2
Roman Josi,D,6800,NSH,WPG,50,13.8,12.8
Anthony Mantha,W,6800,DET,OTT,1,13.0,24.8
Jakub Voracek,W,6700,PHI,FLA,1,12.8,1.6
Alexander Radulov,W,6700,DAL,VAN,2,14.2,3.2
Blake Wheeler,C,6700,WPG,NSH,2,14.3,3.2
Jonathan Audy-Marchessault,W,6700,VGK,TOR,2,13.5,16.0
Logan Couture,C,6700,SJ,EDM,1,13.9,14.4
Morgan Rielly,D,6600,TOR,VGK,57,13.4,6.4
Dylan Larkin,C,6600,DET,OTT,1,16.1,12.8
Erik Karlsson,D,6600,SJ,EDM,59,14.6,0.0
Kyle Connor,W,6600,WPG,NSH,1,13.6,12.8
Mathew Barzal,C,6600,NYI,PIT,1,13.0,3.2
Alex DeBrincat,W,6600,CHI,CAR,2,14.1,12.8
Teuvo Teravainen,W,6600,CAR,CHI,2,12.4,8.0
William Karlsson,C,6500,VGK,TOR,1,11.8,6.4
Max Pacioretty,W,6500,VGK,TOR,1,12.0,19.7
Joe Pavelski,C,6500,DAL,VAN,3,12.3,1.6
Anders Lee,W,6500,NYI,PIT,1,11.3,8.0
Alex Pietrangelo,D,6400,STL,TB,68,12.2,14.4
Elias Lindholm,W,6400,CGY,COL,1,12.2,3.2
Tomas Tatar,W,6400,MON,CLS,1,10.7,1.6
Ryan Nugent-Hopkins,C,6400,EDM,SJ,2,12.5,3.2
Victor Hedman,D,6400,TB,STL,72,13.2,14.4
Andrei Svechnikov,W,6400,CAR,CHI,2,11.1,16.8
Jamie Benn,W,6300,DAL,VAN,1,13.0,42.1
Travis Konecny,W,6300,PHI,FLA,2,11.1,12.8
Jonathan Toews,C,6300,CHI,CAR,1,13.9,8.0
David Perron,W,6300,STL,TB,2,10.0,18.4
Brayden Schenn,C,6200,STL,TB,1,11.5,9.6
Evgeni Dadonov,W,6200,FLA,PHI,1,12.4,27.2
Mark Giordano,D,6100,CGY,COL,81,13.1,12.8
Vincent Trocheck,C,6100,FLA,PHI,2,14.1,11.2
Eric Staal,C,6000,MIN,BUF,1,11.4,12.8
Shea Weber,D,6000,MON,CLS,84,12.2,8.0
Max Domi,C,5900,MON,CLS,2,11.9,1.6
Kyle Palmieri,W,5900,NJ,BOS,2,12.4,1.6
Victor Olofsson,W,5900,BUF,MIN,1,8.7,11.2
William Nylander,W,5900,TOR,VGK,1,11.7,9.6
Mike Hoffman,W,5800,FLA,PHI,3,12.5,15.2
Zach Parise,W,5800,MIN,BUF,2,13.0,34.1
Timo Meier,W,5800,SJ,EDM,2,14.9,4.8
Kevin Shattenkirk,D,5700,TB,STL,94,8.4,3.2
Bo Horvat,C,5700,VAN,DAL,2,13.0,26.4
Pierre-Luc Dubois,C,5700,CLS,MON,3,11.4,40.0
David Krejci,C,5700,BOS,NJ,2,10.1,17.6
Keith Yandle,D,5700,FLA,PHI,98,10.8,1.6
Oscar Klefbom,D,5600,EDM,SJ,99,11.7,27.7
Sam Reinhart,W,5600,BUF,MIN,1,11.9,1.6
Thomas Chabot,D,5600,OTT,DET,101,13.3,9.6
Jaden Schwartz,W,5600,STL,TB,1,11.6,15.2
J.T. Miller,W,5600,VAN,DAL,1,9.7,0.0
Ondrej Palat,W,5600,TB,STL,2,9.0,0.0
Zachary Werenski,D,5600,CLS,MON,105,10.9,14.9
