"C","C","W","W","D","D","UTIL","UTIL","G","","Instructions"
"","","","","","","","","","","1) Create a lineup by inserting any player from this list into their appropriate position columns"
"","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload"
"","","","","","","","","","","4) Maximum of 250 lineups per upload"
"","","","","","","","","",""
"","","","","","","","","","","Player ID + Player Name","Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"","","","","","","","","","","54618-70899:Auston Matthews","54618-70899","C","Auston","Auston Matthews","Matthews","21.71538367638221","13","8700","MON@TOR","TOR","MON","","","","",""
"","","","","","","","","","","54618-8233:Curtis McElhinney","54618-8233","G","Curtis","Curtis McElhinney","McElhinney","26.399999618530273","1","8600","TB@FLA","TB","FLA","","","","",""
"","","","","","","","","","","54618-54565:Andrei Vasilevskiy","54618-54565","G","Andrei","Andrei Vasilevskii","Vasilevskiy","21.60000055486506","11","8600","TB@FLA","TB","FLA","","","","",""
"","","","","","","","","","","54618-8193:Tuukka Rask","54618-8193","G","Tuukka","Tuukka Rask","Rask","17.799999237060547","8","8500","BOS@NYI","BOS","NYI","","","","",""
"","","","","","","","","","","54618-8453:Jaroslav Halak","54618-8453","G","Jaroslav","Jaroslav Halak","Halak","22.4","5","8500","BOS@NYI","BOS","NYI","","","","",""
"","","","","","","","","","","54618-59218:David Pastrnak","54618-59218","W","David","David Pastrnak","Pastrnak","21.71666717529297","6","8500","BOS@NYI","BOS","NYI","","","","",""
"","","","","","","","","","","54618-11294:Michael Hutchinson","54618-11294","G","Michael","Michael Hutchinson","Hutchinson","11.5","16","8400","MON@TOR","TOR","MON","","","","",""
"","","","","","","","","","","54618-12619:Jack Campbell","54618-12619","G","Jack","Jack Campbell","Campbell","23.200000762939453","2","8400","MON@TOR","TOR","MON","IR","Leg","","",""
"","","","","","","","","","","54618-23072:Frederik Andersen","54618-23072","G","Frederik","Frederik Andersen","Andersen","19.066666920979817","12","8400","MON@TOR","TOR","MON","","","","",""
"","","","","","","","","","","54618-8262:Patrick Kane","54618-8262","W","Patrick","Patrick Kane","Kane","19.273333740234374","15","8300","CBJ@CHI","CHI","CBJ","","","","",""
"","","","","","","","","","","54618-8452:Carey Price","54618-8452","G","Carey","Carey Price","Price","14.300000190734863","8","8300","MON@TOR","MON","TOR","","","","",""
"","","","","","","","","","","54618-8655:Steven Stamkos","54618-8655","W","Steven","Steven Stamkos","Stamkos","18.818181818181817","11","8300","TB@FLA","TB","FLA","O","Covid-19","","",""
"","","","","","","","","","","54618-9112:Jake Allen","54618-9112","G","Jake","Jake Allen","Allen","22.399998982747395","6","8300","MON@TOR","MON","TOR","","","","",""
"","","","","","","","","","","54618-15400:Petr Mrazek","54618-15400","G","Petr","Petr Mrazek","Mrazek","19.600000381469727","4","8200","CAR@DAL","CAR","DAL","O","Thumb","","",""
"","","","","","","","","","","54618-59226:Alex Nedeljkovic","54618-59226","G","Alex","Alex Nedeljkovic","Nedeljkovic","3.200000047683716","1","8200","CAR@DAL","CAR","DAL","","","","",""
"","","","","","","","","","","54618-9052:James Reimer","54618-9052","G","James","James Reimer","Reimer","17.94285692487444","7","8200","CAR@DAL","CAR","DAL","","","","",""
"","","","","","","","","","","54618-66612:Adin Hill","54618-66612","G","Adin","Adin Hill","Hill","12.615384615384615","13","8100","STL@ARI","ARI","STL","","","","",""
"","","","","","","","","","","54618-40050:Antti Raanta","54618-40050","G","Antti","Antti Raanta","Raanta","28.399999618530273","2","8100","STL@ARI","ARI","STL","","","","",""
"","","","","","","","","","","54618-14466:Darcy Kuemper","54618-14466","G","Darcy","Darcy Kuemper","Kuemper","15.19999972256747","11","8100","STL@ARI","ARI","STL","","","","",""
"","","","","","","","","","","54618-8763:Brad Marchand","54618-8763","W","Brad","Brad Marchand","Marchand","17.561538696289062","13","8100","BOS@NYI","BOS","NYI","","","","",""
"","","","","","","","","","","54618-8732:Semyon Varlamov","54618-8732","G","Semyon","Semyon Varlamov","Varlamov","22.311111450195312","9","8000","BOS@NYI","NYI","BOS","","","","",""
"","","","","","","","","","","54618-97232:Ilya Sorokin","54618-97232","G","Ilya","Ilya Sorokin","Sorokin","5.066666603088379","3","8000","BOS@NYI","NYI","BOS","","","","",""
"","","","","","","","","","","54618-70635:David Rittich","54618-70635","G","David","David Rittich","Rittich","2.799999952316284","2","8000","CGY@VAN","CGY","VAN","","","","",""
"","","","","","","","","","","54618-8175:Patrice Bergeron","54618-8175","C","Patrice","Patrice Bergeron","Bergeron","19.330769465519833","13","8000","BOS@NYI","BOS","NYI","","","","",""
"","","","","","","","","","","54618-12283:Jacob Markstrom","54618-12283","G","Jacob","Jacob Markstrom","Markstrom","21.745454268022016","11","8000","CGY@VAN","CGY","VAN","","","","",""
"","","","","","","","","","","54618-66683:Mitchell Marner","54618-66683","W","Mitchell","Mitchell Marner","Marner","18.764286586216517","14","7900","MON@TOR","TOR","MON","","","","",""
"","","","","","","","","","","54618-8893:Anton Khudobin","54618-8893","G","Anton","Anton Khudobin","Khudobin","14.971429007393974","7","7900","CAR@DAL","DAL","CAR","","","","",""
"","","","","","","","","","","54618-103202:Jake Oettinger","54618-103202","G","Jake","Jake Oettinger","Oettinger","14.88000030517578","5","7900","CAR@DAL","DAL","CAR","","","","",""
"","","","","","","","","","","54618-66556:Landon Bow","54618-66556","G","Landon","Landon Bow","Bow","0","0","7900","CAR@DAL","DAL","CAR","","","","",""
"","","","","","","","","","","54618-66693:Sam Montembeault","54618-66693","G","Sam","Sam Montembeault","Montembeault","11.257143293108259","14","7700","TB@FLA","FLA","TB","","","","",""
"","","","","","","","","","","54618-54514:Johnny Gaudreau","54618-54514","W","Johnny","Johnny Gaudreau","Gaudreau","14.753846388596754","13","7700","CGY@VAN","CGY","VAN","","","","",""
"","","","","","","","","","","54618-58926:Brayden Point","54618-58926","C","Brayden","Brayden Point","Point","18.4250005086263","12","7700","TB@FLA","TB","FLA","","","","",""
"","","","","","","","","","","54618-42853:Chris Driedger","54618-42853","G","Chris","Chris Driedger","Driedger","22.88000030517578","5","7700","TB@FLA","FLA","TB","","","","",""
"","","","","","","","","","","54618-12163:Sergei Bobrovsky","54618-12163","G","Sergei","Sergei Bobrovsky","Bobrovsky","19.46666717529297","6","7700","TB@FLA","FLA","TB","","","","",""
"","","","","","","","","","","54618-73946:Sebastian Aho","54618-73946","C","Sebastian","Sebastian Aho","Aho","13.53636308149858","11","7600","CAR@DAL","CAR","DAL","","","","",""
"","","","","","","","","","","54618-70509:Ville Husso","54618-70509","G","Ville","Ville Husso","Husso","7","4","7600","STL@ARI","STL","ARI","","","","",""
"","","","","","","","","","","54618-15339:Jordan Binnington","54618-15339","G","Jordan","Jordan Binnington","Binnington","19.345454822887074","11","7600","STL@ARI","STL","ARI","","","","",""
"","","","","","","","","","","54618-70900:Patrik Laine","54618-70900","W","Patrik","Patrik Laine","Laine","16.566666920979817","6","7500","CBJ@CHI","CBJ","CHI","","","","",""
"","","","","","","","","","","54618-23071:Vladimir Tarasenko","54618-23071","W","Vladimir","Vladimir Tarasenko","Tarasenko","14.63000030517578","10","7500","STL@ARI","STL","ARI","IR","Shoulder","","",""
"","","","","","","","","","","54618-82001:Collin Delia","54618-82001","G","Collin","Collin Delia","Delia","5.199999809265137","2","7200","CBJ@CHI","CHI","CBJ","","","","",""
"","","","","","","","","","","54618-43131:Malcolm Subban","54618-43131","G","Malcolm","Malcolm Subban","Subban","17.066666920979817","3","7200","CBJ@CHI","CHI","CBJ","","","","",""
"","","","","","","","","","","54618-8494:John Tavares","54618-8494","C","John","John Tavares","Tavares","14.557143075125557","14","7200","MON@TOR","TOR","MON","","","","",""
"","","","","","","","","","","54618-8615:Joe Pavelski","54618-8615","C","Joe","Joe Pavelski","Pavelski","20.527273004705254","11","7200","CAR@DAL","DAL","CAR","","","","",""
"","","","","","","","","","","54618-84395:Kevin Lankinen","54618-84395","G","Kevin","Kevin Lankinen","Lankinen","20.960000610351564","10","7200","CBJ@CHI","CHI","CBJ","","","","",""
"","","","","","","","","","","54618-8640:David Perron","54618-8640","W","David","David Perron","Perron","14.635713849748884","14","7200","STL@ARI","STL","ARI","","","","",""
"","","","","","","","","","","54618-8669:Victor Hedman","54618-8669","D","Victor","Victor Hedman","Hedman","17.46666717529297","12","7200","TB@FLA","TB","FLA","","","","",""
"","","","","","","","","","","54618-8472:Pekka Rinne","54618-8472","G","Pekka","Pekka Rinne","Rinne","13.399999618530273","8","7100","DET@NSH","NSH","DET","","","","",""
"","","","","","","","","","","54618-39238:Anders Lee","54618-39238","W","Anders","Anders Lee","Lee","11.991666158040365","12","7100","BOS@NYI","NYI","BOS","","","","",""
"","","","","","","","","","","54618-39253:Filip Forsberg","54618-39253","W","Filip","Filip Forsberg","Forsberg","16.599999564034597","14","7100","DET@NSH","NSH","DET","","","","",""
"","","","","","","","","","","54618-80454:Matiss Kivlenieks","54618-80454","G","Matiss","Matiss Kivlenieks","Kivlenieks","9.066666920979818","6","7100","CBJ@CHI","CBJ","CHI","IR","Lower body","","",""
"","","","","","","","","","","54618-103103:Elvis Merzlikins","54618-103103","G","Elvis","Elvis Merzlikins","Merzlikins","14.933333079020182","6","7100","CBJ@CHI","CBJ","CHI","","","","",""
"","","","","","","","","","","54618-8986:Jamie Benn","54618-8986","W","Jamie","Jamie Benn","Benn","14.057143075125557","7","7100","CAR@DAL","DAL","CAR","","","","",""
"","","","","","","","","","","54618-54065:Joonas Korpisalo","54618-54065","G","Joonas","Joonas Korpisalo","Korpisalo","14.480000305175782","10","7100","CBJ@CHI","CBJ","CHI","","","","",""
"","","","","","","","","","","54618-66411:Juuse Saros","54618-66411","G","Juuse","Juuse Saros","Saros","11","8","7100","DET@NSH","NSH","DET","","","","",""
"","","","","","","","","","","54618-15217:Jonathan Huberdeau","54618-15217","W","Jonathan","Jonathan Huberdeau","Huberdeau","14.909090909090908","11","7100","TB@FLA","FLA","TB","","","","",""
"","","","","","","","","","","54618-79857:Brock Boeser","54618-79857","W","Brock","Brock Boeser","Boeser","14.452940996955423","17","7100","CGY@VAN","VAN","CGY","","","","",""
"","","","","","","","","","","54618-66685:Mathew Barzal","54618-66685","C","Mathew","Mathew Barzal","Barzal","14.72499974568685","12","6900","BOS@NYI","NYI","BOS","","","","",""
"","","","","","","","","","","54618-9416:Braden Holtby","54618-9416","G","Braden","Braden Holtby","Holtby","12.600000381469727","8","6900","CGY@VAN","VAN","CGY","","","","",""
"","","","","","","","","","","54618-41393:Aleksander Barkov","54618-41393","C","Aleksander","Aleksander Barkov","Barkov","16.709091186523438","11","6900","TB@FLA","FLA","TB","","","","",""
"","","","","","","","","","","54618-70251:Thatcher Demko","54618-70251","G","Thatcher","Thatcher Demko","Demko","14.577777438693577","9","6900","CGY@VAN","VAN","CGY","","","","",""
"","","","","","","","","","","54618-41389:Sean Monahan","54618-41389","C","Sean","Sean Monahan","Monahan","11.561538696289062","13","6800","CGY@VAN","CGY","VAN","","","","",""
"","","","","","","","","","","54618-84409:Elias Pettersson","54618-84409","C","Elias","Elias Pettersson","Pettersson","11.27058859432445","17","6800","CGY@VAN","VAN","CGY","","","","",""
"","","","","","","","","","","54618-9124:Ryan O'Reilly","54618-9124","C","Ryan","Ryan O'Reilly","O'Reilly","13.992856706891741","14","6800","STL@ARI","STL","ARI","","","","",""
"","","","","","","","","","","54618-15306:Brendan Gallagher","54618-15306","W","Brendan","Brendan Gallagher","Gallagher","11.635713849748884","14","6800","MON@TOR","MON","TOR","","","","",""
"","","","","","","","","","","54618-12654:Calvin Pickard","54618-12654","G","Calvin","Calvin Pickard","Pickard","7.199999809265137","1","6700","DET@NSH","DET","NSH","O","Covid-19","","",""
"","","","","","","","","","","54618-8633:Thomas Greiss","54618-8633","G","Thomas","Thomas Greiss","Greiss","9.266666412353516","12","6700","DET@NSH","DET","NSH","","","","",""
"","","","","","","","","","","54618-85470:Andrei Svechnikov","54618-85470","W","Andrei","Andrei Svechnikov","Svechnikov","15.990908536044033","11","6700","CAR@DAL","CAR","DAL","","","","",""
