Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,Vegas Odds Win,Vegas Odds GA,L5 TOI,L40 TOI,S TOI,L40 SVPCT,S SVPCT,L5 FP,L40 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Hunter Miska,,,G,8600,COL,@MIN,0,57%,2.77,29.0,29.0,29.0,0.885,0.885,3.2,3.2,3.2,-1.3,7.7,0.0,0.0,7.2,0.8
Brian Elliott,,,G,8100,PHI,NYI,4,53%,2.67,50.6,50.6,50.6,0.938,0.938,24.3,24.3,24.3,-1.0,49.6,18.5,2.3,26.4,3.3
Ilya Sorokin,,,G,8000,NYI,@PHI,6,47%,2.83,39.2,39.2,39.2,0.907,0.907,6.4,6.4,6.4,-3.3,16.1,18.4,2.3,4.0,0.5
Cameron Talbot,,Q,G,7700,MIN,COL,0,42%,3.23,41.0,41.0,41.0,0.925,0.925,14.1,14.1,14.1,2.8,25.3,14.6,1.9,17.6,2.3
Elvis Merzlikins,,,G,7500,CLS,@CHI,2,54%,2.64,61.1,61.1,61.1,0.906,0.906,17.0,17.0,17.0,2.7,31.3,18.1,2.4,14.4,1.9
John Gibson,,,G,7400,ANH,STL,0,40%,3.01,48.2,52.3,52.3,0.927,0.927,18.6,19.5,19.5,-1.2,40.2,17.0,2.3,-0.8,-0.1
Ville Husso,,,G,7300,STL,@ANH,6,60%,2.49,19.2,19.2,19.2,0.830,0.830,-0.2,-0.2,-0.2,-3.1,2.7,19.1,2.6,28.0,3.8
Stuart Skinner,,,G,7100,EDM,OTT,n/a,64%,2.82,0.0,0.0,0.0,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,2.6
Kevin Lankinen,1,,G,7000,CHI,CLS,1,46%,2.86,61.1,61.1,61.1,0.929,0.929,19.0,19.0,19.0,5.2,32.9,17.4,2.5,33.6,4.8
Matthew Murray,,,G,6700,OTT,@EDM,2,36%,3.68,56.4,56.9,56.9,0.859,0.859,3.5,5.6,5.6,-3.6,14.8,14.6,2.2,-7.2,-1.1
